DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Visceral adipose tissue volumes (adjusted for BMI and height)	19,273 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry females	NA	Affymetrix [11485690] (imputed)	16	visceral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0004765	GCST90205221	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Abdominal adipose tissue volumes (adjusted for BMI and height)	19,273 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry females	NA	Affymetrix [11485690] (imputed)	8	abdominal adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803316	GCST90205222	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Gluteofemoral adipose tissue volumes (adjusted for BMI and height)	19,273 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry females	NA	Affymetrix [11485690] (imputed)	31	gluteofemoral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803317	GCST90205223	Genome-wide genotyping array
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	4,899 African ancestry individuals	6,644 African American individuals	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245800	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	3,336 African ancestry women	3,732 African American women	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245801	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	1,563 African ancestry men	2,912 African American men	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245802	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	4,899 African ancestry individuals, 17,105 European ancestry individuals	6,644 African American individuals, 9,774 European ancestry individuals	NR [455318]	2	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245803	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	17,105 European ancestry individuals	9,774 European ancestry individuals	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245804	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	9,430 European ancestry women	4,642 European ancestry women	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245805	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	7,675 European ancestry men	5,132 European ancestry men	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245806	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	3,336 African ancestry women, 9,430 European ancestry women	3,732 African American women, 4,642 European ancestry women	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245807	Exome-wide sequencing
2023-01-31	36568030	Young KL	2022-11-25	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/36568030	Whole-exome sequence analysis of anthropometric traits illustrates challenges in identifying effects of rare genetic variants.	Height	1,563 African ancestry men, 7,675 European ancestry men	2,912 African American men, 5,132 European ancestry men	NR [455318]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245808	Exome-wide sequencing
2023-08-02	37049604	Park S	2023-04-04	Nutrients	www.ncbi.nlm.nih.gov/pubmed/37049604	Height-Related Polygenic Variants Are Associated with Metabolic Syndrome Risk and Interact with Energy Intake and a Rice-Main Diet to Influence Height in KoGES.	Height	58,701 Korean ancestry individuals	13,783 Korean ancestry individuals	Affymetrix [NR] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90275120	Genome-wide genotyping array
2023-03-30	36777999	Nam K	2022-10-05	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/36777999	Genome-wide study on 72,298 individuals in Korean biobank data for 76 traits.	Height	251,000 East Asian ancestry individuals	NA	NR [6907490] (imputed)	1426	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90255478	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	4,080,687 European ancestry individuals	49,160 European ancestry individuals	Affymetrix, Illumina [1385132] (imputed)	230	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245843	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	455,180 Hispanic or Latin American individuals	NA	Affymetrix, Illumina [1385132] (imputed)	1511	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245844	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	472,730 East Asian ancestry individuals	NA	Affymetrix, Illumina [1385132] (imputed)	918	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245845	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	293,593 African ancestry individuals	NA	Affymetrix, Illumina [1385132] (imputed)	453	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245846	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	77,890 South Asian ancestry individuals	NA	Illumina [1385132] (imputed)	69	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245847	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	5,314,291 European ancestry, Hispanic or Latin American, East Asian ancestry, African ancestry, South Asian ancestry individuals	NA	Affymetrix, Illumina [1385132] (imputed)	12111	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245848	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	168,193 African ancestry individuals	NA	Affymetrix, Illumina [1373665] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245989	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	2,200,007 European ancestry, Hispanic or Latin American, East Asian ancestry, African ancestry, South Asian ancestry individuals	NA	Affymetrix, Illumina [1377305] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245990	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	363,856 East Asian ancestry individuals	NA	Affymetrix, Illumina [1355897] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245991	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	1,597,374 European ancestry individuals	NA	Affymetrix, Illumina [1373020] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245992	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	58,709 Hispanic or Latin American individuals	NA	Affymetrix, Illumina [1372262] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245993	Genome-wide genotyping array
2023-02-09	36224396	Yengo L	2022-10-12	Nature	www.ncbi.nlm.nih.gov/pubmed/36224396	A saturated map of common genetic variants associated with human height.	Height	60,939 South Asian ancestry individuals	NA	Illumina [1339059] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90245994	Genome-wide genotyping array
