HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N2.HOG0001187	OG0001141	n0			AS2_01560	KD33716_01456
N2.HOG0001188	OG0001142	n0			AS2_01559	KD33716_01455
N2.HOG0001189	OG0001143	n0			AS2_01558	KD33716_01454
N2.HOG0001190	OG0001144	n0			AS2_01556	KD33716_01452
N2.HOG0001191	OG0001145	n0			AS2_01555	KD33716_01451
N2.HOG0001192	OG0001146	n0			AS2_01554	KD33716_01450
N2.HOG0001193	OG0001147	n0			AS2_01553	KD33716_01449
N2.HOG0001194	OG0001148	n0			AS2_01552	KD33716_01448
N2.HOG0001195	OG0001149	n0			AS2_01550	KD33716_01446
N2.HOG0001196	OG0001150	n0			AS2_01549	KD33716_01445
N2.HOG0001197	OG0001151	n0			AS2_01548	KD33716_01444
N2.HOG0001198	OG0001152	n0			AS2_01547	KD33716_01443
N2.HOG0001199	OG0001153	n0			AS2_01546	KD33716_01442
N2.HOG0001200	OG0001154	n0			AS2_01545	KD33716_01441
N2.HOG0001201	OG0001155	n0			AS2_01544	KD33716_01440
N2.HOG0001202	OG0001156	n0			AS2_01543	KD33716_01439
N2.HOG0001203	OG0001157	n0			AS2_01542	KD33716_01438
N2.HOG0001204	OG0001158	n0			AS2_01541	KD33716_01437
N2.HOG0001205	OG0001159	n0			AS2_01540	KD33716_01436
N2.HOG0001206	OG0001160	n0			AS2_01539	KD33716_01435
N2.HOG0001207	OG0001161	n0			AS2_01538	KD33716_01434
N2.HOG0001208	OG0001162	n0			AS2_01537	KD33716_01433
N2.HOG0001209	OG0001163	n0			AS2_01536	KD33716_01432
N2.HOG0001210	OG0001164	n0			AS2_01535	KD33716_01430
N2.HOG0001211	OG0001165	n0			AS2_01534	KD33716_01429
N2.HOG0001212	OG0001166	n0			AS2_01533	KD33716_01428
N2.HOG0001213	OG0001167	n0			AS2_01532	KD33716_01427
N2.HOG0001214	OG0001168	n0			AS2_01531	KD33716_01426
N2.HOG0001215	OG0001169	n0			AS2_01530	KD33716_01425
N2.HOG0001216	OG0001170	n0			AS2_01529	KD33716_01424
N2.HOG0001217	OG0001171	n0			AS2_01528	KD33716_01423
N2.HOG0001218	OG0001172	n0			AS2_01527	KD33716_01422
N2.HOG0001219	OG0001173	n0			AS2_01526	KD33716_01421
N2.HOG0001220	OG0001174	n0			AS2_01525	KD33716_01420
N2.HOG0001221	OG0001175	n0			AS2_01522	KD33716_01418
N2.HOG0001222	OG0001176	n0			AS2_01521	KD33716_01417
N2.HOG0001223	OG0001177	n0			AS2_01520	KD33716_01416
N2.HOG0001224	OG0001178	n0			AS2_01518	KD33716_01413
N2.HOG0001225	OG0001179	n0			AS2_01517	KD33716_01412
N2.HOG0001226	OG0001180	n0			AS2_01516	KD33716_01411
N2.HOG0001227	OG0001181	n0			AS2_01515	KD33716_01410
N2.HOG0001228	OG0001182	n0			AS2_01514	KD33716_01409
N2.HOG0001229	OG0001183	n0			AS2_01513	KD33716_01408
N2.HOG0001230	OG0001184	n0			AS2_01512	KD33716_01407
N2.HOG0001231	OG0001185	n0			AS2_01511	KD33716_01406
N2.HOG0001232	OG0001186	n0			AS2_01492	KD33716_01404
N2.HOG0001233	OG0001187	n0			AS2_01491	KD33716_01403
N2.HOG0001234	OG0001188	n0			AS2_01490	KD33716_01401
N2.HOG0001235	OG0001189	n0			AS2_01489	KD33716_01400
N2.HOG0001236	OG0001190	n0			AS2_01487	KD33716_01394
N2.HOG0001237	OG0001191	n0			AS2_01486	KD33716_01393
N2.HOG0001238	OG0001192	n0			AS2_01485	KD33716_01392
N2.HOG0001239	OG0001193	n0			AS2_01484	KD33716_01391
N2.HOG0001240	OG0001194	n0			AS2_01483	KD33716_01390
N2.HOG0001241	OG0001195	n0			AS2_01481	KD33716_01389
N2.HOG0001242	OG0001196	n0			AS2_01480	KD33716_01388
N2.HOG0001243	OG0001197	n0			AS2_01479	KD33716_01387
N2.HOG0001244	OG0001198	n0			AS2_01478	KD33716_01386
N2.HOG0001245	OG0001199	n0			AS2_01477	KD33716_01385
N2.HOG0001246	OG0001200	n0			AS2_01476	KD33716_01384
N2.HOG0001247	OG0001201	n0			AS2_01475	KD33716_01383
N2.HOG0001248	OG0001202	n0			AS2_01471	KD33716_01378
N2.HOG0001249	OG0001203	n0			AS2_01470	KD33716_01377
N2.HOG0001250	OG0001204	n0			AS2_01469	KD33716_01376
N2.HOG0001251	OG0001205	n0			AS2_01468	KD33716_01375
N2.HOG0001252	OG0001206	n0			AS2_01467	KD33716_01374
N2.HOG0001253	OG0001207	n0			AS2_01465	KD33716_01373
N2.HOG0001254	OG0001208	n0			AS2_01464	KD33716_01372
N2.HOG0001255	OG0001209	n0			AS2_01463	KD33716_01371
N2.HOG0001256	OG0001210	n0			AS2_01462	KD33716_01370
N2.HOG0001257	OG0001211	n0			AS2_01461	KD33716_01369
N2.HOG0001258	OG0001212	n0			AS2_01460	KD33716_01368
N2.HOG0001259	OG0001213	n0			AS2_01459	KD33716_01367
N2.HOG0001260	OG0001214	n0			AS2_01457	KD33716_01365
N2.HOG0001261	OG0001215	n0			AS2_01456	KD33716_01364
N2.HOG0001262	OG0001216	n0			AS2_01455	KD33716_01363
N2.HOG0001263	OG0001217	n0			AS2_01454	KD33716_01362
N2.HOG0001264	OG0001218	n0			AS2_01453	KD33716_01357
N2.HOG0001265	OG0001219	n0			AS2_01452	KD33716_01356
N2.HOG0001266	OG0001220	n0			AS2_01451	KD33716_01355
N2.HOG0001267	OG0001221	n0			AS2_01450	KD33716_01354
N2.HOG0001268	OG0001222	n0			AS2_01448	KD33716_01352
N2.HOG0001269	OG0001223	n0			AS2_01446	KD33716_01349
N2.HOG0001270	OG0001224	n0			AS2_01445	KD33716_01348
N2.HOG0001271	OG0001225	n0			AS2_01444	KD33716_01347
N2.HOG0001272	OG0001226	n0			AS2_01443	KD33716_01346
N2.HOG0001273	OG0001227	n0			AS2_01442	KD33716_01345
N2.HOG0001274	OG0001228	n0			AS2_01441	KD33716_01344
N2.HOG0001275	OG0001229	n0			AS2_01440	KD33716_01343
N2.HOG0001276	OG0001230	n0			AS2_01439	KD33716_01342
N2.HOG0001277	OG0001231	n0			AS2_01438	KD33716_01341
N2.HOG0001278	OG0001232	n0			AS2_01437	KD33716_01340
N2.HOG0001279	OG0001233	n0			AS2_01436	KD33716_01339
N2.HOG0001280	OG0001234	n0			AS2_01435	KD33716_01338
N2.HOG0001281	OG0001235	n0			AS2_01434	KD33716_01337
N2.HOG0001282	OG0001236	n0			AS2_01433	KD33716_01335
N2.HOG0001283	OG0001237	n0			AS2_01432	KD33716_01334
N2.HOG0001284	OG0001238	n0			AS2_01431	KD33716_01333
N2.HOG0001285	OG0001239	n0			AS2_01428	KD33716_01330
N2.HOG0001286	OG0001240	n0			AS2_01427	KD33716_01329
N2.HOG0001287	OG0001241	n0			AS2_01426	KD33716_01328
N2.HOG0001288	OG0001242	n0			AS2_01425	KD33716_01327
N2.HOG0001289	OG0001243	n0			AS2_01424	KD33716_01324
N2.HOG0001290	OG0001244	n0			AS2_01423	KD33716_01323
N2.HOG0001291	OG0001245	n0			AS2_01422	KD33716_01322
N2.HOG0001292	OG0001246	n0			AS2_01421	KD33716_01321
N2.HOG0001293	OG0001247	n0			AS2_01419	KD33716_01319
N2.HOG0001294	OG0001248	n0			AS2_01418	KD33716_01318
N2.HOG0001295	OG0001249	n0			AS2_01417	KD33716_01317
N2.HOG0001296	OG0001250	n0			AS2_01416	KD33716_01316
N2.HOG0001297	OG0001251	n0			AS2_01415	KD33716_01314
N2.HOG0001298	OG0001252	n0			AS2_01413	KD33716_01312
N2.HOG0001299	OG0001253	n0			AS2_01412	KD33716_01311
N2.HOG0001300	OG0001254	n0			AS2_01410	KD33716_01309
N2.HOG0001301	OG0001255	n0			AS2_01409	KD33716_01308
N2.HOG0001302	OG0001256	n0			AS2_01408	KD33716_01307
N2.HOG0001303	OG0001257	n0			AS2_01407	KD33716_01306
N2.HOG0001304	OG0001258	n0			AS2_01406	KD33716_01305
N2.HOG0001305	OG0001259	n0			AS2_01405	KD33716_01304
N2.HOG0001306	OG0001260	n0			AS2_01404	KD33716_01303
N2.HOG0001307	OG0001261	n0			AS2_01403	KD33716_01302
N2.HOG0001308	OG0001262	n0			AS2_01402	KD33716_01301
N2.HOG0001309	OG0001263	n0			AS2_01401	KD33716_01300
N2.HOG0001310	OG0001264	n0			AS2_01400	KD33716_01299
N2.HOG0001311	OG0001265	n0			AS2_01399	KD33716_00047
N2.HOG0001312	OG0001266	n0			AS2_01398	KD33716_01289
N2.HOG0001313	OG0001267	n0			AS2_01397	KD33716_01288
N2.HOG0001314	OG0001268	n0			AS2_01396	KD33716_01287
N2.HOG0001315	OG0001269	n0			AS2_01395	KD33716_01286
N2.HOG0001316	OG0001270	n0			AS2_01394	KD33716_01285
N2.HOG0001317	OG0001271	n0			AS2_01393	KD33716_01284
N2.HOG0001318	OG0001272	n0			AS2_01392	KD33716_01283
N2.HOG0001319	OG0001273	n0			AS2_01391	KD33716_01282
N2.HOG0001320	OG0001274	n0			AS2_01390	KD33716_01281
N2.HOG0001321	OG0001275	n0			AS2_01389	KD33716_01280
N2.HOG0001322	OG0001276	n0			AS2_01388	KD33716_01279
N2.HOG0001323	OG0001277	n0			AS2_01387	KD33716_01278
N2.HOG0001324	OG0001278	n0			AS2_01385	KD33716_01276
N2.HOG0001325	OG0001279	n0			AS2_01384	KD33716_01275
N2.HOG0001326	OG0001280	n0			AS2_01383	KD33716_01274
N2.HOG0001327	OG0001281	n0			AS2_01382	KD33716_01273
N2.HOG0001328	OG0001282	n0			AS2_01380	KD33716_01271
N2.HOG0001329	OG0001283	n0			AS2_01379	KD33716_01270
N2.HOG0001330	OG0001284	n0			AS2_01378	KD33716_01269
N2.HOG0001331	OG0001285	n0			AS2_01377	KD33716_01268
N2.HOG0001332	OG0001286	n0			AS2_01375	KD33716_01266
N2.HOG0001333	OG0001287	n0			AS2_01374	KD33716_01265
N2.HOG0001334	OG0001288	n0			AS2_01373	KD33716_01264
N2.HOG0001335	OG0001289	n0			AS2_01372	KD33716_01263
N2.HOG0001336	OG0001290	n0			AS2_01371	KD33716_01262
N2.HOG0001337	OG0001291	n0			AS2_01370	KD33716_01261
N2.HOG0001338	OG0001292	n0			AS2_01369	KD33716_01260
N2.HOG0001339	OG0001293	n0			AS2_01368	KD33716_01259
N2.HOG0001340	OG0001294	n0			AS2_01367	KD33716_01258
N2.HOG0001341	OG0001295	n0			AS2_01366	KD33716_01257
N2.HOG0001342	OG0001296	n0			AS2_01365	KD33716_01256
N2.HOG0001343	OG0001297	n0			AS2_01364	KD33716_01255
N2.HOG0001344	OG0001298	n0			AS2_01362	KD33716_01253
N2.HOG0001345	OG0001299	n0			AS2_01361	KD33716_01252
N2.HOG0001346	OG0001300	n0			AS2_01360	KD33716_01251
N2.HOG0001347	OG0001301	n0			AS2_01359	KD33716_01250
N2.HOG0001348	OG0001302	n0			AS2_01358	KD33716_01249
N2.HOG0001349	OG0001303	n0			AS2_01354	KD33716_01247
N2.HOG0001350	OG0001304	n0			AS2_01353	KD33716_01246
N2.HOG0001351	OG0001305	n0			AS2_01352	KD33716_01245
N2.HOG0001352	OG0001306	n0			AS2_01351	KD33716_01244
N2.HOG0001353	OG0001307	n0			AS2_01350	KD33716_01243
N2.HOG0001354	OG0001308	n0			AS2_01349	KD33716_01242
N2.HOG0001355	OG0001309	n0			AS2_01348	KD33716_01241
N2.HOG0001356	OG0001310	n0			AS2_01346	KD33716_01239
N2.HOG0001357	OG0001311	n0			AS2_01345	KD33716_01238
N2.HOG0001358	OG0001312	n0			AS2_01344	KD33716_01237
N2.HOG0001359	OG0001313	n0			AS2_01343	KD33716_01236
N2.HOG0001360	OG0001314	n0			AS2_01335	KD33716_01233
N2.HOG0001361	OG0001315	n0			AS2_01333	KD33716_01231
N2.HOG0001362	OG0001316	n0			AS2_01300	KD33716_01219
N2.HOG0001363	OG0001317	n0			AS2_01327	KD33716_01215
N2.HOG0001364	OG0001318	n0			AS2_01301	KD33716_01214
N2.HOG0001365	OG0001319	n0			AS2_01298	KD33716_01207
N2.HOG0001366	OG0001320	n0			AS2_01295	KD33716_01204
N2.HOG0001367	OG0001321	n0			AS2_01294	KD33716_01203
N2.HOG0001368	OG0001322	n0			AS2_01293	KD33716_01202
N2.HOG0001369	OG0001323	n0			AS2_01292	KD33716_01200
N2.HOG0001370	OG0001324	n0			AS2_01291	KD33716_01199
N2.HOG0001371	OG0001325	n0			AS2_01288	KD33716_01193
N2.HOG0001372	OG0001326	n0			AS2_01287	KD33716_01192
N2.HOG0001373	OG0001327	n0			AS2_01286	KD33716_01191
N2.HOG0001374	OG0001328	n0			AS2_01285	KD33716_01189
N2.HOG0001375	OG0001329	n0			AS2_00902	KD33716_00841
N2.HOG0001376	OG0001330	n0			AS2_01271	KD33716_01181
N2.HOG0001377	OG0001331	n0			AS2_01268	KD33716_01176
N2.HOG0001378	OG0001332	n0			AS2_01267	KD33716_01175
N2.HOG0001379	OG0001333	n0			AS2_01266	KD33716_01174
N2.HOG0001380	OG0001334	n0			AS2_00143, AS2_01265	
N2.HOG0001381	OG0001335	n0			AS2_01263	KD33716_01172
N2.HOG0001382	OG0001336	n0			AS2_01262	KD33716_01171
N2.HOG0001383	OG0001337	n0			AS2_01261	KD33716_01170
N2.HOG0001384	OG0001338	n0			AS2_01260	KD33716_01169
N2.HOG0001385	OG0001339	n0			AS2_01259	KD33716_01168
N2.HOG0001386	OG0001340	n0			AS2_01258	KD33716_01167
N2.HOG0001387	OG0001341	n0			AS2_01257	KD33716_01166
N2.HOG0001388	OG0001342	n0			AS2_01256	KD33716_01165
N2.HOG0001389	OG0001343	n0			AS2_01255	KD33716_01164
N2.HOG0001390	OG0001344	n0			AS2_01254	KD33716_01163
N2.HOG0001391	OG0001345	n0			AS2_01251	KD33716_01162
N2.HOG0001392	OG0001346	n0			AS2_01250	KD33716_01161
N2.HOG0001393	OG0001347	n0			AS2_01249	KD33716_01160
N2.HOG0001394	OG0001348	n0			AS2_01248	KD33716_01159
N2.HOG0001395	OG0001349	n0			AS2_01247	KD33716_01158
N2.HOG0001396	OG0001350	n0			AS2_01246	KD33716_01157
N2.HOG0001397	OG0001351	n0			AS2_01245	KD33716_01156
N2.HOG0001398	OG0001352	n0			AS2_01244	KD33716_01155
N2.HOG0001399	OG0001353	n0			AS2_01243	KD33716_01154
N2.HOG0001400	OG0001354	n0			AS2_01242	KD33716_01153
N2.HOG0001401	OG0001355	n0			AS2_01241	KD33716_01152
N2.HOG0001402	OG0001356	n0			AS2_01240	KD33716_01151
N2.HOG0001403	OG0001357	n0			AS2_01239	KD33716_01150
N2.HOG0001404	OG0001358	n0			AS2_01237	KD33716_01148
N2.HOG0001405	OG0001359	n0			AS2_01235	KD33716_01146
N2.HOG0001406	OG0001360	n0			AS2_01234	KD33716_01145
N2.HOG0001407	OG0001361	n0			AS2_01233	KD33716_01144
N2.HOG0001408	OG0001362	n0			AS2_01232	KD33716_01143
N2.HOG0001409	OG0001363	n0			AS2_01231	KD33716_01142
N2.HOG0001410	OG0001364	n0			AS2_01230	KD33716_01141
N2.HOG0001411	OG0001365	n0			AS2_01229	KD33716_01140
N2.HOG0001412	OG0001366	n0			AS2_01228	KD33716_01139
N2.HOG0001413	OG0001367	n0			AS2_01227	KD33716_01138
N2.HOG0001414	OG0001368	n0			AS2_01226	KD33716_01137
N2.HOG0001415	OG0001369	n0			AS2_01208	KD33716_01136
N2.HOG0001416	OG0001370	n0			AS2_01207	KD33716_01135
N2.HOG0001417	OG0001371	n0			AS2_01206	KD33716_01134
N2.HOG0001418	OG0001372	n0			AS2_01205	KD33716_01133
N2.HOG0001419	OG0001373	n0			AS2_01204	KD33716_01132
N2.HOG0001420	OG0001374	n0			AS2_01203	KD33716_01131
N2.HOG0001421	OG0001375	n0			AS2_01202	KD33716_01130
N2.HOG0001422	OG0001376	n0			AS2_01201	KD33716_01129
N2.HOG0001423	OG0001377	n0			AS2_01200	KD33716_01128
N2.HOG0001424	OG0001378	n0			AS2_01198	KD33716_01127
N2.HOG0001425	OG0001379	n0			AS2_01196	KD33716_01125
N2.HOG0001426	OG0001380	n0			AS2_01194	KD33716_01124
N2.HOG0001427	OG0001381	n0			AS2_01193	KD33716_01123
N2.HOG0001428	OG0001382	n0			AS2_01192	KD33716_01122
N2.HOG0001429	OG0001383	n0			AS2_01190	KD33716_01120
N2.HOG0001430	OG0001384	n0			AS2_01189	KD33716_01119
N2.HOG0001431	OG0001385	n0			AS2_01188	KD33716_01118
N2.HOG0001432	OG0001386	n0			AS2_01187	KD33716_01117
N2.HOG0001433	OG0001387	n0			AS2_01186	KD33716_01116
N2.HOG0001434	OG0001388	n0			AS2_01185	KD33716_01115
N2.HOG0001435	OG0001389	n0			AS2_01184	KD33716_01114
N2.HOG0001436	OG0001390	n0			AS2_01183	KD33716_01113
N2.HOG0001437	OG0001391	n0			AS2_01182	KD33716_01112
N2.HOG0001438	OG0001392	n0			AS2_01181	KD33716_01111
N2.HOG0001439	OG0001393	n0			AS2_01180	KD33716_01110
N2.HOG0001440	OG0001394	n0			AS2_01179	KD33716_01109
N2.HOG0001441	OG0001395	n0			AS2_01178	KD33716_01108
N2.HOG0001442	OG0001396	n0			AS2_01177	KD33716_01107
N2.HOG0001443	OG0001397	n0			AS2_01176	KD33716_01106
N2.HOG0001444	OG0001398	n0			AS2_01175	KD33716_01105
N2.HOG0001445	OG0001399	n0			AS2_01174	KD33716_01104
N2.HOG0001446	OG0001400	n0			AS2_01173	KD33716_01103
N2.HOG0001447	OG0001401	n0			AS2_01172	KD33716_01102
N2.HOG0001448	OG0001402	n0			AS2_01171	KD33716_01101
N2.HOG0001449	OG0001403	n0			AS2_01170	KD33716_01100
N2.HOG0001450	OG0001404	n0			AS2_01169	KD33716_01099
N2.HOG0001451	OG0001405	n0			AS2_01168	KD33716_01098
N2.HOG0001452	OG0001406	n0			AS2_01167	KD33716_01097
N2.HOG0001453	OG0001407	n0			AS2_01166	KD33716_01096
N2.HOG0001454	OG0001408	n0			AS2_01165	KD33716_01095
N2.HOG0001455	OG0001409	n0			AS2_01164	KD33716_01094
N2.HOG0001456	OG0001410	n0			AS2_01163	KD33716_01093
N2.HOG0001457	OG0001411	n0			AS2_01162	KD33716_01092
N2.HOG0001458	OG0001412	n0			AS2_01161	KD33716_01091
N2.HOG0001459	OG0001413	n0			AS2_01160	KD33716_01090
N2.HOG0001460	OG0001414	n0			AS2_01159	KD33716_01089
N2.HOG0001461	OG0001415	n0			AS2_01158	KD33716_01088
N2.HOG0001462	OG0001416	n0			AS2_01157	KD33716_01087
N2.HOG0001463	OG0001417	n0			AS2_01156	KD33716_01086
N2.HOG0001464	OG0001418	n0			AS2_01155	KD33716_01085
N2.HOG0001465	OG0001419	n0			AS2_01154	KD33716_01084
N2.HOG0001466	OG0001420	n0			AS2_01153	KD33716_01083
N2.HOG0001467	OG0001421	n0			AS2_01152	KD33716_01082
N2.HOG0001468	OG0001422	n0			AS2_01151	KD33716_01080
N2.HOG0001469	OG0001423	n0			AS2_01150	KD33716_01079
N2.HOG0001470	OG0001424	n0			AS2_01149	KD33716_01078
N2.HOG0001471	OG0001425	n0			AS2_01148	KD33716_01077
N2.HOG0001472	OG0001426	n0			AS2_01147	KD33716_01076
N2.HOG0001473	OG0001427	n0			AS2_01146	KD33716_01075
N2.HOG0001474	OG0001428	n0			AS2_01145	KD33716_01074
N2.HOG0001475	OG0001429	n0			AS2_01144	KD33716_01073
N2.HOG0001476	OG0001430	n0			AS2_01142	KD33716_01071
N2.HOG0001477	OG0001431	n0			AS2_01140	KD33716_01069
N2.HOG0001478	OG0001432	n0			AS2_01139	KD33716_01068
N2.HOG0001479	OG0001433	n0			AS2_01137	KD33716_01066
N2.HOG0001480	OG0001434	n0			AS2_01136	KD33716_01065
N2.HOG0001481	OG0001435	n0			AS2_01135	KD33716_01064
N2.HOG0001482	OG0001436	n0			AS2_01134	KD33716_01063
N2.HOG0001483	OG0001437	n0			AS2_01133	KD33716_01062
N2.HOG0001484	OG0001438	n0			AS2_01132	KD33716_01061
N2.HOG0001485	OG0001439	n0			AS2_01131	KD33716_01059
N2.HOG0001486	OG0001440	n0			AS2_01130	KD33716_01058
N2.HOG0001487	OG0001441	n0			AS2_01129	KD33716_01057
N2.HOG0001488	OG0001442	n0			AS2_01128	KD33716_01053
N2.HOG0001489	OG0001443	n0			AS2_01127	KD33716_01052
N2.HOG0001490	OG0001444	n0			AS2_01126	KD33716_01051
N2.HOG0001491	OG0001445	n0			AS2_01125	KD33716_01050
N2.HOG0001492	OG0001446	n0			AS2_01124	KD33716_01049
N2.HOG0001493	OG0001447	n0			AS2_01123	KD33716_01048
N2.HOG0001494	OG0001448	n0			AS2_01122	KD33716_01047
N2.HOG0001495	OG0001449	n0			AS2_01121	KD33716_01046
N2.HOG0001496	OG0001450	n0			AS2_01118	KD33716_01043
N2.HOG0001497	OG0001451	n0			AS2_01117	KD33716_01042
N2.HOG0001498	OG0001452	n0			AS2_01116	KD33716_01041
N2.HOG0001499	OG0001453	n0			AS2_01115	KD33716_01040
N2.HOG0001500	OG0001454	n0			AS2_01114	KD33716_01039
N2.HOG0001501	OG0001455	n0			AS2_01113	KD33716_01038
N2.HOG0001502	OG0001456	n0			AS2_01112	KD33716_01037
N2.HOG0001503	OG0001457	n0			AS2_01109	KD33716_01035
N2.HOG0001504	OG0001458	n0			AS2_01108	KD33716_01034
N2.HOG0001505	OG0001459	n0			AS2_01107	KD33716_01033
N2.HOG0001506	OG0001460	n0			AS2_01105	KD33716_01031
N2.HOG0001507	OG0001461	n0			AS2_01104	KD33716_01029
N2.HOG0001508	OG0001462	n0			AS2_01103	KD33716_01028
N2.HOG0001509	OG0001463	n0			AS2_01102	KD33716_01026
N2.HOG0001510	OG0001464	n0			AS2_01101	KD33716_01025
N2.HOG0001511	OG0001465	n0			AS2_01100	KD33716_01024
N2.HOG0001512	OG0001466	n0			AS2_01097	KD33716_01020
N2.HOG0001513	OG0001467	n0			AS2_01096	KD33716_01019
N2.HOG0001514	OG0001468	n0			AS2_01095	KD33716_01018
N2.HOG0001515	OG0001469	n0			AS2_01094	KD33716_01017
N2.HOG0001516	OG0001470	n0			AS2_01093	KD33716_01016
N2.HOG0001517	OG0001471	n0			AS2_01089	KD33716_01015
N2.HOG0001518	OG0001472	n0			AS2_01078	KD33716_01013
N2.HOG0001519	OG0001473	n0			AS2_01074	KD33716_01010
N2.HOG0001520	OG0001474	n0			AS2_01073	KD33716_01009
N2.HOG0001521	OG0001475	n0			AS2_01072	KD33716_01008
N2.HOG0001522	OG0001476	n0			AS2_01071	KD33716_01007
N2.HOG0001523	OG0001477	n0			AS2_01070	KD33716_01006
N2.HOG0001524	OG0001478	n0			AS2_01069	KD33716_01005
N2.HOG0001525	OG0001479	n0			AS2_01067	KD33716_01002
N2.HOG0001526	OG0001480	n0			AS2_01064	KD33716_00999
N2.HOG0001527	OG0001481	n0			AS2_01063	KD33716_00998
N2.HOG0001528	OG0001482	n0			AS2_01062	KD33716_00997
N2.HOG0001529	OG0001483	n0			AS2_01061	KD33716_00996
N2.HOG0001530	OG0001484	n0			AS2_01060	KD33716_00995
N2.HOG0001531	OG0001485	n0			AS2_01059	KD33716_00994
N2.HOG0001532	OG0001486	n0			AS2_01054	KD33716_00992
N2.HOG0001533	OG0001487	n0			AS2_01053	KD33716_00991
N2.HOG0001534	OG0001488	n0			AS2_01052	KD33716_00990
N2.HOG0001535	OG0001489	n0			AS2_01051	KD33716_00989
N2.HOG0001536	OG0001490	n0			AS2_01049	KD33716_00988
N2.HOG0001537	OG0001491	n0			AS2_01048	KD33716_00987
N2.HOG0001538	OG0001492	n0			AS2_01047	KD33716_00986
N2.HOG0001539	OG0001493	n0			AS2_01046	KD33716_00985
N2.HOG0001540	OG0001494	n0			AS2_01045	KD33716_00984
N2.HOG0001541	OG0001495	n0			AS2_01044	KD33716_00983
N2.HOG0001542	OG0001496	n0			AS2_01043	KD33716_00982
N2.HOG0001543	OG0001497	n0			AS2_01042	KD33716_00981
N2.HOG0001544	OG0001498	n0			AS2_01041	KD33716_00980
N2.HOG0001545	OG0001499	n0			AS2_01040	KD33716_00979
N2.HOG0001546	OG0001500	n0			AS2_01037	KD33716_00977
N2.HOG0001547	OG0001501	n0			AS2_01035	KD33716_01055
N2.HOG0001548	OG0001502	n0			AS2_01034	KD33716_00975
N2.HOG0001549	OG0001503	n0			AS2_01033	KD33716_00974
N2.HOG0001550	OG0001504	n0			AS2_01032	KD33716_00973
N2.HOG0001551	OG0001505	n0			AS2_01031	KD33716_00972
N2.HOG0001552	OG0001506	n0			AS2_01030	KD33716_00971
N2.HOG0001553	OG0001507	n0			AS2_01029	KD33716_00970
N2.HOG0001554	OG0001508	n0			AS2_01028	KD33716_00969
N2.HOG0001555	OG0001509	n0			AS2_01027	KD33716_00968
N2.HOG0001556	OG0001510	n0			AS2_01026	KD33716_00967
N2.HOG0001557	OG0001511	n0			AS2_01025	KD33716_00966
N2.HOG0001558	OG0001512	n0			AS2_01021	KD33716_00963
N2.HOG0001559	OG0001513	n0			AS2_01020	KD33716_00962
N2.HOG0001560	OG0001514	n0			AS2_01018	KD33716_00960
N2.HOG0001561	OG0001515	n0			AS2_01017	KD33716_00959
N2.HOG0001562	OG0001516	n0			AS2_01015	KD33716_00957
N2.HOG0001563	OG0001517	n0			AS2_01014	KD33716_00956
N2.HOG0001564	OG0001518	n0			AS2_01009	KD33716_00953
N2.HOG0001565	OG0001519	n0			AS2_01008	KD33716_00952
N2.HOG0001566	OG0001520	n0			AS2_01007	KD33716_00951
N2.HOG0001567	OG0001521	n0			AS2_01006	KD33716_00950
N2.HOG0001568	OG0001522	n0			AS2_01004	KD33716_00947
N2.HOG0001569	OG0001523	n0			AS2_01003	KD33716_00946
N2.HOG0001570	OG0001524	n0			AS2_00999, AS2_01510	
N2.HOG0001571	OG0001525	n0			AS2_00997	KD33716_00936
N2.HOG0001572	OG0001526	n0			AS2_00996	KD33716_00935
N2.HOG0001573	OG0001527	n0			AS2_00995	KD33716_00933
N2.HOG0001574	OG0001528	n0			AS2_00994	KD33716_00932
N2.HOG0001575	OG0001529	n0			AS2_00993	KD33716_00931
N2.HOG0001576	OG0001530	n0			AS2_00992	KD33716_00930
N2.HOG0001577	OG0001531	n0			AS2_00991	KD33716_00929
N2.HOG0001578	OG0001532	n0			AS2_00990	KD33716_00928
N2.HOG0001579	OG0001533	n0			AS2_00989	KD33716_00926
N2.HOG0001580	OG0001534	n0			AS2_00988	KD33716_00925
N2.HOG0001581	OG0001535	n0			AS2_00987	KD33716_00924
N2.HOG0001582	OG0001536	n0			AS2_00986	KD33716_00923
N2.HOG0001583	OG0001537	n0			AS2_00984	KD33716_00922
N2.HOG0001584	OG0001538	n0			AS2_00983	KD33716_00921
N2.HOG0001585	OG0001539	n0			AS2_00982	KD33716_00920
N2.HOG0001586	OG0001540	n0			AS2_00979	KD33716_00919
N2.HOG0001587	OG0001541	n0			AS2_00977	KD33716_00915
N2.HOG0001588	OG0001542	n0			AS2_00976	KD33716_00914
N2.HOG0001589	OG0001543	n0			AS2_00975	KD33716_00913
N2.HOG0001590	OG0001544	n0			AS2_00974	KD33716_00912
N2.HOG0001591	OG0001545	n0			AS2_00973	KD33716_00911
N2.HOG0001592	OG0001546	n0			AS2_00972	KD33716_00910
N2.HOG0001593	OG0001547	n0			AS2_00971	KD33716_00909
N2.HOG0001594	OG0001548	n0			AS2_00970	KD33716_00908
N2.HOG0001595	OG0001549	n0			AS2_00969	KD33716_00907
