HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N1.HOG0001144	OG0001093	n0	KBS0714_01273	SA211_00992		
N1.HOG0001145	OG0001094	n0	KBS0714_01274	SA211_00993		
N1.HOG0001146	OG0001095	n0	KBS0714_01275	SA211_00994		
N1.HOG0001147	OG0001096	n0	KBS0714_01276	SA211_00995		
N1.HOG0001148	OG0001097	n0	KBS0714_01277	SA211_00996		
N1.HOG0001149	OG0001098	n0	KBS0714_01278	SA211_00997		
N1.HOG0001150	OG0001099	n0	KBS0714_01279	SA211_00998		
N1.HOG0001151	OG0001100	n0	KBS0714_01280	SA211_00999		
N1.HOG0001152	OG0001101	n0	KBS0714_01281	SA211_01000		
N1.HOG0001153	OG0001102	n0	KBS0714_01282	SA211_01001		
N1.HOG0001154	OG0001103	n0	KBS0714_01283	SA211_01002		
N1.HOG0001155	OG0001104	n0	KBS0714_01284	SA211_01003		
N1.HOG0001156	OG0001105	n0	KBS0714_01286	SA211_01005		
N1.HOG0001157	OG0001106	n0	KBS0714_01287	SA211_01006		
N1.HOG0001158	OG0001107	n0	KBS0714_01295	SA211_01018		
N1.HOG0001159	OG0001108	n0	KBS0714_01296	SA211_01019		
N1.HOG0001160	OG0001109	n0	KBS0714_01297	SA211_01020		
N1.HOG0001161	OG0001110	n0	KBS0714_01298	SA211_01021		
N1.HOG0001162	OG0001111	n0	KBS0714_01299	SA211_01022		
N1.HOG0001163	OG0001112	n0	KBS0714_01300	SA211_01023		
N1.HOG0001164	OG0001113	n0	KBS0714_01301	SA211_01024		
N1.HOG0001165	OG0001114	n0	KBS0714_01302	SA211_01025		
N1.HOG0001166	OG0001115	n0	KBS0714_01303	SA211_01026		
N1.HOG0001167	OG0001116	n0	KBS0714_01304	SA211_01027		
N1.HOG0001168	OG0001117	n0	KBS0714_01305	SA211_01028		
N1.HOG0001169	OG0001118	n0	KBS0714_01307	SA211_01030		
N1.HOG0001170	OG0001119	n0	KBS0714_01308	SA211_01031		
N1.HOG0001171	OG0001120	n0	KBS0714_01309	SA211_01032		
N1.HOG0001172	OG0001121	n0	KBS0714_01310	SA211_01033		
N1.HOG0001173	OG0001122	n0	KBS0714_01311	SA211_01034		
N1.HOG0001174	OG0001123	n0	KBS0714_01312	SA211_01035		
N1.HOG0001175	OG0001124	n0	KBS0714_01313	SA211_01036		
N1.HOG0001176	OG0001125	n0	KBS0714_01315			
N1.HOG0001177	OG0001126	n0	KBS0714_01316	SA211_01037		
N1.HOG0001178	OG0001127	n0	KBS0714_01317	SA211_01038		
N1.HOG0001179	OG0001128	n0	KBS0714_01318	SA211_01039		
N1.HOG0001180	OG0001129	n0	KBS0714_01319	SA211_01040		
N1.HOG0001181	OG0001130	n0	KBS0714_01320	SA211_01041		
N1.HOG0001182	OG0001131	n0	KBS0714_01321	SA211_01042		
N1.HOG0001183	OG0001132	n0	KBS0714_01322	SA211_01043		
N1.HOG0001184	OG0001133	n0	KBS0714_01323	SA211_01044		
N1.HOG0001185	OG0001134	n0	KBS0714_01324	SA211_01045		
N1.HOG0001186	OG0001135	n0	KBS0714_01325	SA211_01046		
N1.HOG0001187	OG0001136	n0	KBS0714_01326	SA211_01047		
N1.HOG0001188	OG0001137	n0	KBS0714_01327	SA211_01048		
N1.HOG0001189	OG0001138	n0	KBS0714_01328	SA211_01049		
N1.HOG0001190	OG0001139	n0	KBS0714_01329	SA211_01050		
N1.HOG0001191	OG0001140	n0	KBS0714_01330	SA211_01051		
N1.HOG0001192	OG0001141	n0	KBS0714_01331	SA211_01052		
N1.HOG0001193	OG0001142	n0	KBS0714_01332	SA211_01053		
N1.HOG0001194	OG0001143	n0	KBS0714_01333	SA211_01054		
N1.HOG0001195	OG0001144	n0	KBS0714_01335	SA211_01056		
N1.HOG0001196	OG0001145	n0	KBS0714_01336	SA211_01057		
N1.HOG0001197	OG0001146	n0	KBS0714_01338	SA211_01058		
N1.HOG0001198	OG0001147	n0	KBS0714_01339	SA211_01059		
N1.HOG0001199	OG0001148	n0	KBS0714_01340	SA211_01060		
N1.HOG0001200	OG0001149	n0	KBS0714_01342	SA211_01062		
N1.HOG0001201	OG0001150	n0	KBS0714_01343	SA211_01063		
N1.HOG0001202	OG0001151	n0	KBS0714_01344	SA211_01064		
N1.HOG0001203	OG0001152	n0	KBS0714_01345	SA211_01065		
N1.HOG0001204	OG0001153	n0	KBS0714_01346	SA211_01066		
N1.HOG0001205	OG0001154	n0	KBS0714_01347	SA211_01067		
N1.HOG0001206	OG0001155	n0	KBS0714_01348	SA211_01068		
N1.HOG0001207	OG0001156	n0	KBS0714_01349	SA211_01069		
N1.HOG0001208	OG0001157	n0	KBS0714_01350	SA211_01070		
N1.HOG0001209	OG0001158	n0	KBS0714_01351	SA211_01071		
N1.HOG0001210	OG0001159	n0	KBS0714_01352	SA211_01072		
N1.HOG0001211	OG0001160	n0	KBS0714_01353	SA211_01073		
N1.HOG0001212	OG0001161	n0	KBS0714_01354	SA211_01074		
N1.HOG0001213	OG0001162	n0	KBS0714_01355	SA211_01075		
N1.HOG0001214	OG0001163	n0	KBS0714_01356	SA211_01076		
N1.HOG0001215	OG0001164	n0	KBS0714_01358	SA211_01078		
N1.HOG0001216	OG0001165	n0	KBS0714_01359	SA211_01079		
N1.HOG0001217	OG0001166	n0	KBS0714_01360	SA211_01080		
N1.HOG0001218	OG0001167	n0	KBS0714_01361	SA211_01081		
N1.HOG0001219	OG0001168	n0	KBS0714_01362	SA211_01082		
N1.HOG0001220	OG0001169	n0	KBS0714_01363	SA211_01083		
N1.HOG0001221	OG0001170	n0	KBS0714_01364	SA211_01084		
N1.HOG0001222	OG0001171	n0	KBS0714_01365	SA211_01085		
N1.HOG0001223	OG0001172	n0	KBS0714_01366	SA211_01086		
N1.HOG0001224	OG0001173	n0	KBS0714_01367	SA211_01087		
N1.HOG0001225	OG0001174	n0	KBS0714_01368	SA211_01088		
N1.HOG0001226	OG0001175	n0	KBS0714_01370	SA211_01090		
N1.HOG0001227	OG0001176	n0	KBS0714_01371	SA211_01091		
N1.HOG0001228	OG0001177	n0	KBS0714_01372	SA211_01092		
N1.HOG0001229	OG0001178	n0	KBS0714_01374	SA211_01094		
N1.HOG0001230	OG0001179	n0	KBS0714_01375	SA211_01095		
N1.HOG0001231	OG0001180	n0	KBS0714_01376	SA211_01096		
N1.HOG0001232	OG0001181	n0	KBS0714_01377	SA211_01097		
N1.HOG0001233	OG0001182	n0	KBS0714_01378	SA211_01098		
N1.HOG0001234	OG0001183	n0	KBS0714_01379	SA211_01099		
N1.HOG0001235	OG0001184	n0	KBS0714_01380	SA211_01100		
N1.HOG0001236	OG0001185	n0	KBS0714_01381	SA211_01101		
N1.HOG0001237	OG0001186	n0	KBS0714_01403	SA211_01133		
N1.HOG0001238	OG0001187	n0	KBS0714_01404	SA211_01134		
N1.HOG0001239	OG0001188	n0	KBS0714_01406	SA211_01136		
N1.HOG0001240	OG0001189	n0	KBS0714_01407	SA211_01137		
N1.HOG0001241	OG0001190	n0	KBS0714_01412	SA211_01143		
N1.HOG0001242	OG0001191	n0	KBS0714_01413	SA211_01144		
N1.HOG0001243	OG0001192	n0	KBS0714_01414	SA211_01145		
N1.HOG0001244	OG0001193	n0	KBS0714_01415	SA211_01146		
N1.HOG0001245	OG0001194	n0	KBS0714_01416	SA211_01147		
N1.HOG0001246	OG0001195	n0	KBS0714_01418	SA211_01149		
N1.HOG0001247	OG0001196	n0	KBS0714_01419	SA211_01150		
N1.HOG0001248	OG0001197	n0	KBS0714_01420	SA211_01151		
N1.HOG0001249	OG0001198	n0	KBS0714_01421	SA211_01152		
N1.HOG0001250	OG0001199	n0	KBS0714_01422	SA211_01153		
N1.HOG0001251	OG0001200	n0	KBS0714_01423	SA211_01154		
N1.HOG0001252	OG0001201	n0	KBS0714_01424	SA211_01155		
N1.HOG0001253	OG0001202	n0	KBS0714_01428	SA211_01159		
N1.HOG0001254	OG0001203	n0	KBS0714_01429	SA211_01161		
N1.HOG0001255	OG0001204	n0	KBS0714_01430	SA211_01162		
N1.HOG0001256	OG0001205	n0	KBS0714_01431	SA211_01163		
N1.HOG0001257	OG0001206	n0	KBS0714_01432	SA211_01164		
N1.HOG0001258	OG0001207	n0	KBS0714_01433	SA211_01165		
N1.HOG0001259	OG0001208	n0	KBS0714_01434	SA211_01166		
N1.HOG0001260	OG0001209	n0	KBS0714_01435	SA211_01167		
N1.HOG0001261	OG0001210	n0	KBS0714_01436	SA211_01168		
N1.HOG0001262	OG0001211	n0	KBS0714_01437	SA211_01169		
N1.HOG0001263	OG0001212	n0	KBS0714_01438	SA211_01170		
N1.HOG0001264	OG0001213	n0	KBS0714_01439	SA211_01171		
N1.HOG0001265	OG0001214	n0	KBS0714_01441	SA211_01173		
N1.HOG0001266	OG0001215	n0	KBS0714_01442	SA211_01174		
N1.HOG0001267	OG0001216	n0	KBS0714_01443	SA211_01175		
N1.HOG0001268	OG0001217	n0	KBS0714_01444	SA211_01176		
N1.HOG0001269	OG0001218	n0	KBS0714_01446	SA211_01178		
N1.HOG0001270	OG0001219	n0	KBS0714_01447	SA211_01179		
N1.HOG0001271	OG0001220	n0	KBS0714_01448	SA211_01180		
N1.HOG0001272	OG0001221	n0	KBS0714_01449	SA211_01181		
N1.HOG0001273	OG0001222	n0	KBS0714_01451	SA211_01183		
N1.HOG0001274	OG0001223	n0	KBS0714_01454	SA211_01186		
N1.HOG0001275	OG0001224	n0	KBS0714_01455	SA211_01187		
N1.HOG0001276	OG0001225	n0	KBS0714_01456	SA211_01188		
N1.HOG0001277	OG0001226	n0	KBS0714_01457	SA211_01189		
N1.HOG0001278	OG0001227	n0	KBS0714_01458	SA211_01190		
N1.HOG0001279	OG0001228	n0	KBS0714_01459	SA211_01191		
N1.HOG0001280	OG0001229	n0	KBS0714_01460	SA211_01192		
N1.HOG0001281	OG0001230	n0	KBS0714_01461	SA211_01193		
N1.HOG0001282	OG0001231	n0	KBS0714_01462	SA211_01194		
N1.HOG0001283	OG0001232	n0	KBS0714_01463	SA211_01195		
N1.HOG0001284	OG0001233	n0	KBS0714_01464	SA211_01196		
N1.HOG0001285	OG0001234	n0	KBS0714_01465	SA211_01197		
N1.HOG0001286	OG0001235	n0	KBS0714_01466	SA211_01198		
N1.HOG0001287	OG0001236	n0	KBS0714_01467	SA211_01199		
N1.HOG0001288	OG0001237	n0	KBS0714_01468	SA211_01200		
N1.HOG0001289	OG0001238	n0	KBS0714_01469	SA211_01201		
N1.HOG0001290	OG0001239	n0	KBS0714_01472	SA211_01204		
N1.HOG0001291	OG0001240	n0	KBS0714_01473	SA211_01205		
N1.HOG0001292	OG0001241	n0	KBS0714_01474	SA211_01206		
N1.HOG0001293	OG0001242	n0	KBS0714_01475	SA211_01207		
N1.HOG0001294	OG0001243	n0	KBS0714_01478	SA211_01210		
N1.HOG0001295	OG0001244	n0	KBS0714_01479	SA211_01211		
N1.HOG0001296	OG0001245	n0	KBS0714_01480	SA211_01212		
N1.HOG0001297	OG0001246	n0	KBS0714_01481	SA211_01213		
N1.HOG0001298	OG0001247	n0	KBS0714_01483	SA211_01215		
N1.HOG0001299	OG0001248	n0	KBS0714_01484	SA211_01216		
N1.HOG0001300	OG0001249	n0	KBS0714_01485	SA211_01217		
N1.HOG0001301	OG0001250	n0	KBS0714_01486	SA211_01218		
N1.HOG0001302	OG0001251	n0	KBS0714_01487	SA211_01219		
N1.HOG0001303	OG0001252	n0	KBS0714_01512	SA211_01221		
N1.HOG0001304	OG0001253	n0	KBS0714_01513	SA211_01222		
N1.HOG0001305	OG0001254	n0	KBS0714_01515	SA211_01224		
N1.HOG0001306	OG0001255	n0	KBS0714_01516	SA211_01225		
N1.HOG0001307	OG0001256	n0	KBS0714_01517	SA211_01226		
N1.HOG0001308	OG0001257	n0	KBS0714_01518	SA211_01227		
N1.HOG0001309	OG0001258	n0	KBS0714_01519	SA211_01228		
N1.HOG0001310	OG0001259	n0	KBS0714_01520	SA211_01229		
N1.HOG0001311	OG0001260	n0	KBS0714_01521	SA211_01230		
N1.HOG0001312	OG0001261	n0	KBS0714_01522	SA211_01231		
N1.HOG0001313	OG0001262	n0	KBS0714_01523	SA211_01232		
N1.HOG0001314	OG0001263	n0	KBS0714_01524	SA211_01233		
N1.HOG0001315	OG0001264	n0	KBS0714_01525	SA211_01234		
N1.HOG0001316	OG0001265	n0	KBS0714_01526	SA211_01235		
N1.HOG0001317	OG0001266	n0	KBS0714_01527	SA211_01237		
N1.HOG0001318	OG0001267	n0	KBS0714_01528	SA211_01238		
N1.HOG0001319	OG0001268	n0	KBS0714_01529	SA211_01239		
N1.HOG0001320	OG0001269	n0	KBS0714_01530	SA211_01240		
N1.HOG0001321	OG0001270	n0	KBS0714_01531	SA211_01241		
N1.HOG0001322	OG0001271	n0	KBS0714_01532	SA211_01242		
N1.HOG0001323	OG0001272	n0	KBS0714_01533	SA211_01243		
N1.HOG0001324	OG0001273	n0	KBS0714_01534	SA211_01244		
N1.HOG0001325	OG0001274	n0	KBS0714_01535	SA211_01245		
N1.HOG0001326	OG0001275	n0	KBS0714_01536	SA211_01246		
N1.HOG0001327	OG0001276	n0	KBS0714_01537	SA211_01247		
N1.HOG0001328	OG0001277	n0	KBS0714_01538	SA211_01248		
N1.HOG0001329	OG0001278	n0	KBS0714_01540	SA211_01250		
N1.HOG0001330	OG0001279	n0	KBS0714_01541	SA211_01251		
N1.HOG0001331	OG0001280	n0	KBS0714_01542	SA211_01252		
N1.HOG0001332	OG0001281	n0	KBS0714_01543	SA211_01253		
N1.HOG0001333	OG0001282	n0	KBS0714_01545	SA211_01255		
N1.HOG0001334	OG0001283	n0	KBS0714_01546	SA211_01256		
N1.HOG0001335	OG0001284	n0	KBS0714_01547	SA211_01257		
N1.HOG0001336	OG0001285	n0	KBS0714_01548	SA211_01258		
N1.HOG0001337	OG0001286	n0	KBS0714_01550	SA211_01260		
N1.HOG0001338	OG0001287	n0	KBS0714_01551	SA211_01261		
N1.HOG0001339	OG0001288	n0	KBS0714_01552	SA211_01262		
N1.HOG0001340	OG0001289	n0	KBS0714_01553	SA211_01263		
N1.HOG0001341	OG0001290	n0	KBS0714_01554	SA211_01264		
N1.HOG0001342	OG0001291	n0	KBS0714_01555	SA211_01265		
N1.HOG0001343	OG0001292	n0	KBS0714_01556	SA211_01266		
N1.HOG0001344	OG0001293	n0	KBS0714_01557	SA211_01267		
N1.HOG0001345	OG0001294	n0	KBS0714_01558	SA211_01268		
N1.HOG0001346	OG0001295	n0	KBS0714_01560	SA211_01270		
N1.HOG0001347	OG0001296	n0	KBS0714_01561	SA211_01271		
N1.HOG0001348	OG0001297	n0	KBS0714_01562	SA211_01272		
N1.HOG0001349	OG0001298	n0	KBS0714_01564	SA211_01274		
N1.HOG0001350	OG0001299	n0	KBS0714_01565	SA211_01275		
N1.HOG0001351	OG0001300	n0	KBS0714_01566	SA211_01276		
N1.HOG0001352	OG0001301	n0	KBS0714_01567	SA211_01277		
N1.HOG0001353	OG0001302	n0	KBS0714_01568	SA211_01278		
N1.HOG0001354	OG0001303	n0	KBS0714_01570	SA211_01280		
N1.HOG0001355	OG0001304	n0	KBS0714_01571	SA211_01281		
N1.HOG0001356	OG0001305	n0	KBS0714_01572	SA211_01282		
N1.HOG0001357	OG0001306	n0	KBS0714_01573	SA211_01283		
N1.HOG0001358	OG0001307	n0	KBS0714_01574	SA211_01284		
N1.HOG0001359	OG0001308	n0	KBS0714_01575	SA211_01285		
N1.HOG0001360	OG0001309	n0	KBS0714_01576	SA211_01286		
N1.HOG0001361	OG0001310	n0	KBS0714_01577	SA211_01287		
N1.HOG0001362	OG0001311	n0	KBS0714_01578	SA211_01288		
N1.HOG0001363	OG0001312	n0	KBS0714_01579	SA211_01289		
N1.HOG0001364	OG0001313	n0	KBS0714_01580	SA211_01290		
N1.HOG0001365	OG0001314	n0	KBS0714_01587	SA211_01298		
N1.HOG0001366	OG0001315	n0	KBS0714_01589	SA211_01300		
N1.HOG0001367	OG0001316	n0	KBS0714_01591	SA211_01303		
N1.HOG0001368	OG0001317	n0	KBS0714_01594	SA211_01306		
N1.HOG0001369	OG0001318	n0	KBS0714_01595	SA211_01307		
N1.HOG0001370	OG0001319	n0	KBS0714_01597	SA211_01309		
N1.HOG0001371	OG0001320	n0	KBS0714_01598	SA211_01310		
N1.HOG0001372	OG0001321	n0	KBS0714_01599	SA211_01311		
N1.HOG0001373	OG0001322	n0	KBS0714_01600	SA211_01312		
N1.HOG0001374	OG0001323	n0	KBS0714_01602	SA211_01314		
N1.HOG0001375	OG0001324	n0	KBS0714_01603	SA211_01315		
N1.HOG0001376	OG0001325	n0	KBS0714_01610	SA211_01321		
N1.HOG0001377	OG0001326	n0	KBS0714_01611	SA211_01322		
N1.HOG0001378	OG0001327	n0	KBS0714_01612	SA211_01323		
N1.HOG0001379	OG0001328	n0	KBS0714_01614	SA211_01324		
N1.HOG0001380	OG0001329	n0	KBS0714_01623	SA211_01646		
N1.HOG0001381	OG0001330	n0	KBS0714_01626	SA211_01332		
N1.HOG0001382	OG0001331	n0	KBS0714_01628	SA211_01333		
N1.HOG0001383	OG0001332	n0	KBS0714_01629	SA211_01334		
N1.HOG0001384	OG0001333	n0	KBS0714_01630	SA211_01335		
N1.HOG0001385	OG0001334	n0	KBS0714_01631	SA211_01336		
N1.HOG0001386	OG0001335	n0	KBS0714_01632	SA211_01337		
N1.HOG0001387	OG0001336	n0	KBS0714_01633	SA211_01338		
N1.HOG0001388	OG0001337	n0	KBS0714_01634	SA211_01339		
N1.HOG0001389	OG0001338	n0	KBS0714_01635	SA211_01340		
N1.HOG0001390	OG0001339	n0	KBS0714_01636	SA211_01341		
N1.HOG0001391	OG0001340	n0	KBS0714_01637	SA211_01342		
N1.HOG0001392	OG0001341	n0	KBS0714_01638	SA211_01343		
N1.HOG0001393	OG0001342	n0	KBS0714_01639	SA211_01344		
N1.HOG0001394	OG0001343	n0	KBS0714_01640	SA211_01345		
N1.HOG0001395	OG0001344	n0	KBS0714_01641	SA211_01346		
N1.HOG0001396	OG0001345	n0	KBS0714_01642	SA211_01347		
N1.HOG0001397	OG0001346	n0	KBS0714_01643	SA211_01348		
N1.HOG0001398	OG0001347	n0	KBS0714_01644	SA211_01349		
N1.HOG0001399	OG0001348	n0	KBS0714_01645	SA211_01350		
N1.HOG0001400	OG0001349	n0	KBS0714_01646	SA211_01351		
N1.HOG0001401	OG0001350	n0	KBS0714_01647	SA211_01352		
N1.HOG0001402	OG0001351	n0	KBS0714_01648	SA211_01353		
N1.HOG0001403	OG0001352	n0	KBS0714_01649	SA211_01354		
N1.HOG0001404	OG0001353	n0	KBS0714_01650	SA211_01355		
N1.HOG0001405	OG0001354	n0	KBS0714_01651	SA211_01356		
N1.HOG0001406	OG0001355	n0	KBS0714_01652	SA211_01357		
N1.HOG0001407	OG0001356	n0	KBS0714_01653	SA211_01358		
N1.HOG0001408	OG0001357	n0	KBS0714_01654	SA211_01359		
N1.HOG0001409	OG0001358	n0	KBS0714_01657	SA211_01362		
N1.HOG0001410	OG0001359	n0	KBS0714_01659	SA211_01364		
N1.HOG0001411	OG0001360	n0	KBS0714_01660	SA211_01365		
N1.HOG0001412	OG0001361	n0	KBS0714_01661	SA211_01366		
N1.HOG0001413	OG0001362	n0	KBS0714_01662	SA211_01367		
N1.HOG0001414	OG0001363	n0	KBS0714_01663	SA211_01368		
N1.HOG0001415	OG0001364	n0	KBS0714_01664	SA211_01369		
N1.HOG0001416	OG0001365	n0	KBS0714_01665	SA211_01370		
N1.HOG0001417	OG0001366	n0	KBS0714_01666	SA211_01371		
N1.HOG0001418	OG0001367	n0	KBS0714_01667	SA211_01372		
N1.HOG0001419	OG0001368	n0	KBS0714_01668	SA211_01373		
N1.HOG0001420	OG0001369	n0	KBS0714_01670	SA211_01375		
N1.HOG0001421	OG0001370	n0	KBS0714_01671	SA211_01376		
N1.HOG0001422	OG0001371	n0	KBS0714_01672	SA211_01377		
N1.HOG0001423	OG0001372	n0	KBS0714_01673	SA211_01378		
N1.HOG0001424	OG0001373	n0	KBS0714_01674	SA211_01379		
N1.HOG0001425	OG0001374	n0	KBS0714_01675	SA211_01380		
N1.HOG0001426	OG0001375	n0	KBS0714_01676	SA211_01381		
N1.HOG0001427	OG0001376	n0	KBS0714_01677	SA211_01382		
N1.HOG0001428	OG0001377	n0	KBS0714_01678	SA211_01383		
N1.HOG0001429	OG0001378	n0	KBS0714_01680	SA211_01384		
N1.HOG0001430	OG0001379	n0	KBS0714_01682	SA211_01386		
N1.HOG0001431	OG0001380	n0	KBS0714_01684	SA211_01388		
N1.HOG0001432	OG0001381	n0	KBS0714_01685	SA211_01389		
N1.HOG0001433	OG0001382	n0	KBS0714_01686	SA211_01390		
N1.HOG0001434	OG0001383	n0	KBS0714_01688	SA211_01392		
N1.HOG0001435	OG0001384	n0	KBS0714_01689	SA211_01396		
N1.HOG0001436	OG0001385	n0	KBS0714_01690	SA211_01397		
N1.HOG0001437	OG0001386	n0	KBS0714_01691	SA211_01398		
N1.HOG0001438	OG0001387	n0	KBS0714_01692	SA211_01399		
N1.HOG0001439	OG0001388	n0	KBS0714_01693	SA211_01400		
N1.HOG0001440	OG0001389	n0	KBS0714_01694	SA211_01401		
N1.HOG0001441	OG0001390	n0	KBS0714_01695	SA211_01402		
N1.HOG0001442	OG0001391	n0	KBS0714_01696	SA211_01403		
N1.HOG0001443	OG0001392	n0	KBS0714_01697	SA211_01404		
N1.HOG0001444	OG0001393	n0	KBS0714_01698	SA211_01405		
N1.HOG0001445	OG0001394	n0	KBS0714_01699	SA211_01406		
N1.HOG0001446	OG0001395	n0	KBS0714_01700	SA211_01407		
N1.HOG0001447	OG0001396	n0	KBS0714_01701	SA211_01408		
N1.HOG0001448	OG0001397	n0	KBS0714_01702	SA211_01409		
N1.HOG0001449	OG0001398	n0	KBS0714_01703	SA211_01410		
N1.HOG0001450	OG0001399	n0	KBS0714_01704	SA211_01411		
N1.HOG0001451	OG0001400	n0	KBS0714_01705	SA211_01412		
N1.HOG0001452	OG0001401	n0	KBS0714_01706	SA211_01413		
N1.HOG0001453	OG0001402	n0	KBS0714_01707	SA211_01414		
N1.HOG0001454	OG0001403	n0	KBS0714_01708	SA211_01415		
N1.HOG0001455	OG0001404	n0	KBS0714_01709	SA211_01416		
N1.HOG0001456	OG0001405	n0	KBS0714_01710	SA211_01417		
N1.HOG0001457	OG0001406	n0	KBS0714_01711	SA211_01418		
N1.HOG0001458	OG0001407	n0	KBS0714_01712	SA211_01419		
N1.HOG0001459	OG0001408	n0	KBS0714_01713	SA211_01420		
N1.HOG0001460	OG0001409	n0	KBS0714_01714	SA211_01421		
N1.HOG0001461	OG0001410	n0	KBS0714_01715	SA211_01422		
N1.HOG0001462	OG0001411	n0	KBS0714_01716	SA211_01423		
N1.HOG0001463	OG0001412	n0	KBS0714_01717	SA211_01424		
N1.HOG0001464	OG0001413	n0	KBS0714_01718	SA211_01425		
N1.HOG0001465	OG0001414	n0	KBS0714_01719	SA211_01426		
N1.HOG0001466	OG0001415	n0	KBS0714_01720	SA211_01427		
N1.HOG0001467	OG0001416	n0	KBS0714_01721	SA211_01428		
N1.HOG0001468	OG0001417	n0	KBS0714_01722	SA211_01429		
N1.HOG0001469	OG0001418	n0	KBS0714_01723	SA211_01430		
N1.HOG0001470	OG0001419	n0	KBS0714_01724	SA211_01431		
N1.HOG0001471	OG0001420	n0	KBS0714_01725	SA211_01432		
N1.HOG0001472	OG0001421	n0	KBS0714_01726	SA211_01433		
N1.HOG0001473	OG0001422	n0	KBS0714_01727	SA211_01434		
N1.HOG0001474	OG0001423	n0	KBS0714_01728	SA211_01435		
N1.HOG0001475	OG0001424	n0	KBS0714_01729	SA211_01436		
N1.HOG0001476	OG0001425	n0	KBS0714_01730	SA211_01437		
N1.HOG0001477	OG0001426	n0	KBS0714_01731	SA211_01438		
N1.HOG0001478	OG0001427	n0	KBS0714_01732	SA211_01439		
N1.HOG0001479	OG0001428	n0	KBS0714_01733	SA211_01440		
N1.HOG0001480	OG0001429	n0	KBS0714_01734	SA211_01441		
N1.HOG0001481	OG0001430	n0	KBS0714_01736	SA211_01443		
N1.HOG0001482	OG0001431	n0	KBS0714_01738	SA211_01445		
N1.HOG0001483	OG0001432	n0	KBS0714_01739	SA211_01446		
N1.HOG0001484	OG0001433	n0	KBS0714_01740	SA211_01447		
N1.HOG0001485	OG0001434	n0	KBS0714_01741	SA211_01448		
N1.HOG0001486	OG0001435	n0	KBS0714_01742	SA211_01449		
N1.HOG0001487	OG0001436	n0	KBS0714_01743	SA211_01450		
N1.HOG0001488	OG0001437	n0	KBS0714_01744	SA211_01451		
N1.HOG0001489	OG0001438	n0	KBS0714_01745	SA211_01452		
N1.HOG0001490	OG0001439	n0	KBS0714_01746	SA211_01453		
N1.HOG0001491	OG0001440	n0	KBS0714_01747	SA211_01454		
N1.HOG0001492	OG0001441	n0	KBS0714_01748	SA211_01455		
N1.HOG0001493	OG0001442	n0	KBS0714_01749	SA211_01456		
N1.HOG0001494	OG0001443	n0	KBS0714_01750	SA211_01457		
N1.HOG0001495	OG0001444	n0	KBS0714_01751	SA211_01458		
N1.HOG0001496	OG0001445	n0	KBS0714_01752	SA211_01459		
N1.HOG0001497	OG0001446	n0	KBS0714_01753	SA211_01460		
N1.HOG0001498	OG0001447	n0	KBS0714_01754	SA211_01461		
N1.HOG0001499	OG0001448	n0	KBS0714_01755	SA211_01462		
N1.HOG0001500	OG0001449	n0	KBS0714_01756	SA211_01463		
N1.HOG0001501	OG0001450	n0	KBS0714_01759	SA211_01466		
N1.HOG0001502	OG0001451	n0	KBS0714_01760	SA211_01467		
N1.HOG0001503	OG0001452	n0	KBS0714_01761	SA211_01468		
N1.HOG0001504	OG0001453	n0	KBS0714_01762	SA211_01469		
N1.HOG0001505	OG0001454	n0	KBS0714_01763	SA211_01470		
N1.HOG0001506	OG0001455	n0	KBS0714_01764	SA211_01471		
N1.HOG0001507	OG0001456	n0	KBS0714_01765	SA211_01472		
N1.HOG0001508	OG0001457	n0	KBS0714_01768	SA211_01475		
N1.HOG0001509	OG0001458	n0	KBS0714_01769	SA211_01476		
N1.HOG0001510	OG0001459	n0	KBS0714_01770	SA211_01477		
N1.HOG0001511	OG0001460	n0	KBS0714_01772	SA211_01479		
N1.HOG0001512	OG0001461	n0	KBS0714_01773	SA211_01480		
N1.HOG0001513	OG0001462	n0	KBS0714_01774	SA211_01481		
N1.HOG0001514	OG0001463	n0	KBS0714_01775	SA211_01482		
N1.HOG0001515	OG0001464	n0	KBS0714_01776	SA211_01483		
N1.HOG0001516	OG0001465	n0	KBS0714_01777	SA211_01484		
N1.HOG0001517	OG0001466	n0	KBS0714_01781	SA211_01488		
N1.HOG0001518	OG0001467	n0	KBS0714_01782	SA211_01489		
N1.HOG0001519	OG0001468	n0	KBS0714_01783	SA211_01490		
N1.HOG0001520	OG0001469	n0	KBS0714_01784	SA211_01491		
N1.HOG0001521	OG0001470	n0	KBS0714_01785	SA211_01492		
N1.HOG0001522	OG0001471	n0	KBS0714_01787	SA211_01494		
N1.HOG0001523	OG0001472	n0	KBS0714_01798	SA211_01495		
N1.HOG0001524	OG0001473	n0	KBS0714_01799	SA211_01496		
N1.HOG0001525	OG0001474	n0	KBS0714_01800	SA211_01497		
N1.HOG0001526	OG0001475	n0	KBS0714_01801	SA211_01498		
N1.HOG0001527	OG0001476	n0	KBS0714_01802	SA211_01499		
N1.HOG0001528	OG0001477	n0	KBS0714_01803	SA211_01500		
N1.HOG0001529	OG0001478	n0	KBS0714_01804	SA211_01501		
