Best marker	Cell type
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Epidermis
.	Epidermis
.	Pericycle
.	Endodermis
.	Cortex
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Epidermis
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Phloem
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Phloem
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Root cap
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Cortex
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Root cap
.	Xylem
.	Cortex
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Epidermis
.	Root cap
.	Xylem
.	Root cap
.	Xylem
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Epidermis
.	Xylem
.	Endodermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Cortex
.	Epidermis
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Root cap
.	Endodermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Root cap
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Endodermis
.	Epidermis
.	Root cap
.	Endodermis
.	Epidermis
.	Root cap
.	Epidermis
