"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"group_5691","","Gluconokinase","1","1","1","1","1260","12","45","","539","539","539","","","","MICKD33716_01173"
"group_5692","","hypothetical protein","1","1","1","1","1261","12","44","","1352","1352","1352","","","","MICKD33716_01174"
"group_5693","","hypothetical protein","1","1","1","1","1262","12","43","","416","416","416","","","","MICKD33716_01175"
"group_5694","ymdB","O-acetyl-ADP-ribose deacetylase","1","1","1","1","1263","12","42","","527","527","527","","","","MICKD33716_01176"
"group_5695","desR","Transcriptional regulatory protein DesR","1","1","1","1","1264","12","41","","674","674","674","","","","MICKD33716_01177"
"group_5696","","hypothetical protein","1","1","1","1","1265","12","40","","1226","1226","1226","","","","MICKD33716_01178"
"group_5697","","hypothetical protein","1","1","1","1","1266","12","39","","791","791","791","","","","MICKD33716_01179"
"group_5698","drrA","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","1","1","1","1","1267","12","38","","971","971","971","","","","MICKD33716_01180"
"group_5699","","hypothetical protein","1","1","1","1","1268","12","37","","515","515","515","","","","MICKD33716_01181"
"group_57","","IS256 family transposase ISMlu1","1","1","1","1","320","50","3","","1247","1247","1247","","","MICAS2_00691",""
"group_5700","","hypothetical protein","1","1","1","1","2178","36","18","","1871","1871","1871","","","","MICKD33716_01183"
"group_5701","","hypothetical protein","1","1","1","1","2179","36","19","","134","134","134","","","","MICKD33716_01184"
"group_5702","","Oleate hydratase","1","1","1","1","2177","36","7","","1757","1757","1757","","","","MICKD33716_01186"
"group_5703","","hypothetical protein","1","1","1","1","1246","36","6","","722","722","722","","","","MICKD33716_01187"
"nhaA","","Na(+)/H(+) antiporter NhaA","1","1","1","1","2190","108","1","","1817","1817","1817","","","","MICKD33716_01190"
"group_5705","","hypothetical protein","1","1","1","1","2193","108","2","","782","782","782","","","","MICKD33716_01191"
"group_5706","","hypothetical protein","1","1","1","1","2196","44","8","","386","386","386","","","","MICKD33716_01194"
"dyp2","","Multifunctional dye peroxidase DyP2","1","1","1","1","2197","44","9","","1406","1406","1406","","","","MICKD33716_01195"
"group_5708","","hypothetical protein","1","1","1","1","2198","44","10","","695","695","695","","","","MICKD33716_01196"
"group_5709","","hypothetical protein","1","1","1","1","2199","44","11","","1088","1088","1088","","","","MICKD33716_01197"
"group_5710","","Succinyl-CoA:acetate CoA-transferase","1","1","1","1","3675","1","1395","","1514","1514","1514","","","","MICKD33716_01207"
"group_5711","","hypothetical protein","1","1","1","1","3673","1","1397","","173","173","173","","","","MICKD33716_01209"
"yhbO_2","","Protein/nucleic acid deglycase 2","1","1","1","1","3672","1","1398","","569","569","569","","","","MICKD33716_01210"
"group_5713","","hypothetical protein","1","1","1","1","3671","1","1399","","308","308","308","","","","MICKD33716_01211"
"soxA","","Monomeric sarcosine oxidase","1","1","1","1","3670","1","1400","","1127","1127","1127","","","","MICKD33716_01212"
"group_5715","","hypothetical protein","1","1","1","1","3669","1","1401","","1133","1133","1133","","","","MICKD33716_01213"
"group_5716","ubiB","protein kinase UbiB","1","1","1","1","3661","1","1394","","1655","1655","1655","","","","MICKD33716_01215"
"group_5717","","hypothetical protein","1","1","1","1","3660","1","1393","","299","299","299","","","","MICKD33716_01216"
"dap","","D-aminopeptidase","1","1","1","1","3659","1","1392","","1952","1952","1952","","","","MICKD33716_01217"
"group_5719","","hypothetical protein","1","1","1","1","3658","1","1391","","635","635","635","","","","MICKD33716_01218"
"group_5720","arfB","Peptidyl-tRNA hydrolase ArfB","1","1","1","1","3657","1","1390","","440","440","440","","","","MICKD33716_01219"
"group_5721","","hypothetical protein","1","1","1","1","3656","1","1389","","521","521","521","","","","MICKD33716_01220"
"group_5722","zitB","Zinc transporter ZitB","1","1","1","1","3655","1","1388","","1052","1052","1052","","","","MICKD33716_01221"
"pyrK","","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","1","1","1","1","3654","1","1387","","1580","1580","1580","","","","MICKD33716_01222"
"group_5724","","hypothetical protein","1","1","1","1","3653","1","1386","","197","197","197","","","","MICKD33716_01223"
"apbE","","FAD:protein FMN transferase","1","1","1","1","3652","1","1385","","827","827","827","","","","MICKD33716_01224"
"group_5726","","hypothetical protein","1","1","1","1","3651","1","1384","","539","539","539","","","","MICKD33716_01225"
"group_5727","","hypothetical protein","1","1","1","1","3650","1","1383","","1019","1019","1019","","","","MICKD33716_01226"
"group_5728","","hypothetical protein","1","1","1","1","3649","1","1382","","437","437","437","","","","MICKD33716_01227"
"group_5729","uvrA_2","UvrABC system protein A","1","1","1","1","3648","1","1381","","2393","2393","2393","","","","MICKD33716_01228"
"group_5730","","hypothetical protein","1","1","1","1","3647","1","1380","","704","704","704","","","","MICKD33716_01229"
"thi4_1","","Thiamine thiazole synthase","1","1","1","1","3646","1","1379","","1283","1283","1283","","","","MICKD33716_01230"
"group_5732","","hypothetical protein","1","1","1","1","3645","1","1378","","1769","1769","1769","","","","MICKD33716_01231"
"group_5733","","hypothetical protein","1","1","1","1","3644","1","1377","","1103","1103","1103","","","","MICKD33716_01232"
"group_5734","sstT","Serine/threonine transporter SstT","1","1","1","1","3643","1","1376","","1298","1298","1298","","","","MICKD33716_01233"
"group_5736","ybfF","Esterase YbfF","1","1","1","1","2341","3","286","","866","866","866","","","","MICKD33716_01239"
"group_5737","stp_1","Multidrug resistance protein Stp","1","1","1","1","2340","3","285","","1430","1430","1430","","","","MICKD33716_01240"
"group_5738","yedI","Inner membrane protein YedI","1","1","1","1","2339","3","284","","923","923","923","","","","MICKD33716_01241"
"group_5739","ftnA","putative bacterial non-heme ferritin","1","1","1","1","2338","3","283","","518","518","518","","","","MICKD33716_01242"
"group_5740","","hypothetical protein","1","1","1","1","2337","3","282","","509","509","509","","","","MICKD33716_01243"
"group_5741","","hypothetical protein","1","1","1","1","2336","3","281","","911","911","911","","","","MICKD33716_01244"
"group_5742","tpx","Thiol peroxidase","1","1","1","1","2335","3","280","","500","500","500","","","","MICKD33716_01245"
"group_5743","","hypothetical protein","1","1","1","1","2334","3","279","","1142","1142","1142","","","","MICKD33716_01246"
"group_5744","zupT","Zinc transporter ZupT","1","1","1","1","2333","3","278","","782","782","782","","","","MICKD33716_01247"
"thi4_2","","Thiamine thiazole synthase","1","1","1","1","2332","3","277","","1511","1511","1511","","","","MICKD33716_01248"
"group_5746","","putative lipoprotein","1","1","1","1","2331","3","276","","1901","1901","1901","","","","MICKD33716_01249"
"group_5747","","hypothetical protein","1","1","1","1","2330","3","275","","1520","1520","1520","","","","MICKD33716_01250"
"group_5748","","hypothetical protein","1","1","1","1","2329","3","274","","1250","1250","1250","","","","MICKD33716_01251"
"group_5749","gsiA_2","Glutathione import ATP-binding protein GsiA","1","1","1","1","2328","3","273","","1871","1871","1871","","","","MICKD33716_01252"
"group_5750","typA","GTP-binding protein TypA/BipA","1","1","1","1","2327","3","272","","1910","1910","1910","","","","MICKD33716_01253"
"group_5751","","hypothetical protein","1","1","1","1","2326","3","271","","461","461","461","","","","MICKD33716_01254"
"group_5752","","Ferredoxin","1","1","1","1","2325","3","270","","326","326","326","","","","MICKD33716_01255"
"group_5753","dapL","LL-diaminopimelate aminotransferase","1","1","1","1","2324","3","269","","1151","1151","1151","","","","MICKD33716_01256"
"group_5754","gltA2","Citrate synthase 1","1","1","1","1","2323","3","268","","1286","1286","1286","","","","MICKD33716_01257"
"group_5755","dapD","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","1","1","1","1","2322","3","267","","962","962","962","","","","MICKD33716_01258"
"group_5756","dapE_1","Putative succinyl-diaminopimelate desuccinylase DapE","1","1","1","1","2321","3","266","","1139","1139","1139","","","","MICKD33716_01259"
"group_5757","","hypothetical protein","1","1","1","1","2320","3","265","","881","881","881","","","","MICKD33716_01260"
"group_5758","","hypothetical protein","1","1","1","1","2319","3","264","","680","680","680","","","","MICKD33716_01261"
"group_5759","glnH","ABC transporter glutamine-binding protein GlnH","1","1","1","1","2318","3","263","","887","887","887","","","","MICKD33716_01262"
"group_5760","glnQ_2","Glutamine transport ATP-binding protein GlnQ","1","1","1","1","2317","3","262","","812","812","812","","","","MICKD33716_01263"
"group_5761","","hypothetical protein","1","1","1","1","2316","3","261","","797","797","797","","","","MICKD33716_01264"
"group_5762","","hypothetical protein","1","1","1","1","2315","3","260","","317","317","317","","","","MICKD33716_01265"
"group_5763","","hypothetical protein","1","1","1","1","2314","3","259","","170","170","170","","","","MICKD33716_01266"
"group_5764","","Putative O-methyltransferase","1","1","1","1","2313","3","258","","650","650","650","","","","MICKD33716_01267"
"group_5765","","hypothetical protein","1","1","1","1","2312","3","257","","899","899","899","","","","MICKD33716_01268"
"group_5766","tatB","Sec-independent protein translocase protein TatB","1","1","1","1","2311","3","256","","659","659","659","","","","MICKD33716_01269"
"group_5767","mrp","Iron-sulfur cluster carrier protein","1","1","1","1","2310","3","255","","1148","1148","1148","","","","MICKD33716_01270"
"group_5768","","hypothetical protein","1","1","1","1","2309","3","254","","752","752","752","","","","MICKD33716_01271"
"group_5769","","hypothetical protein","1","1","1","1","2308","3","253","","1268","1268","1268","","","","MICKD33716_01272"
"group_5770","","hypothetical protein","1","1","1","1","2307","3","252","","791","791","791","","","","MICKD33716_01273"
"group_5771","","hypothetical protein","1","1","1","1","2306","3","251","","1874","1874","1874","","","","MICKD33716_01274"
"group_5772","pepPI","Xaa-Pro aminopeptidase 1","1","1","1","1","2305","3","250","","1574","1574","1574","","","","MICKD33716_01275"
"phnPP","","Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase","1","1","1","1","2304","3","249","","857","857","857","","","","MICKD33716_01276"
"group_5774","cshA","DEAD-box ATP-dependent RNA helicase CshA","1","1","1","1","2303","3","248","","1670","1670","1670","","","","MICKD33716_01277"
"group_5775","rnr","Ribonuclease R","1","1","1","1","2302","3","247","","1517","1517","1517","","","","MICKD33716_01278"
"group_5776","","hypothetical protein","1","1","1","1","2301","3","246","","224","224","224","","","","MICKD33716_01279"
"group_5777","betI_3","HTH-type transcriptional regulator BetI","1","1","1","1","2300","3","245","","470","470","470","","","","MICKD33716_01280"
"group_5778","hemA","Glutamyl-tRNA reductase","1","1","1","1","2299","3","244","","1349","1349","1349","","","","MICKD33716_01281"
"group_5779","hemE","Uroporphyrinogen decarboxylase","1","1","1","1","2298","3","243","","1157","1157","1157","","","","MICKD33716_01282"
"group_5780","hemY","Protoporphyrinogen oxidase","1","1","1","1","2297","3","242","","1499","1499","1499","","","","MICKD33716_01283"
"group_5781","","putative protein","1","1","1","1","2296","3","241","","704","704","704","","","","MICKD33716_01284"
"group_5782","hemH","Ferrochelatase","1","1","1","1","2295","3","240","","1340","1340","1340","","","","MICKD33716_01285"
"group_5783","hemC","Porphobilinogen deaminase","1","1","1","1","2294","3","239","","1151","1151","1151","","","","MICKD33716_01286"
"group_5784","","hypothetical protein","1","1","1","1","2293","3","238","","803","803","803","","","","MICKD33716_01287"
"group_5785","","hypothetical protein","1","1","1","1","2292","3","237","","362","362","362","","","","MICKD33716_01288"
"group_5786","","hypothetical protein","1","1","1","1","2291","3","236","","1079","1079","1079","","","","MICKD33716_01289"
"group_5787","tam_1","Trans-aconitate 2-methyltransferase","1","1","1","1","2290","3","235","","629","629","629","","","","MICKD33716_01290"
"group_5788","","hypothetical protein","1","1","1","1","2289","3","234","","1133","1133","1133","","","","MICKD33716_01291"
"group_5789","","hypothetical protein","1","1","1","1","2288","3","233","","341","341","341","","","","MICKD33716_01292"
"group_5790","","hypothetical protein","1","1","1","1","2286","3","231","","170","170","170","","","","MICKD33716_01294"
"group_5791","","hypothetical protein","1","1","1","1","2285","3","230","","515","515","515","","","","MICKD33716_01295"
"trmR","","tRNA 5-hydroxyuridine methyltransferase","1","1","1","1","2284","3","229","","611","611","611","","","","MICKD33716_01296"
"group_5793","","hypothetical protein","1","1","1","1","2283","3","228","","518","518","518","","","","MICKD33716_01297"
"group_5794","","hypothetical protein","1","1","1","1","2282","3","227","","593","593","593","","","","MICKD33716_01298"
"group_5795","hemL","Glutamate-1-semialdehyde 2,1-aminomutase","1","1","1","1","2262","3","88","","1325","1325","1325","","","","MICKD33716_01300"
"group_5796","dinG_1","3'-5' exonuclease DinG","1","1","1","1","2261","3","87","","686","686","686","","","","MICKD33716_01301"
"group_5797","","hypothetical protein","1","1","1","1","2260","3","86","","407","407","407","","","","MICKD33716_01302"
"group_5798","","hypothetical protein","1","1","1","1","2259","3","85","","3482","3482","3482","","","","MICKD33716_01303"
"group_5799","rep_1","ATP-dependent DNA helicase Rep","1","1","1","1","2258","3","84","","3578","3578","3578","","","","MICKD33716_01304"
"group_58","","IS256 family transposase ISMlu1","1","1","1","1","4157","1","1904","","458","458","458","","","MICAS2_00748",""
"group_5800","","hypothetical protein","1","1","1","1","2257","3","83","","1097","1097","1097","","","","MICKD33716_01305"
"group_5801","nudC","NADH pyrophosphatase","1","1","1","1","2256","3","82","","1022","1022","1022","","","","MICKD33716_01306"
"group_5802","uvrD2","ATP-dependent DNA helicase UvrD2","1","1","1","1","2255","3","81","","2117","2117","2117","","","","MICKD33716_01307"
"group_5803","","hypothetical protein","1","1","1","1","2254","3","80","","776","776","776","","","","MICKD33716_01308"
"group_5804","","hypothetical protein","1","1","1","1","2253","3","79","","689","689","689","","","","MICKD33716_01309"
"group_5805","ylbL","putative protein YlbL","1","1","1","1","2252","3","78","","974","974","974","","","","MICKD33716_01311"
"group_5806","","hypothetical protein","1","1","1","1","2251","3","77","","2972","2972","2972","","","","MICKD33716_01312"
"group_5807","","hypothetical protein","1","1","1","1","2250","3","76","","626","626","626","","","","MICKD33716_01314"
"group_5808","","hypothetical protein","1","1","1","1","2249","3","75","","620","620","620","","","","MICKD33716_01315"
"group_5809","","Phage shock protein A ","1","1","1","1","2248","3","74","","806","806","806","","","","MICKD33716_01316"
"group_5810","","hypothetical protein","1","1","1","1","2247","3","73","","2204","2204","2204","","","","MICKD33716_01317"
"group_5811","","hypothetical protein","1","1","1","1","2246","3","72","","1376","1376","1376","","","","MICKD33716_01318"
"bshB1","","N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1","1","1","1","1","2245","3","71","","788","788","788","","","","MICKD33716_01319"
"group_5813","","hypothetical protein","1","1","1","1","2244","3","70","","1451","1451","1451","","","","MICKD33716_01320"
"group_5814","trmL","tRNA (cytidine(34)-2'-O)-methyltransferase","1","1","1","1","2243","3","69","","587","587","587","","","","MICKD33716_01321"
"group_5815","dnaJ_2","Chaperone protein DnaJ","1","1","1","1","2242","3","68","","968","968","968","","","","MICKD33716_01322"
"group_5816","","hypothetical protein","1","1","1","1","2241","3","67","","833","833","833","","","","MICKD33716_01323"
"group_5817","","hypothetical protein","1","1","1","1","2240","3","66","","1034","1034","1034","","","","MICKD33716_01324"
"group_5818","mnmA","tRNA-specific 2-thiouridylase MnmA","1","1","1","1","2381","3","45","","1136","1136","1136","","","","MICKD33716_01328"
"group_5819","","hypothetical protein","1","1","1","1","2382","3","44","","389","389","389","","","","MICKD33716_01329"
"group_5820","","hypothetical protein","1","1","1","1","2383","3","43","","1121","1121","1121","","","","MICKD33716_01330"
"group_5821","mtrA","DNA-binding response regulator MtrA","1","1","1","1","2384","3","42","","680","680","680","","","","MICKD33716_01331"
"group_5822","mtrB","Sensor histidine kinase MtrB","1","1","1","1","2385","3","41","","1796","1796","1796","","","","MICKD33716_01332"
"group_5823","lpqB","Lipoprotein LpqB","1","1","1","1","2386","3","40","","1736","1736","1736","","","","MICKD33716_01333"
"group_5824","pyrE_2","Orotate phosphoribosyltransferase","1","1","1","1","2387","3","39","","776","776","776","","","","MICKD33716_01334"
"group_5825","hpf","Ribosome hibernation promotion factor","1","1","1","1","2388","3","38","","680","680","680","","","","MICKD33716_01335"
"group_5826","","hypothetical protein","1","1","1","1","2389","3","37","","1361","1361","1361","","","","MICKD33716_01336"
"group_5827","secA","Protein translocase subunit SecA","1","1","1","1","2390","3","36","","2741","2741","2741","","","","MICKD33716_01337"
"group_5828","","hypothetical protein","1","1","1","1","2391","3","35","","596","596","596","","","","MICKD33716_01338"
"group_5829","","hypothetical protein","1","1","1","1","2392","3","34","","749","749","749","","","","MICKD33716_01339"
"group_5830","","hypothetical protein","1","1","1","1","2393","3","33","","563","563","563","","","","MICKD33716_01340"
"group_5831","","hypothetical protein","1","1","1","1","2394","3","32","","227","227","227","","","","MICKD33716_01341"
"group_5832","","hypothetical protein","1","1","1","1","2395","3","31","","647","647","647","","","","MICKD33716_01342"
"group_5833","","hypothetical protein","1","1","1","1","2396","3","30","","1598","1598","1598","","","","MICKD33716_01343"
"group_5834","pdtaS","putative sensor histidine kinase pdtaS","1","1","1","1","2397","3","29","","1502","1502","1502","","","","MICKD33716_01344"
"group_5835","","hypothetical protein","1","1","1","1","3521","102","1","","446","446","446","","","","MICKD33716_01346"
"group_5836","","hypothetical protein","1","1","1","1","3520","102","2","","371","371","371","","","","MICKD33716_01347"
"group_5837","infC","Translation initiation factor IF-3","1","1","1","1","3519","102","3","","1196","1196","1196","","","","MICKD33716_01348"
"group_5838","rplT","50S ribosomal protein L20","1","1","1","1","3516","83","17","","386","386","386","","","","MICKD33716_01350"
"aviRb","","23S rRNA (uridine(2479)-2'-O)-methyltransferase","1","1","1","1","3515","83","18","","896","896","896","","","","MICKD33716_01351"
"group_5840","","hypothetical protein","1","1","1","1","3514","83","19","","278","278","278","","","","MICKD33716_01352"
"group_5841","ydhP","Inner membrane transport protein YdhP","1","1","1","1","3513","83","20","","1163","1163","1163","","","","MICKD33716_01353"
"rppH_4","","RNA pyrophosphohydrolase","1","1","1","1","3512","83","21","","479","479","479","","","","MICKD33716_01354"
"group_5843","","hypothetical protein","1","1","1","1","3511","83","22","","1130","1130","1130","","","","MICKD33716_01355"
"group_5844","pcp","Pyrrolidone-carboxylate peptidase","1","1","1","1","3510","83","23","","647","647","647","","","","MICKD33716_01356"
"group_5845","","hypothetical protein","1","1","1","1","3509","83","24","","494","494","494","","","","MICKD33716_01357"
"group_5846","","hypothetical protein","1","1","1","1","3508","83","25","","356","356","356","","","","MICKD33716_01358"
"group_5847","","hypothetical protein","1","1","1","1","3507","83","16","","335","335","335","","","","MICKD33716_01359"
"group_5848","","hypothetical protein","1","1","1","1","3506","83","15","","509","509","509","","","","MICKD33716_01360"
"group_5849","","IS481 family transposase ISPfr21","1","1","1","1","3505","83","14","","986","986","986","","","","MICKD33716_01361"
"group_5850","pheS","Phenylalanine--tRNA ligase alpha subunit","1","1","1","1","3504","83","13","","1076","1076","1076","","","","MICKD33716_01362"
"group_5851","pheT","Phenylalanine--tRNA ligase beta subunit","1","1","1","1","3503","83","12","","2552","2552","2552","","","","MICKD33716_01363"
"group_5852","","hypothetical protein","1","1","1","1","3502","83","11","","662","662","662","","","","MICKD33716_01364"
"group_5853","","hypothetical protein","1","1","1","1","3501","83","10","","1361","1361","1361","","","","MICKD33716_01365"
"dltA_1","","D-alanine--D-alanyl carrier protein ligase","1","1","1","1","3500","83","9","","4049","4049","4049","","","","MICKD33716_01366"
"qorA","","Quinone oxidoreductase 1","1","1","1","1","3499","83","8","","995","995","995","","","","MICKD33716_01367"
"group_5856","argC","N-acetyl-gamma-glutamyl-phosphate reductase","1","1","1","1","3498","83","7","","1040","1040","1040","","","","MICKD33716_01368"
"group_5857","argJ","Arginine biosynthesis bifunctional protein ArgJ","1","1","1","1","3497","83","6","","1160","1160","1160","","","","MICKD33716_01369"
"group_5858","argB","Acetylglutamate kinase","1","1","1","1","3496","83","5","","1016","1016","1016","","","","MICKD33716_01370"
"group_5859","argD","Acetylornithine aminotransferase","1","1","1","1","3495","83","4","","1328","1328","1328","","","","MICKD33716_01371"
"group_5860","argF","Ornithine carbamoyltransferase","1","1","1","1","3494","83","3","","971","971","971","","","","MICKD33716_01372"
"group_5861","argR","Arginine repressor","1","1","1","1","3493","83","2","","485","485","485","","","","MICKD33716_01373"
"rpf","","Resuscitation-promoting factor Rpf","1","1","1","1","3492","83","1","","734","734","734","","","","MICKD33716_01374"
"group_5863","argH","Argininosuccinate lyase","1","1","1","1","2456","95","1","","1460","1460","1460","","","","MICKD33716_01376"
"group_5864","rep_2","ATP-dependent DNA helicase Rep","1","1","1","1","2457","95","2","","2282","2282","2282","","","","MICKD33716_01377"
"group_5865","tyrS","Tyrosine--tRNA ligase","1","1","1","1","2458","95","3","","1343","1343","1343","","","","MICKD33716_01378"
"group_5866","","hypothetical protein","1","1","1","1","2460","95","5","","1112","1112","1112","","","","MICKD33716_01383"
"group_5867","","D,L-glycerol 3-phosphate phosphatase","1","1","1","1","2461","95","6","","842","842","842","","","","MICKD33716_01384"
"group_5868","tlyA","16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA","1","1","1","1","2462","95","11","","839","839","839","","","","MICKD33716_01385"
"group_5869","ppnK","NAD kinase","1","1","1","1","2463","95","10","","1091","1091","1091","","","","MICKD33716_01386"
"group_5870","recN","DNA repair protein RecN","1","1","1","1","2464","95","9","","1742","1742","1742","","","","MICKD33716_01387"
"group_5871","","hypothetical protein","1","1","1","1","2465","95","8","","707","707","707","","","","MICKD33716_01388"
"group_5872","xerD","Tyrosine recombinase XerD","1","1","1","1","2466","95","7","","977","977","977","","","","MICKD33716_01389"
"group_5873","prpD2","2-methylcitrate dehydratase 2","1","1","1","1","3466","76","1","","1526","1526","1526","","","","MICKD33716_01392"
"group_5874","rspR_2","HTH-type transcriptional repressor RspR","1","1","1","1","3465","76","2","","740","740","740","","","","MICKD33716_01393"
"group_5875","acsA_4","Acetyl-coenzyme A synthetase","1","1","1","1","3464","76","3","","1943","1943","1943","","","","MICKD33716_01394"
"group_5876","dpiA","Transcriptional regulatory protein DpiA","1","1","1","1","3463","76","4","","725","725","725","","","","MICKD33716_01395"
"group_5877","citA","Sensor histidine kinase CitA","1","1","1","1","3462","76","5","","1625","1625","1625","","","","MICKD33716_01396"
"group_5878","dctA2","C4-dicarboxylate transport protein 2","1","1","1","1","3461","76","6","","1364","1364","1364","","","","MICKD33716_01397"
"egtB_4","","Hercynine oxygenase","1","1","1","1","3460","76","7","","1019","1019","1019","","","","MICKD33716_01398"
"group_5880","","putative protein","1","1","1","1","3459","76","8","","887","887","887","","","","MICKD33716_01399"
"group_5881","","hypothetical protein","1","1","1","1","3458","76","9","","959","959","959","","","","MICKD33716_01400"
"tyrA","","Prephenate dehydrogenase","1","1","1","1","3457","76","10","","1133","1133","1133","","","","MICKD33716_01401"
"group_5883","cmk","Cytidylate kinase","1","1","1","1","3456","76","11","","728","728","728","","","","MICKD33716_01402"
"group_5884","der","GTPase Der","1","1","1","1","3455","76","12","","1535","1535","1535","","","","MICKD33716_01403"
"group_5885","","hypothetical protein","1","1","1","1","3454","76","13","","563","563","563","","","","MICKD33716_01404"
"group_5886","dtpT","Di-/tripeptide transporter","1","1","1","1","3453","76","14","","1508","1508","1508","","","","MICKD33716_01406"
"group_5887","gcvH","Glycine cleavage system H protein","1","1","1","1","3452","76","15","","386","386","386","","","","MICKD33716_01407"
"odhI","","Oxoglutarate dehydrogenase inhibitor","1","1","1","1","3451","76","16","","416","416","416","","","","MICKD33716_01408"
"group_5889","","putative HTH-type transcriptional regulator","1","1","1","1","3450","76","17","","731","731","731","","","","MICKD33716_01409"
"group_5890","","putative protein","1","1","1","1","3449","76","18","","497","497","497","","","","MICKD33716_01410"
"group_5891","","putative HTH-type transcriptional regulator","1","1","1","1","3448","76","19","","581","581","581","","","","MICKD33716_01411"
"group_5892","pycA","Pyruvate carboxylase","1","1","1","1","3447","76","20","","3521","3521","3521","","","","MICKD33716_01412"
"group_5893","mtr","Mycothione reductase","1","1","1","1","3446","76","21","","1550","1550","1550","","","","MICKD33716_01413"
"group_5894","","Long-chain-fatty-acid--CoA ligase FadD15","1","1","1","1","3445","76","22","","1838","1838","1838","","","","MICKD33716_01414"
"glkA","","Glucokinase","1","1","1","1","3444","76","23","","989","989","989","","","","MICKD33716_01415"
"group_5896","","Thermostable monoacylglycerol lipase","1","1","1","1","3443","76","24","","791","791","791","","","","MICKD33716_01416"
"group_5897","","hypothetical protein","1","1","1","1","3442","76","25","","710","710","710","","","","MICKD33716_01417"
"group_5898","aroH","Phospho-2-dehydro-3-deoxyheptonate aldolase","1","1","1","1","3441","76","26","","1400","1400","1400","","","","MICKD33716_01418"
"spk1","","Serine/threonine-protein kinase PK-1","1","1","1","1","3440","76","27","","1880","1880","1880","","","","MICKD33716_01419"
"group_59","","IS256 family transposase ISMlu1","1","1","1","1","1326","1","1789","","1058","1058","1058","","MICSA211_01110","",""
"group_5900","mltC","Membrane-bound lytic murein transglycosylase C","1","1","1","1","3439","76","28","","1202","1202","1202","","","","MICKD33716_01420"
"group_5901","","hypothetical protein","1","1","1","1","3438","76","29","","398","398","398","","","","MICKD33716_01421"
"group_5902","","(2E,6E)-farnesyl diphosphate synthase","1","1","1","1","3437","76","30","","1097","1097","1097","","","","MICKD33716_01422"
"group_5903","dinB1","DNA polymerase IV 1","1","1","1","1","3436","76","31","","1253","1253","1253","","","","MICKD33716_01423"
"group_5904","","hypothetical protein","1","1","1","1","3435","76","32","","383","383","383","","","","MICKD33716_01424"
"group_5905","mraZ","Transcriptional regulator MraZ","1","1","1","1","3434","76","33","","431","431","431","","","","MICKD33716_01425"
"group_5906","rsmH","Ribosomal RNA small subunit methyltransferase H","1","1","1","1","3433","76","34","","995","995","995","","","","MICKD33716_01426"
"ftsL_1","","Cell division protein FtsL","1","1","1","1","3432","76","35","","614","614","614","","","","MICKD33716_01427"
"group_5908","pbpB","Penicillin-binding protein PbpB","1","1","1","1","3431","76","36","","1826","1826","1826","","","","MICKD33716_01428"
"group_5909","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","1","1","1","1","3430","76","37","","1751","1751","1751","","","","MICKD33716_01429"
"group_5910","murF","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","1","1","1","1","3429","76","38","","1523","1523","1523","","","","MICKD33716_01430"
"group_5911","mraY","Phospho-N-acetylmuramoyl-pentapeptide-transferase","1","1","1","1","3428","76","69","","1130","1130","1130","","","","MICKD33716_01431"
"group_5912","murD","UDP-N-acetylmuramoylalanine--D-glutamate ligase","1","1","1","1","3427","76","68","","1568","1568","1568","","","","MICKD33716_01432"
"group_5913","ftsW","putative peptidoglycan glycosyltransferase FtsW","1","1","1","1","3426","76","67","","1265","1265","1265","","","","MICKD33716_01433"
"group_5914","murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","1","1","1","1","3425","76","66","","1127","1127","1127","","","","MICKD33716_01434"
"group_5915","murC","UDP-N-acetylmuramate--L-alanine ligase","1","1","1","1","3424","76","65","","1481","1481","1481","","","","MICKD33716_01435"
"group_5916","ftsQ","Cell division protein FtsQ","1","1","1","1","3423","76","64","","734","734","734","","","","MICKD33716_01436"
"group_5917","ftsZ","Cell division protein FtsZ","1","1","1","1","3422","76","63","","1274","1274","1274","","","","MICKD33716_01437"
"group_5918","","hypothetical protein","1","1","1","1","3421","76","62","","836","836","836","","","","MICKD33716_01438"
"group_5919","","Pyridoxal phosphate homeostasis protein","1","1","1","1","3420","76","61","","782","782","782","","","","MICKD33716_01439"
"group_5920","sepF","Cell division protein SepF","1","1","1","1","3419","76","60","","614","614","614","","","","MICKD33716_01440"
"group_5921","","hypothetical protein","1","1","1","1","3418","76","59","","287","287","287","","","","MICKD33716_01441"
