analysis	experiment	biological_replicates	read_depth	quality	analysis_read_depth_sum	n_depth_metrics
ENCAN067XNK	ENCSR768AWY	1	47426852	warning	47426852	1
ENCAN392DPN	ENCSR147QLU	1	47894456	warning	47894456	1
ENCAN638GYQ	ENCSR679EFH	1	27526932	warning	27526932	1
ENCAN995ZSZ	ENCSR840USW	1	33245510	warning	33245510	1
ENCAN755AQS	ENCSR643ZGR	1	112640888	pass	112640888	1
ENCAN428ARB	ENCSR144NXI	1	152936454	pass	152936454	1
ENCAN352TZN	ENCSR692PKU	1	190803112	pass	190803112	1
ENCAN640IFO	ENCSR607EJV	1	50287398	pass	50287398	1
ENCAN006DPK	ENCSR724QTW	1	28190626	warning	28190626	1
ENCAN948RUN	ENCSR696LPC	1	144572744	pass	144572744	1
ENCAN516SEY	ENCSR799MAX	1	27542482	warning	27542482	1
ENCAN893TWJ	ENCSR038POV	1	103870102	pass	103870102	1
ENCAN193GRF	ENCSR556ARS	1	42663662	warning	42663662	1
ENCAN550ZIV	ENCSR543WNA	1	31678010	warning	31678010	1
ENCAN742QXR	ENCSR252NVI	1	229337240	pass	229337240	1
ENCAN026FOU	ENCSR634ZYB	1	35997496	warning	35997496	1
ENCAN948IDZ	ENCSR676GAW	1	123429622	pass	123429622	1
ENCAN045WHN	ENCSR235OZX	1	14537068	not_compliant	14537068	1
ENCAN228HDK	ENCSR141RSN	1	257522880	pass	257522880	1
ENCAN314TQM	ENCSR832IQN	1	161748964	pass	161748964	1
ENCAN340GSB	ENCSR541ZOU	1	42452762	warning	42452762	1
ENCAN118GQU	ENCSR866ODX	1	195284910	pass	195284910	1
ENCAN331TSN	ENCSR219KTW	1	39135530	warning	39135530	1
ENCAN650SQI	ENCSR273GCF	1	55525098	pass	55525098	1
ENCAN872MIQ	ENCSR323TXQ	1	110696850	pass	110696850	1
ENCAN937ZWD	ENCSR082PDJ	1	190872898	pass	190872898	1
ENCAN166HAL	ENCSR715TMH	1	39037420	warning	39037420	1
ENCAN642CAO	ENCSR374VQC	1	244574714	pass	244574714	1
ENCAN414TVA	ENCSR108PUO	1	162870562	pass	162870562	1
ENCAN499JIV	ENCSR152AVY	1	20410342	warning	20410342	1
ENCAN228MXX	ENCSR828FVZ	1	245540162	pass	245540162	1
ENCAN005HYM	ENCSR388DHS	1	147866558	pass	147866558	1
ENCAN953NFS	ENCSR287GYT	1	30259596	warning	30259596	1
ENCAN131UCF	ENCSR180KMR	1	48008432	warning	48008432	1
ENCAN672VWT	ENCSR324NVG	1	260385044	pass	260385044	1
ENCAN732HJY	ENCSR503RWO	1	241286482	pass	241286482	1
ENCAN734FWQ	ENCSR443YJP	1	149792012	pass	248358006	2
ENCAN734FWQ	ENCSR443YJP	2	98565994	pass	248358006	2
ENCAN221JUV	ENCSR467LJT	1	37827340	warning	37827340	1
ENCAN783CVZ	ENCSR656KLT	1	196825536	pass	196825536	1
ENCAN822PCY	ENCSR294YEJ	1	201592714	pass	201592714	1
ENCAN611JRE	ENCSR531UVE	1	78570568	pass	78570568	1
ENCAN528LKP	ENCSR493IQY	1	42663282	warning	42663282	1
ENCAN767HVH	ENCSR471RHG	1	30710976	warning	30710976	1
ENCAN709SMO	ENCSR466SUZ	1	122941208	pass	122941208	1
ENCAN388UAQ	ENCSR507XBY	1	65007342	pass	65007342	1
ENCAN379UBP	ENCSR457RVC	1	35928898	warning	35928898	1
ENCAN284KHP	ENCSR946OIO	1	218258944	pass	218258944	1
ENCAN588ULV	ENCSR803JVQ	1	57645510	pass	57645510	1
ENCAN311KJV	ENCSR856XLJ	1	176537196	pass	176537196	1
ENCAN614ILD	ENCSR010TMX	1	52914248	pass	52914248	1
ENCAN445JVT	ENCSR642DZF	1	39470022	warning	39470022	1
ENCAN011IWQ	ENCSR631XIF	1	142198418	pass	142198418	1
ENCAN981FPY	ENCSR090SMP	2	189177482	pass	382251978	2
ENCAN981FPY	ENCSR090SMP	1	193074496	pass	382251978	2
ENCAN218XAF	ENCSR837ZSS	1	30630586	warning	30630586	1
ENCAN038UGH	ENCSR965JHW	1	62355394	pass	62355394	1
ENCAN620PEW	ENCSR878ITC	1	55477056	pass	55477056	1
ENCAN556DMV	ENCSR776BTO	1	273377178	pass	273377178	1
ENCAN159DRH	ENCSR000EPH	2	77054501	pass	108921416	2
ENCAN159DRH	ENCSR000EPH	1	31866915	warning	108921416	2
ENCAN592JJZ	ENCSR426IEA	1	201281697	pass	281230337	2
ENCAN592JJZ	ENCSR426IEA	2	79948640	pass	281230337	2
ENCAN014AZT	ENCSR670MKJ	1	144971408	pass	144971408	1
ENCAN970RPN	ENCSR931UQB	1	258919938	pass	258919938	1
ENCAN163UXK	ENCSR622HTS	1	160092826	pass	160092826	1
ENCAN085QIX	ENCSR788SKJ	1	41573472	warning	41573472	1
ENCAN278ZFM	ENCSR486KKY	1	40482510	warning	40482510	1
ENCAN435UOG	ENCSR186NTL	1	53418372	pass	53418372	1
ENCAN575KQB	ENCSR207CQH	1	30538766	warning	30538766	1
ENCAN118NVJ	ENCSR395EZY	1	337958900	pass	337958900	1
ENCAN144JKW	ENCSR173HPQ	1	28113004	warning	28113004	1
ENCAN502VZK	ENCSR930PDT	1	235615202	pass	235615202	1
ENCAN825WXQ	ENCSR410IYF	1	52880566	pass	52880566	1
ENCAN435YUK	ENCSR273USD	1	28540426	warning	28540426	1
ENCAN120NDX	ENCSR680SDS	1	51755915	pass	51755915	1
ENCAN557IAC	ENCSR672EWY	1	217053840	pass	442813864	2
ENCAN557IAC	ENCSR672EWY	2	225760024	pass	442813864	2
ENCAN294QGP	ENCSR639XWF	1	38658978	warning	38658978	1
ENCAN976YZR	ENCSR702DPD	1	185666982	pass	185666982	1
ENCAN913JLY	ENCSR679IFH	1	27763306	warning	27763306	1
ENCAN606QZQ	ENCSR689DSM	1	263935522	pass	263935522	1
ENCAN290KMS	ENCSR520WTV	2	231361560	pass	510726808	2
ENCAN290KMS	ENCSR520WTV	1	279365248	pass	510726808	2
ENCAN903ABZ	ENCSR388NOI	1	274146882	pass	274146882	1
ENCAN801IZV	ENCSR000EPX	1	221323829	pass	243558727	2
ENCAN801IZV	ENCSR000EPX	2	22234898	warning	243558727	2
ENCAN661PVQ	ENCSR259GYP	1	191327198	pass	191327198	1
ENCAN144ZJB	ENCSR420RWU	1	42068905	warning	42068905	1
ENCAN531JGN	ENCSR175IWT	1	630631888	pass	1030756762	2
ENCAN531JGN	ENCSR175IWT	2	400124874	pass	1030756762	2
ENCAN034RCE	ENCSR014GTH	1	256780480	pass	256780480	1
ENCAN129BEU	ENCSR703AYZ	1	167633330	pass	167633330	1
ENCAN256HNK	ENCSR210ESN	1	156770044	pass	156770044	1
ENCAN858DGP	ENCSR982XOK	1	97016560	pass	97016560	1
ENCAN750ZCL	ENCSR440BPA	1	131509448	pass	131509448	1
ENCAN303ANX	ENCSR598RVJ	1	180874544	pass	180874544	1
ENCAN865BTV	ENCSR749BWV	1	173551616	pass	319560656	2
ENCAN865BTV	ENCSR749BWV	2	146009040	pass	319560656	2
ENCAN225SLE	ENCSR597NVK	1	307968736	pass	307968736	1
ENCAN335VDP	ENCSR999TSD	1	256491978	pass	256491978	1
ENCAN157LCK	ENCSR595DQM	1	254354638	pass	254354638	1
ENCAN112XHJ	ENCSR572FSS	1	31019146	warning	31019146	1
ENCAN961ABV	ENCSR733YNW	1	196626258	pass	196626258	1
ENCAN012OXL	ENCSR474GZQ	1	41651453	warning	141242283	2
ENCAN012OXL	ENCSR474GZQ	2	99590830	pass	141242283	2
ENCAN631HVS	ENCSR501FWC	2	200664578	pass	200664578	1
ENCAN741RTU	ENCSR642BXP	1	187645216	pass	187645216	1
ENCAN202LHK	ENCSR017OZH	2	174189750	pass	425397776	2
ENCAN202LHK	ENCSR017OZH	1	251208026	pass	425397776	2
ENCAN161DDF	ENCSR462XTM	1	225025056	pass	225025056	1
ENCAN231GJQ	ENCSR493VDS	1	119586946	pass	119586946	1
ENCAN395IKL	ENCSR552RKI	1	210134348	pass	210134348	1
ENCAN095BMZ	ENCSR507GFJ	1	245513850	pass	245513850	1
ENCAN005VTP	ENCSR346IHH	1	239740684	pass	286222541	2
ENCAN005VTP	ENCSR346IHH	2	46481857	warning	286222541	2
ENCAN422FAK	ENCSR873ANE	1	220493462	pass	419871052	2
ENCAN422FAK	ENCSR873ANE	2	199377590	pass	419871052	2
ENCAN951QKJ	ENCSR360XIS	2	282178970	pass	282178970	1
ENCAN868VKA	ENCSR988YKR	1	139482714	pass	139482714	1
ENCAN156TTH	ENCSR805XIF	1	250300176	pass	250300176	1
ENCAN930UAK	ENCSR809LCE	1	159652626	pass	159652626	1
ENCAN358WMD	ENCSR976XOY	1	197309066	pass	197309066	1
ENCAN010VLD	ENCSR431UEM	1	192004542	pass	192004542	1
ENCAN128CFC	ENCSR449HOQ	1	242501144	pass	242501144	1
ENCAN113SUN	ENCSR318PRQ	1	141287530	pass	292499278	2
ENCAN113SUN	ENCSR318PRQ	2	151211748	pass	292499278	2
ENCAN772LMQ	ENCSR437AYW	1	240136398	pass	240136398	1
ENCAN476AEB	ENCSR391YAV	1	261197882	pass	261197882	1
ENCAN250NLU	ENCSR401ESD	1	288685904	pass	288685904	1
ENCAN806AUV	ENCSR070CMW	1	293894560	pass	293894560	1
ENCAN687SHT	ENCSR274SDO	1	208890324	pass	208890324	1
ENCAN672GCP	ENCSR278SKG	1	281288838	pass	281288838	1
ENCAN980BLX	ENCSR783OCW	1	236198826	pass	236198826	1
ENCAN713QHJ	ENCSR503BEM	2	214256794	pass	434540196	2
ENCAN713QHJ	ENCSR503BEM	1	220283402	pass	434540196	2
ENCAN907ZIN	ENCSR634YVQ	1	83681250	pass	83681250	1
ENCAN951GKI	ENCSR768OLL	1	208010971	pass	208010971	1
ENCAN408WZB	ENCSR785BDQ	1	246116916	pass	454692670	2
ENCAN408WZB	ENCSR785BDQ	3	208575754	pass	454692670	2
ENCAN674BWV	ENCSR060HPL	1	217429368	pass	217429368	1
ENCAN350QRX	ENCSR000FJH	1	49012751	warning	68075524	2
ENCAN350QRX	ENCSR000FJH	2	19062773	not_compliant	68075524	2
ENCAN768GHB	ENCSR066WZJ	1	221419018	pass	221419018	1
ENCAN322NBM	ENCSR163PKT	1	260014140	pass	260014140	1
ENCAN976RYI	ENCSR171ETY	1	221605940	pass	221605940	1
ENCAN140XML	ENCSR080ISA	1	198922298	pass	198922298	1
ENCAN966ACB	ENCSR813CKU	1	64564868	pass	64564868	1
ENCAN781UIL	ENCSR842KCP	2	109341468	pass	298190792	2
ENCAN781UIL	ENCSR842KCP	1	188849324	pass	298190792	2
ENCAN865GTK	ENCSR818JGZ	3	246057098	pass	395276220	2
ENCAN865GTK	ENCSR818JGZ	1	149219122	pass	395276220	2
ENCAN735GKG	ENCSR792ZXA	1	269251078	pass	504775128	2
ENCAN735GKG	ENCSR792ZXA	2	235524050	pass	504775128	2
ENCAN013LTI	ENCSR856NXV	1	197040098	pass	398215342	2
ENCAN013LTI	ENCSR856NXV	2	201175244	pass	398215342	2
ENCAN778DVW	ENCSR978QUT	1	220563192	pass	220563192	1
ENCAN554SPH	ENCSR944JCE	1	277966686	pass	277966686	1
ENCAN211HEM	ENCSR562FNN	2	188939924	pass	188939924	1
ENCAN919YRJ	ENCSR641ZPF	1	211026878	pass	211026878	1
ENCAN420TJH	ENCSR575VMI	2	202877710	pass	406349726	2
ENCAN420TJH	ENCSR575VMI	1	203472016	pass	406349726	2
ENCAN792NTW	ENCSR552XJI	1	209979464	pass	209979464	1
ENCAN184ZHQ	ENCSR174JMM	1	20039675	warning	20039675	1
ENCAN137HJP	ENCSR760QZM	1	217075268	pass	217075268	1
ENCAN780RWD	ENCSR000EOT	1	245147436	pass	262999028	2
ENCAN780RWD	ENCSR000EOT	2	17851592	not_compliant	262999028	2
ENCAN633XOO	ENCSR000EMT	1	22289382	warning	60849518	2
ENCAN633XOO	ENCSR000EMT	2	38560136	warning	60849518	2
ENCAN057UEW	ENCSR149XIL	2	188868346	pass	242603554	2
ENCAN057UEW	ENCSR149XIL	1	53735208	pass	242603554	2
ENCAN218TKA	ENCSR000EMU	1	20441411	warning	20441411	1
