# candidates have max_abs_usage_delta >= 0.25
rank	gene_id	gene_symbol	expressed_isoforms	sampleA_gene_NumReads	sampleB_gene_NumReads	max_abs_usage_delta	total_variation	top_transcript	top_sampleA_usage	top_sampleB_usage	top_sampleA_NumReads	top_sampleB_NumReads	top_sampleA_TPM	top_sampleB_TPM	top_log2FC_normalized_reads	top_usage_delta_sampleB_minus_A
576	ENSG00000065911.13	MTHFD2	5	53	36.001	0.372472	0.372472	ENST00000678623	0.372472	0	19.741	0	53.2364	0	-7.72262	-0.372472
577	ENSG00000115053.17	NCL	8	223	188.999	0.371028	0.39121	ENST00000679348	0	0.371028	0	70.124	0	137.723	9.5551	0.371028
578	ENSG00000168036.19	CTNNB1	3	38	35	0.368314	0.368314	ENST00000349496	0	0.368314	0	12.891	0	17.836	7.12005	0.368314
579	ENSG00000004468.13	CD38	3	35	29	0.367686	0.367686	ENST00000502843	0.367686	0	12.869	0	41.9617	0	-7.10896	-0.367686
580	ENSG00000189043.10	NDUFA4	4	30	32.999	0.366115	0.402073	ENST00000339600	0.8841	0.517985	26.523	17.093	63.4714	45.1937	-0.622382	-0.366115
581	ENSG00000055163.21	CYFIP2	6	65	52	0.365454	0.610646	ENST00000620254	0.389354	0.754808	25.308	39.25	17.4308	29.8677	0.639881	0.365454
582	ENSG00000104904.13	OAZ1	4	108	110.112	0.364356	0.379613	ENST00000592727	0	0.364356	0	40.12	0	397.787	8.75095	0.364356
583	ENSG00000143297.19	FCRL5	5	24.999	24	0.363455	0.519559	ENST00000361835	0.363455	0	9.086	0	7.55848	0	-6.61113	-0.363455
584	ENSG00000213654.10	GPSM3	2	25	26	0.363417	0.363417	ENST00000375040	0.73284	0.369423	18.321	9.605	81.2655	47.0748	-0.916365	-0.363417
585	ENSG00000163041.13	H3-3A	2	45.439	45	0.360044	0.360044	ENST00000366815	1	0.639956	45.439	28.798	236.706	165.747	-0.647574	-0.360044
586	ENSG00000099901.18	RANBP1	3	20	27	0.358815	0.358815	ENST00000411892	0	0.358815	0	9.688	0	136.888	6.71138	0.358815
587	ENSG00000198586.14	TLK1	3	33	43	0.358163	0.358163	ENST00000431350	0	0.358163	0	15.401	0	13.2807	7.37501	0.358163
588	ENSG00000171681.13	ATF7IP	3	22	22	0.357455	0.357455	ENST00000541654	0	0.357455	0	7.864	0	15.2223	6.41363	0.357455
589	ENSG00000115216.14	NRBP1	3	32	21	0.355211	0.355211	ENST00000379852	0.790687	0.435476	25.302	9.145	56.1161	22.4102	-1.45019	-0.355211
590	ENSG00000177311.12	ZBTB38	7	71	68	0.353901	0.423042	ENST00000321464	0.353901	0	25.127	0	13.8243	0	-8.06919	-0.353901
591	ENSG00000225733.8	FGD5-AS1	3	20	20	0.3538	0.3538	ENST00000665738	0.6462	1	12.924	20	15.7547	26.9378	0.634919	0.3538
592	ENSG00000147010.19	SH3KBP1	4	59	75.001	0.353017	0.353017	ENST00000699679	0.353017	0	20.828	0	30.8699	0	-7.79959	-0.353017
593	ENSG00000100644.17	HIF1A	2	41	31.967	0.352842	0.352842	ENST00000394997	0.192659	0.5455	7.899	17.438	9.18881	22.4119	1.14184	0.352842
594	ENSG00000129083.13	COPB1	2	45	52	0.351978	0.351978	ENST00000249923	0.351978	0	15.839	0	20.9398	0	-7.40658	-0.351978
595	ENSG00000131143.10	COX4I1	4	67	47	0.351468	0.351468	ENST00000561569	0	0.351468	0	16.519	0	167.302	7.47553	0.351468
596	ENSG00000100225.18	FBXO7	4	32.001	23	0.35113	0.35113	ENST00000420700	0	0.35113	0	8.076	0	23.1002	6.45156	0.35113
597	ENSG00000065809.14	FAM107B	3	30	49	0.350433	0.350433	ENST00000378467	0.350433	0	10.513	0	21.143	0	-6.81958	-0.350433
598	ENSG00000138279.16	ANXA7	3	39	43	0.349977	0.349977	ENST00000372921	0	0.349977	0	15.049	0	32.3856	7.34186	0.349977
599	ENSG00000100599.16	RIN3	3	22	21	0.347818	0.347818	ENST00000555589	0.347818	0	7.652	0	12.7487	0	-6.36608	-0.347818
600	ENSG00000162704.16	ARPC5	4	74.999	74	0.346671	0.346671	ENST00000462965	0.551901	0.20523	41.392	15.187	80.1854	32.506	-1.43225	-0.346671
601	ENSG00000145901.17	TNIP1	5	128	102	0.346575	0.544898	ENST00000521591	0.455102	0.801676	58.253	81.771	94.9741	147.297	0.497278	0.346575
602	ENSG00000117500.13	TMED5	3	40	26	0.345725	0.345725	ENST00000370282	0.345725	0	13.829	0	10.6648	0	-7.21203	-0.345725
603	ENSG00000078304.20	PPP2R5C	5	25	24	0.34528	0.34528	ENST00000350249	0.34528	0	8.632	0	10.257	0	-6.53795	-0.34528
604	ENSG00000177565.19	TBL1XR1	4	32	32	0.345063	0.345062	ENST00000673974	0.654937	1	20.958	32	14.3194	24.1561	0.617022	0.345063
605	ENSG00000155096.15	AZIN1	2	72.484	72	0.343708	0.343708	ENST00000347770	0	0.343708	0	24.747	0	44.7991	8.05596	0.343708
606	ENSG00000176890.16	TYMS	2	43.925	45	0.343449	0.343449	ENST00000581920	0.343449	0	15.086	0	101.324	0	-7.33674	-0.343449
607	ENSG00000253729.9	PRKDC	6	83.874	73.999	0.342949	0.387755	ENST00000314191	0.690643	0.347694	57.927	25.729	18.7327	9.19296	-1.15925	-0.342949
608	ENSG00000103522.17	IL21R	3	37	34	0.341882	0.341882	ENST00000564089	0	0.341882	0	11.624	0	19.8841	6.97192	0.341882
609	ENSG00000101596.17	SMCHD1	3	36	45	0.340644	0.340644	ENST00000584897	0	0.340644	0	15.329	0	18.5839	7.3683	0.340644
610	ENSG00000185164.15	NOMO2	2	41.501	43.142	0.340503	0.340503	ENST00000381474	1	0.659497	41.501	28.452	48.4224	36.6785	-0.534453	-0.340503
611	ENSG00000164209.17	SLC25A46	3	30	21	0.340267	0.340267	ENST00000504098	0.340267	0	10.208	0	20.8134	0	-6.77749	-0.340267
612	ENSG00000102910.14	LONP2	3	24	30	0.3394	0.3394	ENST00000566755	0	0.3394	0	10.182	0	21.2247	6.78246	0.3394
613	ENSG00000113810.16	SMC4	2	45	52	0.337911	0.337911	ENST00000462668	0.337911	0	15.206	0	16.3001	0	-7.3481	-0.337911
614	ENSG00000182718.18	ANXA2	4	36	27	0.337185	0.365333	ENST00000560367	0	0.337185	0	9.104	0	81.5342	6.62256	0.337185
615	ENSG00000138623.10	SEMA7A	2	53	58	0.337057	0.337057	ENST00000542748	0.337057	0	17.864	0	33.3811	0	-7.57919	-0.337057
616	ENSG00000078668.14	VDAC3	3	34	26	0.335538	0.335538	ENST00000518495	0	0.335538	0	8.724	0	146.518	6.56169	0.335538
617	ENSG00000139921.13	TMX1	3	27	22.001	0.334005	0.334005	ENST00000457354	0.781667	0.447661	21.105	9.849	23.8809	12.3126	-1.08363	-0.334005
618	ENSG00000185787.16	MORF4L1	7	87.999	79.903	0.332072	0.595757	ENST00000559345	0.332072	0	29.222	0	102.485	0	-8.28626	-0.332072
619	ENSG00000137876.11	RSL24D1	3	31	30	0.331581	0.331581	ENST00000677730	0.553581	0.222	17.161	6.66	64.0206	27.451	-1.34463	-0.331581
620	ENSG00000163527.11	STT3B	3	71	57	0.330456	0.330456	ENST00000462235	0	0.330456	0	18.836	0	29.0989	7.6639	0.330456
621	ENSG00000102054.18	RBBP7	4	28	23.999	0.330293	0.330293	ENST00000404022	0.868107	0.537814	24.307	12.907	62.7747	36.8292	-0.899687	-0.330293
622	ENSG00000125743.11	SNRPD2	2	21	20	0.3296	0.3296	ENST00000342669	1	0.6704	21	13.408	338.504	238.786	-0.635025	-0.3296
623	ENSG00000100129.18	EIF3L	3	103	112	0.329243	0.329243	ENST00000624234	0.652757	0.982	67.234	109.984	156	281.949	0.71794	0.329243
624	ENSG00000116161.18	CACYBP	3	29.001	23	0.328265	0.328265	ENST00000405362	0.328265	0	9.52	0	50.2641	0	-6.67777	-0.328265
625	ENSG00000168610.17	STAT3	4	58	42	0.328238	0.328238	ENST00000678792	0	0.328238	0	13.786	0	14.1688	7.21621	0.328238
626	ENSG00000127603.32	MACF1	7	56	47	0.328143	0.666	ENST00000691623	0.328143	0	18.376	0	14.0197	0	-7.61975	-0.328143
627	ENSG00000068305.19	MEF2A	2	25	27	0.327852	0.327852	ENST00000557942	1	0.672148	25	18.148	20.0356	16.0693	-0.451427	-0.327852
628	ENSG00000110321.19	EIF4G2	6	231	265	0.326498	0.370291	ENST00000396525	0	0.326498	0	86.522	0	131.892	9.8579	0.326498
629	ENSG00000006125.18	AP2B1	3	44	46	0.325886	0.325886	ENST00000610402	0.674114	1	29.661	46	23.2479	39.8343	0.640129	0.325886
630	ENSG00000104921.15	FCER2	3	59	60.999	0.325625	0.325625	ENST00000597921	0.561678	0.236053	33.139	14.399	106.035	50.9048	-1.18862	-0.325625
631	ENSG00000178691.12	SUZ12	2	29.904	23	0.324565	0.324565	ENST00000322652	1	0.675435	29.904	15.535	30.091	17.2719	-0.931999	-0.324565
632	ENSG00000113387.13	SUB1	8	50.999	59	0.324339	0.477401	ENST00000504789	0	0.324339	0	19.136	0	282.229	7.68658	0.324339
633	ENSG00000078140.14	UBE2K	5	41	35	0.3242	0.506463	ENST00000438068	0	0.3242	0	11.347	0	26.6169	6.9374	0.3242
634	ENSG00000172175.16	MALT1	4	33.999	27.012	0.323486	0.368346	ENST00000649202	0	0.323486	0	8.738	0	19.4154	6.56398	0.323486
635	ENSG00000173020.11	GRK2	4	38	38.999	0.323213	0.323213	ENST00000308595	1	0.676787	38	26.394	51.4814	39.5078	-0.515559	-0.323213
636	ENSG00000124614.17	RPS10	3	174	151.893	0.322484	0.322484	ENST00000467531	0	0.322484	0	48.983	0	438.664	9.0383	0.322484
637	ENSG00000070756.17	PABPC1	7	365.001	323	0.32091	0.378214	ENST00000519100	0	0.32091	0	103.654	0	249.972	10.1183	0.32091
638	ENSG00000054654.20	SYNE2	5	54	37	0.320815	0.359333	ENST00000555612	0.320815	0	17.324	0	11.3569	0	-7.53515	-0.320815
639	ENSG00000026751.17	SLAMF7	3	74	70	0.320778	0.320778	ENST00000368043	0.977378	0.6566	72.326	45.962	125.742	88.286	-0.644319	-0.320778
640	ENSG00000101017.15	CD40	3	37	36	0.31973	0.31973	ENST00000372285	0.68027	1	25.17	36	75.0814	118.647	0.523354	0.31973
641	ENSG00000187555.17	USP7	3	68	55	0.31922	0.31922	ENST00000381886	0.751456	0.432236	51.099	23.773	65.41	33.6216	-1.09227	-0.31922
642	ENSG00000138430.16	OLA1	4	34	22	0.318818	0.385273	ENST00000392560	0	0.318818	0	7.014	0	71.8101	6.25066	0.318818
643	ENSG00000111912.20	NCOA7	5	21	23	0.318619	0.634905	ENST00000368357	0.318619	0	6.691	0	5.42257	0	-6.17498	-0.318619
644	ENSG00000187239.19	FNBP1	7	222	224	0.316664	0.443352	ENST00000703558	0.781869	0.465205	173.575	104.206	146.415	97.1172	-0.726911	-0.316664
645	ENSG00000160410.15	SHKBP1	3	22	22	0.316409	0.316409	ENST00000596163	0	0.316409	0	6.961	0	61.4046	6.23986	0.316409
646	ENSG00000179344.17	HLA-DQB1	4	191	164	0.31572	0.334796	ENST00000434651	0	0.31572	0	51.778	0	180.344	9.11821	0.31572
647	ENSG00000085063.18	CD59	4	31	31.999	0.315631	0.520954	ENST00000395850	0.794677	0.479046	24.635	15.329	61.1812	42.0623	-0.672478	-0.315631
648	ENSG00000103811.18	CTSH	6	80	73.999	0.315283	0.363959	ENST00000676880	0.286887	0.60217	22.951	44.56	77.6238	166.508	0.963019	0.315283
649	ENSG00000054118.15	THRAP3	2	41	56	0.315036	0.315036	ENST00000354618	1	0.684964	41	38.358	42.1506	43.5688	-0.0871919	-0.315036
650	ENSG00000135316.20	SYNCRIP	5	75.262	74.2	0.314677	0.474677	ENST00000355238	0	0.314677	0	23.349	0	17.7939	7.97239	0.314677
651	ENSG00000003402.21	CFLAR	10	63.429	71.88	0.314552	0.399717	ENST00000423241	0	0.314552	0	22.61	0	56.8193	7.92618	0.314552
652	ENSG00000073849.16	ST6GAL1	5	124	112	0.31413	0.332679	ENST00000448044	0.981452	0.667321	121.7	74.74	128.295	87.0518	-0.69399	-0.31413
653	ENSG00000148773.14	MKI67	2	53	65	0.313976	0.313976	ENST00000368653	0.887868	0.573892	47.057	37.303	18.0004	15.7655	-0.32569	-0.313976
654	ENSG00000118363.13	SPCS2	4	38	23	0.31212	0.31212	ENST00000526361	0.134184	0.446304	5.099	10.265	41.7294	92.8116	1.00488	0.31212
655	ENSG00000140157.16	NIPA2	3	20	24	0.311158	0.311158	ENST00000398013	0.6083	0.919458	12.166	22.067	25.5995	51.3033	0.862731	0.311158
656	ENSG00000119318.13	RAD23B	2	54	49	0.311065	0.311065	ENST00000358015	0.493963	0.182898	26.674	8.962	29.4875	10.9466	-1.55496	-0.311065
657	ENSG00000004455.18	AK2	8	40	42.998	0.310497	0.676397	ENST00000480134	0.397175	0.0866785	15.887	3.727	120.97	31.352	-2.05588	-0.310497
658	ENSG00000068796.19	KIF2A	3	40.63	40.455	0.310346	0.310346	ENST00000381103	0.434113	0.123767	17.638	5.007	24.2257	7.59811	-1.78898	-0.310346
659	ENSG00000128050.9	PAICS	3	56.001	36.69	0.309298	0.309298	ENST00000505164	0.309298	0	17.321	0	58.5334	0	-7.5349	-0.309298
660	ENSG00000092199.19	HNRNPC	11	142	149.143	0.3045	0.586079	ENST00000556897	0.3045	0	43.239	0	184.331	0	-8.85004	-0.3045
661	ENSG00000164346.10	NSA2	3	24	23	0.302917	0.302917	ENST00000514918	0.302917	0	7.27	0	78.6211	0	-6.29312	-0.302917
662	ENSG00000188529.15	SRSF10	8	32.001	30.999	0.302834	0.398206	ENST00000453840	0.302834	0	9.691	0	26.5689	0	-6.7032	-0.302834
663	ENSG00000113732.9	ATP6V0E1	4	38.001	30.999	0.301966	0.3266	ENST00000519911	0.301966	0	11.475	0	104.734	0	-6.94483	-0.301966
664	ENSG00000136527.19	TRA2B	8	44	29	0.299862	0.69369	ENST00000463328	0	0.299862	0	8.696	0	16.2209	6.5571	0.299862
665	ENSG00000163644.15	PPM1K	4	22	23	0.297727	0.297727	ENST00000608933	0.702273	1	15.45	23	10.892	17.9152	0.579826	0.297727
666	ENSG00000151461.20	UPF2	2	25	22	0.296955	0.296955	ENST00000357604	1	0.703045	25	15.467	21.7141	14.8431	-0.680765	-0.296955
667	ENSG00000142676.14	RPL11	3	186	199	0.296922	0.296922	ENST00000374550	0.896425	0.599503	166.735	119.301	1737.13	1373.27	-0.473936	-0.296922
668	ENSG00000185880.14	TRIM69	5	21	24.001	0.296279	0.423003	ENST00000714088	0	0.296279	0	7.111	0	14.2569	6.27021	0.296279
669	ENSG00000100297.16	MCM5	5	29	32	0.296276	0.419379	ENST00000216122	0.296276	0	8.592	0	11.4405	0	-6.53132	-0.296276
670	ENSG00000170144.23	HNRNPA3	5	117	102	0.295023	0.301126	ENST00000435711	0.442846	0.147824	51.813	15.078	149.442	48.0491	-1.76588	-0.295023
671	ENSG00000144747.17	TMF1	2	23	28	0.294929	0.294929	ENST00000488010	0.592	0.297071	13.616	8.318	18.4702	12.4662	-0.696112	-0.294929
672	ENSG00000153201.17	RANBP2	2	38.352	56.578	0.294039	0.294039	ENST00000697745	0.294039	0	11.277	0	7.75099	0	-6.91992	-0.294039
673	ENSG00000135387.21	CAPRIN1	7	68	71.001	0.293368	0.624878	ENST00000532820	0.293368	0	19.949	0	26.7303	0	-7.73767	-0.293368
674	ENSG00000165637.14	VDAC2	3	48	32.999	0.292783	0.292783	ENST00000332211	0.71925	0.426467	34.524	14.073	116.857	52.6298	-1.28035	-0.292783
675	ENSG00000126709.16	IFI6	3	36.387	39.677	0.291201	0.291201	ENST00000679644	0	0.291201	0	11.554	0	82.4915	6.96327	0.291201
676	ENSG00000174748.22	RPL15	8	297	273	0.289018	0.575801	ENST00000354811	0	0.289018	0	78.902	0	653.297	9.72504	0.289018
677	ENSG00000132185.18	FCRLA	5	72.001	59	0.287566	0.353261	ENST00000674323	0.2184	0.505966	15.725	29.852	32.0781	67.2811	0.92938	0.287566
678	ENSG00000107937.19	GTPBP4	4	24	26	0.287526	0.287526	ENST00000360803	0.955333	0.667808	22.928	17.363	22.2282	18.5986	-0.390557	-0.287526
679	ENSG00000026103.25	FAS	6	34	35.001	0.287353	0.30033	ENST00000612663	0.287353	0	9.77	0	18.2876	0	-6.71481	-0.287353
680	ENSG00000104964.15	TLE5	4	62.999	63	0.28731	0.304326	ENST00000327141	0.442975	0.730286	27.907	46.008	77.0088	140.268	0.728034	0.28731
681	ENSG00000060237.19	WNK1	5	102	90	0.287186	0.296383	ENST00000535572	0.287186	0	29.293	0	12.9856	0	-8.28975	-0.287186
682	ENSG00000143321.19	HDGF	4	50	44	0.285364	0.324444	ENST00000357325	0.541	0.255636	27.05	11.248	56.1178	25.7809	-1.25034	-0.285364
683	ENSG00000105701.16	FKBP8	3	32	35	0.284687	0.284687	ENST00000544835	0.284687	0	9.11	0	37.3473	0	-6.61489	-0.284687
684	ENSG00000206337.13	HCP5	4	37.501	24	0.2845	0.326167	ENST00000541196	0	0.2845	0	6.828	0	22.3929	6.2124	0.2845
685	ENSG00000266094.8	RASSF5	2	30	33	0.284061	0.284061	ENST00000636182	0	0.284061	0	9.374	0	13.9246	6.6643	0.284061
686	ENSG00000196235.14	SUPT5H	2	45	35	0.283644	0.283644	ENST00000432763	0.716356	1	32.236	35	40.1686	48.1862	0.127027	0.283644
687	ENSG00000111481.10	COPZ1	4	35	30	0.281314	0.281314	ENST00000548753	0.281314	0	9.846	0	79.6583	0	-6.72588	-0.281314
688	ENSG00000115806.13	GORASP2	3	23	21	0.281174	0.281174	ENST00000493692	0.281174	0	6.467	0	39.4074	0	-6.12654	-0.281174
689	ENSG00000085117.13	CD82	3	72	71	0.279847	0.279847	ENST00000342935	0.279847	0	20.149	0	120.037	0	-7.75199	-0.279847
690	ENSG00000122359.18	ANXA11	5	49	49	0.279694	0.279694	ENST00000422982	0	0.279694	0	13.705	0	9.97539	7.20777	0.279694
691	ENSG00000182831.12	HAPSTR1	2	32	38	0.279564	0.279564	ENST00000574285	0.781906	0.502342	25.021	19.089	10.5727	8.91187	-0.380066	-0.279564
692	ENSG00000156587.16	UBE2L6	2	23	26	0.279391	0.279391	ENST00000528275	0.279391	0	6.426	0	77.3256	0	-6.1175	-0.279391
693	ENSG00000113368.12	LMNB1	2	36	29	0.279346	0.279346	ENST00000504788	0.218861	0.498207	7.879	14.448	21.6985	43.9648	0.875681	0.279346
694	ENSG00000081154.12	PCNP	3	35.999	22	0.279036	0.279036	ENST00000265260	0.720964	1	25.954	22	54.4801	51.0216	-0.228857	0.279036
695	ENSG00000163714.18	U2SURP	6	39.999	41.001	0.278732	0.38847	ENST00000467348	0.278732	0	11.149	0	46.8298	0	-6.90359	-0.278732
696	ENSG00000174903.16	RAB1B	2	30	23	0.278261	0.278261	ENST00000527397	0	0.278261	0	6.4	0	40.7645	6.12031	0.278261
697	ENSG00000121579.14	NAA50	4	25	26	0.278192	0.323769	ENST00000497525	0	0.278192	0	7.233	0	30.0773	6.29444	0.278192
698	ENSG00000165280.18	VCP	4	109	99	0.276536	0.453073	ENST00000358901	0.0961101	0.372646	10.476	36.892	12.8	49.8028	1.81569	0.276536
699	ENSG00000108344.15	PSMD3	2	34	29	0.276414	0.276414	ENST00000264639	1	0.723586	34	20.984	76.56	52.2057	-0.685122	-0.276414
700	ENSG00000205268.11	PDE7A	2	35	32	0.274718	0.274718	ENST00000401827	0.594343	0.319625	20.802	10.228	13.2408	7.19284	-1.00889	-0.274718
701	ENSG00000015479.20	MATR3	3	80.931	118	0.274197	0.274197	ENST00000618441	0.51854	0.792737	41.966	93.543	47.5745	117.165	1.16332	0.274197
702	ENSG00000105329.11	TGFB1	2	27	24	0.274167	0.274167	ENST00000600196	0	0.274167	0	6.58	0	31.0519	6.15975	0.274167
703	ENSG00000069493.15	CLEC2D	6	32.303	21.406	0.274067	0.396743	ENST00000290855	0.603257	0.877324	19.487	18.78	16.5585	17.6314	-0.044399	0.274067
704	ENSG00000106803.10	SEC61B	2	33	47	0.273298	0.273298	ENST00000498603	0	0.273298	0	12.845	0	179.889	7.11493	0.273298
705	ENSG00000172757.13	CFL1	4	133	123.999	0.273286	0.273286	ENST00000531413	0.273286	0	36.347	0	402.232	0	-8.60013	-0.273286
706	ENSG00000125844.17	RRBP1	2	25	39	0.272128	0.272128	ENST00000246043	1	0.727872	25	28.387	23.7999	29.8579	0.191328	-0.272128
707	ENSG00000136731.13	UGGT1	3	21.016	28	0.271841	0.271841	ENST00000259253	0.728159	1	15.303	28	6.21896	12.5721	0.876286	0.271841
708	ENSG00000001630.18	CYP51A1	2	31.263	35	0.270735	0.270735	ENST00000450723	0.270735	0	8.464	0	24.4462	0	-6.5099	-0.270735
709	ENSG00000092148.14	HECTD1	3	37	35.791	0.270595	0.270595	ENST00000611816	0.729405	1	26.988	35.791	12.7076	18.6193	0.414724	0.270595
710	ENSG00000115919.15	KYNU	4	24.993	22	0.2695	0.32194	ENST00000375773	0	0.2695	0	5.929	0	18.3851	6.01167	0.2695
711	ENSG00000116791.14	CRYZ	3	31	30.885	0.269451	0.269451	ENST00000340866	1	0.730549	31	22.563	79.867	64.2248	-0.448018	-0.269451
712	ENSG00000149269.10	PAK1	4	36	29	0.268971	0.350833	ENST00000356341	0.649167	0.918138	23.37	26.626	31.1089	39.1585	0.19614	0.268971
713	ENSG00000138757.15	G3BP2	3	51	58	0.268655	0.268655	ENST00000357854	0	0.268655	0	15.582	0	31.1739	7.39177	0.268655
714	ENSG00000100385.15	IL2RB	2	32	46	0.268261	0.268261	ENST00000216223	1	0.731739	32	33.66	36.1235	41.9817	0.0814296	-0.268261
715	ENSG00000100614.18	PPM1A	7	26	20	0.268031	0.409038	ENST00000395076	0.161769	0.4298	4.206	8.596	2.2511	5.08328	1.02364	0.268031
716	ENSG00000087365.16	SF3B2	2	47	39	0.266872	0.266872	ENST00000322535	1	0.733128	47	28.592	66.4345	44.6521	-0.706528	-0.266872
717	ENSG00000125753.15	VASP	4	41	41	0.266805	0.266805	ENST00000705986	0	0.266805	0	10.939	0	33.9887	6.88501	0.266805
718	ENSG00000135916.16	ITM2C	3	74	64	0.26673	0.26673	ENST00000326427	0.73327	1	54.262	64	129.707	169.025	0.246436	0.26673
719	ENSG00000132463.15	GRSF1	4	35	38	0.266229	0.423491	ENST00000499044	0.266229	0	9.318	0	17.7617	0	-6.64713	-0.266229
720	ENSG00000123338.13	NCKAP1L	3	75	77	0.266181	0.266181	ENST00000545638	0.80796	0.541779	60.597	41.717	76.9921	58.5611	-0.528922	-0.266181
721	ENSG00000197622.13	CDC42SE1	2	24	28.969	0.265458	0.265458	ENST00000540998	0.265458	0	6.371	0	9.28484	0	-6.10528	-0.265458
722	ENSG00000145779.8	TNFAIP8	5	37	29	0.264379	0.2797	ENST00000503646	0	0.264379	0	7.667	0	16.0685	6.37747	0.264379
723	ENSG00000122591.13	HYCC1	4	24	21	0.262048	0.423083	ENST00000465661	0	0.262048	0	5.503	0	25.312	5.90583	0.262048
724	ENSG00000108061.13	SHOC2	4	39	36	0.261538	0.261538	ENST00000369452	0.738462	1	28.8	36	33.8536	46.7534	0.329666	0.261538
725	ENSG00000010256.12	UQCRC1	2	21	30	0.261048	0.261048	ENST00000472438	0.261048	0	5.482	0	103.151	0	-5.89185	-0.261048
726	ENSG00000198843.14	SELENOT	3	33.001	42	0.259345	0.259345	ENST00000471696	0.608679	0.868024	20.087	36.457	26.9226	53.9879	0.865593	0.259345
727	ENSG00000136238.20	RAC1	2	36	37	0.258028	0.258028	ENST00000348035	0.741972	1	26.711	37	55.4149	84.8088	0.477362	0.258028
728	ENSG00000241553.13	ARPC4	4	36	39.001	0.257882	0.257882	ENST00000485273	0.392083	0.134202	14.115	5.234	184.385	75.5346	-1.40661	-0.257882
729	ENSG00000134001.15	EIF2S1	5	27	27	0.256963	0.477259	ENST00000557310	0.256963	0	6.938	0	39.5686	0	-6.22656	-0.256963
730	ENSG00000174485.16	DENND4A	3	28	36	0.256738	0.256738	ENST00000443035	0.651071	0.394333	18.23	14.196	9.06865	7.80229	-0.350089	-0.256738
731	ENSG00000152061.24	RABGAP1L	5	27	40	0.25625	0.2984	ENST00000489615	0	0.25625	0	10.25	0	7.36174	6.79198	0.25625
732	ENSG00000100462.16	PRMT5	2	22	22	0.256091	0.256091	ENST00000324366	0.743909	1	16.366	22	34.0354	50.5496	0.433354	0.256091
733	ENSG00000154237.13	LRRK1	2	22.004	22	0.255234	0.255234	ENST00000388948	0.710916	0.455682	15.643	10.025	4.33219	3.06762	-0.62848	-0.255234
734	ENSG00000172115.9	CYCS	3	61	67	0.255033	0.255033	ENST00000409764	0.255033	0	15.557	0	121.044	0	-7.38082	-0.255033
735	ENSG00000069345.12	DNAJA2	3	20	23	0.253515	0.253515	ENST00000317089	0.46595	0.212435	9.319	4.886	14.4325	8.36092	-0.909987	-0.253515
736	ENSG00000091527.17	CDV3	4	112	124	0.253217	0.268119	ENST00000420115	0.814241	0.561024	91.195	69.567	115.558	97.3958	-0.381403	-0.253217
737	ENSG00000240065.9	PSMB9	4	30	29	0.253207	0.280085	ENST00000414474	0	0.253207	0	7.343	0	183.362	6.31594	0.253207
738	ENSG00000189067.15	LITAF	2	52	68	0.253154	0.253154	ENST00000339430	0.253154	0	13.164	0	26.7013	0	-7.14143	-0.253154
739	ENSG00000163848.21	ZNF148	2	22	27	0.252889	0.252889	ENST00000492394	0	0.252889	0	6.828	0	11.94	6.2124	0.252889
740	ENSG00000129250.12	KIF1C	2	31	29.004	0.250517	0.250517	ENST00000573815	0	0.250517	0	7.266	0	72.0371	6.30092	0.250517
