cells	leiden
s2_cell4297	7
s2_cell4298	7
s2_cell4299	0
s2_cell4300	0
s2_cell4301	1
s2_cell4302	10
s2_cell4303	15
s2_cell4304	0
s2_cell4305	6
s2_cell4306	6
s2_cell4307	1
s2_cell4308	0
s2_cell4309	1
s2_cell4310	1
s2_cell4311	2
s2_cell4312	1
s2_cell4313	1
s2_cell4314	0
s2_cell4315	0
s2_cell4316	1
s2_cell4317	2
s2_cell4318	2
s2_cell4319	3
s2_cell4320	2
s2_cell4321	2
s2_cell4322	2
s2_cell4323	0
s2_cell4324	4
s2_cell4325	1
s2_cell4326	1
s2_cell4327	1
s2_cell4328	0
s2_cell4329	0
s2_cell4330	0
s2_cell4331	3
s2_cell4332	2
s2_cell4333	4
s2_cell4334	2
s2_cell4335	2
s2_cell4336	2
s2_cell4337	0
s2_cell4338	0
s2_cell4339	5
s2_cell4340	7
s2_cell4341	12
s2_cell4342	1
s2_cell4343	1
s2_cell4344	2
s2_cell4345	1
s2_cell4346	3
s2_cell4347	2
s2_cell4348	0
s2_cell4349	0
s2_cell4350	1
s2_cell4351	1
s2_cell4352	4
s2_cell4353	4
s2_cell4354	2
s2_cell4355	2
s2_cell4356	2
s2_cell4357	4
s2_cell4358	1
s2_cell4359	2
s2_cell4360	1
s2_cell4361	19
s2_cell4362	11
s2_cell4363	1
s2_cell4364	1
s2_cell4365	3
s2_cell4366	12
s2_cell4367	0
s2_cell4368	0
s2_cell4369	11
s2_cell4370	13
s2_cell4371	6
s2_cell4372	2
s2_cell4373	3
s2_cell4374	6
s2_cell4375	2
s2_cell4376	7
s2_cell4377	4
s2_cell4378	2
s2_cell4379	3
s2_cell4380	2
s2_cell4381	2
s2_cell4382	1
s2_cell4383	3
s2_cell4384	1
s2_cell4385	0
s2_cell4386	6
s2_cell4387	4
s2_cell4388	0
s2_cell4389	3
s2_cell4390	0
s2_cell4391	0
s2_cell4392	2
s2_cell4393	7
s2_cell4394	2
s2_cell4395	0
s2_cell4396	2
s2_cell4397	1
s2_cell4398	0
s2_cell4399	2
s2_cell4400	0
s2_cell4401	0
s2_cell4402	1
s2_cell4403	0
s2_cell4404	0
s2_cell4405	3
s2_cell4406	0
s2_cell4407	4
s2_cell4408	0
s2_cell4409	0
s2_cell4410	0
s2_cell4411	6
s2_cell4412	2
s2_cell4413	17
s2_cell4414	1
s2_cell4415	2
s2_cell4416	2
s2_cell4417	14
s2_cell4418	4
s2_cell4419	0
s2_cell4420	5
s2_cell4421	2
s2_cell4422	17
s2_cell4423	1
s2_cell4424	2
s2_cell4425	1
s2_cell4426	4
s2_cell4427	4
s2_cell4428	2
s2_cell4429	4
s2_cell4430	3
s2_cell4431	2
s2_cell4432	4
s2_cell4433	4
s2_cell4434	3
s2_cell4435	0
s2_cell4436	7
s2_cell4437	1
s2_cell4438	1
s2_cell4439	0
s2_cell4440	2
s2_cell4441	0
s2_cell4442	14
s2_cell4443	2
s2_cell4444	7
s2_cell4445	4
s2_cell4446	1
s2_cell4447	0
s2_cell4448	0
s2_cell4449	1
s2_cell4450	1
s2_cell4451	2
s2_cell4452	1
s2_cell4453	6
s2_cell4454	1
s2_cell4455	7
s2_cell4456	1
s2_cell4457	14
s2_cell4458	0
s2_cell4459	1
s2_cell4460	3
s2_cell4461	0
s2_cell4462	7
s2_cell4463	0
s2_cell4464	2
s2_cell4465	5
s2_cell4466	3
s2_cell4467	2
s2_cell4468	2
s2_cell4469	3
s2_cell4470	0
s2_cell4471	11
s2_cell4472	7
s2_cell4473	3
s2_cell4474	1
s2_cell4475	1
s2_cell4476	0
s2_cell4477	3
s2_cell4478	2
s2_cell4479	3
s2_cell4480	1
s2_cell4481	1
s2_cell4482	0
s2_cell4483	1
s2_cell4484	5
s2_cell4485	1
s2_cell4486	2
s2_cell4487	2
s2_cell4488	7
s2_cell4489	2
s2_cell4490	0
s2_cell4491	2
s2_cell4492	2
s2_cell4493	2
s2_cell4494	1
s2_cell4495	0
s2_cell4496	3
s2_cell4497	6
s2_cell4498	1
s2_cell4499	5
s2_cell4500	2
s2_cell4501	13
s2_cell4502	1
s2_cell4503	1
s2_cell4504	3
s2_cell4505	2
s2_cell4506	0
s2_cell4507	0
s2_cell4508	0
s2_cell4509	0
s2_cell4510	0
s2_cell4511	0
s2_cell4512	10
s2_cell4513	3
s2_cell4514	0
s2_cell4515	3
s2_cell4516	0
s2_cell4517	2
s2_cell4518	5
s2_cell4519	1
s2_cell4520	2
s2_cell4521	2
s2_cell4522	1
s2_cell4523	0
s2_cell4524	0
s2_cell4525	11
s2_cell4526	11
s2_cell4527	12
s2_cell4528	2
s2_cell4529	2
s2_cell4530	0
s2_cell4531	0
s2_cell4532	0
s2_cell4533	1
s2_cell4534	1
s2_cell4535	0
s2_cell4536	9
s2_cell4537	13
s2_cell4538	3
s2_cell4539	14
s2_cell4540	0
s2_cell4541	1
s2_cell4542	2
s2_cell4543	2
s2_cell4544	0
s2_cell4545	1
s2_cell4546	4
s2_cell4547	16
s2_cell4548	1
s2_cell4549	14
s2_cell4550	4
s2_cell4551	1
s2_cell4552	3
s2_cell4553	3
s2_cell4554	2
s2_cell4555	2
s2_cell4556	2
s2_cell4557	1
s2_cell4558	5
s2_cell4559	4
s2_cell4560	15
s2_cell4561	2
s2_cell4562	5
s2_cell4563	1
s2_cell4564	12
s2_cell4565	1
s2_cell4566	15
s2_cell4567	1
s2_cell4568	1
s2_cell4569	0
s2_cell4570	2
s2_cell4571	1
s2_cell4572	0
s2_cell4573	2
s2_cell4574	2
s2_cell4575	5
s2_cell4576	14
s2_cell4577	14
s2_cell4578	0
s2_cell4579	0
s2_cell4580	1
s2_cell4581	5
s2_cell4582	4
s2_cell4583	8
s2_cell4584	10
s2_cell4585	5
s2_cell4586	1
s2_cell4587	1
s2_cell4588	3
s2_cell4589	0
s2_cell4590	1
s2_cell4591	1
s2_cell4592	1
s2_cell4593	4
s2_cell4594	0
s2_cell4595	2
s2_cell4596	0
s2_cell4597	5
s2_cell4598	1
s2_cell4599	1
s2_cell4600	8
s2_cell4601	0
s2_cell4602	1
s2_cell4603	1
s2_cell4604	1
s2_cell4605	1
s2_cell4606	0
s2_cell4607	15
s2_cell4608	1
s2_cell4609	0
s2_cell4610	1
s2_cell4611	1
s2_cell4612	1
s2_cell4613	2
s2_cell4614	1
s2_cell4615	2
s2_cell4616	0
s2_cell4617	1
s2_cell4618	1
s2_cell4619	2
s2_cell4620	4
s2_cell4621	8
s2_cell4622	4
s2_cell4623	0
s2_cell4624	1
s2_cell4625	0
s2_cell4626	2
s2_cell4627	1
s2_cell4628	0
s2_cell4629	0
s2_cell4630	1
s2_cell4631	0
s2_cell4632	2
s2_cell4633	4
s2_cell4634	15
s2_cell4635	0
s2_cell4636	3
s2_cell4637	2
s2_cell4638	2
s2_cell4639	11
s2_cell4640	0
s2_cell4641	0
s2_cell4642	1
s2_cell4643	2
s2_cell4644	1
s2_cell4645	0
s2_cell4646	2
s2_cell4647	20
s2_cell4648	5
s2_cell4649	3
s2_cell4650	1
s2_cell4651	9
s2_cell4652	6
s2_cell4653	0
s2_cell4654	6
s2_cell4655	2
s2_cell4656	4
s2_cell4657	6
s2_cell4658	4
s2_cell4659	13
s2_cell4660	0
s2_cell4661	1
s2_cell4662	0
s2_cell4663	13
s2_cell4664	0
s2_cell4665	1
s2_cell4666	11
s2_cell4667	1
s2_cell4668	1
s2_cell4669	0
s2_cell4670	7
s2_cell4671	9
s2_cell4672	1
s2_cell4673	1
s2_cell4674	1
s2_cell4675	1
s2_cell4676	5
s2_cell4677	3
s2_cell4678	8
s2_cell4679	8
s2_cell4680	4
s2_cell4681	5
s2_cell4682	1
s2_cell4683	7
s2_cell4684	1
s2_cell4685	0
s2_cell4686	10
s2_cell4687	4
s2_cell4688	9
s2_cell4689	2
s2_cell4690	0
s2_cell4691	0
s2_cell4692	0
s2_cell4693	0
s2_cell4694	2
s2_cell4695	1
s2_cell4696	14
s2_cell4697	1
s2_cell4698	7
s2_cell4699	2
s2_cell4700	1
s2_cell4701	1
s2_cell4702	3
s2_cell4703	3
s2_cell4704	0
s2_cell4705	19
s2_cell4706	3
s2_cell4707	9
s2_cell4708	0
s2_cell4709	2
s2_cell4710	0
s2_cell4711	3
s2_cell4712	0
s2_cell4713	2
s2_cell4714	1
s2_cell4715	8
s2_cell4716	9
s2_cell4717	1
s2_cell4718	14
s2_cell4719	1
s2_cell4720	1
s2_cell4721	2
s2_cell4722	2
s2_cell4723	1
s2_cell4724	1
s2_cell4725	0
s2_cell4726	2
s2_cell4727	1
s2_cell4728	2
s2_cell4729	0
s2_cell4730	0
s2_cell4731	2
s2_cell4732	2
s2_cell4733	13
s2_cell4734	1
s2_cell4735	7
s2_cell4736	1
s2_cell4737	3
s2_cell4738	0
s2_cell4739	1
s2_cell4740	1
s2_cell4741	3
s2_cell4742	2
s2_cell4743	2
s2_cell4744	0
s2_cell4745	0
s2_cell4746	3
s2_cell4747	4
s2_cell4748	15
s2_cell4749	13
s2_cell4750	13
s2_cell4751	4
s2_cell4752	1
s2_cell4753	2
s2_cell4754	7
s2_cell4755	1
s2_cell4756	1
s2_cell4757	1
s2_cell4758	11
s2_cell4759	0
s2_cell4760	9
s2_cell4761	1
s2_cell4762	9
s2_cell4763	8
s2_cell4764	0
s2_cell4765	3
s2_cell4766	2
s2_cell4767	1
s2_cell4768	0
s2_cell4769	1
s2_cell4770	0
s2_cell4771	2
s2_cell4772	2
s2_cell4773	0
s2_cell4774	12
s2_cell4775	18
s2_cell4776	0
s2_cell4777	1
s2_cell4778	0
s2_cell4779	2
s2_cell4780	12
s2_cell4781	3
s2_cell4782	2
s2_cell4783	0
s2_cell4784	4
s2_cell4785	16
s2_cell4786	0
s2_cell4787	14
s2_cell4788	0
s2_cell4789	9
s2_cell4790	0
s2_cell4791	2
s2_cell4792	1
s2_cell4793	0
s2_cell4794	7
s2_cell4795	3
s2_cell4796	1
s2_cell4797	10
s2_cell4798	1
s2_cell4799	2
s2_cell4800	1
s2_cell4801	1
s2_cell4802	3
s2_cell4803	2
s2_cell4804	1
s2_cell4805	15
s2_cell4806	1
s2_cell4807	17
s2_cell4808	7
s2_cell4809	2
s2_cell4810	0
s2_cell4811	1
s2_cell4812	17
s2_cell4813	0
s2_cell4814	0
s2_cell4815	4
s2_cell4816	7
s2_cell4817	0
s2_cell4818	9
s2_cell4819	1
s2_cell4820	1
s2_cell4821	0
s2_cell4822	0
s2_cell4823	0
s2_cell4824	4
s2_cell4825	3
s2_cell4826	3
s2_cell4827	8
s2_cell4828	13
s2_cell4829	3
s2_cell4830	2
s2_cell4831	0
s2_cell4832	0
s2_cell4833	10
s2_cell4834	2
s2_cell4835	7
s2_cell4836	4
s2_cell4837	4
s2_cell4838	5
s2_cell4839	1
s2_cell4840	15
s2_cell4841	8
s2_cell4842	0
s2_cell4843	1
s2_cell4844	11
s2_cell4845	4
s2_cell4846	0
s2_cell4847	1
s2_cell4848	4
s2_cell4849	6
s2_cell4850	0
s2_cell4851	9
s2_cell4852	2
s2_cell4853	13
s2_cell4854	2
s2_cell4855	3
s2_cell4856	2
s2_cell4857	3
s2_cell4858	6
s2_cell4859	0
s2_cell4860	1
s2_cell4861	0
s2_cell4862	1
s2_cell4863	1
s2_cell4864	8
s2_cell4865	8
s2_cell4866	2
s2_cell4867	2
s2_cell4868	2
s2_cell4869	4
s2_cell4870	10
s2_cell4871	2
s2_cell4872	0
s2_cell4873	2
s2_cell4874	13
s2_cell4875	3
s2_cell4876	1
s2_cell4877	0
s2_cell4878	2
s2_cell4879	4
s2_cell4880	2
s2_cell4881	2
s2_cell4882	1
s2_cell4883	1
s2_cell4884	4
s2_cell4885	0
s2_cell4886	5
s2_cell4887	8
s2_cell4888	14
s2_cell4889	7
s2_cell4890	0
s2_cell4891	3
s2_cell4892	7
s2_cell4893	2
s2_cell4894	7
s2_cell4895	1
s2_cell4896	0
s2_cell4897	1
s2_cell4898	2
s2_cell4899	12
s2_cell4900	1
s2_cell4901	1
s2_cell4902	1
s2_cell4903	1
s2_cell4904	3
s2_cell4905	1
s2_cell4906	0
s2_cell4907	5
s2_cell4908	0
s2_cell4909	2
s2_cell4910	1
s2_cell4911	0
s2_cell4912	10
s2_cell4913	1
s2_cell4914	0
s2_cell4915	2
s2_cell4916	0
s2_cell4917	1
s2_cell4918	1
s2_cell4919	0
s2_cell4920	1
s2_cell4921	2
s2_cell4922	7
s2_cell4923	0
s2_cell4924	0
s2_cell4925	2
s2_cell4926	2
s2_cell4927	1
s2_cell4928	0
s2_cell4929	8
s2_cell4930	8
s2_cell4931	0
s2_cell4932	0
s2_cell4933	0
s2_cell4934	0
s2_cell4935	2
s2_cell4936	1
s2_cell4937	12
s2_cell4938	2
s2_cell4939	4
s2_cell4940	1
s2_cell4941	14
s2_cell4942	3
s2_cell4943	3
s2_cell4944	4
s2_cell4945	2
s2_cell4946	4
s2_cell4947	2
s2_cell4948	0
s2_cell4949	0
s2_cell4950	1
s2_cell4951	17
s2_cell4952	9
s2_cell4953	7
s2_cell4954	1
s2_cell4955	1
s2_cell4956	2
s2_cell4957	2
s2_cell4958	0
s2_cell4959	0
s2_cell4960	0
s2_cell4961	2
s2_cell4962	2
s2_cell4963	2
s2_cell4964	1
s2_cell4965	2
s2_cell4966	0
s2_cell4967	3
s2_cell4968	2
s2_cell4969	4
s2_cell4970	2
s2_cell4971	3
s2_cell4972	3
s2_cell4973	1
s2_cell4974	9
s2_cell4975	1
s2_cell4976	4
s2_cell4977	4
s2_cell4978	2
s2_cell4979	11
s2_cell4980	2
s2_cell4981	7
s2_cell4982	0
s2_cell4983	4
s2_cell4984	1
s2_cell4985	1
s2_cell4986	2
s2_cell4987	2
s2_cell4988	0
s2_cell4989	1
s2_cell4990	1
s2_cell4991	2
s2_cell4992	1
s2_cell4993	1
s2_cell4994	8
s2_cell4995	2
s2_cell4996	1
s2_cell4997	0
s2_cell4998	0
s2_cell4999	1
s2_cell5000	0
s2_cell5001	20
s2_cell5002	7
s2_cell5003	10
s2_cell5004	8
