cells	leiden
s1_cell4297	7
s1_cell4298	1
s1_cell4299	2
s1_cell4300	0
s1_cell4301	3
s1_cell4302	4
s1_cell4303	0
s1_cell4304	1
s1_cell4305	3
s1_cell4306	2
s1_cell4307	0
s1_cell4308	0
s1_cell4309	4
s1_cell4310	2
s1_cell4311	3
s1_cell4312	0
s1_cell4313	2
s1_cell4314	20
s1_cell4315	2
s1_cell4316	3
s1_cell4317	3
s1_cell4318	0
s1_cell4319	2
s1_cell4320	1
s1_cell4321	20
s1_cell4322	3
s1_cell4323	2
s1_cell4324	0
s1_cell4325	0
s1_cell4326	3
s1_cell4327	3
s1_cell4328	0
s1_cell4329	3
s1_cell4330	2
s1_cell4331	3
s1_cell4332	15
s1_cell4333	3
s1_cell4334	2
s1_cell4335	1
s1_cell4336	0
s1_cell4337	0
s1_cell4338	3
s1_cell4339	3
s1_cell4340	0
s1_cell4341	2
s1_cell4342	2
s1_cell4343	1
s1_cell4344	2
s1_cell4345	2
s1_cell4346	0
s1_cell4347	2
s1_cell4348	1
s1_cell4349	1
s1_cell4350	2
s1_cell4351	0
s1_cell4352	0
s1_cell4353	0
s1_cell4354	0
s1_cell4355	0
s1_cell4356	1
s1_cell4357	0
s1_cell4358	0
s1_cell4359	2
s1_cell4360	0
s1_cell4361	2
s1_cell4362	11
s1_cell4363	0
s1_cell4364	0
s1_cell4365	3
s1_cell4366	0
s1_cell4367	0
s1_cell4368	0
s1_cell4369	3
s1_cell4370	0
s1_cell4371	3
s1_cell4372	0
s1_cell4373	1
s1_cell4374	2
s1_cell4375	2
s1_cell4376	2
s1_cell4377	2
s1_cell4378	2
s1_cell4379	0
s1_cell4380	16
s1_cell4381	2
s1_cell4382	6
s1_cell4383	1
s1_cell4384	2
s1_cell4385	2
s1_cell4386	0
s1_cell4387	0
s1_cell4388	3
s1_cell4389	2
s1_cell4390	0
s1_cell4391	0
s1_cell4392	0
s1_cell4393	0
s1_cell4394	6
s1_cell4395	8
s1_cell4396	0
s1_cell4397	3
s1_cell4398	0
s1_cell4399	16
s1_cell4400	3
s1_cell4401	3
s1_cell4402	2
s1_cell4403	4
s1_cell4404	0
s1_cell4405	2
s1_cell4406	0
s1_cell4407	1
s1_cell4408	2
s1_cell4409	2
s1_cell4410	0
s1_cell4411	0
s1_cell4412	16
s1_cell4413	2
s1_cell4414	3
s1_cell4415	0
s1_cell4416	2
s1_cell4417	3
s1_cell4418	16
s1_cell4419	0
s1_cell4420	0
s1_cell4421	3
s1_cell4422	3
s1_cell4423	2
s1_cell4424	2
s1_cell4425	3
s1_cell4426	7
s1_cell4427	0
s1_cell4428	11
s1_cell4429	0
s1_cell4430	0
s1_cell4431	3
s1_cell4432	2
s1_cell4433	0
s1_cell4434	0
s1_cell4435	0
s1_cell4436	2
s1_cell4437	2
s1_cell4438	1
s1_cell4439	3
s1_cell4440	0
s1_cell4441	3
s1_cell4442	3
s1_cell4443	3
s1_cell4444	2
s1_cell4445	2
s1_cell4446	1
s1_cell4447	2
s1_cell4448	2
s1_cell4449	0
s1_cell4450	3
s1_cell4451	3
s1_cell4452	2
s1_cell4453	15
s1_cell4454	0
s1_cell4455	8
s1_cell4456	3
s1_cell4457	2
s1_cell4458	1
s1_cell4459	0
s1_cell4460	2
s1_cell4461	0
s1_cell4462	3
s1_cell4463	1
s1_cell4464	0
s1_cell4465	3
s1_cell4466	3
s1_cell4467	0
s1_cell4468	0
s1_cell4469	2
s1_cell4470	5
s1_cell4471	0
s1_cell4472	16
s1_cell4473	0
s1_cell4474	0
s1_cell4475	3
s1_cell4476	0
s1_cell4477	2
s1_cell4478	0
s1_cell4479	2
s1_cell4480	3
s1_cell4481	2
s1_cell4482	0
s1_cell4483	3
s1_cell4484	2
s1_cell4485	0
s1_cell4486	20
s1_cell4487	3
s1_cell4488	3
s1_cell4489	3
s1_cell4490	2
s1_cell4491	0
s1_cell4492	1
s1_cell4493	1
s1_cell4494	0
s1_cell4495	5
s1_cell4496	0
s1_cell4497	3
s1_cell4498	7
s1_cell4499	3
s1_cell4500	1
s1_cell4501	2
s1_cell4502	1
s1_cell4503	0
s1_cell4504	1
s1_cell4505	0
s1_cell4506	6
s1_cell4507	3
s1_cell4508	2
s1_cell4509	0
s1_cell4510	3
s1_cell4511	0
s1_cell4512	6
s1_cell4513	2
s1_cell4514	0
s1_cell4515	0
s1_cell4516	2
s1_cell4517	3
s1_cell4518	2
s1_cell4519	0
s1_cell4520	2
s1_cell4521	2
s1_cell4522	0
s1_cell4523	2
s1_cell4524	1
s1_cell4525	0
s1_cell4526	7
s1_cell4527	2
s1_cell4528	0
s1_cell4529	3
s1_cell4530	3
s1_cell4531	0
s1_cell4532	0
s1_cell4533	0
s1_cell4534	0
s1_cell4535	0
s1_cell4536	3
s1_cell4537	0
s1_cell4538	7
s1_cell4539	3
s1_cell4540	0
s1_cell4541	3
s1_cell4542	3
s1_cell4543	3
s1_cell4544	5
s1_cell4545	0
s1_cell4546	0
s1_cell4547	2
s1_cell4548	3
s1_cell4549	6
s1_cell4550	2
s1_cell4551	3
s1_cell4552	6
s1_cell4553	0
s1_cell4554	0
s1_cell4555	0
s1_cell4556	9
s1_cell4557	2
s1_cell4558	1
s1_cell4559	21
s1_cell4560	0
s1_cell4561	1
s1_cell4562	1
s1_cell4563	1
s1_cell4564	9
s1_cell4565	3
s1_cell4566	2
s1_cell4567	3
s1_cell4568	1
s1_cell4569	3
s1_cell4570	2
s1_cell4571	3
s1_cell4572	3
s1_cell4573	2
s1_cell4574	0
s1_cell4575	2
s1_cell4576	3
s1_cell4577	0
s1_cell4578	2
s1_cell4579	3
s1_cell4580	0
s1_cell4581	0
s1_cell4582	0
s1_cell4583	3
s1_cell4584	1
s1_cell4585	6
s1_cell4586	0
s1_cell4587	3
s1_cell4588	3
s1_cell4589	2
s1_cell4590	0
s1_cell4591	2
s1_cell4592	13
s1_cell4593	1
s1_cell4594	0
s1_cell4595	1
s1_cell4596	6
s1_cell4597	3
s1_cell4598	0
s1_cell4599	1
s1_cell4600	3
s1_cell4601	0
s1_cell4602	3
s1_cell4603	3
s1_cell4604	3
s1_cell4605	2
s1_cell4606	2
s1_cell4607	2
s1_cell4608	0
s1_cell4609	2
s1_cell4610	2
s1_cell4611	0
s1_cell4612	2
s1_cell4613	0
s1_cell4614	2
s1_cell4615	7
s1_cell4616	3
s1_cell4617	3
s1_cell4618	3
s1_cell4619	0
s1_cell4620	3
s1_cell4621	3
s1_cell4622	0
s1_cell4623	2
s1_cell4624	3
s1_cell4625	2
s1_cell4626	1
s1_cell4627	2
s1_cell4628	6
s1_cell4629	2
s1_cell4630	5
s1_cell4631	0
s1_cell4632	3
s1_cell4633	13
s1_cell4634	3
s1_cell4635	3
s1_cell4636	0
s1_cell4637	2
s1_cell4638	3
s1_cell4639	0
s1_cell4640	2
s1_cell4641	2
s1_cell4642	1
s1_cell4643	2
s1_cell4644	1
s1_cell4645	3
s1_cell4646	1
s1_cell4647	3
s1_cell4648	2
s1_cell4649	3
s1_cell4650	3
s1_cell4651	0
s1_cell4652	0
s1_cell4653	0
s1_cell4654	2
s1_cell4655	2
s1_cell4656	0
s1_cell4657	3
s1_cell4658	3
s1_cell4659	3
s1_cell4660	15
s1_cell4661	2
s1_cell4662	3
s1_cell4663	3
s1_cell4664	0
s1_cell4665	0
s1_cell4666	1
s1_cell4667	0
s1_cell4668	2
s1_cell4669	2
s1_cell4670	3
s1_cell4671	7
s1_cell4672	1
s1_cell4673	0
s1_cell4674	3
s1_cell4675	2
s1_cell4676	3
s1_cell4677	3
s1_cell4678	3
s1_cell4679	2
s1_cell4680	3
s1_cell4681	6
s1_cell4682	2
s1_cell4683	3
s1_cell4684	0
s1_cell4685	2
s1_cell4686	1
s1_cell4687	0
s1_cell4688	0
s1_cell4689	0
s1_cell4690	1
s1_cell4691	12
s1_cell4692	2
s1_cell4693	2
s1_cell4694	2
s1_cell4695	0
s1_cell4696	0
s1_cell4697	2
s1_cell4698	0
s1_cell4699	7
s1_cell4700	3
s1_cell4701	3
s1_cell4702	3
s1_cell4703	7
s1_cell4704	2
s1_cell4705	0
s1_cell4706	0
s1_cell4707	0
s1_cell4708	0
s1_cell4709	2
s1_cell4710	3
s1_cell4711	0
s1_cell4712	20
s1_cell4713	1
s1_cell4714	3
s1_cell4715	2
s1_cell4716	0
s1_cell4717	3
s1_cell4718	3
s1_cell4719	0
s1_cell4720	0
s1_cell4721	2
s1_cell4722	3
s1_cell4723	3
s1_cell4724	2
s1_cell4725	7
s1_cell4726	4
s1_cell4727	3
s1_cell4728	3
s1_cell4729	6
s1_cell4730	0
s1_cell4731	0
s1_cell4732	0
s1_cell4733	1
s1_cell4734	2
s1_cell4735	1
s1_cell4736	3
s1_cell4737	2
s1_cell4738	2
s1_cell4739	3
s1_cell4740	3
s1_cell4741	0
s1_cell4742	0
s1_cell4743	0
s1_cell4744	0
s1_cell4745	2
s1_cell4746	10
s1_cell4747	16
s1_cell4748	4
s1_cell4749	3
s1_cell4750	3
s1_cell4751	10
s1_cell4752	3
s1_cell4753	2
s1_cell4754	3
s1_cell4755	0
s1_cell4756	3
s1_cell4757	15
s1_cell4758	0
s1_cell4759	0
s1_cell4760	2
s1_cell4761	0
s1_cell4762	0
s1_cell4763	0
s1_cell4764	0
s1_cell4765	3
s1_cell4766	2
s1_cell4767	1
s1_cell4768	3
s1_cell4769	0
s1_cell4770	0
s1_cell4771	3
s1_cell4772	3
s1_cell4773	0
s1_cell4774	0
s1_cell4775	3
s1_cell4776	2
s1_cell4777	15
s1_cell4778	21
s1_cell4779	3
s1_cell4780	0
s1_cell4781	0
s1_cell4782	3
s1_cell4783	1
s1_cell4784	3
s1_cell4785	3
s1_cell4786	3
s1_cell4787	12
s1_cell4788	0
s1_cell4789	0
s1_cell4790	0
s1_cell4791	2
s1_cell4792	0
s1_cell4793	2
s1_cell4794	2
s1_cell4795	3
s1_cell4796	2
s1_cell4797	2
s1_cell4798	2
s1_cell4799	2
s1_cell4800	0
s1_cell4801	2
s1_cell4802	3
s1_cell4803	3
s1_cell4804	3
s1_cell4805	2
s1_cell4806	3
s1_cell4807	3
s1_cell4808	0
s1_cell4809	7
s1_cell4810	2
s1_cell4811	2
s1_cell4812	0
s1_cell4813	0
s1_cell4814	0
s1_cell4815	2
s1_cell4816	0
s1_cell4817	14
s1_cell4818	0
s1_cell4819	10
s1_cell4820	3
s1_cell4821	20
s1_cell4822	0
s1_cell4823	2
s1_cell4824	15
s1_cell4825	0
s1_cell4826	2
s1_cell4827	3
s1_cell4828	2
s1_cell4829	3
s1_cell4830	2
s1_cell4831	0
s1_cell4832	19
s1_cell4833	0
s1_cell4834	3
s1_cell4835	2
s1_cell4836	3
s1_cell4837	3
s1_cell4838	2
s1_cell4839	2
s1_cell4840	2
s1_cell4841	0
s1_cell4842	3
s1_cell4843	20
s1_cell4844	3
s1_cell4845	3
s1_cell4846	3
s1_cell4847	0
s1_cell4848	0
s1_cell4849	0
s1_cell4850	0
s1_cell4851	1
s1_cell4852	3
s1_cell4853	2
s1_cell4854	3
s1_cell4855	4
s1_cell4856	3
s1_cell4857	16
s1_cell4858	2
s1_cell4859	2
s1_cell4860	3
s1_cell4861	0
s1_cell4862	0
s1_cell4863	2
s1_cell4864	3
s1_cell4865	0
s1_cell4866	13
s1_cell4867	3
s1_cell4868	0
s1_cell4869	0
s1_cell4870	0
s1_cell4871	3
s1_cell4872	3
s1_cell4873	3
s1_cell4874	19
s1_cell4875	0
s1_cell4876	0
s1_cell4877	3
s1_cell4878	7
s1_cell4879	7
s1_cell4880	3
s1_cell4881	3
s1_cell4882	0
s1_cell4883	2
s1_cell4884	9
s1_cell4885	3
s1_cell4886	1
s1_cell4887	4
s1_cell4888	2
s1_cell4889	2
s1_cell4890	0
s1_cell4891	2
s1_cell4892	0
s1_cell4893	2
s1_cell4894	1
s1_cell4895	13
s1_cell4896	0
s1_cell4897	3
s1_cell4898	2
s1_cell4899	0
s1_cell4900	2
s1_cell4901	0
s1_cell4902	0
s1_cell4903	3
s1_cell4904	0
s1_cell4905	0
s1_cell4906	2
s1_cell4907	2
s1_cell4908	0
s1_cell4909	0
s1_cell4910	2
s1_cell4911	2
s1_cell4912	2
s1_cell4913	2
s1_cell4914	3
s1_cell4915	0
s1_cell4916	3
s1_cell4917	0
s1_cell4918	2
s1_cell4919	0
s1_cell4920	2
s1_cell4921	11
s1_cell4922	3
s1_cell4923	15
s1_cell4924	3
s1_cell4925	7
s1_cell4926	3
s1_cell4927	7
s1_cell4928	0
s1_cell4929	0
s1_cell4930	0
s1_cell4931	2
s1_cell4932	3
s1_cell4933	0
s1_cell4934	13
s1_cell4935	8
s1_cell4936	2
s1_cell4937	0
s1_cell4938	0
s1_cell4939	5
s1_cell4940	3
s1_cell4941	13
s1_cell4942	3
s1_cell4943	2
s1_cell4944	0
s1_cell4945	1
s1_cell4946	2
s1_cell4947	0
s1_cell4948	2
s1_cell4949	3
s1_cell4950	0
s1_cell4951	3
s1_cell4952	17
s1_cell4953	2
s1_cell4954	1
s1_cell4955	2
s1_cell4956	0
s1_cell4957	0
s1_cell4958	0
s1_cell4959	3
s1_cell4960	0
s1_cell4961	0
s1_cell4962	3
s1_cell4963	0
s1_cell4964	3
s1_cell4965	0
s1_cell4966	2
s1_cell4967	1
s1_cell4968	7
s1_cell4969	9
s1_cell4970	0
s1_cell4971	2
s1_cell4972	0
s1_cell4973	3
s1_cell4974	3
s1_cell4975	1
s1_cell4976	1
s1_cell4977	2
s1_cell4978	15
s1_cell4979	2
s1_cell4980	2
s1_cell4981	0
s1_cell4982	2
s1_cell4983	1
s1_cell4984	2
s1_cell4985	3
s1_cell4986	0
s1_cell4987	0
s1_cell4988	2
s1_cell4989	1
s1_cell4990	3
s1_cell4991	0
s1_cell4992	2
s1_cell4993	0
s1_cell4994	11
s1_cell4995	0
s1_cell4996	0
s1_cell4997	2
s1_cell4998	2
s1_cell4999	3
s1_cell5000	11
s1_cell5001	2
s1_cell5002	0
s1_cell5003	0
s1_cell5004	16
s1_cell5005	3
s1_cell5006	2
s1_cell5007	2
s1_cell5008	2
s1_cell5009	3
s1_cell5010	0
s1_cell5011	3
s1_cell5012	10
s1_cell5013	0
s1_cell5014	10
s1_cell5015	2
s1_cell5016	1
s1_cell5017	3
s1_cell5018	2
s1_cell5019	7
s1_cell5020	0
s1_cell5021	1
s1_cell5022	7
s1_cell5023	0
s1_cell5024	2
s1_cell5025	5
s1_cell5026	2
s1_cell5027	15
s1_cell5028	0
s1_cell5029	8
s1_cell5030	0
s1_cell5031	0
s1_cell5032	3
s1_cell5033	3
s1_cell5034	2
s1_cell5035	3
s1_cell5036	2
s1_cell5037	3
s1_cell5038	0
s1_cell5039	2
s1_cell5040	20
s1_cell5041	3
s1_cell5042	2
s1_cell5043	2
s1_cell5044	13
s1_cell5045	17
s1_cell5046	3
s1_cell5047	19
s1_cell5048	3
s1_cell5049	0
s1_cell5050	2
s1_cell5051	3
s1_cell5052	3
s1_cell5053	0
s1_cell5054	3
s1_cell5055	3
s1_cell5056	0
s1_cell5057	8
s1_cell5058	11
s1_cell5059	0
s1_cell5060	1
s1_cell5061	3
s1_cell5062	3
s1_cell5063	3
s1_cell5064	2
s1_cell5065	1
s1_cell5066	0
s1_cell5067	2
s1_cell5068	2
s1_cell5069	0
s1_cell5070	21
s1_cell5071	3
s1_cell5072	0
s1_cell5073	3
s1_cell5074	0
s1_cell5075	3
s1_cell5076	2
s1_cell5077	11
s1_cell5078	0
s1_cell5079	2
s1_cell5080	2
s1_cell5081	3
s1_cell5082	0
s1_cell5083	7
s1_cell5084	0
s1_cell5085	2
s1_cell5086	0
s1_cell5087	0
s1_cell5088	0
s1_cell5089	0
s1_cell5090	3
s1_cell5091	3
s1_cell5092	3
s1_cell5093	2
s1_cell5094	1
s1_cell5095	15
s1_cell5096	3
s1_cell5097	2
s1_cell5098	2
s1_cell5099	2
s1_cell5100	10
s1_cell5101	2
s1_cell5102	0
s1_cell5103	0
s1_cell5104	2
s1_cell5105	3
s1_cell5106	3
s1_cell5107	3
s1_cell5108	7
s1_cell5109	1
s1_cell5110	3
s1_cell5111	0
s1_cell5112	0
s1_cell5113	2
s1_cell5114	13
s1_cell5115	3
s1_cell5116	1
s1_cell5117	10
s1_cell5118	3
s1_cell5119	2
s1_cell5120	2
s1_cell5121	2
s1_cell5122	0
s1_cell5123	5
s1_cell5124	3
s1_cell5125	2
s1_cell5126	2
s1_cell5127	7
s1_cell5128	0
s1_cell5129	1
s1_cell5130	0
s1_cell5131	0
s1_cell5132	2
s1_cell5133	0
s1_cell5134	0
s1_cell5135	3
s1_cell5136	0
s1_cell5137	3
s1_cell5138	7
s1_cell5139	0
s1_cell5140	0
s1_cell5141	0
s1_cell5142	2
s1_cell5143	3
s1_cell5144	18
s1_cell5145	0
s1_cell5146	3
s1_cell5147	0
s1_cell5148	7
s1_cell5149	1
s1_cell5150	2
s1_cell5151	0
s1_cell5152	3
s1_cell5153	15
s1_cell5154	20
s1_cell5155	1
s1_cell5156	0
s1_cell5157	2
s1_cell5158	7
s1_cell5159	20
s1_cell5160	0
s1_cell5161	0
s1_cell5162	0
s1_cell5163	0
s1_cell5164	17
s1_cell5165	2
s1_cell5166	9
s1_cell5167	0
s1_cell5168	0
s1_cell5169	2
s1_cell5170	1
s1_cell5171	3
s1_cell5172	20
s1_cell5173	3
s1_cell5174	2
s1_cell5175	0
s1_cell5176	0
s1_cell5177	0
s1_cell5178	3
s1_cell5179	2
s1_cell5180	0
s1_cell5181	3
s1_cell5182	2
s1_cell5183	6
s1_cell5184	0
s1_cell5185	2
s1_cell5186	0
s1_cell5187	2
s1_cell5188	2
s1_cell5189	0
s1_cell5190	5
s1_cell5191	0
s1_cell5192	3
s1_cell5193	3
s1_cell5194	2
s1_cell5195	20
s1_cell5196	0
s1_cell5197	3
s1_cell5198	0
s1_cell5199	7
s1_cell5200	14
s1_cell5201	0
s1_cell5202	14
s1_cell5203	0
s1_cell5204	3
s1_cell5205	3
s1_cell5206	10
s1_cell5207	15
s1_cell5208	3
s1_cell5209	0
s1_cell5210	3
s1_cell5211	3
s1_cell5212	2
s1_cell5213	0
s1_cell5214	7
s1_cell5215	2
s1_cell5216	7
s1_cell5217	13
s1_cell5218	2
s1_cell5219	2
s1_cell5220	9
s1_cell5221	3
s1_cell5222	3
s1_cell5223	4
s1_cell5224	10
s1_cell5225	2
s1_cell5226	0
s1_cell5227	0
s1_cell5228	0
s1_cell5229	1
s1_cell5230	3
s1_cell5231	3
s1_cell5232	9
s1_cell5233	0
s1_cell5234	2
s1_cell5235	0
s1_cell5236	9
s1_cell5237	3
s1_cell5238	0
s1_cell5239	2
s1_cell5240	2
s1_cell5241	0
s1_cell5242	0
s1_cell5243	3
s1_cell5244	16
s1_cell5245	2
s1_cell5246	3
s1_cell5247	1
s1_cell5248	5
s1_cell5249	2
s1_cell5250	2
s1_cell5251	3
s1_cell5252	1
s1_cell5253	3
s1_cell5254	3
s1_cell5255	0
s1_cell5256	2
s1_cell5257	3
s1_cell5258	0
s1_cell5259	0
s1_cell5260	0
s1_cell5261	3
s1_cell5262	3
s1_cell5263	2
s1_cell5264	3
s1_cell5265	3
s1_cell5266	2
s1_cell5267	2
s1_cell5268	7
s1_cell5269	6
s1_cell5270	2
s1_cell5271	3
s1_cell5272	6
s1_cell5273	3
s1_cell5274	13
s1_cell5275	2
s1_cell5276	3
s1_cell5277	0
s1_cell5278	2
s1_cell5279	0
s1_cell5280	7
s1_cell5281	20
s1_cell5282	2
s1_cell5283	0
s1_cell5284	0
s1_cell5285	0
s1_cell5286	3
s1_cell5287	3
s1_cell5288	2
s1_cell5289	8
s1_cell5290	20
s1_cell5291	0
s1_cell5292	3
s1_cell5293	6
s1_cell5294	3
s1_cell5295	4
s1_cell5296	2
s1_cell5297	3
s1_cell5298	2
s1_cell5299	0
s1_cell5300	1
s1_cell5301	3
s1_cell5302	3
s1_cell5303	0
s1_cell5304	3
s1_cell5305	7
s1_cell5306	3
s1_cell5307	3
s1_cell5308	1
s1_cell5309	2
s1_cell5310	0
s1_cell5311	3
s1_cell5312	2
s1_cell5313	3
s1_cell5314	0
s1_cell5315	0
s1_cell5316	1
s1_cell5317	0
s1_cell5318	0
s1_cell5319	0
s1_cell5320	0
s1_cell5321	2
s1_cell5322	2
s1_cell5323	3
s1_cell5324	6
s1_cell5325	0
s1_cell5326	3
s1_cell5327	2
s1_cell5328	0
s1_cell5329	2
s1_cell5330	3
s1_cell5331	2
s1_cell5332	2
s1_cell5333	1
s1_cell5334	2
s1_cell5335	0
s1_cell5336	1
s1_cell5337	0
s1_cell5338	9
s1_cell5339	3
s1_cell5340	1
s1_cell5341	2
s1_cell5342	20
s1_cell5343	7
s1_cell5344	2
s1_cell5345	2
s1_cell5346	0
s1_cell5347	11
s1_cell5348	8
s1_cell5349	0
s1_cell5350	2
s1_cell5351	15
s1_cell5352	15
s1_cell5353	3
s1_cell5354	2
s1_cell5355	3
s1_cell5356	3
s1_cell5357	3
s1_cell5358	2
s1_cell5359	0
s1_cell5360	3
s1_cell5361	7
s1_cell5362	3
s1_cell5363	2
s1_cell5364	4
s1_cell5365	0
s1_cell5366	3
s1_cell5367	0
s1_cell5368	16
s1_cell5369	18
s1_cell5370	12
s1_cell5371	0
s1_cell5372	1
s1_cell5373	3
s1_cell5374	0
s1_cell5375	2
s1_cell5376	3
s1_cell5377	3
s1_cell5378	0
s1_cell5379	0
s1_cell5380	3
s1_cell5381	19
s1_cell5382	3
s1_cell5383	2
s1_cell5384	0
s1_cell5385	3
s1_cell5386	3
s1_cell5387	7
s1_cell5388	2
s1_cell5389	0
s1_cell5390	1
s1_cell5391	2
s1_cell5392	3
s1_cell5393	3
s1_cell5394	1
s1_cell5395	0
s1_cell5396	0
s1_cell5397	7
s1_cell5398	2
s1_cell5399	3
s1_cell5400	3
s1_cell5401	0
s1_cell5402	5
s1_cell5403	14
s1_cell5404	0
s1_cell5405	9
s1_cell5406	3
s1_cell5407	3
s1_cell5408	0
s1_cell5409	0
s1_cell5410	0
s1_cell5411	0
s1_cell5412	3
s1_cell5413	0
s1_cell5414	3
s1_cell5415	6
s1_cell5416	2
s1_cell5417	1
s1_cell5418	6
s1_cell5419	3
s1_cell5420	2
s1_cell5421	3
s1_cell5422	3
s1_cell5423	0
s1_cell5424	0
s1_cell5425	3
s1_cell5426	2
s1_cell5427	15
s1_cell5428	1
s1_cell5429	3
s1_cell5430	0
s1_cell5431	3
s1_cell5432	0
s1_cell5433	2
s1_cell5434	0
s1_cell5435	9
s1_cell5436	3
s1_cell5437	0
s1_cell5438	3
s1_cell5439	0
s1_cell5440	1
s1_cell5441	0
s1_cell5442	0
s1_cell5443	3
s1_cell5444	16
s1_cell5445	15
s1_cell5446	1
s1_cell5447	2
s1_cell5448	0
s1_cell5449	20
s1_cell5450	0
s1_cell5451	0
s1_cell5452	17
s1_cell5453	2
s1_cell5454	16
s1_cell5455	0
s1_cell5456	2
s1_cell5457	9
s1_cell5458	3
s1_cell5459	0
s1_cell5460	3
s1_cell5461	2
s1_cell5462	20
s1_cell5463	7
s1_cell5464	21
s1_cell5465	3
s1_cell5466	2
s1_cell5467	2
s1_cell5468	7
s1_cell5469	0
s1_cell5470	8
s1_cell5471	3
s1_cell5472	3
s1_cell5473	0
s1_cell5474	0
s1_cell5475	1
s1_cell5476	3
s1_cell5477	13
s1_cell5478	2
s1_cell5479	2
s1_cell5480	2
s1_cell5481	0
s1_cell5482	7
s1_cell5483	2
s1_cell5484	2
s1_cell5485	4
s1_cell5486	7
s1_cell5487	2
s1_cell5488	13
s1_cell5489	2
s1_cell5490	2
s1_cell5491	0
s1_cell5492	2
s1_cell5493	2
s1_cell5494	2
s1_cell5495	0
s1_cell5496	5
s1_cell5497	3
s1_cell5498	1
s1_cell5499	0
s1_cell5500	20
s1_cell5501	7
s1_cell5502	3
s1_cell5503	11
s1_cell5504	4
s1_cell5505	2
s1_cell5506	1
s1_cell5507	2
s1_cell5508	0
s1_cell5509	6
s1_cell5510	4
s1_cell5511	2
s1_cell5512	0
s1_cell5513	17
s1_cell5514	0
s1_cell5515	17
s1_cell5516	0
s1_cell5517	3
s1_cell5518	6
s1_cell5519	2
s1_cell5520	1
s1_cell5521	3
s1_cell5522	0
s1_cell5523	0
s1_cell5524	2
s1_cell5525	4
s1_cell5526	13
s1_cell5527	1
s1_cell5528	3
s1_cell5529	0
s1_cell5530	2
s1_cell5531	2
s1_cell5532	0
s1_cell5533	0
s1_cell5534	3
s1_cell5535	3
s1_cell5536	0
s1_cell5537	15
s1_cell5538	0
s1_cell5539	7
s1_cell5540	7
s1_cell5541	2
s1_cell5542	0
s1_cell5543	20
s1_cell5544	16
s1_cell5545	3
s1_cell5546	3
s1_cell5547	3
s1_cell5548	0
s1_cell5549	6
s1_cell5550	2
s1_cell5551	7
s1_cell5552	2
s1_cell5553	2
s1_cell5554	3
s1_cell5555	0
s1_cell5556	7
s1_cell5557	1
s1_cell5558	3
s1_cell5559	3
s1_cell5560	2
s1_cell5561	2
s1_cell5562	1
s1_cell5563	20
s1_cell5564	8
s1_cell5565	1
s1_cell5566	3
s1_cell5567	2
s1_cell5568	0
s1_cell5569	0
s1_cell5570	6
s1_cell5571	0
s1_cell5572	8
s1_cell5573	13
s1_cell5574	0
s1_cell5575	3
s1_cell5576	1
s1_cell5577	3
s1_cell5578	7
s1_cell5579	15
s1_cell5580	3
s1_cell5581	8
s1_cell5582	0
s1_cell5583	0
s1_cell5584	7
s1_cell5585	0
s1_cell5586	15
s1_cell5587	0
s1_cell5588	0
s1_cell5589	4
s1_cell5590	2
s1_cell5591	15
s1_cell5592	13
s1_cell5593	7
s1_cell5594	3
s1_cell5595	0
s1_cell5596	7
s1_cell5597	0
s1_cell5598	3
s1_cell5599	2
s1_cell5600	3
s1_cell5601	0
s1_cell5602	2
s1_cell5603	0
s1_cell5604	0
s1_cell5605	14
s1_cell5606	0
s1_cell5607	0
s1_cell5608	7
s1_cell5609	0
s1_cell5610	2
s1_cell5611	3
s1_cell5612	15
s1_cell5613	3
s1_cell5614	0
s1_cell5615	15
s1_cell5616	2
s1_cell5617	0
s1_cell5618	3
s1_cell5619	0
s1_cell5620	0
s1_cell5621	6
s1_cell5622	6
s1_cell5623	0
s1_cell5624	0
s1_cell5625	0
s1_cell5626	0
s1_cell5627	3
s1_cell5628	0
s1_cell5629	3
s1_cell5630	3
s1_cell5631	3
s1_cell5632	15
s1_cell5633	19
s1_cell5634	0
s1_cell5635	2
s1_cell5636	2
s1_cell5637	2
s1_cell5638	3
s1_cell5639	4
s1_cell5640	0
s1_cell5641	7
s1_cell5642	7
s1_cell5643	0
s1_cell5644	3
s1_cell5645	4
s1_cell5646	1
s1_cell5647	3
s1_cell5648	0
s1_cell5649	3
s1_cell5650	0
s1_cell5651	1
s1_cell5652	2
s1_cell5653	2
s1_cell5654	3
s1_cell5655	1
s1_cell5656	2
s1_cell5657	7
s1_cell5658	1
s1_cell5659	0
s1_cell5660	4
s1_cell5661	3
s1_cell5662	2
s1_cell5663	2
s1_cell5664	7
s1_cell5665	7
s1_cell5666	0
s1_cell5667	2
s1_cell5668	2
s1_cell5669	17
s1_cell5670	3
s1_cell5671	0
s1_cell5672	3
s1_cell5673	2
s1_cell5674	2
s1_cell5675	3
s1_cell5676	0
s1_cell5677	3
s1_cell5678	7
s1_cell5679	4
s1_cell5680	0
s1_cell5681	6
s1_cell5682	3
s1_cell5683	2
s1_cell5684	20
s1_cell5685	0
s1_cell5686	0
s1_cell5687	2
s1_cell5688	2
s1_cell5689	2
s1_cell5690	18
s1_cell5691	2
s1_cell5692	3
s1_cell5693	3
s1_cell5694	2
s1_cell5695	3
