cells	louvain
"13815	cell2"	2
"13816	cell2"	1
"13817	cell2"	10
"13818	cell2"	1
"13819	cell2"	2
"13820	cell2"	2
"13821	cell2"	2
"13822	cell2"	1
"13823	cell2"	1
"13824	cell2"	2
"13825	cell2"	1
"13826	cell2"	8
"13827	cell2"	2
"13828	cell2"	20
"13829	cell2"	3
"13830	cell2"	3
"13831	cell2"	1
"13832	cell2"	1
"13833	cell2"	2
"13834	cell2"	1
"13835	cell2"	2
"13836	cell2"	1
"13837	cell2"	1
"13838	cell2"	2
"13839	cell2"	13
"13840	cell2"	10
"13841	cell2"	3
"13842	cell2"	1
"13843	cell2"	2
"13844	cell2"	2
"13845	cell2"	19
"13846	cell2"	3
"13847	cell2"	3
"13848	cell2"	2
"13849	cell2"	3
"13850	cell2"	2
"13851	cell2"	1
"13852	cell2"	3
"13853	cell2"	2
"13854	cell2"	2
"13855	cell2"	3
"13856	cell2"	3
"13857	cell2"	1
"13858	cell2"	2
"13859	cell2"	1
"13860	cell2"	1
"13861	cell2"	2
"13862	cell2"	8
"13863	cell2"	0
"13864	cell2"	2
"13865	cell2"	2
"13866	cell2"	2
"13867	cell2"	2
"13868	cell2"	19
"13869	cell2"	1
"13870	cell2"	3
"13871	cell2"	21
"13872	cell2"	1
"13873	cell2"	5
"13874	cell2"	1
"13875	cell2"	2
"13876	cell2"	9
"13877	cell2"	3
"13878	cell2"	1
"13879	cell2"	2
"13880	cell2"	1
"13881	cell2"	2
"13882	cell2"	3
"13883	cell2"	3
"13884	cell2"	2
"13885	cell2"	3
"13886	cell2"	3
"13887	cell2"	1
"13888	cell2"	0
"13889	cell2"	3
"13890	cell2"	1
"13891	cell2"	2
"13892	cell2"	3
"13893	cell2"	2
"13894	cell2"	2
"13895	cell2"	21
"13896	cell2"	19
"13897	cell2"	1
"13898	cell2"	1
"13899	cell2"	3
"13900	cell2"	1
"13901	cell2"	1
"13902	cell2"	1
"13903	cell2"	1
"13904	cell2"	2
"13905	cell2"	2
"13906	cell2"	1
"13907	cell2"	2
"13908	cell2"	16
"13909	cell2"	3
"13910	cell2"	2
"13911	cell2"	2
"13912	cell2"	2
"13913	cell2"	1
"13914	cell2"	8
"13915	cell2"	1
"13916	cell2"	2
"13917	cell2"	8
"13918	cell2"	1
"13919	cell2"	3
"13920	cell2"	9
"13921	cell2"	3
"13922	cell2"	2
"13923	cell2"	1
"13924	cell2"	3
"13925	cell2"	2
"13926	cell2"	1
"13927	cell2"	1
"13928	cell2"	1
"13929	cell2"	1
"13930	cell2"	3
"13931	cell2"	2
"13932	cell2"	2
"13933	cell2"	2
"13934	cell2"	2
"13935	cell2"	1
"13936	cell2"	2
"13937	cell2"	8
"13938	cell2"	1
"13939	cell2"	2
"13940	cell2"	1
"13941	cell2"	3
"13942	cell2"	2
"13943	cell2"	3
"13944	cell2"	4
"13945	cell2"	2
"13946	cell2"	1
"13947	cell2"	2
"13948	cell2"	3
"13949	cell2"	2
"13950	cell2"	18
"13951	cell2"	16
"13952	cell2"	1
"13953	cell2"	23
"13954	cell2"	21
"13955	cell2"	3
"13956	cell2"	2
"13957	cell2"	12
"13958	cell2"	2
"13959	cell2"	3
"13960	cell2"	1
"13961	cell2"	3
"13962	cell2"	3
"13963	cell2"	1
"13964	cell2"	3
"13965	cell2"	24
"13966	cell2"	3
"13967	cell2"	2
"13968	cell2"	2
"13969	cell2"	2
"13970	cell2"	1
"13971	cell2"	3
"13972	cell2"	3
"13973	cell2"	1
"13974	cell2"	4
"13975	cell2"	2
"13976	cell2"	1
"13977	cell2"	1
"13978	cell2"	3
"13979	cell2"	10
"13980	cell2"	8
"13981	cell2"	4
"13982	cell2"	5
"13983	cell2"	1
"13984	cell2"	3
"13985	cell2"	3
"13986	cell2"	2
"13987	cell2"	5
"13988	cell2"	10
"13989	cell2"	3
"13990	cell2"	1
"13991	cell2"	2
"13992	cell2"	1
"13993	cell2"	2
"13994	cell2"	1
"13995	cell2"	3
"13996	cell2"	2
"13997	cell2"	8
"13998	cell2"	2
"13999	cell2"	1
"14000	cell2"	2
"14001	cell2"	1
"14002	cell2"	8
"14003	cell2"	1
"14004	cell2"	1
"14005	cell2"	2
"14006	cell2"	1
"14007	cell2"	2
"14008	cell2"	8
"14009	cell2"	2
"14010	cell2"	1
"14011	cell2"	3
"14012	cell2"	2
"14013	cell2"	2
"14014	cell2"	1
"14015	cell2"	1
"14016	cell2"	3
"14017	cell2"	8
"14018	cell2"	8
"14019	cell2"	4
"14020	cell2"	1
"14021	cell2"	5
"14022	cell2"	12
"14023	cell2"	1
"14024	cell2"	8
"14025	cell2"	3
"14026	cell2"	2
"14027	cell2"	3
"14028	cell2"	1
"14029	cell2"	1
"14030	cell2"	7
"14031	cell2"	1
"14032	cell2"	2
"14033	cell2"	21
"14034	cell2"	9
"14035	cell2"	2
"14036	cell2"	2
"14037	cell2"	2
"14038	cell2"	1
"14039	cell2"	4
"14040	cell2"	2
"14041	cell2"	3
"14042	cell2"	11
"14043	cell2"	2
"14044	cell2"	1
"14045	cell2"	5
"14046	cell2"	1
"14047	cell2"	2
"14048	cell2"	1
"14049	cell2"	2
"14050	cell2"	3
"14051	cell2"	2
"14052	cell2"	13
"14053	cell2"	18
"14054	cell2"	1
"14055	cell2"	10
"14056	cell2"	1
"14057	cell2"	2
"14058	cell2"	3
"14059	cell2"	2
"14060	cell2"	2
"14061	cell2"	1
"14062	cell2"	3
"14063	cell2"	2
"14064	cell2"	2
"14065	cell2"	1
"14066	cell2"	2
"14067	cell2"	8
"14068	cell2"	2
"14069	cell2"	1
"14070	cell2"	2
"14071	cell2"	3
"14072	cell2"	2
"14073	cell2"	3
"14074	cell2"	2
"14075	cell2"	2
"14076	cell2"	1
"14077	cell2"	2
"14078	cell2"	1
"14079	cell2"	2
"14080	cell2"	2
"14081	cell2"	1
"14082	cell2"	1
"14083	cell2"	8
"14084	cell2"	16
"14085	cell2"	2
"14086	cell2"	2
"14087	cell2"	8
"14088	cell2"	2
"14089	cell2"	10
"14090	cell2"	2
"14091	cell2"	2
"14092	cell2"	2
"14093	cell2"	2
"14094	cell2"	3
"14095	cell2"	10
"14096	cell2"	2
"14097	cell2"	0
"14098	cell2"	11
"14099	cell2"	2
"14100	cell2"	2
"14101	cell2"	2
"14102	cell2"	3
"14103	cell2"	2
"14104	cell2"	2
"14105	cell2"	3
"14106	cell2"	1
"14107	cell2"	1
"14108	cell2"	2
"14109	cell2"	2
"14110	cell2"	7
"14111	cell2"	10
"14112	cell2"	2
"14113	cell2"	8
"14114	cell2"	6
"14115	cell2"	19
"14116	cell2"	3
"14117	cell2"	8
"14118	cell2"	1
"14119	cell2"	3
"14120	cell2"	2
"14121	cell2"	3
"14122	cell2"	2
"14123	cell2"	11
"14124	cell2"	2
"14125	cell2"	15
"14126	cell2"	1
"14127	cell2"	2
"14128	cell2"	1
"14129	cell2"	2
"14130	cell2"	1
"14131	cell2"	1
"14132	cell2"	2
"14133	cell2"	1
"14134	cell2"	1
"14135	cell2"	5
"14136	cell2"	2
"14137	cell2"	1
"14138	cell2"	15
"14139	cell2"	1
"14140	cell2"	3
"14141	cell2"	3
"14142	cell2"	3
"14143	cell2"	2
"14144	cell2"	3
"14145	cell2"	8
"14146	cell2"	2
"14147	cell2"	7
"14148	cell2"	0
"14149	cell2"	8
"14150	cell2"	1
"14151	cell2"	9
"14152	cell2"	1
"14153	cell2"	1
"14154	cell2"	2
"14155	cell2"	2
"14156	cell2"	2
"14157	cell2"	1
"14158	cell2"	3
"14159	cell2"	5
"14160	cell2"	8
"14161	cell2"	8
"14162	cell2"	3
"14163	cell2"	2
"14164	cell2"	2
"14165	cell2"	2
"14166	cell2"	1
"14167	cell2"	1
"14168	cell2"	5
"14169	cell2"	3
"14170	cell2"	2
"14171	cell2"	2
"14172	cell2"	15
"14173	cell2"	2
"14174	cell2"	11
"14175	cell2"	3
"14176	cell2"	2
"14177	cell2"	2
"14178	cell2"	1
"14179	cell2"	1
"14180	cell2"	10
"14181	cell2"	3
"14182	cell2"	2
"14183	cell2"	2
"14184	cell2"	1
"14185	cell2"	2
"14186	cell2"	1
"14187	cell2"	8
"14188	cell2"	3
"14189	cell2"	2
"14190	cell2"	9
"14191	cell2"	3
"14192	cell2"	2
"14193	cell2"	1
"14194	cell2"	11
"14195	cell2"	2
"14196	cell2"	1
"14197	cell2"	2
"14198	cell2"	3
"14199	cell2"	1
"14200	cell2"	1
"14201	cell2"	2
"14202	cell2"	1
"14203	cell2"	1
"14204	cell2"	1
"14205	cell2"	3
"14206	cell2"	8
"14207	cell2"	3
"14208	cell2"	5
"14209	cell2"	3
"14210	cell2"	5
"14211	cell2"	2
"14212	cell2"	2
"14213	cell2"	8
"14214	cell2"	1
"14215	cell2"	10
"14216	cell2"	20
"14217	cell2"	3
"14218	cell2"	3
"14219	cell2"	2
"14220	cell2"	8
"14221	cell2"	1
"14222	cell2"	3
"14223	cell2"	2
"14224	cell2"	8
"14225	cell2"	21
"14226	cell2"	2
"14227	cell2"	1
"14228	cell2"	2
"14229	cell2"	13
"14230	cell2"	7
"14231	cell2"	2
"14232	cell2"	2
"14233	cell2"	11
"14234	cell2"	5
"14235	cell2"	2
"14236	cell2"	2
"14237	cell2"	3
"14238	cell2"	1
"14239	cell2"	1
"14240	cell2"	1
"14241	cell2"	7
"14242	cell2"	2
"14243	cell2"	10
"14244	cell2"	2
"14245	cell2"	3
"14246	cell2"	19
"14247	cell2"	4
"14248	cell2"	1
"14249	cell2"	2
"14250	cell2"	1
"14251	cell2"	2
"14252	cell2"	2
"14253	cell2"	8
"14254	cell2"	8
"14255	cell2"	2
"14256	cell2"	10
"14257	cell2"	2
"14258	cell2"	1
"14259	cell2"	8
"14260	cell2"	19
"14261	cell2"	16
"14262	cell2"	3
"14263	cell2"	1
"14264	cell2"	2
"14265	cell2"	3
"14266	cell2"	2
"14267	cell2"	2
"14268	cell2"	1
"14269	cell2"	1
"14270	cell2"	5
"14271	cell2"	1
"14272	cell2"	15
"14273	cell2"	1
"14274	cell2"	9
"14275	cell2"	5
"14276	cell2"	1
"14277	cell2"	3
"14278	cell2"	3
"14279	cell2"	3
"14280	cell2"	11
"14281	cell2"	1
"14282	cell2"	2
"14283	cell2"	1
"14284	cell2"	13
"14285	cell2"	2
"14286	cell2"	2
"14287	cell2"	10
"14288	cell2"	2
"14289	cell2"	9
"14290	cell2"	9
"14291	cell2"	10
"14292	cell2"	21
"14293	cell2"	1
"14294	cell2"	9
"14295	cell2"	2
"14296	cell2"	7
"14297	cell2"	7
"14298	cell2"	2
"14299	cell2"	2
"14300	cell2"	1
"14301	cell2"	13
"14302	cell2"	17
"14303	cell2"	2
"14304	cell2"	9
"14305	cell2"	9
"14306	cell2"	1
"14307	cell2"	2
"14308	cell2"	1
"14309	cell2"	1
"14310	cell2"	3
"14311	cell2"	1
"14312	cell2"	1
"14313	cell2"	2
"14314	cell2"	2
"14315	cell2"	1
"14316	cell2"	3
"14317	cell2"	1
"14318	cell2"	8
"14319	cell2"	3
"14320	cell2"	3
"14321	cell2"	3
"14322	cell2"	2
"14323	cell2"	2
"14324	cell2"	1
"14325	cell2"	1
"14326	cell2"	1
"14327	cell2"	1
"14328	cell2"	2
"14329	cell2"	2
"14330	cell2"	8
"14331	cell2"	3
"14332	cell2"	1
"14333	cell2"	2
"14334	cell2"	3
"14335	cell2"	2
"14336	cell2"	2
"14337	cell2"	2
"14338	cell2"	5
"14339	cell2"	7
"14340	cell2"	15
"14341	cell2"	1
"14342	cell2"	1
"14343	cell2"	3
"14344	cell2"	1
"14345	cell2"	6
"14346	cell2"	3
"14347	cell2"	2
"14348	cell2"	2
"14349	cell2"	1
"14350	cell2"	1
"14351	cell2"	2
"14352	cell2"	1
"14353	cell2"	3
"14354	cell2"	3
"14355	cell2"	3
"14356	cell2"	2
"14357	cell2"	1
"14358	cell2"	3
"14359	cell2"	1
"14360	cell2"	22
"14361	cell2"	12
"14362	cell2"	1
"14363	cell2"	1
"14364	cell2"	8
"14365	cell2"	15
"14366	cell2"	2
"14367	cell2"	2
"14368	cell2"	12
"14369	cell2"	19
"14370	cell2"	9
"14371	cell2"	3
"14372	cell2"	8
"14373	cell2"	9
"14374	cell2"	3
"14375	cell2"	7
"14376	cell2"	2
"14377	cell2"	3
"14378	cell2"	8
"14379	cell2"	3
"14380	cell2"	3
"14381	cell2"	1
"14382	cell2"	8
"14383	cell2"	1
"14384	cell2"	3
"14385	cell2"	9
"14386	cell2"	2
"14387	cell2"	2
"14388	cell2"	8
"14389	cell2"	2
"14390	cell2"	3
"14391	cell2"	3
"14392	cell2"	7
"14393	cell2"	3
"14394	cell2"	2
"14395	cell2"	3
"14396	cell2"	1
"14397	cell2"	2
"14398	cell2"	3
"14399	cell2"	1
"14400	cell2"	2
"14401	cell2"	1
"14402	cell2"	4
"14403	cell2"	3
"14404	cell2"	8
"14405	cell2"	2
"14406	cell2"	1
"14407	cell2"	2
"14408	cell2"	2
"14409	cell2"	2
"14410	cell2"	9
"14411	cell2"	3
"14412	cell2"	18
"14413	cell2"	1
"14414	cell2"	3
"14415	cell2"	3
"14416	cell2"	16
"14417	cell2"	1
"14418	cell2"	2
"14419	cell2"	5
"14420	cell2"	3
"14421	cell2"	18
"14422	cell2"	1
"14423	cell2"	3
"14424	cell2"	1
"14425	cell2"	1
"14426	cell2"	1
"14427	cell2"	3
"14428	cell2"	3
"14429	cell2"	8
"14430	cell2"	3
"14431	cell2"	4
"14432	cell2"	3
"14433	cell2"	8
"14434	cell2"	2
"14435	cell2"	7
"14436	cell2"	1
"14437	cell2"	1
"14438	cell2"	2
"14439	cell2"	0
"14440	cell2"	1
"14441	cell2"	16
"14442	cell2"	3
"14443	cell2"	7
"14444	cell2"	2
"14445	cell2"	1
"14446	cell2"	3
"14447	cell2"	2
"14448	cell2"	1
"14449	cell2"	1
"14450	cell2"	3
"14451	cell2"	1
"14452	cell2"	9
"14453	cell2"	1
"14454	cell2"	7
"14455	cell2"	1
"14456	cell2"	16
"14457	cell2"	2
"14458	cell2"	1
"14459	cell2"	8
"14460	cell2"	2
"14461	cell2"	7
"14462	cell2"	2
"14463	cell2"	3
"14464	cell2"	5
"14465	cell2"	8
"14466	cell2"	3
"14467	cell2"	3
"14468	cell2"	8
"14469	cell2"	2
"14470	cell2"	12
"14471	cell2"	7
"14472	cell2"	8
"14473	cell2"	1
"14474	cell2"	1
"14475	cell2"	2
"14476	cell2"	8
"14477	cell2"	3
"14478	cell2"	8
"14479	cell2"	1
"14480	cell2"	1
"14481	cell2"	2
"14482	cell2"	1
"14483	cell2"	5
"14484	cell2"	1
"14485	cell2"	3
"14486	cell2"	3
"14487	cell2"	7
"14488	cell2"	3
"14489	cell2"	4
"14490	cell2"	3
"14491	cell2"	3
"14492	cell2"	3
"14493	cell2"	1
"14494	cell2"	2
"14495	cell2"	8
"14496	cell2"	9
"14497	cell2"	1
"14498	cell2"	5
"14499	cell2"	3
"14500	cell2"	19
"14501	cell2"	1
"14502	cell2"	1
"14503	cell2"	8
"14504	cell2"	3
"14505	cell2"	2
"14506	cell2"	2
"14507	cell2"	4
"14508	cell2"	2
"14509	cell2"	2
"14510	cell2"	2
"14511	cell2"	13
"14512	cell2"	8
"14513	cell2"	2
"14514	cell2"	8
"14515	cell2"	4
"14516	cell2"	3
"14517	cell2"	5
"14518	cell2"	1
"14519	cell2"	0
"14520	cell2"	3
"14521	cell2"	1
"14522	cell2"	2
"14523	cell2"	2
"14524	cell2"	12
"14525	cell2"	12
"14526	cell2"	15
"14527	cell2"	3
"14528	cell2"	3
"14529	cell2"	2
"14530	cell2"	2
"14531	cell2"	2
"14532	cell2"	1
"14533	cell2"	1
"14534	cell2"	4
"14535	cell2"	11
"14536	cell2"	19
"14537	cell2"	8
"14538	cell2"	16
"14539	cell2"	4
"14540	cell2"	1
"14541	cell2"	3
"14542	cell2"	3
"14543	cell2"	2
"14544	cell2"	1
"14545	cell2"	1
"14546	cell2"	21
"14547	cell2"	1
"14548	cell2"	16
"14549	cell2"	1
"14550	cell2"	1
"14551	cell2"	8
"14552	cell2"	8
"14553	cell2"	3
"14554	cell2"	3
"14555	cell2"	3
"14556	cell2"	1
"14557	cell2"	5
"14558	cell2"	2
"14559	cell2"	17
"14560	cell2"	3
"14561	cell2"	5
"14562	cell2"	1
"14563	cell2"	15
"14564	cell2"	2
"14565	cell2"	17
"14566	cell2"	1
"14567	cell2"	1
"14568	cell2"	2
"14569	cell2"	3
"14570	cell2"	1
"14571	cell2"	2
"14572	cell2"	3
"14573	cell2"	3
"14574	cell2"	5
"14575	cell2"	16
"14576	cell2"	16
"14577	cell2"	2
"14578	cell2"	1
"14579	cell2"	1
"14580	cell2"	5
"14581	cell2"	1
"14582	cell2"	10
"14583	cell2"	13
"14584	cell2"	5
"14585	cell2"	1
"14586	cell2"	1
"14587	cell2"	8
"14588	cell2"	2
"14589	cell2"	1
"14590	cell2"	0
"14591	cell2"	1
"14592	cell2"	1
"14593	cell2"	2
"14594	cell2"	3
"14595	cell2"	1
"14596	cell2"	5
"14597	cell2"	1
"14598	cell2"	1
"14599	cell2"	10
"14600	cell2"	2
"14601	cell2"	1
"14602	cell2"	1
"14603	cell2"	1
"14604	cell2"	1
"14605	cell2"	2
"14606	cell2"	17
"14607	cell2"	1
"14608	cell2"	2
"14609	cell2"	1
"14610	cell2"	1
"14611	cell2"	1
"14612	cell2"	3
"14613	cell2"	1
"14614	cell2"	3
"14615	cell2"	2
"14616	cell2"	1
"14617	cell2"	1
"14618	cell2"	3
"14619	cell2"	2
"14620	cell2"	10
"14621	cell2"	2
"14622	cell2"	2
"14623	cell2"	1
"14624	cell2"	2
"14625	cell2"	3
"14626	cell2"	1
"14627	cell2"	3
"14628	cell2"	2
"14629	cell2"	1
"14630	cell2"	2
"14631	cell2"	3
"14632	cell2"	1
"14633	cell2"	17
"14634	cell2"	2
"14635	cell2"	8
"14636	cell2"	0
"14637	cell2"	3
"14638	cell2"	12
"14639	cell2"	2
"14640	cell2"	2
"14641	cell2"	1
"14642	cell2"	3
"14643	cell2"	1
"14644	cell2"	2
"14645	cell2"	3
"14646	cell2"	23
"14647	cell2"	5
"14648	cell2"	8
"14649	cell2"	1
"14650	cell2"	11
"14651	cell2"	9
"14652	cell2"	2
"14653	cell2"	9
"14654	cell2"	3
"14655	cell2"	4
"14656	cell2"	9
"14657	cell2"	1
"14658	cell2"	19
"14659	cell2"	2
"14660	cell2"	1
"14661	cell2"	2
"14662	cell2"	24
"14663	cell2"	2
"14664	cell2"	1
"14665	cell2"	12
"14666	cell2"	1
"14667	cell2"	1
"14668	cell2"	2
"14669	cell2"	7
"14670	cell2"	11
"14671	cell2"	1
"14672	cell2"	1
"14673	cell2"	1
"14674	cell2"	0
"14675	cell2"	5
"14676	cell2"	8
"14677	cell2"	10
"14678	cell2"	10
"14679	cell2"	2
"14680	cell2"	5
"14681	cell2"	1
"14682	cell2"	7
"14683	cell2"	1
"14684	cell2"	2
"14685	cell2"	13
"14686	cell2"	1
"14687	cell2"	11
"14688	cell2"	3
"14689	cell2"	2
"14690	cell2"	2
"14691	cell2"	2
"14692	cell2"	2
"14693	cell2"	3
"14694	cell2"	1
"14695	cell2"	16
"14696	cell2"	1
"14697	cell2"	7
"14698	cell2"	3
"14699	cell2"	1
"14700	cell2"	1
"14701	cell2"	8
"14702	cell2"	8
"14703	cell2"	2
"14704	cell2"	22
"14705	cell2"	8
"14706	cell2"	11
"14707	cell2"	2
"14708	cell2"	3
"14709	cell2"	2
"14710	cell2"	8
"14711	cell2"	2
"14712	cell2"	3
"14713	cell2"	1
"14714	cell2"	10
"14715	cell2"	11
"14716	cell2"	1
"14717	cell2"	16
"14718	cell2"	1
"14719	cell2"	1
"14720	cell2"	3
"14721	cell2"	3
"14722	cell2"	1
"14723	cell2"	1
"14724	cell2"	2
"14725	cell2"	3
"14726	cell2"	1
"14727	cell2"	3
"14728	cell2"	2
"14729	cell2"	2
"14730	cell2"	0
"14731	cell2"	3
"14732	cell2"	24
"14733	cell2"	1
"14734	cell2"	7
"14735	cell2"	1
"14736	cell2"	8
"14737	cell2"	2
"14738	cell2"	1
"14739	cell2"	1
"14740	cell2"	8
"14741	cell2"	0
"14742	cell2"	3
"14743	cell2"	4
"14744	cell2"	2
"14745	cell2"	8
"14746	cell2"	2
"14747	cell2"	17
"14748	cell2"	24
"14749	cell2"	19
"14750	cell2"	3
"14751	cell2"	1
"14752	cell2"	3
"14753	cell2"	7
"14754	cell2"	1
"14755	cell2"	1
"14756	cell2"	1
"14757	cell2"	12
"14758	cell2"	2
"14759	cell2"	11
"14760	cell2"	1
"14761	cell2"	11
"14762	cell2"	10
"14763	cell2"	2
"14764	cell2"	8
"14765	cell2"	3
"14766	cell2"	1
"14767	cell2"	2
"14768	cell2"	1
"14769	cell2"	2
"14770	cell2"	3
"14771	cell2"	3
"14772	cell2"	2
"14773	cell2"	15
"14774	cell2"	20
"14775	cell2"	2
"14776	cell2"	1
"14777	cell2"	1
"14778	cell2"	3
"14779	cell2"	15
"14780	cell2"	8
"14781	cell2"	3
"14782	cell2"	2
"14783	cell2"	2
"14784	cell2"	21
"14785	cell2"	2
"14786	cell2"	16
"14787	cell2"	1
"14788	cell2"	11
"14789	cell2"	2
"14790	cell2"	3
"14791	cell2"	1
"14792	cell2"	2
"14793	cell2"	7
"14794	cell2"	8
"14795	cell2"	1
"14796	cell2"	13
"14797	cell2"	1
"14798	cell2"	3
"14799	cell2"	1
"14800	cell2"	2
"14801	cell2"	8
"14802	cell2"	1
"14803	cell2"	3
"14804	cell2"	17
"14805	cell2"	1
"14806	cell2"	18
"14807	cell2"	7
"14808	cell2"	3
"14809	cell2"	2
"14810	cell2"	1
"14811	cell2"	18
"14812	cell2"	2
"14813	cell2"	2
"14814	cell2"	1
"14815	cell2"	7
"14816	cell2"	2
"14817	cell2"	11
"14818	cell2"	1
"14819	cell2"	1
"14820	cell2"	2
"14821	cell2"	2
"14822	cell2"	2
"14823	cell2"	2
"14824	cell2"	8
"14825	cell2"	8
"14826	cell2"	10
"14827	cell2"	19
"14828	cell2"	8
"14829	cell2"	3
"14830	cell2"	2
"14831	cell2"	2
"14832	cell2"	13
"14833	cell2"	3
"14834	cell2"	7
"14835	cell2"	1
"14836	cell2"	2
"14837	cell2"	5
"14838	cell2"	1
"14839	cell2"	17
"14840	cell2"	10
"14841	cell2"	2
"14842	cell2"	1
"14843	cell2"	12
"14844	cell2"	2
"14845	cell2"	2
"14846	cell2"	1
"14847	cell2"	2
"14848	cell2"	9
"14849	cell2"	2
"14850	cell2"	11
"14851	cell2"	0
"14852	cell2"	19
"14853	cell2"	3
"14854	cell2"	8
"14855	cell2"	3
"14856	cell2"	8
"14857	cell2"	9
"14858	cell2"	2
"14859	cell2"	1
"14860	cell2"	2
"14861	cell2"	1
"14862	cell2"	1
"14863	cell2"	10
"14864	cell2"	10
"14865	cell2"	3
"14866	cell2"	3
"14867	cell2"	0
"14868	cell2"	3
"14869	cell2"	13
"14870	cell2"	3
"14871	cell2"	2
"14872	cell2"	3
"14873	cell2"	19
"14874	cell2"	8
"14875	cell2"	1
"14876	cell2"	2
"14877	cell2"	3
"14878	cell2"	1
"14879	cell2"	3
"14880	cell2"	3
"14881	cell2"	1
"14882	cell2"	1
"14883	cell2"	2
"14884	cell2"	2
"14885	cell2"	5
"14886	cell2"	10
"14887	cell2"	16
"14888	cell2"	7
"14889	cell2"	2
"14890	cell2"	8
"14891	cell2"	7
"14892	cell2"	3
"14893	cell2"	7
"14894	cell2"	1
"14895	cell2"	2
"14896	cell2"	0
"14897	cell2"	3
"14898	cell2"	15
"14899	cell2"	1
"14900	cell2"	1
"14901	cell2"	1
"14902	cell2"	1
"14903	cell2"	8
"14904	cell2"	1
"14905	cell2"	2
"14906	cell2"	5
"14907	cell2"	2
"14908	cell2"	3
"14909	cell2"	1
"14910	cell2"	2
"14911	cell2"	13
"14912	cell2"	1
"14913	cell2"	3
"14914	cell2"	3
"14915	cell2"	2
"14916	cell2"	1
"14917	cell2"	1
"14918	cell2"	4
"14919	cell2"	1
"14920	cell2"	3
"14921	cell2"	7
"14922	cell2"	2
"14923	cell2"	2
"14924	cell2"	2
"14925	cell2"	3
"14926	cell2"	1
"14927	cell2"	2
"14928	cell2"	10
"14929	cell2"	10
"14930	cell2"	2
"14931	cell2"	2
"14932	cell2"	2
"14933	cell2"	2
"14934	cell2"	3
"14935	cell2"	1
"14936	cell2"	15
"14937	cell2"	2
"14938	cell2"	1
"14939	cell2"	1
"14940	cell2"	16
"14941	cell2"	8
"14942	cell2"	8
"14943	cell2"	3
"14944	cell2"	3
"14945	cell2"	1
"14946	cell2"	3
"14947	cell2"	2
"14948	cell2"	2
"14949	cell2"	1
"14950	cell2"	18
"14951	cell2"	11
"14952	cell2"	7
"14953	cell2"	1
"14954	cell2"	1
"14955	cell2"	3
"14956	cell2"	3
"14957	cell2"	2
"14958	cell2"	2
"14959	cell2"	2
"14960	cell2"	3
"14961	cell2"	3
"14962	cell2"	3
"14963	cell2"	1
"14964	cell2"	3
"14965	cell2"	2
"14966	cell2"	8
"14967	cell2"	3
"14968	cell2"	2
"14969	cell2"	3
"14970	cell2"	8
"14971	cell2"	8
"14972	cell2"	1
"14973	cell2"	11
"14974	cell2"	1
"14975	cell2"	2
"14976	cell2"	2
"14977	cell2"	3
"14978	cell2"	12
"14979	cell2"	3
"14980	cell2"	7
"14981	cell2"	2
"14982	cell2"	2
"14983	cell2"	1
"14984	cell2"	1
"14985	cell2"	3
"14986	cell2"	3
"14987	cell2"	2
"14988	cell2"	1
"14989	cell2"	0
"14990	cell2"	3
"14991	cell2"	1
"14992	cell2"	1
"14993	cell2"	10
"14994	cell2"	3
"14995	cell2"	1
"14996	cell2"	3
"14997	cell2"	2
"14998	cell2"	1
"14999	cell2"	7
"15000	cell2"	23
"15001	cell2"	7
"15002	cell2"	13
"15003	cell2"	10
