Supplementary Table 2. Heritability of immunophenotypes.	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12
Relative count	TBNK	TB_Trait561	CD3- lymphocyte %lymphocyte	3669	0.609	0.0845	0.39837398373983735	0.04812129202373105	L	BOTH		
Relative count	TBNK	TB_Trait562	CD3- lymphocyte %leukocyte	3669	0.5209	0.0745	0.42020408163265305	0.047551020408163266	L	BOTH		
Absolute count	TBNK	TB_Trait563	B cell AC	3653	0.6131	0.0823	0.4662885273972603	0.04815924657534247	L	A	B cell	BOTH
Relative count	TBNK	TB_Trait564	B cell % CD3- lymphocyte	3669	0.466	0.0695	0.39013909306796335	0.0471559425534321	L	A	B cell	BOTH
Relative count	TBNK	TB_Trait565	B cell %lymphocyte	3669	0.8254	0.0878	0.4349294045426642	0.04910988336402702	L	A	B cell	BOTH
Absolute count	TBNK	TB_Trait566	NK AC	3653	0.5885	0.0844	0.3547900968783639	0.04811625403659849	L	I		
Relative count	TBNK	TB_Trait567	NK %CD3- lymphocyte	3669	0.4568	0.0682	0.39601299137641394	0.04714973681263299	L	I		
Relative count	TBNK	TB_Trait568	NK %lymphocyte	3669	0.4542	0.0686	0.37403879260874556	0.04705612303454608	L	I		
Absolute count	TBNK	TB_Trait569	HLA DR+ NK AC	3580	0.5179	0.0739	0.45843154060424257	0.04831797728733662	L	I		
Relative count	TBNK	TB_Trait570	HLA DR+ NK %NK	3596	0.5434	0.0735	0.5260851844304055	0.04789076829019767	L	I		
Relative count	TBNK	TB_Trait571	HLA DR+ NK  %CD3- lymphocyte	3596	0.5815	0.0773	0.527577428935087	0.04815443360203649	L	I		
Absolute count	TBNK	TB_Trait575	Granulocyte AC	3653	0.4297	0.0667	0.35411776711909376	0.047045616899683645	M	I		
Relative count	TBNK	TB_Trait576	Granulocyte %leukocyte	3669	0.5249	0.0743	0.435889539061698	0.04753105430653937	M	I		
MFI	TBNK	Violet.510.50.TBNK.trait2	HLA DR on  HLA DR+ T cell	3060	0.151	0.0488	0.05588942307692308	0.04807692307692308	L	A		
MFI	TBNK	Violet.510.50.TBNK.trait3	HLA DR on  HLA DR+ CD4+	3060	0.0329	0.045	0.032934427850855506	0.04608841855405004	L	A	CD4	
MFI	TBNK	Violet.510.50.TBNK.trait4	HLA DR on  HLA DR+ CD8br	3060	0.1123	0.0455	0	0.046074236242412185	L	A	CD8	
MFI	TBNK	Violet.510.50.TBNK.trait5	HLA DR on B cell	3060	0.7682	0.0982	0.5885162601626016	0.054674796747967484	L	A	B cell	BOTH
MFI	TBNK	Violet.510.50.TBNK.trait6	HLA DR on HLA DR+ NK  	2971	0.2612	0.0603	0.2612519399896534	0.05354371443352303	L	I		
MFI	Treg	Blue.530.30.Treg.trait1	CD3 on T cell	2919	0.6561	0.1	0.46271329260585636	0.055930061091215504	L	A		
MFI	Treg	Blue.530.30.Treg.trait10	CD3 on CD39+ resting Treg	2649	0.1001	0.0524	0.1001301447860745	0.0539287457296242	L	A	CD4	 Naive
MFI	Treg	Blue.530.30.Treg.trait11	CD3 on activated Treg	2919	0.5584	0.0877	0.5185840707964602	0.05497136907860489	L	A	CD4	Memory
MFI	Treg	Blue.530.30.Treg.trait12	CD3 on CD39+ activated Treg	2919	0.5855	0.0929	0.4715025906735751	0.05551443375277571	L	A	CD4	Memory
MFI	Treg	Blue.530.30.Treg.trait13	CD3 on secreting Treg	2919	0.5812	0.091	0.5017961613466079	0.05521913168428616	L	A	CD4	Memory
MFI	Treg	Blue.530.30.Treg.trait14	CD3 on CD39+ secreting Treg	2919	0.3601	0.07	0.33505420753742904	0.0541042849767682	L	A	CD4	Memory
MFI	Treg	Blue.530.30.Treg.trait15	CD3 on activated & secreting Treg	2919	0.5837	0.0901	0.5265770423991727	0.05501551189245087	L	A	CD4	Memory
MFI	Treg	Blue.530.30.Treg.trait17	CD3 on CD45RA+ CD4+	2919	0.7692	0.0972	0.5987412298803136	0.0555096987205943	L	A	CD4	 Naive
MFI	Treg	Blue.530.30.Treg.trait2	CD3 on CD8br	2918	0.4104	0.0741	0.41041666666666665	0.05446428571428571	L	A	CD8	BOTH
MFI	Treg	Blue.530.30.Treg.trait21	CD3 on CD39+ CD4+	2919	0.6465	0.097	0.5103683070256886	0.05560713917259878	L	A	CD4	
MFI	Treg	Blue.530.30.Treg.trait22	CD3 on CD28+ CD4+	2919	0.8372	0.0928	0.5601939700611427	0.05618806662449926	L	A	CD4	BOTH
MFI	Treg	Blue.530.30.Treg.trait23	CD3 on CD28+ DN (CD4-CD8-)	2918	0.3128	0.0648	0.3127897990726429	0.05370942812982998	L	A		
MFI	Treg	Blue.530.30.Treg.trait3	CD3 on CD28+ CD45RA- CD8br   	2919	0.6027	0.0959	0.44531501556294945	0.05570462595255984	L	A	CD8	Memory
MFI	Treg	Blue.530.30.Treg.trait4	CD3 on CD28+ CD45RA+ CD8br	2919	0.5891	0.0902	0.5352787910369984	0.05502866076081293	L	A	CD8	 Naive
MFI	Treg	Blue.530.30.Treg.trait5	CD3 on CD28- CD8br 	2919	0.2209	0.0563	0.2208712302537099	0.052369554810914314	L	A	CD8	Memory
MFI	Treg	Blue.530.30.Treg.trait6	CD3 on CD39+ CD8br 	2914	0.2135	0.0557	0.2135538196205742	0.052247134016435014	L	A	CD8	
MFI	Treg	Blue.530.30.Treg.trait7	CD3 on CD4+ 	2919	0.7601	0.0999	0.5486281626988364	0.05594106971282161	L	A	CD4	BOTH
MFI	Treg	Blue.530.30.Treg.trait8	CD3 on CD4 Treg 	2919	0.5951	0.0913	0.5255979857322702	0.05518254301300881	L	A	CD4	BOTH
MFI	Treg	Blue.530.30.Treg.trait9	CD3 on resting Treg	2918	0.577	0.0912	0.4880267698420998	0.05542193872215832	L	A	CD4	 Naive
MFI	Treg	Blue.585.42.Treg.trait10	CD28 on CD39+ activated Treg	2920	0.3191	0.0659	0.2917414721723519	0.053635547576301616	L	A	CD4	Memory
MFI	Treg	Blue.585.42.Treg.trait11	CD28 on secreting Treg	2920	0.5316	0.092	0.3385579937304075	0.05538140020898641	L	A	CD4	Memory
MFI	Treg	Blue.585.42.Treg.trait12	CD28 on CD39+ secreting Treg	2920	0.4379	0.0817	0.2716607469594231	0.05446130664083521	L	A	CD4	Memory
MFI	Treg	Blue.585.42.Treg.trait13	CD28 on activated & secreting Treg	2920	0.497	0.0876	0.33957102210549356	0.055154300722258694	L	A	CD4	Memory
MFI	Treg	Blue.585.42.Treg.trait15	CD28 on CD45RA+ CD4+	2920	0.776	0.1055	0.3989399653450209	0.05656915706859647	L	A	CD4	 Naive
MFI	Treg	Blue.585.42.Treg.trait18	CD28 on CD45RA- CD4 not Treg  	2920	0.5595	0.0954	0.3403000517330574	0.05556130367304707	L	A	CD4	Memory
MFI	Treg	Blue.585.42.Treg.trait19	CD28 on CD39+ CD4+  	2920	0.6512	0.1055	0.32246186217780115	0.055970541820094685	L	A	CD4	
MFI	Treg	Blue.585.42.Treg.trait2	CD28 on CD28+ CD45RA- CD8br  	2920	0.5748	0.0967	0.35147089076321747	0.055646986216827815	L	A	CD8	Memory
MFI	Treg	Blue.585.42.Treg.trait20	CD28 on CD28+ CD4+  	2920	0.4235	0.0753	0.4235024419415927	0.05452008372371175	L	A	CD4	BOTH
MFI	Treg	Blue.585.42.Treg.trait21	CD28 on CD28+ DN (CD4-CD8-)	2919	0.5289	0.0927	0.30901463214980046	0.0553565946996828	L	A		
MFI	Treg	Blue.585.42.Treg.trait3	CD28 on CD28+ CD45RA+ CD8br	2920	0.4747	0.0805	0.45570135286339136	0.05472484996439833	L	A	CD8	 Naive
MFI	Treg	Blue.585.42.Treg.trait4	CD28 on CD39+ CD8br  	2914	0.3502	0.0729	0.07477017364657815	0.05148110316649643	L	A	CD8	
MFI	Treg	Blue.585.42.Treg.trait5	CD28 on CD4+	2920	0.5519	0.093	0.37988362427265165	0.05548628428927681	L	A	CD4	BOTH
MFI	Treg	Blue.585.42.Treg.trait6	CD28 on CD4 Treg 	2920	0.5903	0.0999	0.3150827642088205	0.05567774047922213	L	A	CD4	BOTH
MFI	Treg	Blue.585.42.Treg.trait7	CD28 on resting Treg	2919	0.6396	0.0994	0.44566582914572866	0.05600921273031825	L	A	CD4	 Naive
MFI	Treg	Blue.585.42.Treg.trait8	CD28 on CD39+ resting Treg	2650	0.1867	0.0573	0.029808597427047383	0.05323710908900743	L	A	CD4	 Naive
MFI	Treg	Blue.585.42.Treg.trait9	CD28 on activated Treg	2920	0.4728	0.0849	0.32364910694099025	0.05494008591453764	L	A	CD4	Memory
MFI	Treg	Blue.670.LP.Treg.trait1	CD127 on T cell	2920	0.5204	0.0962	0.14785142024763293	0.05379252939340339	L	A		
MFI	Treg	Blue.670.LP.Treg.trait10	CD127 on CD45RA- CD4 not Treg	2920	0.4286	0.0822	0.19693455682161945	0.05384692951497429	L	A	CD4	Memory
MFI	Treg	Blue.670.LP.Treg.trait11	CD127 on CD28+ CD4+	2920	0.3972	0.0785	0.1567508012820513	0.053084935897435896	L	A	CD4	BOTH
MFI	Treg	Blue.670.LP.Treg.trait12	CD127 on CD28+ DN (CD4-CD8-)	2918	0.1913	0.0538	0.15887062789717657	0.051411715128529295	L	A		
MFI	Treg	Blue.670.LP.Treg.trait13	CD127 on granulocyte	2920	0.6143	0.0983	0.41621349446122863	0.055891238670694864	M	I		
MFI	Treg	Blue.670.LP.Treg.trait2	CD127 on CD8br	2920	0.4976	0.0928	0.15758254057078905	0.05383324006715165	L	A	CD8	BOTH
MFI	Treg	Blue.670.LP.Treg.trait3	CD127 on CD28+ CD45RA- CD8br	2920	0.2245	0.0565	0.224469160768453	0.05237613751263903	L	A	CD8	Memory
MFI	Treg	Blue.670.LP.Treg.trait4	CD127 on CD28+ CD45RA+ CD8br 	2920	0.1982	0.0544	0.1801119525847876	0.051695752387224236	L	A	CD8	 Naive
MFI	Treg	Blue.670.LP.Treg.trait5	CD127 on CD28- CD8br 	2920	0.3058	0.0657	0.19611572730003002	0.05285814395835419	L	A	CD8	Memory
MFI	Treg	Blue.670.LP.Treg.trait6	CD127 on CD4+	2920	0.5272	0.0973	0.14051569058564858	0.05376773935638616	L	A	CD4	BOTH
MFI	Treg	Blue.670.LP.Treg.trait7	CD127 on CD45RA+ CD4+ 	2920	0.4353	0.0831	0.19878837663004414	0.05390697196837457	L	A	CD4	 Naive
MFI	Treg	Blue.780.60.CD25.trait1	CD25 on CD45RA- CD4 not Treg 	3575	0.4708	0.0788	0.3688658114	0.04520464263897374	L	A	CD4	Memory
MFI	Treg	Blue.780.60.CD25.trait10	CD25 on CD39+ CD4 Treg  	3575	0.4708	0.0788	0.3688658114	0.04520464263897374	L	A	CD4	
MFI	Treg	Blue.780.60.CD25.trait13	CD25 on CD45RA+ CD4 not Treg	3575	0.6104	0.1235	0.29288556	0.06061315235197753	L	A	CD4	 Naive
MFI	Treg	Blue.780.60.CD25.trait2	CD25 on CD4 Treg	3575	0.7418	0.0928	0.3049911661	0.0491386925795053	L	A	CD4	BOTH
MFI	Treg	Blue.780.60.CD25.trait3	CD25 on resting Treg  	3246	0.1063	0.0437	0.0802326748	0.04432855280312908	L	A	CD4	 Naive
MFI	Treg	Blue.780.60.CD25.trait4	CD25 on CD39+ resting Treg	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	 Naive
MFI	Treg	Blue.780.60.CD25.trait5	CD25 on activated Treg	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	Memory
MFI	Treg	Blue.780.60.CD25.trait6	CD25 on CD39+ activated Treg	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	Memory
MFI	Treg	Blue.780.60.CD25.trait7	CD25 on secreting Treg 	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	Memory
MFI	Treg	Blue.780.60.CD25.trait8	CD25 on CD39+ secreting Treg	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	Memory
MFI	Treg	Blue.780.60.CD25.trait9	CD25 on activated & secreting Treg 	3574	0.4161	0.0712	0.291577771	0.04520979376206441	L	A	CD4	Memory
MFI	Treg	Blue.780.60.Treg.trait4	CD25 on CD4+	2920	0.6667	0.1072	0.30888984324672536	0.056044663946746835	L	A	CD4	BOTH
MFI	Treg	Blue.780.60.Treg.trait5	CD25 on CD39+ CD4+ 	2920	0.5673	0.0892	0.5070669555349221	0.05509130300216652	L	A	CD4	
MFI	Treg	Blue.780.60.Treg.trait6	CD25 on CD28+ CD4+ 	2920	0.5926	0.0976	0.3811587591240876	0.055770985401459854	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait501	CD4 Treg %CD4	3437	0.7164	0.0952	0.41573264781491004	0.05038560411311055	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait502	CD4 Treg %T cell	3437	0.7395	0.0962	0.4014282840474753	0.05049285857976262	L	A	CD4	BOTH
Absolute count	Treg	f_Treg_Trait503	Resting Treg AC	3405	0.7623	0.0934	0.48039574935873947	0.05081226334432637	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait504	Resting Treg %CD4 Treg	3437	0.8237	0.0882	0.5006994785705201	0.05061681292127687	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait505	Resting Treg %CD4 	3437	0.7827	0.0927	0.4700630877276515	0.050589215569575054	L	A	CD4	 Naive
Absolute count	Treg	f_Treg_Trait506	CD39+ resting Treg AC	3405	0.5771	0.0779	0.5771260401867262	0.04911710980312563	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait507	CD39+ resting Treg %resting Treg	3437	0.5937	0.0792	0.5728848114169215	0.048929663608562685	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait508	CD39+ resting Treg %CD4 Treg	3437	0.5719	0.0771	0.5718352821555669	0.04870360955770208	L	A	CD4	 Naive
Absolute count	Treg	f_Treg_Trait509	Activated Treg AC	3405	0.7328	0.098	0.36553393163255016	0.05082182111525663	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait510	Activated Treg %CD4 Treg	3437	0.4131	0.0711	0.22836015658982167	0.04795563288386255	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait511	Activated Treg %CD4	3437	0.5935	0.0907	0.2972593871385412	0.04952524816573155	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait512	CD39+ activated Treg AC	3405	0.8716	0.0771	0.5909228137264768	0.05061889906410385	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait513	CD39+ activated Treg %activated Treg	3437	0.7903	0.0766	0.7902321857485989	0.04673738991192954	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait514	CD39+ activated Treg %CD4 Treg	3437	0.8524	0.0799	0.61315380631797	0.05002589331952357	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait515	Secreting Treg AC	3405	0.6965	0.0947	0.4208408770871052	0.05069402534701267	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait516	Secreting Treg %CD4 Treg	3437	0.7603	0.0963	0.39431171786120595	0.05062571103526735	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait517	Secreting Treg %CD4	3437	0.7014	0.0934	0.4450725255972696	0.050341296928327645	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait518	CD39+ secreting Treg AC	3405	0.7601	0.0828	0.6989268680445152	0.048688394276629576	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait519	CD39+ secreting Treg %secreting Treg	3437	0.6999	0.0803	0.6998615506329113	0.0479628164556962	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait520	CD39+ secreting Treg %CD4 Treg	3437	0.7433	0.0816	0.7075432811211871	0.04802143446001649	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait521	Activated & resting Treg AC	3405	0.7646	0.0955	0.4250825082508251	0.05093509350935094	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait522	Activated & resting Treg %CD4 Treg	3437	0.7578	0.0966	0.38756628681033517	0.05054721877468126	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait523	Activated & resting Treg %CD4+ 	3437	0.7586	0.0977	0.3568698237417711	0.05043533658950945	L	A	CD4	BOTH
Absolute count	Treg	f_Treg_Trait527	Activated & secreting Treg AC	3405	0.7632	0.0954	0.42973298534430837	0.0509937763501305	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait528	Activated & secreting Treg %CD4 Treg	3437	0.8092	0.0897	0.5029487179487179	0.05064102564102564	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait529	Activated & secreting Treg %CD4+	3437	0.7412	0.0949	0.4349853595054766	0.05053681813252359	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait533	CD25hi AC	3405	0.6934	0.0955	0.3973617453069508	0.05063419583967529	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait534	CD25hi %CD4+	3437	0.6795	0.0946	0.3870239195154502	0.05020018478595627	L	A	CD4	BOTH
Relative count	Treg	f_Treg_Trait535	CD25hi %T cell	3437	0.743	0.0974	0.3700172431281063	0.050512222334922405	L	A	CD4	BOTH
Absolute count	Treg	f_Treg_Trait536	CD25hi CD45RA+ CD4 not Treg AC	3405	0.7682	0.0946	0.44811605883538186	0.05097723151319766	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait537	CD25hi CD45RA+ CD4 not Treg %CD4+	3437	0.8151	0.0923	0.40665600639616234	0.05076953827703378	L	A	CD4	 Naive
Relative count	Treg	f_Treg_Trait538	CD25hi CD45RA+ CD4 not Treg %T cell	3437	0.8231	0.0914	0.4031481852817325	0.05073190294766393	L	A	CD4	 Naive
Absolute count	Treg	f_Treg_Trait539	CD25hi CD45RA- CD4 not Treg AC	3405	0.6597	0.0945	0.3705568422112577	0.050448091833652196	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait540	CD25hi CD45RA- CD4 not Treg %CD4+	3437	0.6311	0.0913	0.37960600183729715	0.05001531080943146	L	A	CD4	Memory
Relative count	Treg	f_Treg_Trait541	CD25hi CD45RA- CD4 not Treg %T cell	3437	0.6893	0.0957	0.3729537366548043	0.05022877478393493	L	A	CD4	Memory
Absolute count	Treg	f_Treg_Trait542	CD4 Treg AC	3405	0.7048	0.0948	0.4265070189925681	0.05068125516102394	L	A	CD4	BOTH
MFI	Treg	Red.660.20.Treg.trait1	CD39 on CD39+ CD8br 	2915	0.2805	0.0633	0.09354773462783171	0.05117313915857605	L	A	CD8	
MFI	Treg	Red.660.20.Treg.trait2	CD39 on CD39+ activated Treg	2920	0.8749	0.0763	0.7725947521865889	0.0529807982306223	L	A	CD4	Memory
MFI	Treg	Red.660.20.Treg.trait3	CD39 on CD39+ secreting Treg	2920	0.5584	0.0856	0.5584037285173317	0.05456840469948539	L	A	CD4	Memory
MFI	Treg	Red.660.20.Treg.trait5	CD39 on CD39+ CD4+  	2920	0.6761	0.0958	0.5750579695533824	0.05514668817421111	L	A	CD4	
MFI	Treg	Red.660.20.Treg.trait6	CD39 on granulocyte  	2920	0.4339	0.0803	0.30453542042946014	0.05458559100943206	M	I		
MFI	Treg	Red.660.20.Treg.trait7	CD39 on monocyte  	2909	0.3968	0.0752	0.3259519038076152	0.05460921843687375	M	I		
MFI	Treg	Red.780.60.Treg.trait15	CD4 on CD39+ CD4+   	2920	0.6391	0.1039	0.3368453044271097	0.056022692736298244	L	A	CD4	
MFI	Treg	Red.780.60.Treg.trait16	CD4 on CD28+ CD4+  	2920	0.5195	0.0909	0.3273899466102549	0.055303717135086125	L	A	CD4	BOTH
MFI	Treg	Red.780.60.Treg.trait2	CD4 on CD4 Treg	2920	0.5945	0.1005	0.31129646792297394	0.05571001956544125	L	A	CD4	BOTH
MFI	Treg	Red.780.60.Treg.trait3	CD4 on resting Treg	2919	0.672	0.1099	0.2392257512565501	0.055609025772644635	L	A	CD4	 Naive
MFI	Treg	Red.780.60.Treg.trait4	CD4 on CD39+ resting Treg	2650	0.2106	0.0595	0	0.05267975185599511	L	A	CD4	 Naive
MFI	Treg	Red.780.60.Treg.trait5	CD4 on activated Treg	2920	0.5494	0.0948	0.3228192746326929	0.055481352101099356	L	A	CD4	Memory
MFI	Treg	Red.780.60.Treg.trait6	CD4 on CD39+ activated Treg	2920	0.4184	0.0776	0.32806691449814124	0.05452292441140025	L	A	CD4	Memory
MFI	Treg	Red.780.60.Treg.trait7	CD4 on secreting Treg  	2920	0.5267	0.0942	0.2535368956743002	0.054961832061068694	L	A	CD4	Memory
MFI	Treg	Red.780.60.Treg.trait8	CD4 on CD39+ secreting Treg 	2920	0.5308	0.0979	0.13612298920790064	0.05375687232742823	L	A	CD4	Memory
MFI	Treg	Red.780.60.Treg.trait9	CD4 on activated & secreting Treg  	2920	0.543	0.0944	0.3121682319314006	0.055430788076766026	L	A	CD4	Memory
Relative count	Treg	Treg_Trait505	CD28- DN (CD4-CD8-) %DN 	3440	0.3349	0.0596	0.3349399960653158	0.047904780641353534	L	A		
Absolute count	Treg	Treg_Trait506	CD28- DN (CD4-CD8-) AC	3408	0.4888	0.0766	0.38036491810076717	0.04945054945054945	L	A		
Relative count	Treg	Treg_Trait507	CD28+ DN (CD4-CD8-) %T cell	3440	0.4319	0.0678	0.4318785578747628	0.04857685009487666	L	A		
Relative count	Treg	Treg_Trait508	CD28+ DN (CD4-CD8-) %DN	3440	0.335	0.0596	0.3349399960653158	0.047904780641353534	L	A		
Absolute count	Treg	Treg_Trait509	CD28+ DN (CD4-CD8-) AC	3408	0.4264	0.0685	0.4048387096774194	0.048973607038123174	L	A		
Relative count	Treg	Treg_Trait512	CD39+ CD4+ %T cell	3440	0.8695	0.0695	0.7865763286047004	0.04721575269955537	L	A	CD4	
Relative count	Treg	Treg_Trait513	CD39+ CD4+ %CD4+	3440	0.9584	0.0433	0.7558581380620646	0.048342833016677224	L	A	CD4	
Absolute count	Treg	Treg_Trait514	CD39+ CD4+ AC	3408	0.9898	0.0377	0.6917338108027454	0.04993534268377599	L	A	CD4	
Relative count	Treg	Treg_Trait574	CD28- CD8dim %T cell	3440	0.4027	0.068	0.30526739852955986	0.048343236982576296	L	A	CD8	Memory
Relative count	Treg	Treg_Trait575	CD28- CD8dim %CD8dim	3440	0.3371	0.0598	0.33715220949263497	0.047899618112384065	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait576	CD28- CD8dim AC	3408	0.4062	0.0689	0.3073293172690763	0.048694779116465865	L	A	CD8	Memory
Relative count	Treg	Treg_Trait577	CD28+ CD45RA+ CD8dim %T cell	3440	0.6304	0.091	0.382396449704142	0.049926035502958585	L	A	CD8	 Naive
Relative count	Treg	Treg_Trait578	CD28+ CD45RA+ CD8dim %CD8dim	3440	0.5826	0.0865	0.38162242831254667	0.049674874746828704	L	A	CD8	 Naive
Absolute count	Treg	Treg_Trait579	CD28+ CD45RA+ CD8dim AC	3408	0.5596	0.0862	0.3373672179642329	0.04988570660212451	L	A	CD8	 Naive
Relative count	Treg	Treg_Trait580	CD28+ CD45RA- CD8dim %T cell	3440	0.6897	0.0943	0.4073319755600815	0.05031747933389242	L	A	CD8	Memory
Relative count	Treg	Treg_Trait581	CD28+ CD45RA- CD8dim %CD8dim	3440	0.3902	0.065	0.3668259830545296	0.048338040408429275	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait582	CD28+ CD45RA- CD8dim AC	3408	0.68	0.0957	0.3726716338477914	0.05055880787653007	L	A	CD8	Memory
Relative count	Treg	Treg_Trait585	CD39+ CD8br %T cell	3440	0.8755	0.0707	0.734211313977851	0.048288935448468524	L	A	CD8	
Relative count	Treg	Treg_Trait586	CD39+ CD8br %CD8br	3440	0.7965	0.0788	0.7506780512305374	0.04761426418884983	L	A	CD8	
Absolute count	Treg	Treg_Trait587	CD39+ CD8br AC	3408	0.8497	0.0766	0.7107036669970268	0.0489593657086224	L	A	CD8	
Relative count	Treg	Treg_Trait588	CD28- CD127- CD25++ CD8br %T cell	3162	0.3738	0.0723	0.15049725999594074	0.05003044448954739	L	A	CD8	Memory
Relative count	Treg	Treg_Trait589	CD28- CD127- CD25++ CD8br %CD8br	3162	0.3357	0.0672	0.14677876823338734	0.049635332252836305	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait590	CD28- CD127- CD25++ CD8br AC	3130	0.47	0.0861	0.16195584897874973	0.051268826077986385	L	A	CD8	Memory
Relative count	Treg	Treg_Trait591	CD28- CD25++ CD8br %T cell	3162	0.5643	0.0979	0.16433853738701729	0.05141448526822397	L	A	CD8	Memory
Relative count	Treg	Treg_Trait592	CD28- CD25++ CD8br %CD8br	3162	0.5342	0.095	0.12761211552007515	0.05071613054707678	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait593	CD28- CD25++ CD8br AC	3130	0.5792	0.1001	0.17678614971958057	0.05206047305535235	L	A	CD8	Memory
Relative count	Treg	Treg_Trait594	CD25++ CD8br %T cell	3162	0.7125	0.1029	0.395844210086666	0.05356583481257179	L	A	CD8	
Relative count	Treg	Treg_Trait595	CD25++ CD8br %CD8br	3162	0.6708	0.1048	0.2848074921956295	0.05296566077003122	L	A	CD8	
Absolute count	Treg	Treg_Trait596	CD25++ CD8br AC	3130	0.6546	0.1011	0.37132352941176466	0.053717320261437905	L	A	CD8	
Relative count	Treg	Treg_Trait597	CD127- CD8br %T cell	3403	0.6054	0.0941	0.24664570230607968	0.04958071278825996	L	A	CD8	BOTH
Relative count	Treg	Treg_Trait598	CD127- CD8br %CD8br	3403	0.3851	0.0674	0.2598039215686274	0.04831932773109244	L	A	CD8	
Absolute count	Treg	Treg_Trait599	CD127- CD8br AC	3371	0.5692	0.0902	0.2676670384264423	0.04998479164554395	L	A	CD8	
Relative count	Treg	Treg_Trait600	CD28- CD8br %T cell	3440	0.5338	0.0839	0.3023854854966962	0.049165640049277634	L	A	CD8	Memory
Relative count	Treg	Treg_Trait601	CD28- CD8br %CD8br	3440	0.4763	0.0769	0.3059796437659033	0.04885496183206106	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait602	CD28- CD8br AC	3408	0.4906	0.0785	0.3296165068778658	0.049395581492288454	L	A	CD8	Memory
Relative count	Treg	Treg_Trait603	CD28+ CD45RA+ CD8br %T cell	3440	0.733	0.0931	0.4755756401979772	0.05035506778566817	L	A	CD8	 Naive
Relative count	Treg	Treg_Trait604	CD28+ CD45RA+ CD8br %CD8br	3440	0.6828	0.0937	0.4121658986175115	0.05013824884792627	L	A	CD8	 Naive
Absolute count	Treg	Treg_Trait605	CD28+ CD45RA+ CD8br AC	3408	0.723	0.0974	0.37550845643331193	0.05073859987154785	L	A	CD8	 Naive
Relative count	Treg	Treg_Trait606	CD28+ CD45RA- CD8br %T cell	3440	0.6821	0.0877	0.5456316652994257	0.04963084495488104	L	A	CD8	Memory
Relative count	Treg	Treg_Trait607	CD28+ CD45RA- CD8br %CD8br	3440	0.5037	0.0776	0.38493636553306904	0.049238472772793654	L	A	CD8	Memory
Absolute count	Treg	Treg_Trait608	CD28+ CD45RA- CD8br AC	3408	0.528	0.0758	0.5130964467005077	0.04923857868020305	L	A	CD8	Memory
Relative count	Treg	Treg_Trait611	CD28- DN (CD4-CD8-) %T cell	3440	0.5116	0.0792	0.36612410986775173	0.049237029501525933	L	A		
Absolute count	Treg	Treg_Trait700	CD45RA- CD28- CD8br AC	3408	0.652	0.0942	0.36151935417097913	0.05040364313806665	L	A	CD8	Memory
Relative count	Treg	Treg_Trait701	CD45RA- CD28- CD8br  %CD8br	3425	0.6771	0.0968	0.33072497123130035	0.05028768699654776	L	A	CD8	Memory
