guide	target_gene
CPSF4-I8	CPSF4
LEO1-I2	LEO1
RPRD1A-I5	RPRD1A
SCAF11-I3	SCAF11
SCAF8-I3	SCAF8
FIP1L1-I1	FIP1L1
SCAF4-I4	SCAF4
LEO1-I2	LEO1
NT-I2	NT
CDC73-I2	CDC73
CPSF6-I5	CPSF6
RPRD1A-I5	RPRD1A
PHF3-I5	PHF3
NT-I3	NT
CSTF3-I5	CSTF3
CSTF3-I5	CSTF3
CTR9-I7	CTR9
PAF1-I6	PAF1
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
CPSF3-I3	CPSF3
PABPN1-I2	PABPN1
RBBP6-I4	RBBP6
FIP1L1-I1	FIP1L1
LEO1-I2	LEO1
PHF3-I5	PHF3
FIP1L1-I1	FIP1L1
NT-I3	NT
CPSF7-I1	CPSF7
NUDT21-I3	NUDT21
SCAF11-I3	SCAF11
NT-I6	NT
NUDT21-I3	NUDT21
NT-I10	NT
NUDT21-I3	NUDT21
LEO1-I2	LEO1
PAPOLA-I3	PAPOLA
SCAF11-I3	SCAF11
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
SF3A1-I5	SF3A1
NT-I10	NT
RBBP6-I4	RBBP6
CPSF3-I3	CPSF3
SCAF8-I3	SCAF8
PHF3-I5	PHF3
SCAF4-I4	SCAF4
FIP1L1-I1	FIP1L1
LEO1-I2	LEO1
SCAF4-I4	SCAF4
CPSF4-I8	CPSF4
CPSF6-I5	CPSF6
LEO1-I2	LEO1
NT-I10	NT
CPSF7-I1	CPSF7
LEO1-I2	LEO1
SCAF4-I4	SCAF4
RPRD1B-I1	RPRD1B
LEO1-I2	LEO1
CPSF7-I1	CPSF7
CPSF1-I3	CPSF1
PAPOLA-I3	PAPOLA
CPSF3L-I8	CPSF3L
NT-I2	NT
CSTF2-I4	CSTF2
NUDT21-I3	NUDT21
PABPC1-I1	PABPC1
CPSF1-I3	CPSF1
NT-I9	NT
NT-I5	NT
CPSF7-I1	CPSF7
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
RPRD1B-I1	RPRD1B
SCAF8-I3	SCAF8
CPSF7-I1	CPSF7
CPSF6-I5	CPSF6
CPSF2-I1	CPSF2
LEO1-I2	LEO1
NT-I6	NT
SCAF8-I3	SCAF8
NT-I6	NT
NT-I10	NT
PAPOLA-I3	PAPOLA
CDC73-I2	CDC73
NT-I4	NT
PCF11-I5	PCF11
PAPOLA-I3	PAPOLA
NT-I6	NT
NT-I6	NT
NT-I8	NT
CPSF2-I1	CPSF2
NT-I8	NT
LEO1-I2	LEO1
CTR9-I7	CTR9
CSTF3-I5	CSTF3
FIP1L1-I1	FIP1L1
CPSF1-I3	CPSF1
SCAF8-I3	SCAF8
SCAF8-I3	SCAF8
NT-I9	NT
RBBP6-I4	RBBP6
NT-I2	NT
CPSF6-I5	CPSF6
NT-I10	NT
NT-I5	NT
PHF3-I5	PHF3
CPSF4-I8	CPSF4
CPSF6-I5	CPSF6
PHF3-I5	PHF3
NT-I2	NT
PAPOLA-I3	PAPOLA
NT-I9	NT
LEO1-I2	LEO1
CPSF2-I1	CPSF2
NT-I3	NT
CPSF7-I1	CPSF7
NT-I1	NT
NUDT21-I3	NUDT21
NT-I9	NT
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF1-I3	CPSF1
NT-I9	NT
NUDT21-I3	NUDT21
NT-I4	NT
CSTF3-I5	CSTF3
CPSF2-I1	CPSF2
SCAF8-I3	SCAF8
CPSF2-I1	CPSF2
RPRD1B-I1	RPRD1B
NT-I8	NT
CPSF2-I1	CPSF2
SF3A1-I5	SF3A1
PHF3-I5	PHF3
NT-I9	NT
NT-I2	NT
PHF3-I5	PHF3
PAPOLA-I3	PAPOLA
NT-I2	NT
CSTF3-I5	CSTF3
SCAF8-I3	SCAF8
LEO1-I2	LEO1
NT-I7	NT
NT-I6	NT
SCAF11-I3	SCAF11
RBBP6-I4	RBBP6
CPSF6-I5	CPSF6
FIP1L1-I1	FIP1L1
NT-I5	NT
SCAF8-I3	SCAF8
NT-I6	NT
SCAF11-I3	SCAF11
SCAF1-I2	SCAF1
CPSF6-I5	CPSF6
SCAF11-I3	SCAF11
NUDT21-I3	NUDT21
RPRD1B-I1	RPRD1B
NT-I10	NT
CPSF1-I3	CPSF1
SCAF11-I3	SCAF11
CPSF1-I3	CPSF1
NT-I10	NT
CPSF1-I3	CPSF1
CDC73-I2	CDC73
NT-I8	NT
LEO1-I2	LEO1
LEO1-I2	LEO1
NUDT21-I3	NUDT21
CPSF1-I3	CPSF1
NT-I2	NT
CPSF2-I1	CPSF2
RPRD1B-I1	RPRD1B
PHF3-I5	PHF3
NT-I1	NT
RBBP6-I4	RBBP6
CPSF2-I1	CPSF2
LEO1-I2	LEO1
RPRD1A-I5	RPRD1A
CDC73-I2	CDC73
NT-I2	NT
RBBP6-I4	RBBP6
CPSF2-I1	CPSF2
NUDT21-I3	NUDT21
THOC5-I1	THOC5
RPRD1A-I5	RPRD1A
NT-I5	NT
NT-I6	NT
CPSF1-I3	CPSF1
CPSF3-I3	CPSF3
LEO1-I2	LEO1
LEO1-I2	LEO1
NT-I4	NT
NT-I3	NT
CPSF2-I1	CPSF2
CPSF1-I3	CPSF1
NT-I7	NT
PAF1-I6	PAF1
SRSF3-I1	SRSF3
CDC73-I2	CDC73
NT-I5	NT
RPRD1B-I1	RPRD1B
FIP1L1-I1	FIP1L1
CPSF1-I3	CPSF1
NT-I2	NT
RBBP6-I4	RBBP6
NUDT21-I3	NUDT21
NT-I9	NT
NT-I5	NT
RPRD1A-I5	RPRD1A
PABPC1-I1	PABPC1
CPSF1-I3	CPSF1
RBBP6-I4	RBBP6
PAPOLA-I3	PAPOLA
NT-I9	NT
LEO1-I2	LEO1
CPSF4-I8	CPSF4
CPSF1-I3	CPSF1
NT-I1	NT
CSTF3-I5	CSTF3
RPRD1B-I1	RPRD1B
LEO1-I2	LEO1
LEO1-I2	LEO1
NT-I1	NT
CPSF4-I8	CPSF4
CPSF3-I3	CPSF3
RBBP6-I4	RBBP6
NT-I10	NT
CPSF1-I3	CPSF1
CPSF4-I8	CPSF4
CDC73-I2	CDC73
RPRD1A-I5	RPRD1A
PAPOLA-I3	PAPOLA
PHF3-I5	PHF3
CPSF7-I1	CPSF7
NT-I2	NT
CDC73-I2	CDC73
PHF3-I5	PHF3
RPRD1A-I5	RPRD1A
SCAF11-I3	SCAF11
SCAF8-I3	SCAF8
NT-I9	NT
CPSF3-I3	CPSF3
CSTF3-I5	CSTF3
PCF11-I5	PCF11
PABPC1-I1	PABPC1
NT-I7	NT
CPSF6-I5	CPSF6
NT-I3	NT
NT-I9	NT
LEO1-I2	LEO1
SCAF11-I3	SCAF11
RPRD1A-I5	RPRD1A
CPSF6-I5	CPSF6
RBBP6-I4	RBBP6
RPRD1A-I5	RPRD1A
PABPC1-I1	PABPC1
RPRD1B-I1	RPRD1B
NT-I6	NT
CPSF7-I1	CPSF7
NT-I3	NT
PAPOLA-I3	PAPOLA
PAPOLA-I3	PAPOLA
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
RPRD1B-I1	RPRD1B
NT-I10	NT
CPSF3-I3	CPSF3
CPSF1-I3	CPSF1
NT-I2	NT
CPSF1-I3	CPSF1
NT-I1	NT
RPRD1A-I5	RPRD1A
CPSF7-I1	CPSF7
CPSF2-I1	CPSF2
CPSF6-I5	CPSF6
RPRD1B-I1	RPRD1B
CSTF3-I5	CSTF3
CSTF1-I5	CSTF1
SCAF11-I3	SCAF11
PAPOLA-I3	PAPOLA
SCAF11-I3	SCAF11
LEO1-I2	LEO1
RPRD1B-I1	RPRD1B
RBBP6-I4	RBBP6
NT-I7	NT
CPSF7-I1	CPSF7
CDC73-I2	CDC73
NT-I9	NT
LEO1-I2	LEO1
CSTF2-I4	CSTF2
NT-I6	NT
NUDT21-I3	NUDT21
CSTF2-I4	CSTF2
SCAF8-I3	SCAF8
NT-I6	NT
SCAF4-I4	SCAF4
PAPOLA-I3	PAPOLA
NT-I1	NT
PHF3-I5	PHF3
CPSF4-I8	CPSF4
NT-I10	NT
NUDT21-I3	NUDT21
SCAF8-I3	SCAF8
CPSF4-I8	CPSF4
PHF3-I5	PHF3
SYMPK-I3	SYMPK
NT-I5	NT
NT-I6	NT
NUDT21-I3	NUDT21
NT-I10	NT
SCAF4-I4	SCAF4
PABPN1-I2	PABPN1
SCAF4-I4	SCAF4
LEO1-I2	LEO1
NT-I5	NT
NT-I5	NT
PHF3-I5	PHF3
CPSF1-I3	CPSF1
PABPN1-I2	PABPN1
RBBP6-I4	RBBP6
NT-I10	NT
SCAF11-I3	SCAF11
SCAF8-I3	SCAF8
LEO1-I2	LEO1
PAF1-I6	PAF1
CPSF1-I3	CPSF1
NT-I4	NT
NUDT21-I3	NUDT21
NT-I6	NT
RPRD1B-I1	RPRD1B
CPSF3-I3	CPSF3
CTR9-I7	CTR9
CPSF3-I3	CPSF3
CTR9-I7	CTR9
CPSF7-I1	CPSF7
CPSF4-I8	CPSF4
SCAF4-I4	SCAF4
CTR9-I7	CTR9
SCAF11-I3	SCAF11
NT-I2	NT
LEO1-I2	LEO1
NT-I7	NT
PABPN1-I2	PABPN1
NT-I10	NT
NT-I8	NT
CPSF3-I3	CPSF3
NT-I7	NT
PAF1-I6	PAF1
CSTF2-I4	CSTF2
CPSF1-I3	CPSF1
NUDT21-I3	NUDT21
LEO1-I2	LEO1
CPSF1-I3	CPSF1
CSTF3-I5	CSTF3
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
CSTF3-I5	CSTF3
NT-I4	NT
CDC73-I2	CDC73
PCF11-I5	PCF11
CPSF6-I5	CPSF6
PAPOLA-I3	PAPOLA
NT-I9	NT
NT-I1	NT
CSTF3-I5	CSTF3
NUDT21-I3	NUDT21
CSTF2-I4	CSTF2
PAPOLA-I3	PAPOLA
NT-I3	NT
RPRD1A-I5	RPRD1A
NUDT21-I3	NUDT21
NT-I6	NT
NT-I7	NT
CPSF6-I5	CPSF6
FIP1L1-I1	FIP1L1
CSTF2-I4	CSTF2
LEO1-I2	LEO1
NT-I5	NT
NT-I4	NT
CSTF1-I5	CSTF1
NT-I10	NT
NT-I7	NT
SCAF4-I4	SCAF4
PAF1-I6	PAF1
CPSF7-I1	CPSF7
CPSF4-I8	CPSF4
LEO1-I2	LEO1
NT-I7	NT
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CSTF1-I5	CSTF1
CPSF2-I1	CPSF2
CSTF2-I4	CSTF2
CPSF7-I1	CPSF7
CPSF2-I1	CPSF2
PAPOLA-I3	PAPOLA
NT-I5	NT
RPRD1B-I1	RPRD1B
LEO1-I2	LEO1
CPSF1-I3	CPSF1
SCAF8-I3	SCAF8
NT-I6	NT
CPSF1-I3	CPSF1
PABPC1-I1	PABPC1
NT-I2	NT
CSTF2-I4	CSTF2
CDC73-I2	CDC73
RPRD1B-I1	RPRD1B
PABPN1-I2	PABPN1
NT-I6	NT
PHF3-I5	PHF3
NUDT21-I3	NUDT21
NT-I10	NT
FIP1L1-I1	FIP1L1
CPSF1-I3	CPSF1
CPSF4-I8	CPSF4
CTR9-I7	CTR9
CPSF6-I5	CPSF6
PABPC1-I1	PABPC1
NT-I8	NT
SF3A1-I5	SF3A1
CSTF3-I5	CSTF3
PABPC1-I1	PABPC1
NT-I1	NT
CSTF2-I4	CSTF2
RPRD1B-I1	RPRD1B
NT-I8	NT
THOC5-I1	THOC5
CSTF2-I4	CSTF2
PHF3-I5	PHF3
NT-I2	NT
CPSF7-I1	CPSF7
CPSF1-I3	CPSF1
NUDT21-I3	NUDT21
NUDT21-I3	NUDT21
CPSF3-I3	CPSF3
LEO1-I2	LEO1
PAPOLA-I3	PAPOLA
PAPOLA-I3	PAPOLA
CPSF3-I3	CPSF3
NT-I6	NT
PHF3-I5	PHF3
NT-I8	NT
CPSF4-I8	CPSF4
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
NT-I10	NT
NT-I5	NT
PABPN1-I2	PABPN1
SCAF8-I3	SCAF8
NT-I10	NT
CTR9-I7	CTR9
NT-I5	NT
NT-I3	NT
SCAF8-I3	SCAF8
PAPOLA-I3	PAPOLA
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
SRSF3-I1	SRSF3
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
SRSF3-I1	SRSF3
CSTF3-I5	CSTF3
PAPOLA-I3	PAPOLA
CPSF7-I1	CPSF7
NT-I6	NT
NUDT21-I3	NUDT21
NT-I1	NT
CDC73-I2	CDC73
CPSF1-I3	CPSF1
SCAF11-I3	SCAF11
CPSF2-I1	CPSF2
RPRD1A-I5	RPRD1A
PCF11-I5	PCF11
RBBP6-I4	RBBP6
SCAF8-I3	SCAF8
CPSF6-I5	CPSF6
PAPOLA-I3	PAPOLA
CTR9-I7	CTR9
PABPC1-I1	PABPC1
NT-I6	NT
PAF1-I6	PAF1
CSTF2-I4	CSTF2
NT-I6	NT
LEO1-I2	LEO1
NUDT21-I3	NUDT21
CPSF7-I1	CPSF7
CSTF2-I4	CSTF2
RBBP6-I4	RBBP6
NT-I7	NT
RPRD1A-I5	RPRD1A
NUDT21-I3	NUDT21
SCAF4-I4	SCAF4
THOC5-I1	THOC5
CPSF6-I5	CPSF6
CPSF1-I3	CPSF1
NT-I10	NT
PCF11-I5	PCF11
SCAF1-I2	SCAF1
PHF3-I5	PHF3
LEO1-I2	LEO1
SCAF11-I3	SCAF11
CSTF2-I4	CSTF2
RPRD1B-I1	RPRD1B
CSTF2-I4	CSTF2
CSTF3-I5	CSTF3
NT-I3	NT
CPSF4-I8	CPSF4
SCAF8-I3	SCAF8
PAPOLA-I3	PAPOLA
PAF1-I6	PAF1
LEO1-I2	LEO1
CPSF3-I3	CPSF3
CPSF1-I3	CPSF1
SCAF8-I3	SCAF8
RPRD1B-I1	RPRD1B
NT-I4	NT
NT-I2	NT
SCAF8-I3	SCAF8
CPSF2-I1	CPSF2
NT-I7	NT
LEO1-I2	LEO1
PAPOLA-I3	PAPOLA
NT-I3	NT
CSTF2-I4	CSTF2
PAPOLA-I3	PAPOLA
PABPC1-I1	PABPC1
LEO1-I2	LEO1
NT-I5	NT
SYMPK-I3	SYMPK
NUDT21-I3	NUDT21
CPSF4-I8	CPSF4
SCAF4-I4	SCAF4
NT-I6	NT
NUDT21-I3	NUDT21
NT-I5	NT
SCAF11-I3	SCAF11
RPRD1A-I5	RPRD1A
NUDT21-I3	NUDT21
NT-I6	NT
NT-I4	NT
CTR9-I7	CTR9
CPSF6-I5	CPSF6
PAPOLA-I3	PAPOLA
PABPN1-I2	PABPN1
CPSF1-I3	CPSF1
PHF3-I5	PHF3
RPRD1B-I1	RPRD1B
NT-I7	NT
PAPOLA-I3	PAPOLA
NUDT21-I3	NUDT21
LEO1-I2	LEO1
CPSF1-I3	CPSF1
CPSF6-I5	CPSF6
SCAF4-I4	SCAF4
RPRD1A-I5	RPRD1A
CPSF7-I1	CPSF7
NT-I9	NT
CPSF7-I1	CPSF7
SCAF8-I3	SCAF8
CPSF4-I8	CPSF4
CPSF7-I1	CPSF7
NUDT21-I3	NUDT21
SCAF8-I3	SCAF8
SCAF8-I3	SCAF8
CSTF2-I4	CSTF2
NT-I3	NT
CPSF4-I8	CPSF4
SCAF11-I3	SCAF11
PAPOLA-I3	PAPOLA
PABPC1-I1	PABPC1
PAPOLA-I3	PAPOLA
PABPC1-I1	PABPC1
NT-I2	NT
LEO1-I2	LEO1
LEO1-I2	LEO1
SCAF4-I4	SCAF4
NT-I1	NT
SCAF11-I3	SCAF11
CPSF1-I3	CPSF1
SCAF1-I2	SCAF1
CPSF7-I1	CPSF7
SCAF8-I3	SCAF8
NT-I7	NT
FIP1L1-I1	FIP1L1
LEO1-I2	LEO1
NT-I9	NT
NT-I6	NT
FIP1L1-I1	FIP1L1
CPSF1-I3	CPSF1
NUDT21-I3	NUDT21
CPSF7-I1	CPSF7
NT-I2	NT
PHF3-I5	PHF3
PAPOLA-I3	PAPOLA
NUDT21-I3	NUDT21
SCAF8-I3	SCAF8
NUDT21-I3	NUDT21
NT-I8	NT
CPSF1-I3	CPSF1
CPSF6-I5	CPSF6
NT-I9	NT
PHF3-I5	PHF3
PHF3-I5	PHF3
CSTF2-I4	CSTF2
NT-I10	NT
NUDT21-I3	NUDT21
RPRD1A-I5	RPRD1A
CPSF6-I5	CPSF6
LEO1-I2	LEO1
NT-I4	NT
NT-I6	NT
SCAF8-I3	SCAF8
NT-I4	NT
PHF3-I5	PHF3
NT-I1	NT
NUDT21-I3	NUDT21
CSTF3-I5	CSTF3
NUDT21-I3	NUDT21
NT-I9	NT
CPSF3-I3	CPSF3
NT-I8	NT
PAPOLA-I3	PAPOLA
NUDT21-I3	NUDT21
PHF3-I5	PHF3
PAPOLA-I3	PAPOLA
LEO1-I2	LEO1
CPSF1-I3	CPSF1
PHF3-I5	PHF3
CPSF7-I1	CPSF7
NUDT21-I3	NUDT21
NT-I4	NT
CPSF6-I5	CPSF6
NT-I7	NT
NT-I10	NT
RBBP6-I4	RBBP6
CPSF2-I1	CPSF2
NUDT21-I3	NUDT21
CPSF3-I3	CPSF3
CPSF4-I8	CPSF4
NT-I1	NT
NT-I5	NT
NT-I8	NT
SCAF8-I3	SCAF8
FIP1L1-I1	FIP1L1
CPSF6-I5	CPSF6
SCAF8-I3	SCAF8
CPSF6-I5	CPSF6
NT-I10	NT
LEO1-I2	LEO1
LEO1-I2	LEO1
SCAF8-I3	SCAF8
CSTF2-I4	CSTF2
CTR9-I7	CTR9
CSTF3-I5	CSTF3
CPSF7-I1	CPSF7
CPSF3-I3	CPSF3
SCAF4-I4	SCAF4
NUDT21-I3	NUDT21
PABPC1-I1	PABPC1
CSTF3-I5	CSTF3
NT-I9	NT
CPSF6-I5	CPSF6
SCAF4-I4	SCAF4
SCAF1-I2	SCAF1
CPSF1-I3	CPSF1
CSTF3-I5	CSTF3
PAF1-I6	PAF1
NT-I10	NT
CDC73-I2	CDC73
CPSF3L-I8	CPSF3L
SRSF3-I1	SRSF3
CPSF1-I3	CPSF1
SF3A1-I5	SF3A1
THOC5-I1	THOC5
CPSF6-I5	CPSF6
SCAF8-I3	SCAF8
FIP1L1-I1	FIP1L1
NT-I5	NT
NT-I9	NT
NT-I4	NT
NT-I2	NT
SCAF8-I3	SCAF8
SCAF11-I3	SCAF11
CSTF1-I5	CSTF1
CPSF7-I1	CPSF7
SCAF8-I3	SCAF8
CPSF2-I1	CPSF2
CPSF1-I3	CPSF1
PAPOLA-I3	PAPOLA
CPSF1-I3	CPSF1
SF3A1-I5	SF3A1
CPSF1-I3	CPSF1
NUDT21-I3	NUDT21
SCAF8-I3	SCAF8
NT-I3	NT
NT-I2	NT
SCAF8-I3	SCAF8
PAPOLA-I3	PAPOLA
PABPN1-I2	PABPN1
NUDT21-I3	NUDT21
SCAF11-I3	SCAF11
NT-I10	NT
NT-I7	NT
CPSF2-I1	CPSF2
PAF1-I6	PAF1
CPSF7-I1	CPSF7
NT-I10	NT
SCAF11-I3	SCAF11
NT-I10	NT
NT-I8	NT
CPSF1-I3	CPSF1
NT-I9	NT
SYMPK-I3	SYMPK
CPSF1-I3	CPSF1
SCAF11-I3	SCAF11
NT-I6	NT
CPSF6-I5	CPSF6
CSTF3-I5	CSTF3
NT-I10	NT
CSTF3-I5	CSTF3
CPSF7-I1	CPSF7
LEO1-I2	LEO1
SCAF8-I3	SCAF8
PAPOLA-I3	PAPOLA
LEO1-I2	LEO1
SCAF11-I3	SCAF11
CPSF2-I1	CPSF2
SCAF11-I3	SCAF11
NUDT21-I3	NUDT21
NT-I9	NT
CPSF3-I3	CPSF3
CPSF2-I1	CPSF2
NT-I6	NT
SCAF11-I3	SCAF11
NT-I10	NT
CPSF7-I1	CPSF7
PHF3-I5	PHF3
NT-I10	NT
CTR9-I7	CTR9
RPRD1A-I5	RPRD1A
CPSF1-I3	CPSF1
LEO1-I2	LEO1
SCAF8-I3	SCAF8
SCAF1-I2	SCAF1
FIP1L1-I1	FIP1L1
CDC73-I2	CDC73
CPSF3-I3	CPSF3
CPSF6-I5	CPSF6
CTR9-I7	CTR9
CPSF3-I3	CPSF3
PAPOLA-I3	PAPOLA
FIP1L1-I1	FIP1L1
NT-I2	NT
LEO1-I2	LEO1
PHF3-I5	PHF3
THOC5-I1	THOC5
CPSF6-I5	CPSF6
LEO1-I2	LEO1
RPRD1A-I5	RPRD1A
NT-I1	NT
LEO1-I2	LEO1
CPSF3-I3	CPSF3
NUDT21-I3	NUDT21
NT-I6	NT
SCAF11-I3	SCAF11
CPSF7-I1	CPSF7
NT-I6	NT
NT-I6	NT
NT-I3	NT
CSTF2-I4	CSTF2
NT-I10	NT
LEO1-I2	LEO1
NT-I3	NT
SCAF8-I3	SCAF8
NT-I6	NT
NUDT21-I3	NUDT21
NUDT21-I3	NUDT21
CPSF1-I3	CPSF1
SCAF4-I4	SCAF4
NT-I6	NT
NT-I6	NT
PHF3-I5	PHF3
NT-I10	NT
CPSF6-I5	CPSF6
CPSF1-I3	CPSF1
CDC73-I2	CDC73
NT-I7	NT
PABPN1-I2	PABPN1
CPSF1-I3	CPSF1
LEO1-I2	LEO1
CPSF6-I5	CPSF6
NUDT21-I3	NUDT21
CTR9-I7	CTR9
RBBP6-I4	RBBP6
NT-I10	NT
RPRD1B-I1	RPRD1B
SCAF4-I4	SCAF4
NT-I7	NT
SCAF4-I4	SCAF4
NT-I10	NT
LEO1-I2	LEO1
NT-I7	NT
CSTF2-I4	CSTF2
CPSF3-I3	CPSF3
CPSF3L-I8	CPSF3L
NUDT21-I3	NUDT21
PABPN1-I2	PABPN1
NT-I6	NT
PHF3-I5	PHF3
NT-I2	NT
RPRD1A-I5	RPRD1A
CTR9-I7	CTR9
NT-I2	NT
NT-I4	NT
SCAF8-I3	SCAF8
FIP1L1-I1	FIP1L1
LEO1-I2	LEO1
CPSF4-I8	CPSF4
CPSF1-I3	CPSF1
PAPOLA-I3	PAPOLA
NUDT21-I3	NUDT21
RPRD1B-I1	RPRD1B
CSTF1-I5	CSTF1
PHF3-I5	PHF3
PAPOLA-I3	PAPOLA
CPSF2-I1	CPSF2
SCAF8-I3	SCAF8
PABPN1-I2	PABPN1
NT-I7	NT
CSTF2-I4	CSTF2
CPSF7-I1	CPSF7
CPSF6-I5	CPSF6
CPSF1-I3	CPSF1
FIP1L1-I1	FIP1L1
CPSF3-I3	CPSF3
SCAF8-I3	SCAF8
PHF3-I5	PHF3
PAF1-I6	PAF1
CTR9-I7	CTR9
PCF11-I5	PCF11
RPRD1B-I1	RPRD1B
CPSF1-I3	CPSF1
PAPOLA-I3	PAPOLA
SCAF4-I4	SCAF4
CSTF3-I5	CSTF3
CTR9-I7	CTR9
PABPC1-I1	PABPC1
SCAF11-I3	SCAF11
LEO1-I2	LEO1
PCF11-I5	PCF11
CPSF2-I1	CPSF2
PHF3-I5	PHF3
SCAF1-I2	SCAF1
NT-I3	NT
RBBP6-I4	RBBP6
SCAF8-I3	SCAF8
CSTF2-I4	CSTF2
RBBP6-I4	RBBP6
RBBP6-I4	RBBP6
THOC5-I1	THOC5
SCAF1-I2	SCAF1
SCAF4-I4	SCAF4
SCAF11-I3	SCAF11
CPSF1-I3	CPSF1
CPSF2-I1	CPSF2
SCAF8-I3	SCAF8
CTR9-I7	CTR9
NT-I10	NT
NUDT21-I3	NUDT21
RPRD1B-I1	RPRD1B
RPRD1B-I1	RPRD1B
NT-I7	NT
SF3A1-I5	SF3A1
NT-I2	NT
SCAF4-I4	SCAF4
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
CPSF3-I3	CPSF3
CPSF1-I3	CPSF1
LEO1-I2	LEO1
SCAF11-I3	SCAF11
NT-I8	NT
NT-I9	NT
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
CPSF2-I1	CPSF2
NT-I3	NT
CPSF7-I1	CPSF7
PAPOLA-I3	PAPOLA
NT-I6	NT
NT-I7	NT
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
PAPOLA-I3	PAPOLA
NT-I6	NT
RPRD1A-I5	RPRD1A
CPSF1-I3	CPSF1
NT-I7	NT
SCAF1-I2	SCAF1
CPSF4-I8	CPSF4
NT-I8	NT
NT-I1	NT
NUDT21-I3	NUDT21
CSTF3-I5	CSTF3
PAPOLA-I3	PAPOLA
SCAF1-I2	SCAF1
NUDT21-I3	NUDT21
CSTF3-I5	CSTF3
FIP1L1-I1	FIP1L1
CPSF2-I1	CPSF2
SCAF8-I3	SCAF8
LEO1-I2	LEO1
CPSF1-I3	CPSF1
PABPC1-I1	PABPC1
SCAF8-I3	SCAF8
CPSF7-I1	CPSF7
SCAF8-I3	SCAF8
SCAF8-I3	SCAF8
SCAF11-I3	SCAF11
NT-I9	NT
NT-I6	NT
NT-I5	NT
SCAF8-I3	SCAF8
CSTF3-I5	CSTF3
CPSF3-I3	CPSF3
NT-I3	NT
SCAF8-I3	SCAF8
NT-I7	NT
LEO1-I2	LEO1
CSTF1-I5	CSTF1
CSTF2-I4	CSTF2
CSTF3-I5	CSTF3
NT-I7	NT
NT-I3	NT
NT-I1	NT
CPSF1-I3	CPSF1
CPSF6-I5	CPSF6
SCAF4-I4	SCAF4
SCAF11-I3	SCAF11
PAPOLA-I3	PAPOLA
NT-I7	NT
NT-I10	NT
CPSF1-I3	CPSF1
NT-I10	NT
PHF3-I5	PHF3
LEO1-I2	LEO1
NT-I1	NT
CTR9-I7	CTR9
NT-I6	NT
SCAF1-I2	SCAF1
CTR9-I7	CTR9
SCAF8-I3	SCAF8
NUDT21-I3	NUDT21
RBBP6-I4	RBBP6
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
NT-I10	NT
CPSF3L-I8	CPSF3L
NT-I10	NT
SCAF11-I3	SCAF11
CPSF1-I3	CPSF1
CPSF2-I1	CPSF2
CPSF6-I5	CPSF6
RPRD1B-I1	RPRD1B
CPSF7-I1	CPSF7
LEO1-I2	LEO1
PAPOLA-I3	PAPOLA
NT-I7	NT
NT-I6	NT
CPSF3-I3	CPSF3
CPSF1-I3	CPSF1
THOC5-I1	THOC5
NUDT21-I3	NUDT21
PAPOLA-I3	PAPOLA
LEO1-I2	LEO1
CSTF3-I5	CSTF3
THOC5-I1	THOC5
PHF3-I5	PHF3
CPSF3-I3	CPSF3
CSTF2-I4	CSTF2
PHF3-I5	PHF3
NUDT21-I3	NUDT21
NUDT21-I3	NUDT21
PABPC1-I1	PABPC1
RBBP6-I4	RBBP6
CPSF7-I1	CPSF7
RBBP6-I4	RBBP6
SCAF8-I3	SCAF8
NT-I6	NT
SCAF8-I3	SCAF8
CPSF1-I3	CPSF1
CDC73-I2	CDC73
RBBP6-I4	RBBP6
RPRD1A-I5	RPRD1A
PAPOLA-I3	PAPOLA
LEO1-I2	LEO1
SCAF8-I3	SCAF8
NT-I10	NT
RPRD1B-I1	RPRD1B
SCAF11-I3	SCAF11
PABPC1-I1	PABPC1
CSTF2-I4	CSTF2
NT-I8	NT
LEO1-I2	LEO1
NUDT21-I3	NUDT21
PHF3-I5	PHF3
PAPOLA-I3	PAPOLA
NT-I8	NT
NT-I1	NT
RPRD1A-I5	RPRD1A
SF3A1-I5	SF3A1
FIP1L1-I1	FIP1L1
CPSF1-I3	CPSF1
SCAF8-I3	SCAF8
PHF3-I5	PHF3
SCAF4-I4	SCAF4
SCAF4-I4	SCAF4
LEO1-I2	LEO1
CPSF6-I5	CPSF6
NUDT21-I3	NUDT21
RBBP6-I4	RBBP6
NT-I10	NT
CPSF1-I3	CPSF1
NT-I4	NT
CPSF3-I3	CPSF3
CPSF3L-I8	CPSF3L
NUDT21-I3	NUDT21
