geneID,KL1,KL2,KL3,WL1,WL2,WL3
ENSMUSG00000063971,0,0,0,0,0,0
ENSMUSG00000063972,66,62,20,40,26,37
ENSMUSG00000063975,0,2,0,5,0,0
ENSMUSG00000063994,0,0,0,0,0,0
ENSMUSG00000063998,0,0,0,0,0,0
ENSMUSG00000064006,0,0,0,0,0,0
ENSMUSG00000064010,0,0,0,0,0,0
ENSMUSG00000064016,0,0,0,0,0,0
ENSMUSG00000064023,0,0,0,1,1,3
ENSMUSG00000064030,342,349,276,306,320,278
ENSMUSG00000064036,0,0,0,1,0,0
ENSMUSG00000064037,135,114,67,207,212,116
ENSMUSG00000064039,0,0,0,0,0,0
ENSMUSG00000064044,0,0,0,0,0,0
ENSMUSG00000064057,0,0,0,0,2,0
ENSMUSG00000064061,100,108,66,147,124,152
ENSMUSG00000064063,0,0,0,0,0,0
ENSMUSG00000064065,1,4,3,6,7,3
ENSMUSG00000064068,279,271,254,356,310,266
ENSMUSG00000064080,820,885,28,948,1072,24
ENSMUSG00000064084,0,0,0,0,0,0
ENSMUSG00000064090,960,1048,2105,876,981,1069
ENSMUSG00000064105,53,47,21,26,28,60
ENSMUSG00000064109,88,74,125,85,74,30
ENSMUSG00000064110,0,0,0,0,0,0
ENSMUSG00000064115,0,0,0,2,2,0
ENSMUSG00000064120,1492,1468,1405,1958,2213,1580
ENSMUSG00000064121,0,0,0,0,0,0
ENSMUSG00000064125,0,1,0,0,0,1
ENSMUSG00000064127,819,707,495,738,745,796
ENSMUSG00000064128,249,251,146,584,620,326
ENSMUSG00000064129,0,0,0,0,0,0
ENSMUSG00000064137,0,0,0,0,0,0
ENSMUSG00000064138,382,343,340,418,426,499
ENSMUSG00000064140,0,0,0,0,0,0
ENSMUSG00000064141,3,12,5,12,6,14
ENSMUSG00000064145,637,690,778,743,790,725
ENSMUSG00000064147,4,11,19,28,26,30
ENSMUSG00000064156,0,0,0,0,0,0
ENSMUSG00000064158,0,0,0,2,0,1
ENSMUSG00000064165,0,0,0,0,0,0
ENSMUSG00000064177,0,0,0,2,3,1
ENSMUSG00000064179,10,5,3,9,15,2
ENSMUSG00000064181,223,240,182,277,285,212
ENSMUSG00000064194,0,0,0,0,0,0
ENSMUSG00000064201,0,0,0,0,0,0
ENSMUSG00000064202,3,1,1,1,0,0
ENSMUSG00000064210,1206,1141,465,1527,1590,964
ENSMUSG00000064213,0,0,0,0,0,0
ENSMUSG00000064215,398,392,285,380,375,133
ENSMUSG00000064220,0,0,0,0,0,0
ENSMUSG00000064223,0,0,0,0,0,0
ENSMUSG00000064224,0,0,0,0,0,0
ENSMUSG00000064225,8,1,7,33,37,1
ENSMUSG00000064232,0,0,0,0,0,12
ENSMUSG00000064246,23,27,133,81,104,228
ENSMUSG00000064247,0,0,2,2,9,3
ENSMUSG00000064252,0,0,0,0,0,0
ENSMUSG00000064254,127,86,121,70,85,126
ENSMUSG00000064259,0,0,0,0,0,0
ENSMUSG00000064262,4,1,0,5,3,0
ENSMUSG00000064264,15,7,6,12,8,5
ENSMUSG00000064267,34268,34814,28560,10275,11739,6205
ENSMUSG00000064272,1,1,0,0,1,0
ENSMUSG00000064280,0,3,0,6,3,0
ENSMUSG00000064284,72,64,54,39,60,67
ENSMUSG00000064288,1,3,2,1,4,6
ENSMUSG00000064289,5555,5666,7340,9684,9732,7648
ENSMUSG00000064293,0,0,0,1,0,0
ENSMUSG00000064294,0,0,0,0,0,0
ENSMUSG00000064302,526,514,318,574,612,630
ENSMUSG00000064307,36,25,35,66,36,58
ENSMUSG00000064308,0,0,0,0,0,0
ENSMUSG00000064310,0,0,0,0,0,0
ENSMUSG00000064325,0,0,0,0,0,0
ENSMUSG00000064326,88,77,96,115,101,122
ENSMUSG00000064329,0,0,0,0,0,0
ENSMUSG00000064330,7,4,5,3,5,3
ENSMUSG00000064333,0,0,0,0,0,0
ENSMUSG00000064341,39093,38492,72945,24764,24851,40388
ENSMUSG00000064345,20284,19538,26249,12662,12697,19819
ENSMUSG00000064351,232636,223653,291871,111041,109033,187427
ENSMUSG00000064354,2397,1556,1690,930,968,1081
ENSMUSG00000064356,3,0,3,0,1,0
ENSMUSG00000064357,183,224,880,123,114,533
ENSMUSG00000064358,689,644,981,479,590,582
ENSMUSG00000064360,12,17,83,6,11,31
ENSMUSG00000064363,26646,26547,19466,14812,15155,20691
ENSMUSG00000064367,61932,60750,55661,30436,32249,52874
ENSMUSG00000064368,645,502,2862,228,331,1340
ENSMUSG00000064370,56162,54468,67942,31366,31293,48494
ENSMUSG00000064373,2618,2799,878,7169,7353,966
ENSMUSG00000065947,10,4,13,5,11,17
ENSMUSG00000065952,0,0,0,0,0,2
ENSMUSG00000065954,1856,1930,857,1531,1695,1230
ENSMUSG00000065956,0,0,0,0,0,0
ENSMUSG00000065968,1,3,2,25,33,8
ENSMUSG00000065979,968,901,1041,263,271,350
ENSMUSG00000065987,0,0,1,0,0,0
ENSMUSG00000065990,835,862,1163,699,767,724
ENSMUSG00000065999,0,0,0,0,0,0
ENSMUSG00000066000,46,49,31,12,5,10
ENSMUSG00000066007,0,0,1,0,0,0
ENSMUSG00000066009,0,0,0,1,0,0
ENSMUSG00000066026,478,507,70,475,457,172
ENSMUSG00000066027,0,0,0,0,0,0
ENSMUSG00000066030,0,0,0,0,0,0
ENSMUSG00000066031,0,0,0,0,0,0
ENSMUSG00000066036,14164,14130,6046,14938,16258,12301
ENSMUSG00000066037,333,314,239,394,383,334
ENSMUSG00000066042,30,38,21,40,13,41
ENSMUSG00000066043,280,336,157,414,411,434
ENSMUSG00000066058,1,0,0,0,0,0
ENSMUSG00000066061,0,0,0,0,0,0
ENSMUSG00000066071,0,0,2,0,0,0
ENSMUSG00000066072,0,0,0,0,0,0
ENSMUSG00000066090,0,0,1,2,0,0
ENSMUSG00000066097,0,0,0,0,0,0
ENSMUSG00000066100,0,0,0,0,0,0
ENSMUSG00000066101,0,0,0,0,0,0
ENSMUSG00000066107,0,0,0,0,0,2
ENSMUSG00000066108,0,0,0,0,0,0
ENSMUSG00000066113,11,2,0,10,14,0
ENSMUSG00000066122,0,0,0,0,0,0
ENSMUSG00000066129,0,0,0,0,0,0
ENSMUSG00000066137,0,0,0,0,0,0
ENSMUSG00000066141,0,1,0,0,0,0
ENSMUSG00000066148,371,357,199,461,498,431
ENSMUSG00000066149,297,253,289,276,274,197
ENSMUSG00000066150,2157,2200,3147,4115,4191,3158
ENSMUSG00000066151,1824,1970,1191,2477,2596,1804
ENSMUSG00000066152,5290,5314,6649,7295,7635,4499
ENSMUSG00000066153,0,0,0,0,0,0
ENSMUSG00000066154,0,0,0,0,0,0
ENSMUSG00000066189,0,0,0,0,0,0
ENSMUSG00000066191,31,20,3,4,13,10
ENSMUSG00000066196,1,0,0,0,0,2
ENSMUSG00000066197,0,0,0,0,0,0
ENSMUSG00000066224,0,0,0,0,0,0
ENSMUSG00000066232,1808,1688,993,1364,1319,1483
ENSMUSG00000066233,14,13,19,12,21,12
ENSMUSG00000066235,11,17,4,5,10,2
ENSMUSG00000066239,0,0,0,0,0,0
ENSMUSG00000066240,0,0,0,0,0,0
ENSMUSG00000066241,0,0,0,0,0,0
ENSMUSG00000066242,0,0,0,0,0,0
ENSMUSG00000066257,0,0,0,0,0,0
ENSMUSG00000066258,878,995,1018,1666,1808,1137
ENSMUSG00000066262,0,0,0,0,0,0
ENSMUSG00000066263,0,0,0,0,0,0
ENSMUSG00000066268,0,0,0,0,0,0
ENSMUSG00000066269,0,0,0,0,0,0
ENSMUSG00000066272,0,0,0,0,0,0
ENSMUSG00000066273,0,0,0,0,0,0
ENSMUSG00000066278,714,750,920,742,842,892
ENSMUSG00000066279,1,2,0,2,0,0
ENSMUSG00000066306,1518,1491,523,1314,1453,1252
ENSMUSG00000066319,0,0,0,1,0,0
ENSMUSG00000066324,1537,1487,1512,620,574,924
ENSMUSG00000066357,76,67,30,51,53,55
ENSMUSG00000066359,0,0,0,0,0,0
ENSMUSG00000066361,0,0,1,0,5,0
ENSMUSG00000066363,512,509,440,1552,1854,1578
ENSMUSG00000066364,2,1,1,6,6,4
ENSMUSG00000066366,0,0,0,0,0,0
ENSMUSG00000066368,0,0,0,0,0,0
ENSMUSG00000066372,0,0,0,0,0,0
ENSMUSG00000066378,0,0,0,1,0,0
ENSMUSG00000066382,0,0,0,0,0,0
ENSMUSG00000066383,0,0,0,0,0,4
ENSMUSG00000066392,0,0,0,0,2,1
ENSMUSG00000066406,2130,2138,1526,5566,5708,6155
ENSMUSG00000066415,737,708,530,812,831,855
ENSMUSG00000066438,0,0,0,1,0,0
ENSMUSG00000066440,1029,909,549,968,954,1268
ENSMUSG00000066441,611,613,591,550,612,609
ENSMUSG00000066442,132,131,120,109,80,97
ENSMUSG00000066456,182,193,433,544,542,677
ENSMUSG00000066463,0,0,0,0,0,0
ENSMUSG00000066500,0,0,0,0,0,0
ENSMUSG00000066510,46,33,11,31,31,10
ENSMUSG00000066512,0,0,0,0,0,0
ENSMUSG00000066513,0,0,0,0,0,0
ENSMUSG00000066515,0,0,0,0,0,0
ENSMUSG00000066516,0,0,0,0,0,0
ENSMUSG00000066537,0,0,0,1,0,0
ENSMUSG00000066551,404,438,346,405,461,432
ENSMUSG00000066568,1172,1279,1241,1696,1936,1707
ENSMUSG00000066571,308,337,266,656,669,501
ENSMUSG00000066583,0,0,0,0,0,0
ENSMUSG00000066584,0,0,0,0,0,0
ENSMUSG00000066586,0,0,0,0,0,0
ENSMUSG00000066595,743,744,591,473,426,676
ENSMUSG00000066607,9,10,1,18,20,0
ENSMUSG00000066613,57,48,31,67,64,23
ENSMUSG00000066621,935,1049,568,626,664,668
ENSMUSG00000066637,32,35,49,63,62,54
ENSMUSG00000066640,271,262,130,266,267,226
ENSMUSG00000066643,28,17,3,14,24,11
ENSMUSG00000066652,0,0,0,0,0,0
ENSMUSG00000066671,0,0,0,0,0,0
ENSMUSG00000066672,0,0,0,0,0,0
ENSMUSG00000066677,3957,3924,2980,6429,7092,4179
ENSMUSG00000066682,427,491,303,913,915,622
ENSMUSG00000066684,663,810,647,1211,1435,1045
ENSMUSG00000066687,5,1,3,2,3,2
ENSMUSG00000066688,0,0,0,0,0,0
ENSMUSG00000066704,0,0,0,0,0,0
ENSMUSG00000066705,4,4,2,0,0,0
ENSMUSG00000066720,0,0,0,0,0,0
ENSMUSG00000066721,0,0,0,1,0,0
ENSMUSG00000066735,431,399,356,298,326,336
ENSMUSG00000066747,0,0,0,0,0,0
ENSMUSG00000066748,0,0,0,0,0,0
ENSMUSG00000066749,0,0,0,0,0,0
ENSMUSG00000066750,0,0,0,0,0,0
ENSMUSG00000066755,0,0,1,5,7,33
ENSMUSG00000066756,0,0,0,0,0,0
ENSMUSG00000066760,0,0,0,0,0,0
ENSMUSG00000066772,0,0,0,0,0,0
ENSMUSG00000066797,0,0,0,0,0,0
ENSMUSG00000066798,262,214,271,267,282,352
ENSMUSG00000066800,1892,1878,2655,322,378,970
ENSMUSG00000066803,0,0,0,0,0,0
ENSMUSG00000066804,0,0,0,0,0,0
ENSMUSG00000066810,0,0,0,0,0,0
ENSMUSG00000066820,0,0,0,0,0,0
ENSMUSG00000066828,0,0,0,0,0,0
ENSMUSG00000066829,8,21,4,22,26,39
ENSMUSG00000066838,14,12,9,13,14,20
ENSMUSG00000066839,52,56,42,65,60,75
ENSMUSG00000066842,6,2,6,4,4,11
ENSMUSG00000066850,0,0,0,0,0,0
ENSMUSG00000066861,3150,3236,3907,4829,5045,2630
ENSMUSG00000066867,1,0,0,0,0,0
ENSMUSG00000066877,1001,1034,683,180,189,412
ENSMUSG00000066878,24,9,9,8,11,10
ENSMUSG00000066880,412,399,398,269,300,319
ENSMUSG00000066892,195,165,221,182,199,180
ENSMUSG00000066894,17,15,18,19,24,13
ENSMUSG00000066896,0,0,0,0,0,0
ENSMUSG00000066897,0,0,0,0,0,0
ENSMUSG00000066899,0,0,0,0,0,0
ENSMUSG00000066900,1294,1306,1864,1550,1642,1118
ENSMUSG00000066905,0,0,0,0,0,0
ENSMUSG00000066936,0,0,0,0,0,0
ENSMUSG00000066938,0,0,0,0,0,0
ENSMUSG00000066952,3,1,6,12,4,7
ENSMUSG00000066964,0,0,0,0,0,0
ENSMUSG00000066975,7,4,5,1,2,3
ENSMUSG00000066979,880,940,890,910,965,858
ENSMUSG00000067001,2,0,0,2,0,2
ENSMUSG00000067006,0,0,0,0,0,0
ENSMUSG00000067010,0,0,0,0,0,0
ENSMUSG00000067028,0,0,0,0,0,0
ENSMUSG00000067049,2,3,5,18,20,88
ENSMUSG00000067064,0,0,0,0,0,0
ENSMUSG00000067071,67,64,134,114,132,118
ENSMUSG00000067081,0,0,0,0,0,0
ENSMUSG00000067085,0,0,0,2,0,0
ENSMUSG00000067122,0,0,0,0,0,0
ENSMUSG00000067144,0,0,0,0,0,0
ENSMUSG00000067148,152,126,124,138,152,157
ENSMUSG00000067149,44,53,3,199,210,0
ENSMUSG00000067150,392,435,180,479,486,418
ENSMUSG00000067158,2,0,0,0,1,0
ENSMUSG00000067173,0,0,0,0,0,0
ENSMUSG00000067186,5,6,0,0,1,0
ENSMUSG00000067194,936,951,941,805,806,709
ENSMUSG00000067199,3,4,5,0,4,15
ENSMUSG00000067201,2,0,0,0,0,0
ENSMUSG00000067206,1,3,0,1,2,0
ENSMUSG00000067212,9856,10326,13718,12669,13602,10597
ENSMUSG00000067215,0,0,0,0,0,0
ENSMUSG00000067219,19,17,35,18,19,32
ENSMUSG00000067220,0,0,0,0,0,0
ENSMUSG00000067225,0,0,0,0,0,0
ENSMUSG00000067229,0,0,0,0,0,0
ENSMUSG00000067231,0,0,0,0,0,0
ENSMUSG00000067235,0,3,1,1,0,0
ENSMUSG00000067242,0,0,0,0,0,0
ENSMUSG00000067261,0,0,0,0,0,0
ENSMUSG00000067262,0,0,0,0,0,0
ENSMUSG00000067274,12309,12977,17067,8043,8906,10759
ENSMUSG00000067276,2,1,0,6,3,0
ENSMUSG00000067279,8,0,0,2,1,0
ENSMUSG00000067285,0,0,0,0,0,0
ENSMUSG00000067288,1125,1127,1462,1390,1683,1861
ENSMUSG00000067292,0,0,0,0,0,0
ENSMUSG00000067297,170,203,307,213,184,358
ENSMUSG00000067299,0,0,0,0,0,0
ENSMUSG00000067336,1657,1644,848,1854,1861,2010
ENSMUSG00000067338,0,0,0,0,0,0
ENSMUSG00000067341,0,0,57,3,5,234
ENSMUSG00000067360,0,0,0,0,0,0
ENSMUSG00000067365,445,394,735,479,527,576
ENSMUSG00000067367,170,207,163,231,190,228
ENSMUSG00000067369,197,201,167,76,98,81
ENSMUSG00000067370,114,113,133,160,182,129
ENSMUSG00000067377,15,11,0,30,14,1
ENSMUSG00000067399,1,0,0,0,0,0
ENSMUSG00000067424,22,36,26,16,43,52
ENSMUSG00000067430,13,21,9,16,15,17
ENSMUSG00000067438,0,0,0,0,0,0
ENSMUSG00000067441,0,0,0,0,0,0
ENSMUSG00000067455,0,0,0,0,0,1
ENSMUSG00000067513,0,0,0,0,0,0
ENSMUSG00000067519,0,0,0,0,0,0
ENSMUSG00000067522,0,0,0,0,0,0
ENSMUSG00000067524,0,0,0,0,0,0
ENSMUSG00000067525,0,0,0,0,0,0
ENSMUSG00000067526,0,0,0,0,0,0
ENSMUSG00000067528,0,0,0,0,0,0
ENSMUSG00000067529,0,0,0,0,0,0
ENSMUSG00000067541,0,0,0,0,0,0
ENSMUSG00000067543,0,0,0,0,0,0
ENSMUSG00000067545,0,0,0,1,0,0
ENSMUSG00000067561,0,0,0,0,0,0
ENSMUSG00000067562,0,0,0,0,0,0
ENSMUSG00000067567,34,39,35,36,30,39
ENSMUSG00000067571,0,0,0,0,0,0
ENSMUSG00000067578,0,0,0,0,0,0
ENSMUSG00000067586,142,127,7,152,164,152
ENSMUSG00000067591,20,27,29,21,17,34
ENSMUSG00000067594,0,0,0,0,0,0
ENSMUSG00000067597,2,2,0,3,5,3
ENSMUSG00000067599,0,0,0,0,0,0
ENSMUSG00000067604,0,0,0,0,0,0
ENSMUSG00000067610,1,12,20,25,22,72
ENSMUSG00000067613,0,0,0,0,0,0
ENSMUSG00000067614,0,0,0,0,0,0
ENSMUSG00000067615,0,0,0,0,0,0
ENSMUSG00000067616,0,0,0,0,0,0
ENSMUSG00000067627,0,0,0,0,0,0
ENSMUSG00000067629,12,19,2,19,23,4
ENSMUSG00000067642,1,4,2,4,3,6
ENSMUSG00000067649,0,0,0,0,0,0
ENSMUSG00000067653,5,3,7,5,8,6
ENSMUSG00000067656,0,0,1,0,0,2
ENSMUSG00000067679,0,0,0,0,0,0
ENSMUSG00000067684,0,0,0,0,0,0
ENSMUSG00000067698,0,0,0,0,0,0
ENSMUSG00000067700,0,0,0,0,0,0
ENSMUSG00000067702,0,0,0,0,0,0
ENSMUSG00000067704,0,0,0,0,0,0
ENSMUSG00000067713,272,283,281,315,269,361
ENSMUSG00000067714,12,14,4,7,3,3
ENSMUSG00000067722,109,113,158,149,178,120
ENSMUSG00000067724,0,0,0,0,0,0
ENSMUSG00000067750,0,0,0,0,0,0
ENSMUSG00000067764,0,0,0,0,0,0
ENSMUSG00000067767,0,2,0,2,4,2
ENSMUSG00000067768,0,19,26,10,21,11
ENSMUSG00000067771,0,0,0,0,0,0
ENSMUSG00000067773,0,0,0,0,0,0
ENSMUSG00000067780,7,1,0,2,2,0
ENSMUSG00000067786,0,1,0,1,0,0
ENSMUSG00000067787,1627,1567,1244,622,620,601
ENSMUSG00000067795,0,0,0,0,0,0
ENSMUSG00000067813,0,0,0,0,0,0
ENSMUSG00000067818,223,166,1,220,219,2
ENSMUSG00000067825,77,90,83,79,88,143
ENSMUSG00000067847,282,344,459,344,342,287
ENSMUSG00000067848,0,0,0,0,0,0
ENSMUSG00000067851,3132,3277,2717,3564,3653,4620
ENSMUSG00000067855,1,0,0,0,2,0
ENSMUSG00000067860,0,0,0,0,0,0
ENSMUSG00000067872,0,3,0,0,1,0
ENSMUSG00000067873,324,382,170,281,246,250
ENSMUSG00000067878,1,1,0,1,0,2
ENSMUSG00000067879,0,0,0,0,0,0
ENSMUSG00000067882,0,0,0,0,0,0
ENSMUSG00000067889,42,82,17,50,60,26
ENSMUSG00000067909,0,0,0,0,0,0
ENSMUSG00000067916,484,584,494,603,577,408
ENSMUSG00000067919,0,1,0,0,0,0
ENSMUSG00000067924,40,57,34,38,38,39
ENSMUSG00000067925,41,46,28,29,43,22
ENSMUSG00000067928,16,24,8,36,27,28
ENSMUSG00000067929,12,12,7,7,10,6
ENSMUSG00000067931,237,219,107,82,101,149
ENSMUSG00000067941,0,0,0,0,0,0
ENSMUSG00000067942,209,190,137,356,379,220
ENSMUSG00000067951,0,0,0,0,0,0
ENSMUSG00000067971,0,0,0,0,0,0
ENSMUSG00000067995,396,385,443,360,316,394
ENSMUSG00000067996,0,0,0,0,0,0
ENSMUSG00000067998,0,0,0,0,0,2
ENSMUSG00000068008,0,0,0,0,0,0
ENSMUSG00000068009,0,0,0,0,0,0
ENSMUSG00000068011,0,0,0,0,0,0
ENSMUSG00000068015,658,643,692,1505,1545,1239
ENSMUSG00000068036,1617,1580,617,1241,1258,855
ENSMUSG00000068037,1,0,0,0,0,0
ENSMUSG00000068039,2543,2423,1603,2267,2483,2422
ENSMUSG00000068040,3426,3498,1791,3417,3389,2743
ENSMUSG00000068048,0,0,0,0,0,0
ENSMUSG00000068067,0,0,0,0,0,0
ENSMUSG00000068068,0,0,0,0,0,0
ENSMUSG00000068071,0,0,0,0,0,0
ENSMUSG00000068073,0,0,0,0,0,0
ENSMUSG00000068074,0,0,0,0,0,0
ENSMUSG00000068075,0,0,0,0,0,0
ENSMUSG00000068078,0,0,0,0,0,0
ENSMUSG00000068079,4,0,0,0,0,0
ENSMUSG00000068082,0,0,0,0,0,0
ENSMUSG00000068083,0,0,0,0,0,0
ENSMUSG00000068085,0,0,0,0,0,0
ENSMUSG00000068086,0,0,0,0,0,0
ENSMUSG00000068099,0,0,0,0,2,0
ENSMUSG00000068101,4,11,7,9,18,41
ENSMUSG00000068105,0,0,1,1,2,6
ENSMUSG00000068113,0,0,0,0,0,0
ENSMUSG00000068114,73,52,37,117,107,104
ENSMUSG00000068115,32,20,12,48,83,40
ENSMUSG00000068117,0,0,0,0,0,0
ENSMUSG00000068122,0,0,0,0,0,0
ENSMUSG00000068129,452,355,672,1903,1978,844
ENSMUSG00000068130,7,10,7,14,8,7
ENSMUSG00000068134,188,197,173,154,160,163
ENSMUSG00000068149,0,0,0,0,0,0
ENSMUSG00000068154,0,1,6,1,0,0
ENSMUSG00000068167,0,0,0,0,0,0
ENSMUSG00000068173,0,0,0,0,0,0
ENSMUSG00000068181,0,0,0,0,0,0
ENSMUSG00000068182,0,0,0,0,0,0
ENSMUSG00000068184,53,68,28,36,62,51
ENSMUSG00000068196,227,199,2,195,183,0
ENSMUSG00000068205,2,4,10,5,7,4
ENSMUSG00000068206,23,26,19,11,18,22
ENSMUSG00000068218,0,0,0,0,0,0
ENSMUSG00000068219,0,0,0,0,0,0
ENSMUSG00000068220,8148,8430,9088,6027,7057,3313
ENSMUSG00000068227,2,0,2,14,29,4
ENSMUSG00000068231,0,0,0,0,0,0
ENSMUSG00000068232,0,0,0,0,0,0
ENSMUSG00000068234,0,0,0,0,0,0
ENSMUSG00000068240,1261,1203,1733,1243,1274,1246
ENSMUSG00000068245,6512,6782,6220,8125,8793,6050
ENSMUSG00000068246,1195,1264,1313,1419,1548,1484
ENSMUSG00000068250,238,233,284,265,303,245
ENSMUSG00000068252,0,0,0,0,0,0
ENSMUSG00000068259,0,0,0,0,0,0
ENSMUSG00000068263,16,14,6,1,3,15
ENSMUSG00000068264,146,175,113,101,100,138
ENSMUSG00000068267,4657,4718,3635,2633,3037,2042
ENSMUSG00000068270,110,111,40,126,151,75
ENSMUSG00000068284,549,530,343,563,644,929
ENSMUSG00000068289,1,0,0,0,0,1
ENSMUSG00000068290,870,917,834,824,829,611
ENSMUSG00000068299,7,11,6,28,13,25
ENSMUSG00000068302,0,0,0,0,0,0
ENSMUSG00000068323,0,4,3,0,3,2
ENSMUSG00000068327,0,0,1,0,0,3
ENSMUSG00000068328,3124,3215,3685,3007,3248,2603
ENSMUSG00000068329,945,936,1941,1040,1094,1897
ENSMUSG00000068335,975,1006,1846,1591,1796,2578
ENSMUSG00000068341,0,0,0,0,0,0
ENSMUSG00000068349,0,0,0,0,0,0
ENSMUSG00000068373,0,0,0,0,2,0
ENSMUSG00000068391,300,370,493,438,436,372
ENSMUSG00000068392,0,0,0,0,0,0
ENSMUSG00000068394,93,79,46,104,153,125
ENSMUSG00000068399,0,0,0,0,0,1
ENSMUSG00000068407,0,0,0,0,0,5
ENSMUSG00000068417,406,419,1070,755,852,851
ENSMUSG00000068428,0,0,0,0,0,0
ENSMUSG00000068431,0,0,0,0,0,0
ENSMUSG00000068437,0,0,0,0,0,0
ENSMUSG00000068452,0,0,0,0,0,0
ENSMUSG00000068457,0,0,0,0,0,0
ENSMUSG00000068479,155,132,124,303,188,260
ENSMUSG00000068506,0,0,0,0,0,0
ENSMUSG00000068522,0,0,0,0,0,1
ENSMUSG00000068523,3314,3548,5349,3296,3199,3749
ENSMUSG00000068535,0,0,0,0,0,0
ENSMUSG00000068536,0,0,0,0,0,1
ENSMUSG00000068547,0,0,0,0,0,0
ENSMUSG00000068551,109,120,69,157,171,94
ENSMUSG00000068566,9776,9615,3573,5723,5968,2819
ENSMUSG00000068574,0,0,0,0,0,0
ENSMUSG00000068580,231,211,297,232,233,349
ENSMUSG00000068587,12,11,3,4,3,14
ENSMUSG00000068600,0,0,0,0,0,0
ENSMUSG00000068606,97,93,85,248,279,62
ENSMUSG00000068614,533,34,0,32,35,0
ENSMUSG00000068615,0,0,0,0,0,0
ENSMUSG00000068617,0,0,0,0,0,0
ENSMUSG00000068647,0,0,0,0,0,0
ENSMUSG00000068663,487,467,310,590,668,890
ENSMUSG00000068686,2,2,4,0,2,3
ENSMUSG00000068696,0,0,0,0,0,0
ENSMUSG00000068697,3,4,0,2,4,3
ENSMUSG00000068699,1016,1020,278,150,173,14
ENSMUSG00000068732,736,773,687,785,836,777
ENSMUSG00000068735,125,102,185,344,330,319
ENSMUSG00000068739,1107,1265,800,895,956,1241
ENSMUSG00000068740,3,1,0,0,5,1
ENSMUSG00000068742,166,158,106,131,144,95
ENSMUSG00000068744,193,158,98,69,49,76
ENSMUSG00000068745,1,0,0,0,2,0
ENSMUSG00000068747,2054,2097,960,627,624,933
ENSMUSG00000068748,5,2,0,1,0,0
ENSMUSG00000068749,2511,2650,3724,2557,2737,2779
ENSMUSG00000068758,1010,1007,1014,1094,1254,838
ENSMUSG00000068762,0,0,4,0,0,8
ENSMUSG00000068794,2,1,0,8,2,0
ENSMUSG00000068798,1114,1211,1671,1239,1161,1265
ENSMUSG00000068806,0,0,0,0,0,0
ENSMUSG00000068808,0,0,0,0,0,0
ENSMUSG00000068809,0,0,0,0,0,0
ENSMUSG00000068814,0,0,0,0,0,0
ENSMUSG00000068815,0,0,0,0,0,0
ENSMUSG00000068816,0,0,0,0,0,0
ENSMUSG00000068817,0,0,0,0,0,0
ENSMUSG00000068818,0,0,0,0,0,0
ENSMUSG00000068819,0,0,0,0,0,0
ENSMUSG00000068823,10498,10649,8195,6776,6986,8187
ENSMUSG00000068854,19,16,19,23,20,29
ENSMUSG00000068855,0,0,0,0,0,0
ENSMUSG00000068856,1371,1417,824,1184,1311,1048
ENSMUSG00000068859,1,0,1,0,0,1
ENSMUSG00000068860,0,0,1,0,0,0
ENSMUSG00000068874,25,18,24,28,28,42
ENSMUSG00000068876,0,0,0,0,0,0
ENSMUSG00000068877,3,0,2,0,0,0
ENSMUSG00000068879,0,0,0,0,0,0
ENSMUSG00000068882,1664,1794,1910,1623,1800,1922
ENSMUSG00000068885,0,0,0,0,0,0
ENSMUSG00000068887,0,0,0,0,0,0
ENSMUSG00000068888,0,0,0,0,0,0
ENSMUSG00000068889,0,0,0,0,0,0
ENSMUSG00000068890,0,0,0,0,0,0
ENSMUSG00000068893,0,0,0,0,0,0
ENSMUSG00000068917,351,384,213,457,432,346
ENSMUSG00000068921,333,327,268,371,439,374
ENSMUSG00000068922,153,149,144,193,219,197
ENSMUSG00000068923,247,235,149,109,99,159
ENSMUSG00000068940,0,0,0,0,0,0
ENSMUSG00000068947,0,0,0,0,0,0
ENSMUSG00000068950,0,0,0,0,0,0
ENSMUSG00000068959,47,49,32,96,59,46
ENSMUSG00000068962,0,0,0,3,0,0
ENSMUSG00000068966,293,298,234,289,264,346
ENSMUSG00000068999,0,0,0,0,0,0
ENSMUSG00000069020,356,348,411,446,557,452
ENSMUSG00000069036,0,0,0,0,0,0
ENSMUSG00000069038,0,0,0,0,0,0
ENSMUSG00000069041,0,0,1,1,0,0
ENSMUSG00000069044,0,0,0,0,0,0
ENSMUSG00000069045,2,1,0,0,0,0
ENSMUSG00000069049,1,0,0,0,0,0
ENSMUSG00000069053,0,0,0,0,0,0
ENSMUSG00000069072,0,0,0,0,0,0
ENSMUSG00000069080,0,0,0,0,0,0
ENSMUSG00000069085,0,0,0,0,0,0
ENSMUSG00000069089,1176,1274,1378,301,311,389
ENSMUSG00000069094,53,63,68,160,148,252
ENSMUSG00000069114,73,71,40,41,39,123
ENSMUSG00000069117,13,3,12,14,8,5
ENSMUSG00000069118,0,0,0,0,0,0
ENSMUSG00000069132,0,0,0,0,0,0
ENSMUSG00000069135,222,227,170,136,175,157
ENSMUSG00000069170,3,1,1,6,9,6
ENSMUSG00000069171,3,1,0,8,2,0
ENSMUSG00000069184,39,26,8,18,11,19
ENSMUSG00000069189,0,0,0,0,0,0
ENSMUSG00000069206,212,218,131,70,86,88
