6	21_Companion Cell	15	11.63	9e-06	0.000213230769230769	True	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300		

FILE mmc5.xlsx
SHEET Table Legend rows=1 cols=1
Table S4. Differentially expressed genes (avgLog2FC>0.25, p_val_adj<0.05) in wheat scRNA-seq, related to Figure 1

SHEET Table S4 rows=6945 cols=9
Gene_ID	p_val	avg_log2FC	pct.1	pct.2	pct.1/pct.2	p_val_adj	cluster	annotation
TraesCS5B03G1052800	7.18754809978924e-122	0.464641681846314	0.82	0.517	1.58607350096712	5.1631751774836e-117	0 - Unknown	[gene=LOC119312101] [db_xref=GeneID:119312101] [protein=dehydrin Rab15-like isoform X2] [protein_id=XP_037443734.1] [location=complement(join(618956313..618956576,618956656..618956844))] [gbkey=CDS]
TraesCS1B03G0069700	6.70075170989022e-94	0.411754258842941	0.882	0.633	1.39336492890995	4.81348499079964e-89	0 - Unknown	[gene=LOC119340483] [db_xref=GeneID:119340483] [protein=subtilisin-chymotrypsin inhibitor-2A-like] [protein_id=XP_037468606.1] [location=16370953..16371177] [gbkey=CDS]
TraesCS2B03G1501600	8.41455613826239e-91	0.405176460953574	0.842	0.602	1.39867109634551	6.04459640192079e-86	0 - Unknown	[gene=LOC119366462] [db_xref=GeneID:119366462] [protein=4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1b, chloroplastic] [protein_id=XP_037488099.1] [location=complement(join(805147782..805148013,805148133..805148238,805148574..805148676,805148915..805148949,805149059..805149392,805149496..805149754,805150088..805150175,805150268..805150339,805150483..805150558,805150749..805150807,805150901..805150970,805151138..805151413))] [gbkey=CDS]
TraesCS5A03G0948700	1.47595579163646e-76	0.344475261864151	0.736	0.485	1.51752577319588	1.06025284292205e-71	0 - Unknown	[gene=LOC119303228] [db_xref=GeneID:119303228] [protein=cytochrome P450 81Q32-like] [protein_id=XP_037436232.1] [location=join(599223149..599224084,599225389..599226003)] [gbkey=CDS]
TraesCS5A03G1006700	2.42287687506105e-76	0.434619499172774	0.547	0.348	1.57183908045977	1.74047360320011e-71	0 - Unknown	[gene=LOC119298113] [db_xref=GeneID:119298113] [protein=dehydrin Rab15-like] [protein_id=XP_037431525.1] [location=complement(join(617453350..617453613,617453707..617453892))] [gbkey=CDS]
TraesCS3B03G0498100	3.85426051159366e-71	0.255810492855814	0.988	0.876	1.12785388127854	2.76870803850331e-66	0 - Unknown	[gene=LOC119275728] [db_xref=GeneID:119275728] [protein=late embryogenis abundant protein 41-like] [protein_id=XP_037412525.1] [location=complement(244410913..244411200)] [gbkey=CDS]
TraesCS4B03G0489300	3.71077064945591e-69	0.295848679460784	0.886	0.688	1.28779069767442	2.66563209603666e-64	0 - Unknown	[gene=LOC119296278] [db_xref=GeneID:119296278] [protein=ricin B-like lectin R40C1] [protein_id=XP_037430575.1] [location=join(391936166..391936468,391936635..391937144,391937293..391937521,391937727..391937728)] [gbkey=CDS]
TraesCS3D03G0146400	5.04056296328022e-61	0.29460558461174	0.879	0.673	1.30609212481426	3.62088840467234e-56	0 - Unknown	[gene=LOC119266974] [db_xref=GeneID:119266974] [protein=metallothionein-like protein 1] [protein_id=XP_037404155.1] [location=complement(join(45347059..45347224,45347568..45347632))] [gbkey=CDS]
TraesCS5B03G1052600	6.53205777136975e-60	0.352167660114163	0.39	0.207	1.88405797101449	4.69230370006346e-55	0 - Unknown	[gene=LOC119312101] [db_xref=GeneID:119312101] [protein=dehydrin Rab15-like isoform X2] [protein_id=XP_037443734.1] [location=complement(join(618956313..618956576,618956656..618956844))] [gbkey=CDS]
TraesCS1B03G0841700	2.63562518671189e-59	0.323918774980301	0.425	0.234	1.81623931623932	1.89330135287449e-54	0 - Unknown	[gene=LOC119348552] [db_xref=GeneID:119348552] [protein=UPF0098 protein CPn_0877/CP_0992/CPj0877/CpB0906-like] [protein_id=XP_037472488.1] [location=complement(join(545656151..545656225,545656314..545656838))] [gbkey=CDS]
TraesCS3D03G0061500	1.19040185719109e-58	0.366072725872009	0.599	0.384	1.55989583333333	8.5512517411322e-54	0 - Unknown	[gene=LOC119266816] [db_xref=GeneID:119266816] [protein=Bowman-Birk type trypsin inhibitor-like isoform X1] [protein_id=XP_037403991.1] [location=complement(join(24761382..24761803,24761894..24762005))] [gbkey=CDS]

FILE mmc6.xlsx
SHEET Table Legend rows=1 cols=1
Table S5. scRNA-seq derived marker genes that show cell type-specific expression in stereo-seq sections, related to Figure 2

SHEET Table S5 rows=117 cols=6
Cell type identity	Gene list used for plotting in Stereo-seq	Sections to show	Genes showing expected expression pattern among the Top 20 DEGs	Orthologous to known marker genes	Reference Literature
Epidermis	TraesCS2D03G0324400	experiment 2 section 3	TraesCS2D03G0324500		
	TraesCS2D03G0324500		TraesCS2D03G0324400		
			TraesCS2A03G0309200		
			TraesCS2B03G0426900		
			TraesCS2B03G0426800		
			TraesCS2A03G0309100LC		
			TraesCS7B03G1286700		
			TraesCS2B03G0426600LC		
			TraesCS5B03G1313300		
			TraesCS2B03G1540400		
			TraesCS6B03G0242600		

FILE mmc10.xlsx
SHEET Table Legend rows=3 cols=1
Table S9. Cross-species tissue-specific markers ranking table for A.thaliana, T.aestivum, O.sativa, and Z.mays, related to Figure 5



SHEET A. thaliana rows=8248 cols=13
A. thaliana	T. aestivum	O. sativa	Z. mays	Cell type	Orthogroup	Conservation	Rank	Ath best marker alias	Wheat subgenome stability	Wheat subgenome specificity	Best marker	Other markers
True	True	True	True	Cortex	ORTHO905GF000160	4	1	DRN1	stable	specific	AT2G45180	AT1G12090, AT1G62510
True	True	True	True	Xylem	ORTHO905GF006895	4	2	VRLK1			AT1G79620	
True	True	True	True	Xylem	ORTHO905GF003247	4	3	XCP1			AT4G35350	AT1G20850
True	True	True	True	Xylem	ORTHO905GF000851	4	4	TBL33			AT2G40320	AT5G01360
True	True	True	True	Xylem	ORTHO905GF007961	4	5	IQD13			AT3G59690	
True	True	True	True	Endodermis	ORTHO905GF000291	4	6	PER9	stable	specific	AT1G44970	AT5G66390
True	True	True	True	Xylem	ORTHO905GF011940	4	7	AT2G04850			AT2G04850	
True	True	True	True	Xylem	ORTHO905GF002782	4	8	UXT1			AT2G28315	
True	True	True	True	Xylem	ORTHO905GF000303	4	9	ROP8	stable	unspecific	AT2G44690	AT5G45970, AT1G75840
True	True	True	True	Xylem	ORTHO905GF002577	4	10	AT2G36355	stable	unspecific	AT2G36355	AT2G27740, AT3G52920, AT3G52900, AT3G09980
True	True	True	True	Xylem	ORTHO905GF009586	4	11	CESA7	stable	unspecific	AT5G17420	

SHEET T. aestivum rows=8248 cols=13
A. thaliana	T. aestivum	O. sativa	Z. mays	Cell type	Orthogroup	Conservation	Rank	Ath best marker alias	Wheat subgenome stability	Wheat subgenome specificity	Best marker	Other markers
True	True	True	True	Cortex	ORTHO905GF000160	4	1	DRN1	stable	specific	TraesCS1A03G0554700	TraesCS1B03G0646400, TraesCS2D03G0925700, TraesCS2A03G0988000
True	True	True	True	Xylem	ORTHO905GF006895	4	2	VRLK1			TraesCS4D03G0434100	TraesCS4A03G0280400, TraesCS4B03G0486500
True	True	True	True	Xylem	ORTHO905GF003247	4	3	XCP1			TraesCS5D03G0377000	TraesCS5A03G0388600, TraesCS5B03G0387000, TraesCS1D03G0049400, TraesCS1A03G0062800, TraesCS1B03G0066500
True	True	True	True	Xylem	ORTHO905GF000851	4	4	TBL33			TraesCS5A03G1115100	TraesCS5D03G1067600, TraesCS5B03G1183000
True	True	True	True	Xylem	ORTHO905GF007961	4	5	IQD13			TraesCS3D03G0867400	
True	True	True	True	Endodermis	ORTHO905GF000291	4	6	PER9	stable	specific	TraesCS3A03G0429700	TraesCS3D03G0402800, TraesCS6B03G0945500, TraesCS3B03G0508500, TraesCS2A03G0749000, TraesCS3D03G0402600, TraesCS3B03G0508400, TraesCS3B03G0507800, TraesCS2D03G0692900, TraesCS3A03G0429900, TraesCS3D03G0402300, TraesCS2B03G0825500
True	True	True	True	Xylem	ORTHO905GF011940	4	7	AT2G04850			TraesCS4B03G0706600	TraesCS4A03G0086500
True	True	True	True	Xylem	ORTHO905GF002782	4	8	UXT1			TraesCS2D03G0861600	TraesCS2B03G1012300
True	True	True	True	Xylem	ORTHO905GF000303	4	9	ROP8	stable	unspecific	TraesCS7A03G0446200	TraesCS7D03G0430200
True	True	True	True	Xylem	ORTHO905GF002577	4	10	AT2G36355	stable	unspecific	TraesCS2A03G0730800	TraesCS2B03G0806600, TraesCS2D03G0673900
True	True	True	True	Xylem	ORTHO905GF009586	4	11	CESA7	stable	unspecific	TraesCS5A03G0570800	TraesCS5B03G0582100, TraesCS5D03G0536900

SHEET O.sativa rows=8248 cols=13
A. thaliana	T. aestivum	O. sativa	Z. mays	Cell type	Orthogroup	Conservation	Rank	Ath best marker alias	Wheat subgenome stability	Wheat subgenome specificity	Best marker	Other markers
True	True	True	True	Cortex	ORTHO905GF000160	4	1	DRN1	stable	specific	LOC_Os04g46810	LOC_Os10g40530, LOC_Os04g46820, LOC_Os10g40510, LOC_Os02g44310, LOC_Os10g40520
True	True	True	True	Xylem	ORTHO905GF006895	4	2	VRLK1			LOC_Os03g21230	
True	True	True	True	Xylem	ORTHO905GF003247	4	3	XCP1			LOC_Os01g73980	LOC_Os05g01810
True	True	True	True	Xylem	ORTHO905GF000851	4	4	TBL33			LOC_Os05g28830	
True	True	True	True	Xylem	ORTHO905GF007961	4	5	IQD13			LOC_Os01g67090	
True	True	True	True	Endodermis	ORTHO905GF000291	4	6	PER9	stable	specific	LOC_Os04g34630	LOC_Os01g15810
True	True	True	True	Xylem	ORTHO905GF011940	4	7	AT2G04850			LOC_Os03g09850	
True	True	True	True	Xylem	ORTHO905GF002782	4	8	UXT1			LOC_Os02g41780	
True	True	True	True	Xylem	ORTHO905GF000303	4	9	ROP8	stable	unspecific	LOC_Os06g12790	LOC_Os02g20850, LOC_Os02g50860
True	True	True	True	Xylem	ORTHO905GF002577	4	10	AT2G36355	stable	unspecific	LOC_Os02g32650	LOC_Os04g33450
True	True	True	True	Xylem	ORTHO905GF009586	4	11	CESA7	stable	unspecific	LOC_Os09g25490	

SHEET Z.mays rows=32927 cols=24
A. thaliana	T. aestivum	O. sativa	Z. mays	Cell type	Orthogroup	Conservation	Rank	Ath best marker alias	Wheat subgenome stability	Wheat subgenome specificity	Best marker	Other markers										Zm00001eb000010	Zm00001d027230
True	True	True	True	Cortex	ORTHO905GF000160	4	1	DRN1	stable	specific	Zm00001d026163	Zm00001d029859, Zm00001d017508, Zm00001d026162, Zm00001d027290, Zm00001d051384										Zm00001eb000020	Zm00001d027231
True	True	True	True	Xylem	ORTHO905GF006895	4	2	VRLK1			Zm00001d029012											Zm00001eb000050	Zm00001d027234
True	True	True	True	Xylem	ORTHO905GF003247	4	3	XCP1			Zm00001d035689	Zm00001d011787										Zm00001eb000060	Zm00001d027239
True	True	True	True	Xylem	ORTHO905GF000851	4	4	TBL33			Zm00001d034621											Zm00001eb000070	Zm00001d027240
True	True	True	True	Xylem	ORTHO905GF007961	4	5	IQD13			Zm00001d012167											Zm00001eb000080	Zm00001d027242
True	True	True	True	Endodermis	ORTHO905GF000291	4	6	PER9	stable	specific	Zm00001d009373											Zm00001eb000100	Zm00001d027244
True	True	True	True	Xylem	ORTHO905GF011940	4	7	AT2G04850			Zm00001d028170											Zm00001eb000140	Zm00001d027249
True	True	True	True	Xylem	ORTHO905GF002782	4	8	UXT1			Zm00001d003012											Zm00001eb000150	Zm00001d027250
True	True	True	True	Xylem	ORTHO905GF000303	4	9	ROP8	stable	unspecific	Zm00001d052273	Zm00001d053899										Zm00001eb000170	Zm00001d027257
True	True	True	True	Xylem	ORTHO905GF002577	4	10	AT2G36355	stable	unspecific	Zm00001d016683											Zm00001eb000180	Zm00001d027256
True	True	True	True	Xylem	ORTHO905GF009586	4	11	CESA7	stable	unspecific	Zm00001d005775											Zm00001eb000190	Zm00001d027259

SHEET wheat triad DEG information rows=4546 cols=7
Homeologous_ID	Triads	Gene	is_Marker_of_Cluster	Marker specificity	Marker stability	Genome Asymmetry
TraesCS1A03G0001500	TraesCS1A03G0001500	TraesCS1A03G0001500	13Phloem	specific	stable	
TraesCS1A03G0001500		TraesCS6B03G0292100	NA			
TraesCS1A03G0001500		TraesCS7D03G0267800	NA			
TraesCS1A03G0016300	TraesCS1A03G0016300	TraesCS1D03G0008200	13Phloem	specific	stable	
TraesCS1A03G0016300		TraesCS1A03G0016300	NA			
TraesCS1A03G0016300		TraesCS1B03G0015900	NA			
TraesCS1A03G0037100	TraesCS1A03G0037100	TraesCS1B03G0038800	14RootCap	unspecific	unstable	
TraesCS1A03G0037100		TraesCS1A03G0037100	5Unknown_14RootCap_11Endodermis/Phloem			
TraesCS1A03G0037100		TraesCS1D03G0027600	NA			
TraesCS1A03G0037300	TraesCS1A03G0037300	TraesCS1A03G0037300	11Endodermis/Phloem	specific	stable	
TraesCS1A03G0037300		TraesCS1B03G0038600	NA			

