category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1903639	1.00000000002009	0.985916719091746	0	1	regulation of gastrin-induced gastric acid secretion	BP	1	1
GO:1903640	1.00000000002009	0.985916719091746	0	1	negative regulation of gastrin-induced gastric acid secretion	BP	1	1
GO:0015876	1.0000000000201	0.936605268897379	0	1	acetyl-CoA transport	BP	1	1
GO:0051835	1.00000000002012	0.757943634712189	0	3	positive regulation of synapse structural plasticity	BP	1	1
GO:0080170	1.00000000002013	0.940145154724878	0	1	hydrogen peroxide transmembrane transport	BP	1	1
GO:0001887	1.00000000002026	0.903203390842237	0	2	selenium compound metabolic process	BP	1	1
GO:0006781	1.00000000002028	0.905529954155861	0	1	succinyl-CoA pathway	BP	1	1
GO:0072755	1.00000000002028	0.938706165916308	0	1	cellular response to benomyl	BP	1	1
GO:1901561	1.00000000002028	0.938706165916308	0	1	response to benomyl	BP	1	1
GO:1903913	1.0000000000203	0.980692025843172	0	1	regulation of fusion of virus membrane with host plasma membrane	BP	1	1
GO:1903914	1.0000000000203	0.980692025843172	0	1	negative regulation of fusion of virus membrane with host plasma membrane	BP	1	1
GO:1903393	1.00000000002034	0.867809473145221	0	2	positive regulation of adherens junction organization	BP	1	1
GO:0051102	1.00000000002034	0.943730494114304	0	1	DNA ligation involved in DNA recombination	BP	1	1
GO:0075713	1.00000000002034	0.943730494114304	0	1	establishment of integrated proviral latency	BP	1	1
GO:1904210	1.00000000002038	0.940695804487587	0	1	VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:1904239	1.00000000002038	0.940695804487587	0	1	regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:1904240	1.00000000002038	0.940695804487587	0	1	negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:0060598	1.00000000002039	0.945422905170863	0	1	dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis	BP	1	1
GO:1903720	1.00000000002039	0.924266486074379	0	2	negative regulation of I-kappaB phosphorylation	BP	1	1
GO:0050828	1.0000000000204	0.951962311092615	0	1	regulation of liquid surface tension	BP	1	1
GO:0043381	1.00000000002042	0.933101788392992	0	2	negative regulation of memory T cell differentiation	BP	1	1
GO:0038002	1.00000000002045	0.932738382033177	0	1	endocrine signaling	BP	1	1
GO:0032491	1.0000000000205	0.941440940062067	0	1	detection of molecule of fungal origin	BP	1	1
GO:0014736	1.0000000000205	0.958864297399744	0	1	negative regulation of muscle atrophy	BP	1	1
GO:0014876	1.0000000000205	0.958864297399744	0	1	response to injury involved in regulation of muscle adaptation	BP	1	1
GO:0072658	1.00000000002051	0.806264457134178	0	2	maintenance of protein location in membrane	BP	1	1
GO:0072660	1.00000000002051	0.806264457134178	0	2	maintenance of protein location in plasma membrane	BP	1	1
GO:2000492	1.00000000002052	0.781617731090896	0	4	regulation of interleukin-18-mediated signaling pathway	BP	1	1
GO:0072706	1.00000000002052	0.940221619031504	0	1	response to sodium dodecyl sulfate	BP	1	1
GO:0072707	1.00000000002052	0.940221619031504	0	1	cellular response to sodium dodecyl sulfate	BP	1	1
GO:2001304	1.00000000002061	0.940977850182185	0	1	lipoxin B4 metabolic process	BP	1	1
GO:2001306	1.00000000002061	0.940977850182185	0	1	lipoxin B4 biosynthetic process	BP	1	1
GO:0045219	1.00000000002061	0.939660858719571	0	1	regulation of FasL production	BP	1	1
GO:0045221	1.00000000002061	0.939660858719571	0	1	negative regulation of FasL production	BP	1	1
GO:0046166	1.00000000002064	0.907142980118212	0	2	glyceraldehyde-3-phosphate biosynthetic process	BP	1	1
GO:0003144	1.00000000002065	0.971098441997177	0	1	embryonic heart tube formation	BP	1	1
GO:0071298	1.00000000002071	0.940709313938539	0	1	cellular response to L-ascorbic acid	BP	1	1
GO:1904651	1.00000000002071	0.940709313938539	0	1	positive regulation of fat cell apoptotic process	BP	1	1
GO:2000486	1.00000000002071	0.940709313938539	0	1	negative regulation of glutamine transport	BP	1	1
GO:0060427	1.00000000002074	0.901479416461898	0	1	lung connective tissue development	BP	1	1
GO:0060618	1.00000000002074	0.901479416461898	0	1	nipple development	BP	1	1
GO:0060658	1.00000000002074	0.901479416461898	0	1	nipple morphogenesis	BP	1	1
GO:0010645	1.00000000002075	0.940642277738937	0	1	regulation of cell communication by chemical coupling	BP	1	1
GO:0010652	1.00000000002075	0.940642277738937	0	1	positive regulation of cell communication by chemical coupling	BP	1	1
GO:0086044	1.00000000002075	0.940642277738937	0	1	atrial cardiac muscle cell to AV node cell communication by electrical coupling	BP	1	1
GO:0086055	1.00000000002075	0.940642277738937	0	1	Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling	BP	1	1
GO:0098906	1.00000000002075	0.940642277738937	0	1	regulation of Purkinje myocyte action potential	BP	1	1
GO:1990029	1.00000000002075	0.940642277738937	0	1	vasomotion	BP	1	1
GO:1904344	1.00000000002075	0.952110655492964	0	1	regulation of gastric mucosal blood circulation	BP	1	1
GO:1904346	1.00000000002075	0.952110655492964	0	1	positive regulation of gastric mucosal blood circulation	BP	1	1
GO:1990768	1.00000000002075	0.952110655492964	0	1	gastric mucosal blood circulation	BP	1	1
GO:0043095	1.00000000002076	0.968884012882937	0	1	regulation of GTP cyclohydrolase I activity	BP	1	1
GO:0043105	1.00000000002076	0.968884012882937	0	1	negative regulation of GTP cyclohydrolase I activity	BP	1	1
GO:1902551	1.00000000002083	0.924119674626164	0	2	regulation of catalase activity	BP	1	1
GO:0042543	1.00000000002088	0.966506581095963	0	1	protein N-linked glycosylation via arginine	BP	1	1
GO:0019481	1.00000000002097	0.931785888879404	0	1	L-alanine catabolic process, by transamination	BP	1	1
GO:0000454	1.00000000002099	0.849186379651585	0	3	snoRNA guided rRNA pseudouridine synthesis	BP	1	1
GO:0035352	1.00000000002105	0.800285792764063	0	4	NAD transmembrane transport	BP	1	1
GO:0042669	1.00000000002108	0.928710129246621	0	1	regulation of inner ear auditory receptor cell fate specification	BP	1	1
GO:0060454	1.00000000002109	0.877517725555705	0	2	positive regulation of gastric acid secretion	BP	1	1
GO:0035936	1.00000000002116	0.908862971047258	0	2	testosterone secretion	BP	1	1
GO:2000843	1.00000000002116	0.908862971047258	0	2	regulation of testosterone secretion	BP	1	1
GO:2000845	1.00000000002116	0.908862971047258	0	2	positive regulation of testosterone secretion	BP	1	1
GO:0001985	1.00000000002117	0.922625997807266	0	1	negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure	BP	1	1
GO:0071109	1.00000000002117	0.764016290775577	0	2	superior temporal gyrus development	BP	1	1
GO:0043060	1.00000000002119	0.930199586214494	0	1	meiotic metaphase I plate congression	BP	1	1
GO:0051311	1.00000000002119	0.930199586214494	0	1	meiotic metaphase plate congression	BP	1	1
GO:0016182	1.00000000002121	0.84121482992098	0	2	synaptic vesicle budding from endosome	BP	1	1
GO:0021966	1.00000000002124	0.84963741797524	0	2	corticospinal neuron axon guidance	BP	1	1
GO:2000606	1.00000000002126	0.9378037353984	0	1	regulation of cell proliferation involved in mesonephros development	BP	1	1
GO:2000607	1.00000000002126	0.9378037353984	0	1	negative regulation of cell proliferation involved in mesonephros development	BP	1	1
GO:2000683	1.00000000002126	0.9378037353984	0	1	regulation of cellular response to X-ray	BP	1	1
GO:2000699	1.00000000002126	0.9378037353984	0	1	fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:2000701	1.00000000002126	0.9378037353984	0	1	glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:2000702	1.00000000002126	0.9378037353984	0	1	regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:2000703	1.00000000002126	0.9378037353984	0	1	negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:2000733	1.00000000002126	0.9378037353984	0	1	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:2000734	1.00000000002126	0.9378037353984	0	1	negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	BP	1	1
GO:1901080	1.00000000002127	0.871106279292436	0	2	regulation of relaxation of smooth muscle	BP	1	1
GO:0031990	1.00000000002128	0.874262340594713	0	2	mRNA export from nucleus in response to heat stress	BP	1	1
GO:0031247	1.00000000002128	0.891896524202408	0	2	actin rod assembly	BP	1	1
GO:0021742	1.00000000002129	0.925122481487307	0	1	abducens nucleus development	BP	1	1
GO:0021743	1.00000000002129	0.925122481487307	0	1	hypoglossal nucleus development	BP	1	1
GO:1901685	1.00000000002129	0.809712759735427	0	4	glutathione derivative metabolic process	BP	1	1
GO:1901687	1.00000000002129	0.809712759735427	0	4	glutathione derivative biosynthetic process	BP	1	1
GO:0021998	1.00000000002131	0.916659654156216	0	1	neural plate mediolateral regionalization	BP	1	1
GO:0048338	1.00000000002131	0.916659654156216	0	1	mesoderm structural organization	BP	1	1
GO:0048352	1.00000000002131	0.916659654156216	0	1	paraxial mesoderm structural organization	BP	1	1
GO:0048372	1.00000000002131	0.916659654156216	0	1	lateral mesodermal cell fate commitment	BP	1	1
GO:0048377	1.00000000002131	0.916659654156216	0	1	lateral mesodermal cell fate specification	BP	1	1
GO:0048378	1.00000000002131	0.916659654156216	0	1	regulation of lateral mesodermal cell fate specification	BP	1	1
GO:1904412	1.00000000002131	0.916659654156216	0	1	regulation of cardiac ventricle development	BP	1	1
GO:1904414	1.00000000002131	0.916659654156216	0	1	positive regulation of cardiac ventricle development	BP	1	1
GO:1905285	1.00000000002131	0.916659654156216	0	1	fibrous ring of heart morphogenesis	BP	1	1
GO:0007522	1.00000000002135	0.938880884916893	0	1	visceral muscle development	BP	1	1
GO:2000569	1.00000000002135	0.919030690051763	0	1	regulation of T-helper 2 cell activation	BP	1	1
GO:2000570	1.00000000002135	0.919030690051763	0	1	positive regulation of T-helper 2 cell activation	BP	1	1
GO:0002033	1.00000000002136	0.965622504217192	0	1	angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure	BP	1	1
GO:0061772	1.00000000002143	0.940675719433218	0	1	xenobiotic transport across blood-nerve barrier	BP	1	1
GO:1903545	1.00000000002143	0.940675719433218	0	1	cellular response to butyrate	BP	1	1
GO:1903730	1.00000000002147	0.919378692598337	0	1	regulation of phosphatidate phosphatase activity	BP	1	1
GO:1903741	1.00000000002147	0.919378692598337	0	1	negative regulation of phosphatidate phosphatase activity	BP	1	1
GO:0048203	1.00000000002148	0.874731093964874	0	2	vesicle targeting, trans-Golgi to endosome	BP	1	1
GO:0062025	1.0000000000215	0.933086379187116	0	1	regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	BP	1	1
GO:0062026	1.0000000000215	0.933086379187116	0	1	negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process	BP	1	1
GO:0090164	1.00000000002154	0.860767693481438	0	2	asymmetric Golgi ribbon formation	BP	1	1
GO:0035880	1.00000000002154	0.863812835131887	0	3	embryonic nail plate morphogenesis	BP	1	1
GO:1904596	1.00000000002154	0.911468823343157	0	2	regulation of connective tissue replacement involved in inflammatory response wound healing	BP	1	1
GO:0032076	1.00000000002161	0.894662500078337	0	2	negative regulation of deoxyribonuclease activity	BP	1	1
GO:0099642	1.00000000002162	0.791866560465915	0	2	retrograde axonal protein transport	BP	1	1
GO:0071701	1.00000000002163	0.938235075432533	0	1	regulation of MAPK export from nucleus	BP	1	1
GO:0001698	1.00000000002166	0.883324928822375	0	2	gastrin-induced gastric acid secretion	BP	1	1
GO:0009229	1.00000000002167	0.897569632328531	0	1	thiamine diphosphate biosynthetic process	BP	1	1
GO:0042724	1.00000000002167	0.897569632328531	0	1	thiamine-containing compound biosynthetic process	BP	1	1
GO:0002480	1.0000000000217	0.924467053370667	0	1	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	BP	1	1
GO:1902618	1.0000000000217	0.81427123628492	0	2	cellular response to fluoride	BP	1	1
GO:1905167	1.00000000002171	0.739354298312373	0	4	positive regulation of lysosomal protein catabolic process	BP	1	1
GO:0006711	1.00000000002172	0.940460981992948	0	1	estrogen catabolic process	BP	1	1
GO:0030573	1.00000000002173	0.868287548198712	0	2	bile acid catabolic process	BP	1	1
GO:0097327	1.00000000002179	0.931754117584579	0	1	response to antineoplastic agent	BP	1	1
GO:0034444	1.0000000000218	0.933932017726185	0	2	regulation of plasma lipoprotein oxidation	BP	1	1
GO:0034445	1.0000000000218	0.933932017726185	0	2	negative regulation of plasma lipoprotein oxidation	BP	1	1
GO:0002589	1.0000000000218	0.887830947597197	0	2	regulation of antigen processing and presentation of peptide antigen via MHC class I	BP	1	1
GO:0002590	1.0000000000218	0.887830947597197	0	2	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	BP	1	1
GO:0106349	1.00000000002181	0.940229278833828	0	1	snRNA methylation	BP	1	1
GO:1990437	1.00000000002181	0.940229278833828	0	1	snRNA 2'-O-methylation	BP	1	1
GO:1990438	1.00000000002181	0.940229278833828	0	1	U6 2'-O-snRNA methylation	BP	1	1
GO:1905793	1.00000000002182	0.855268104449606	0	2	protein localization to pericentriolar material	BP	1	1
GO:1900159	1.00000000002184	0.876588217824861	0	2	positive regulation of bone mineralization involved in bone maturation	BP	1	1
GO:0098972	1.00000000002186	0.927616315613673	0	1	anterograde dendritic transport of mitochondrion	BP	1	1
GO:0060945	1.00000000002187	0.940411644018109	0	1	cardiac neuron differentiation	BP	1	1
GO:0045967	1.00000000002193	0.933071674743164	0	1	negative regulation of growth rate	BP	1	1
GO:0009956	1.00000000002194	0.941090116718453	0	1	radial pattern formation	BP	1	1
GO:0051415	1.00000000002199	0.940417298426213	0	1	microtubule nucleation by interphase microtubule organizing center	BP	1	1
GO:0035700	1.00000000002202	0.896953724423277	0	2	astrocyte chemotaxis	BP	1	1
GO:2000458	1.00000000002202	0.896953724423277	0	2	regulation of astrocyte chemotaxis	BP	1	1
GO:0090117	1.00000000002206	0.861254884428118	0	2	endosome to lysosome transport of low-density lipoprotein particle	BP	1	1
GO:1990120	1.00000000002206	0.825652748114657	0	3	messenger ribonucleoprotein complex assembly	BP	1	1
GO:0051886	1.00000000002207	0.932101761597467	0	1	negative regulation of timing of anagen	BP	1	1
GO:0001812	1.00000000002212	0.934060445278471	0	1	positive regulation of type I hypersensitivity	BP	1	1
GO:0002368	1.00000000002212	0.934060445278471	0	1	B cell cytokine production	BP	1	1
GO:0002721	1.00000000002212	0.934060445278471	0	1	regulation of B cell cytokine production	BP	1	1
GO:0061516	1.00000000002212	0.934060445278471	0	1	monocyte proliferation	BP	1	1
GO:0150153	1.00000000002212	0.934060445278471	0	1	positive regulation of interleukin-17A production	BP	1	1
GO:0010904	1.00000000002212	0.942121567318596	0	1	regulation of UDP-glucose catabolic process	BP	1	1
GO:0010905	1.00000000002212	0.942121567318596	0	1	negative regulation of UDP-glucose catabolic process	BP	1	1
GO:0071879	1.00000000002212	0.942121567318596	0	1	positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	BP	1	1
GO:1904226	1.00000000002212	0.942121567318596	0	1	regulation of glycogen synthase activity, transferring glucose-1-phosphate	BP	1	1
GO:1904227	1.00000000002212	0.942121567318596	0	1	negative regulation of glycogen synthase activity, transferring glucose-1-phosphate	BP	1	1
GO:0015783	1.00000000002216	0.947356145568278	0	1	GDP-fucose transmembrane transport	BP	1	1
GO:0036085	1.00000000002216	0.947356145568278	0	1	GDP-fucose import into Golgi lumen	BP	1	1
GO:0090480	1.00000000002216	0.947356145568278	0	1	purine nucleotide-sugar transmembrane transport	BP	1	1
GO:0120179	1.0000000000222	0.892437634883223	0	1	adherens junction disassembly	BP	1	1
GO:1902977	1.00000000002221	0.93411813345189	0	1	mitotic DNA replication preinitiation complex assembly	BP	1	1
GO:0018106	1.00000000002226	0.955691075016557	0	1	peptidyl-histidine phosphorylation	BP	1	1
GO:0090341	1.00000000002229	0.940186433952019	0	1	negative regulation of secretion of lysosomal enzymes	BP	1	1
GO:0009184	1.00000000002231	0.975337070975394	0	1	purine deoxyribonucleoside diphosphate catabolic process	BP	1	1
GO:0009192	1.00000000002231	0.975337070975394	0	1	deoxyribonucleoside diphosphate catabolic process	BP	1	1
GO:0046057	1.00000000002231	0.975337070975394	0	1	dADP catabolic process	BP	1	1
GO:0046067	1.00000000002231	0.975337070975394	0	1	dGDP catabolic process	BP	1	1
GO:0050928	1.00000000002231	0.929121107319784	0	1	negative regulation of positive chemotaxis	BP	1	1
GO:0032078	1.00000000002232	0.951017541851553	0	1	negative regulation of endodeoxyribonuclease activity	BP	1	1
GO:1902483	1.00000000002232	0.951017541851553	0	1	cytotoxic T cell pyroptotic process	BP	1	1
GO:1902605	1.00000000002237	0.937667045832371	0	1	heterotrimeric G-protein complex assembly	BP	1	1
GO:1904597	1.00000000002237	0.919673673059981	0	1	negative regulation of connective tissue replacement involved in inflammatory response wound healing	BP	1	1
GO:1905204	1.00000000002237	0.919673673059981	0	1	negative regulation of connective tissue replacement	BP	1	1
GO:0106064	1.00000000002237	0.905689957015231	0	1	regulation of cobalamin metabolic process	BP	1	1
GO:0106121	1.00000000002237	0.905689957015231	0	1	positive regulation of cobalamin metabolic process	BP	1	1
GO:0060488	1.00000000002238	0.916649598302623	0	1	orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis	BP	1	1
GO:0060489	1.00000000002238	0.916649598302623	0	1	planar dichotomous subdivision of terminal units involved in lung branching morphogenesis	BP	1	1
GO:0060490	1.00000000002238	0.916649598302623	0	1	lateral sprouting involved in lung morphogenesis	BP	1	1
GO:0003218	1.00000000002239	0.903903159278561	0	2	cardiac left ventricle formation	BP	1	1
GO:0016122	1.00000000002244	0.876159155960231	0	2	xanthophyll metabolic process	BP	1	1
GO:1901825	1.00000000002244	0.876159155960231	0	2	zeaxanthin metabolic process	BP	1	1
GO:0039654	1.00000000002248	0.95989463655834	0	1	fusion of virus membrane with host endosome membrane	BP	1	1
GO:0090122	1.0000000000225	0.937587459092168	0	1	cholesterol ester hydrolysis involved in cholesterol transport	BP	1	1
GO:1902908	1.00000000002255	0.86097593409406	0	2	regulation of melanosome transport	BP	1	1
GO:1901389	1.00000000002255	0.950655388456923	0	1	negative regulation of transforming growth factor beta activation	BP	1	1
GO:1904457	1.00000000002261	0.944759655824119	0	1	positive regulation of neuronal action potential	BP	1	1
GO:0061090	1.00000000002262	0.947502243405169	0	1	positive regulation of sequestering of zinc ion	BP	1	1
GO:0021858	1.00000000002263	0.978938390597637	0	1	GABAergic neuron differentiation in basal ganglia	BP	1	1
GO:0043311	1.00000000002263	0.888996683581041	0	2	positive regulation of eosinophil degranulation	BP	1	1
GO:1902568	1.00000000002263	0.888996683581041	0	2	positive regulation of eosinophil activation	BP	1	1
GO:1990478	1.00000000002263	0.910507088297407	0	2	response to ultrasound	BP	1	1
GO:0001971	1.00000000002268	0.861486285122929	0	2	negative regulation of activation of membrane attack complex	BP	1	1
GO:0010780	1.00000000002269	0.917438019594147	0	1	meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	BP	1	1
GO:1903341	1.00000000002269	0.917438019594147	0	1	regulation of meiotic DNA double-strand break formation	BP	1	1
GO:1903343	1.00000000002269	0.917438019594147	0	1	positive regulation of meiotic DNA double-strand break formation	BP	1	1
GO:1902466	1.00000000002274	0.88794063403301	0	2	positive regulation of histone H3-K27 trimethylation	BP	1	1
GO:0015883	1.00000000002274	0.876577661144013	0	2	FAD transport	BP	1	1
GO:0035350	1.00000000002274	0.876577661144013	0	2	FAD transmembrane transport	BP	1	1
GO:0030862	1.00000000002285	0.912871377412327	0	1	positive regulation of polarized epithelial cell differentiation	BP	1	1
GO:0039007	1.00000000002285	0.912871377412327	0	1	pronephric nephron morphogenesis	BP	1	1
GO:0039008	1.00000000002285	0.912871377412327	0	1	pronephric nephron tubule morphogenesis	BP	1	1
GO:0039022	1.00000000002285	0.912871377412327	0	1	pronephric duct development	BP	1	1
GO:0039023	1.00000000002285	0.912871377412327	0	1	pronephric duct morphogenesis	BP	1	1
GO:0070121	1.00000000002285	0.912871377412327	0	1	Kupffer's vesicle development	BP	1	1
GO:0090357	1.00000000002287	0.929176144137291	0	1	regulation of tryptophan metabolic process	BP	1	1
GO:1904984	1.00000000002287	0.929176144137291	0	1	regulation of quinolinate biosynthetic process	BP	1	1
GO:1904985	1.00000000002287	0.929176144137291	0	1	negative regulation of quinolinate biosynthetic process	BP	1	1
GO:1905003	1.00000000002287	0.929176144137291	0	1	picolinic acid metabolic process	BP	1	1
GO:1905004	1.00000000002287	0.929176144137291	0	1	picolinic acid biosynthetic process	BP	1	1
GO:1905012	1.00000000002287	0.929176144137291	0	1	regulation of 'de novo' NAD biosynthetic process from tryptophan	BP	1	1
GO:0061300	1.00000000002295	0.818398324884332	0	2	cerebellum vasculature development	BP	1	1
GO:0099606	1.00000000002296	0.925510587961883	0	1	microtubule plus-end directed mitotic chromosome migration	BP	1	1
GO:0046437	1.00000000002298	0.939969520853108	0	1	D-amino acid biosynthetic process	BP	1	1
GO:0070179	1.00000000002298	0.939969520853108	0	1	D-serine biosynthetic process	BP	1	1
GO:0035583	1.00000000002299	0.684286694220858	0	4	sequestering of TGFbeta in extracellular matrix	BP	1	1
GO:0042843	1.000000000023	0.943290947406524	0	1	D-xylose catabolic process	BP	1	1
GO:1902068	1.000000000023	0.894433918047398	0	2	regulation of sphingolipid mediated signaling pathway	BP	1	1
GO:0000708	1.00000000002302	0.959164057337598	0	1	meiotic strand invasion	BP	1	1
GO:0000709	1.00000000002302	0.959164057337598	0	1	meiotic joint molecule formation	BP	1	1
GO:0010774	1.00000000002302	0.959164057337598	0	1	meiotic strand invasion involved in reciprocal meiotic recombination	BP	1	1
GO:0048817	1.00000000002303	0.863302331351335	0	2	negative regulation of hair follicle maturation	BP	1	1
GO:0002101	1.00000000002308	0.868810185592596	0	2	tRNA wobble cytosine modification	BP	1	1
GO:0097298	1.00000000002309	0.9331343862879	0	1	regulation of nucleus size	BP	1	1
GO:2001017	1.00000000002311	0.94180571724142	0	1	regulation of retrograde axon cargo transport	BP	1	1
GO:2001019	1.00000000002311	0.94180571724142	0	1	positive regulation of retrograde axon cargo transport	BP	1	1
GO:0001868	1.00000000002311	0.87677863261638	0	2	regulation of complement activation, lectin pathway	BP	1	1
GO:0001869	1.00000000002311	0.87677863261638	0	2	negative regulation of complement activation, lectin pathway	BP	1	1
GO:1905775	1.00000000002317	0.855714808778676	0	2	negative regulation of DNA helicase activity	BP	1	1
GO:0036316	1.00000000002324	0.885412370263412	0	2	SREBP-SCAP complex retention in endoplasmic reticulum	BP	1	1
GO:1903775	1.00000000002329	0.838227934028217	0	2	regulation of DNA double-strand break processing	BP	1	1
GO:1903769	1.0000000000233	0.982055512361803	0	2	negative regulation of cell proliferation in bone marrow	BP	1	1
GO:0071464	1.00000000002331	0.798499128399046	0	3	cellular response to hydrostatic pressure	BP	1	1
GO:2000793	1.00000000002332	0.733572821010619	0	4	cell proliferation involved in heart valve development	BP	1	1
GO:0061433	1.00000000002335	0.940081472722934	0	1	cellular response to caloric restriction	BP	1	1
GO:0070446	1.00000000002335	0.940081472722934	0	1	negative regulation of oligodendrocyte progenitor proliferation	BP	1	1
GO:0010938	1.00000000002335	0.937871267962245	0	1	cytoplasmic microtubule depolymerization	BP	1	1
GO:0060404	1.00000000002335	0.937871267962245	0	1	axonemal microtubule depolymerization	BP	1	1
GO:0070462	1.00000000002335	0.937871267962245	0	1	plus-end specific microtubule depolymerization	BP	1	1
GO:1903899	1.00000000002338	0.758269254028405	0	4	positive regulation of PERK-mediated unfolded protein response	BP	1	1
GO:0090262	1.00000000002343	0.92801699889958	0	1	regulation of transcription-coupled nucleotide-excision repair	BP	1	1
GO:0018125	1.0000000000235	0.870196876115186	0	2	peptidyl-cysteine methylation	BP	1	1
GO:0070367	1.00000000002353	0.93662886481815	0	1	negative regulation of hepatocyte differentiation	BP	1	1
GO:0086072	1.00000000002353	0.926859290953556	0	1	AV node cell-bundle of His cell adhesion involved in cell communication	BP	1	1
GO:0001970	1.00000000002354	0.85648730952546	0	2	positive regulation of activation of membrane attack complex	BP	1	1
GO:0033477	1.00000000002361	0.940259900144268	0	1	S-methylmethionine metabolic process	BP	1	1
GO:0034729	1.00000000002367	0.763785287618212	0	4	histone H3-K79 methylation	BP	1	1
GO:0060542	1.00000000002367	0.920182865091162	0	1	regulation of strand invasion	BP	1	1
GO:0098530	1.00000000002367	0.920182865091162	0	1	positive regulation of strand invasion	BP	1	1
GO:0002537	1.0000000000237	0.940216484178249	0	1	nitric oxide production involved in inflammatory response	BP	1	1
GO:0032804	1.0000000000237	0.875591001747017	0	2	negative regulation of low-density lipoprotein particle receptor catabolic process	BP	1	1
GO:0046521	1.00000000002375	0.943283636022544	0	1	sphingoid catabolic process	BP	1	1
GO:1905364	1.00000000002375	0.943283636022544	0	1	regulation of endosomal vesicle fusion	BP	1	1
GO:2000870	1.00000000002376	0.941509760047063	0	2	regulation of progesterone secretion	BP	1	1
GO:0060101	1.00000000002376	0.94052558178023	0	1	negative regulation of phagocytosis, engulfment	BP	1	1
GO:1902569	1.00000000002376	0.94052558178023	0	1	negative regulation of activation of Janus kinase activity	BP	1	1
GO:1905154	1.00000000002376	0.94052558178023	0	1	negative regulation of membrane invagination	BP	1	1
GO:1903496	1.00000000002378	0.940812136333602	0	1	response to 11-deoxycorticosterone	BP	1	1
GO:0036146	1.00000000002378	0.938320361455555	0	1	cellular response to mycotoxin	BP	1	1
GO:0072721	1.00000000002378	0.938320361455555	0	1	cellular response to dithiothreitol	BP	1	1
GO:0032023	1.0000000000238	0.94120062117176	0	1	trypsinogen activation	BP	1	1
GO:0021956	1.00000000002386	0.935941934623787	0	1	central nervous system interneuron axonogenesis	BP	1	1
GO:0048137	1.00000000002387	0.874700746638689	0	2	spermatocyte division	BP	1	1
GO:0001979	1.00000000002391	0.96905423954701	0	1	regulation of systemic arterial blood pressure by chemoreceptor signaling	BP	1	1
GO:0002007	1.00000000002391	0.96905423954701	0	1	detection of hypoxic conditions in blood by chemoreceptor signaling	BP	1	1
GO:0003027	1.00000000002391	0.96905423954701	0	1	regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling	BP	1	1
GO:0003029	1.00000000002391	0.96905423954701	0	1	detection of hypoxic conditions in blood by carotid body chemoreceptor signaling	BP	1	1
GO:0043181	1.00000000002392	0.940533626161462	0	1	vacuolar sequestering	BP	1	1
GO:0061960	1.00000000002396	0.92916071863292	0	1	regulation of heme oxygenase activity	BP	1	1
GO:1904298	1.00000000002399	0.863907285470316	0	2	regulation of transcytosis	BP	1	1
GO:1904300	1.00000000002399	0.863907285470316	0	2	positive regulation of transcytosis	BP	1	1
GO:0006175	1.00000000002399	0.88453539597987	0	1	dATP biosynthetic process	BP	1	1
GO:0033626	1.000000000024	0.863206778393183	0	2	positive regulation of integrin activation by cell surface receptor linked signal transduction	BP	1	1
GO:0110026	1.000000000024	0.905179895455983	0	1	regulation of DNA strand resection involved in replication fork processing	BP	1	1
GO:0002290	1.00000000002401	0.940248621193673	0	1	gamma-delta T cell activation involved in immune response	BP	1	1
GO:2001191	1.00000000002401	0.940248621193673	0	1	regulation of gamma-delta T cell activation involved in immune response	BP	1	1
GO:2001193	1.00000000002401	0.940248621193673	0	1	positive regulation of gamma-delta T cell activation involved in immune response	BP	1	1
GO:0002362	1.00000000002402	0.84965795853482	0	2	CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	BP	1	1
GO:1905780	1.00000000002402	0.950498965612797	0	1	regulation of phosphatidylserine exposure on apoptotic cell surface	BP	1	1
