gene	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#2_T_cell	Control_#1_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	Control_#3_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#1_monocyte	SARS_CoV2_pos_Severe_#1_platelet	Control_#3_monocyte	Control_#2_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_erythroid_lineage_cell	Control_#3_erythroid_lineage_cell	Control_#3_B_cell	Control_#2_neutrophil	Control_#3_platelet	Control_#2_B_cell	Control_#1_platelet	Control_#1_neutrophil	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_B_cell
RPAP2	1596	655	16	793	13	664	646	465	0	192	11	97	136	172	2	143	3	174	130	103	0	85	97	2	0	1	50	0	1	51	1	3	27	24
SEPTIN7	2400	1671	252	1733	25	926	795	639	200	425	45	412	358	365	7	360	45	233	229	245	58	174	188	13	0	1	58	8	17	42	14	3	56	36
CBX3	920	555	71	639	24	255	249	198	26	101	10	209	195	75	1	202	9	60	91	118	7	83	88	5	1	1	10	1	0	13	3	0	9	15
HNRNPA2B1	3960	3210	192	2821	126	1729	1846	1128	167	824	42	902	892	550	19	799	28	403	385	556	48	392	465	12	2	2	121	3	8	121	8	9	76	70
NT5C3A	243	211	41	146	49	112	83	92	360	40	6	38	46	30	6	45	2	52	22	20	72	30	22	3	1	2	5	0	20	9	26	1	9	3
CLTA	444	295	25	394	5	117	102	84	33	39	7	193	207	37	1	213	2	40	41	113	12	96	93	3	1	0	5	0	3	2	2	0	5	2
SRGN	2021	2823	5040	2211	65	1546	1220	1028	438	100	782	3034	2381	41	0	2686	898	21	186	2246	161	1663	1946	311	4	8	4	212	60	7	32	108	5	4
VPS26A	227	166	33	191	23	99	94	86	7	50	8	101	71	34	8	73	2	16	17	51	4	28	38	2	2	3	6	0	0	4	3	1	4	4
MED13L	574	351	196	337	59	242	242	140	9	117	73	409	446	114	21	315	49	66	62	231	1	164	194	25	3	4	27	6	1	31	0	3	13	6
RNF11	77	93	54	70	184	68	61	40	85	17	10	75	80	19	77	45	7	1	7	67	28	30	31	4	22	18	0	0	9	3	11	1	1	1
ITPR2	227	135	30	118	4	73	90	57	24	48	4	44	109	31	1	65	3	20	24	48	6	39	37	0	0	0	8	1	1	8	2	1	5	5
TRIR	1292	930	75	896	28	474	472	385	70	216	4	272	275	160	16	289	7	140	111	209	22	141	138	9	1	0	39	0	12	33	5	2	22	24
PFDN5	4763	3877	182	2551	155	1718	1785	1441	27	1007	20	1400	1326	566	53	1429	15	479	490	931	3	852	792	11	18	12	119	2	1	118	0	0	111	71
SPATS2	607	211	16	293	7	154	155	110	11	36	14	42	111	53	3	90	8	48	62	55	6	42	31	3	0	1	11	0	0	10	1	3	19	8
TUBA1B	944	1505	24	1512	61	384	212	193	219	103	5	365	561	49	16	388	18	68	126	295	109	335	176	7	0	1	10	5	19	19	21	0	16	10
AMD1	415	384	14	307	14	297	180	115	35	77	5	79	113	57	0	119	3	26	35	69	21	57	66	3	0	1	18	1	8	18	3	0	7	7
NMI	297	179	69	214	12	58	75	61	10	23	8	78	74	43	0	87	19	22	28	37	0	27	33	20	1	1	5	3	0	4	0	4	4	5
BAZ2B	1157	513	147	698	15	410	372	275	3	131	42	160	332	153	3	361	33	107	137	217	3	121	180	21	0	1	26	5	0	40	0	7	39	14
LPGAT1	218	175	130	168	3	117	132	87	5	80	24	104	118	49	0	139	16	38	25	115	0	66	72	9	1	0	12	4	0	9	0	1	4	7
AGO2	221	147	50	152	33	91	81	57	8	29	3	48	53	28	23	80	9	25	19	37	0	15	40	4	5	2	3	1	1	4	5	2	1	3
PREX1	283	187	165	256	3	138	135	94	3	19	23	84	141	26	1	120	20	15	21	88	0	69	82	17	0	0	7	7	1	6	0	4	4	5
NCOA3	319	203	24	146	4	106	98	92	24	171	4	103	101	138	0	115	2	98	26	71	5	49	56	1	0	0	35	0	1	19	0	0	21	14
ATP5F1E	5764	4062	1050	3690	2427	2086	1869	1478	327	773	137	1839	2096	565	983	1944	86	494	611	1321	95	1224	1043	54	174	116	145	22	18	127	14	7	119	66
SRSF6	348	309	14	248	8	182	160	131	54	110	3	93	122	76	2	108	1	32	23	90	6	69	67	0	0	0	20	0	1	18	3	1	15	9
STAU1	314	194	40	187	93	93	98	77	23	49	11	97	60	34	36	71	4	32	37	42	4	27	37	1	8	4	7	0	5	5	0	0	3	2
STX16	597	292	35	356	12	200	226	157	6	43	4	83	104	28	5	94	9	26	51	83	1	61	60	1	0	2	3	4	0	7	2	0	12	2
USP22	266	189	20	202	1	105	99	59	21	51	7	44	75	40	1	77	5	30	29	50	10	29	46	2	0	1	6	2	2	9	0	0	11	8
USP9X	266	180	51	153	59	134	97	97	11	60	21	67	82	38	15	100	13	30	19	67	2	48	51	7	2	2	13	2	0	12	2	4	6	5
RPS10	18222	15549	75	9799	248	7851	6430	6307	17	3760	11	1905	1666	2008	77	2237	10	1711	1876	1279	4	1474	1389	4	12	3	594	6	1	464	0	0	379	197
DEK	1078	1002	104	901	19	407	368	282	14	126	4	306	329	76	2	293	11	73	84	211	13	171	168	4	0	0	17	2	1	14	4	1	18	8
LRRFIP1	1502	969	625	1107	8	600	508	412	61	354	84	901	760	149	0	1025	88	124	129	786	4	563	663	42	1	4	30	18	3	60	8	15	30	22
EMC3	274	223	42	194	394	110	106	96	197	30	12	115	108	35	133	87	5	28	31	54	48	48	48	5	37	17	14	2	18	7	12	0	7	5
TM9SF2	195	140	16	158	4	72	57	51	7	50	2	101	155	23	0	108	4	13	14	86	1	73	74	5	0	0	5	1	1	6	0	1	5	6
IRF1	2105	2057	577	2261	26	1769	1840	1329	4	326	317	525	679	345	6	576	101	176	133	508	0	441	559	89	4	0	52	36	1	54	0	60	56	48
NDUFA1	1178	1103	132	989	122	464	520	398	50	167	13	413	337	120	24	352	9	93	143	229	19	214	217	11	1	4	20	1	4	26	4	2	22	10
PPDPF	2328	1324	9	1006	43	858	485	473	154	336	0	292	205	173	40	394	0	229	214	113	71	119	166	1	7	1	31	0	52	59	25	0	23	21
RPL23	8707	7515	112	4938	105	3562	3813	2151	13	1860	15	1775	1565	1103	7	1835	12	894	623	1306	3	1321	1299	5	2	2	269	3	1	285	1	2	129	130
FOSB	830	481	113	371	5	1039	602	403	2	136	35	109	418	46	2	422	52	49	23	278	0	151	325	22	2	0	25	20	0	35	1	11	8	17
VASP	381	218	354	217	5	129	73	69	120	72	60	507	377	33	0	386	51	38	35	250	30	209	225	25	0	1	8	18	5	13	7	11	19	2
GPCPD1	184	191	98	197	107	86	115	73	16	41	37	356	485	40	12	292	29	26	12	475	1	278	319	5	0	1	12	2	0	10	0	4	4	4
PANK2	259	148	47	155	0	94	95	80	17	18	16	70	67	13	3	59	8	21	31	42	9	27	24	5	1	1	4	2	1	3	1	2	7	1
TMX4	335	229	85	231	3	179	165	139	16	86	16	107	108	59	2	94	15	24	24	63	2	47	60	5	0	0	6	2	0	10	2	1	7	6
SNRPB	874	899	37	884	10	379	360	260	13	216	7	229	163	131	4	202	2	70	94	129	4	124	82	1	0	0	25	1	1	20	0	0	24	13
MAX	426	310	67	267	21	187	172	106	218	49	6	60	75	38	5	69	11	27	35	47	82	33	24	4	1	0	7	2	23	10	32	3	7	4
RALY	329	320	25	298	7	136	132	110	43	61	7	118	89	29	5	98	5	29	26	56	9	51	49	1	0	0	7	0	1	8	5	0	4	2
DYNLRB1	588	464	32	366	63	201	178	169	137	80	5	137	87	31	19	111	3	42	53	44	31	57	55	1	3	1	9	0	6	5	2	0	10	2
MMP24OS	267	152	26	157	12	100	98	61	20	21	6	85	109	28	13	90	5	22	24	46	8	43	35	1	3	1	6	0	4	5	3	1	1	2
CAPNS1	452	289	18	298	10	175	155	116	68	60	7	247	274	37	3	251	4	33	45	179	33	147	139	1	2	0	13	1	5	9	2	0	9	1
HCST	3295	1741	45	1587	13	1287	910	816	126	38	3	329	365	16	0	533	4	30	292	310	17	251	283	5	1	0	0	4	6	3	1	0	5	2
COX6B1	1446	1352	150	877	206	486	442	424	120	179	13	556	417	108	58	453	17	126	195	256	31	267	229	7	3	3	23	2	6	28	6	1	36	22
PRDX5	572	506	146	332	60	181	191	107	97	97	6	215	209	68	41	162	13	54	58	123	31	104	84	4	33	10	12	3	9	17	4	1	8	7
BECN1	172	160	13	139	17	95	87	78	14	34	5	66	45	29	13	58	4	16	21	35	2	31	33	5	2	0	11	1	3	10	0	1	1	1
UXT	1139	873	16	649	22	420	421	340	18	191	3	146	125	137	2	164	3	100	101	101	6	98	95	0	0	0	41	1	0	27	2	0	15	12
MAP2K2	528	491	45	399	53	201	173	155	25	88	4	146	126	79	34	134	3	62	63	79	8	71	79	2	6	7	12	0	1	16	1	0	16	6
HNRNPH2	206	190	57	170	9	82	96	82	15	38	18	116	105	22	0	98	15	21	8	81	7	59	48	13	0	0	5	0	0	8	1	1	5	5
COX7C	4343	3425	13	2548	206	1435	1574	1156	37	641	1	815	647	420	51	724	2	359	454	483	8	482	417	1	6	3	96	0	2	91	1	0	71	48
RAP1B	1923	1291	201	1301	37	831	796	642	1208	300	15	980	563	150	1	512	31	126	150	416	300	497	453	18	1	1	20	5	60	43	98	3	31	12
UBR4	201	135	67	192	23	110	96	63	11	41	21	73	126	51	9	78	13	22	16	74	6	50	57	2	0	2	9	3	0	7	1	0	7	3
HP1BP3	966	648	41	620	19	409	387	297	4	133	15	214	160	82	3	157	12	86	95	107	2	88	90	1	1	1	14	2	0	21	0	3	28	12
SLC35E1	161	107	40	213	3	68	71	44	19	15	11	39	62	24	0	80	7	14	14	40	6	30	23	2	0	1	8	1	1	4	2	0	3	4
KLF2	4785	4132	465	3080	52	3050	3140	2130	5	2328	101	703	316	435	3	305	106	496	328	175	0	220	153	63	7	3	207	13	1	328	0	5	91	112
UQCR11	1539	1236	131	993	212	567	572	448	188	195	11	518	417	117	109	506	19	125	196	328	49	263	239	12	17	10	16	7	13	30	12	0	28	10
MACF1	1961	873	105	1267	13	733	819	498	48	158	26	273	431	228	1	312	35	182	173	291	16	178	227	8	0	1	34	5	3	43	4	1	18	27
TUBA4A	517	319	71	407	74	185	183	138	531	36	11	49	52	28	7	38	15	36	39	30	178	25	10	1	2	2	7	3	79	12	81	0	6	5
AKAP9	1068	558	14	585	73	411	351	298	3	134	4	129	234	151	23	267	11	132	95	128	18	112	147	4	0	0	26	1	0	32	0	0	14	9
ZFP36	1147	1467	707	1402	18	1413	1078	658	4	205	190	637	969	71	1	758	171	68	37	679	1	564	486	38	0	1	22	72	1	29	0	33	12	19
ATF4	471	562	35	475	39	369	284	162	156	206	8	321	339	99	6	230	5	49	37	218	34	193	182	4	0	1	21	1	5	27	13	0	15	11
TPST2	366	166	55	209	36	176	164	124	237	18	12	79	117	35	4	64	4	17	28	49	50	44	38	4	1	0	6	1	8	10	14	2	3	1
RAC2	1689	1018	157	970	8	553	454	362	20	167	35	328	222	98	2	235	29	124	208	150	4	122	140	22	1	0	37	8	2	27	0	4	43	23
ATP6V1F	431	347	44	309	17	164	135	111	31	129	4	375	341	56	14	360	6	45	48	258	9	181	192	7	0	0	11	0	1	9	7	0	12	7
NDUFA5	513	362	17	332	43	183	179	126	60	96	4	83	57	54	15	79	2	40	49	27	25	38	25	1	0	0	15	1	6	11	2	0	11	7
HAT1	191	161	24	135	1	66	55	52	5	21	6	39	46	19	0	50	3	21	15	25	1	23	29	2	0	0	3	1	0	6	1	0	6	2
MINDY2	552	216	59	317	5	221	214	160	5	41	22	58	109	50	0	87	23	31	39	61	4	59	46	9	1	0	10	2	1	15	0	0	7	15
ARPP19	302	236	25	265	9	139	149	101	15	125	8	75	71	77	2	69	2	36	25	46	8	33	32	4	0	0	18	0	3	17	7	1	8	10
MBD4	263	220	45	178	6	120	117	67	2	52	14	84	85	48	0	88	5	80	21	85	0	44	45	3	0	0	22	1	1	14	2	1	8	14
SPCS3	617	754	46	573	10	269	206	191	14	88	5	250	266	60	0	212	6	34	112	199	4	111	124	5	0	0	9	3	0	8	0	2	14	8
FXR2	356	164	14	279	5	239	272	162	2	41	9	30	46	28	2	37	3	24	28	26	0	17	19	2	0	0	8	1	1	10	0	2	3	10
PHF20L1	396	223	122	278	20	166	196	137	50	46	31	74	156	51	2	151	26	24	23	98	10	84	66	6	0	0	16	3	3	10	4	2	5	6
SLC44A2	175	115	44	114	7	68	71	46	42	43	8	37	35	36	0	34	6	23	16	13	19	14	16	4	0	1	4	4	5	10	3	1	2	4
CDKN2D	451	634	295	300	134	226	294	204	411	79	42	435	288	43	55	215	72	51	83	217	132	197	133	20	21	18	12	4	39	14	31	4	4	8
SNX6	637	478	74	362	9	195	191	149	22	93	7	142	119	61	0	123	12	61	63	63	9	62	42	5	0	0	11	1	3	9	0	3	7	3
DAD1	836	601	37	415	57	298	222	242	94	67	4	165	127	32	9	150	3	45	114	104	19	69	77	6	0	1	13	1	3	10	4	1	9	5
REEP5	328	289	58	395	8	151	131	150	22	61	4	266	219	36	1	197	5	46	64	123	10	118	106	3	1	0	10	2	0	9	1	1	3	3
SEC14L1	179	270	240	185	136	74	79	71	150	55	70	163	166	30	44	148	53	10	15	84	49	79	92	21	8	17	7	3	2	10	4	4	4	0
ABHD17A	818	636	18	665	8	426	409	277	82	52	1	127	96	38	0	94	1	33	87	93	29	59	47	2	0	0	14	1	8	9	5	0	6	2
SAT1	947	1289	2581	1225	80	614	721	440	480	364	662	2827	3041	273	19	2851	556	88	118	2303	258	2072	2025	369	13	13	33	175	99	40	51	141	29	12
GNL3L	1002	511	83	665	12	423	460	361	5	129	34	120	219	127	7	194	14	101	75	144	2	105	118	13	0	1	29	4	0	45	2	6	15	21
LDLR	1464	787	148	937	12	560	600	325	1	108	51	258	473	157	1	406	35	137	184	398	0	229	250	6	0	1	34	8	3	29	0	7	29	16
RPL36	19310	12868	33	10381	161	6603	6777	5187	26	2901	4	1456	1396	2097	33	2221	0	1830	1992	1113	3	1091	1090	1	8	4	489	0	0	376	1	1	358	231
PGLS	405	340	36	257	3	125	106	92	7	89	6	264	230	57	0	237	6	45	48	177	1	135	138	1	0	0	17	1	0	7	0	2	15	3
SNX9	303	357	14	418	7	131	169	73	58	257	2	177	91	348	2	109	3	56	21	72	13	84	58	1	0	0	9	0	2	38	5	0	3	19
ARPC1B	1929	1291	185	1416	29	617	463	461	903	244	18	1192	1250	169	0	1315	33	164	232	775	311	721	565	13	0	0	26	5	80	38	97	0	57	10
JUND	6498	7003	656	5462	366	6078	6280	4365	33	3999	135	1523	1406	1963	83	1492	163	780	454	1761	12	1121	1139	95	24	14	327	76	3	429	1	27	185	209
CHMP2A	472	348	173	340	63	156	153	103	47	67	25	224	149	39	21	215	23	34	56	124	8	122	73	13	3	1	8	4	0	8	3	1	9	2
UBE2M	319	243	48	191	76	150	112	97	28	44	14	100	77	32	11	91	8	26	41	69	3	65	34	5	3	2	2	0	2	12	4	0	8	0
GMFG	2156	1949	718	1499	19	746	695	558	98	164	68	861	569	97	2	583	97	116	243	382	21	392	291	54	0	2	31	12	6	25	6	8	16	8
CLIP1	1028	405	118	628	7	281	386	262	23	120	43	232	342	134	1	317	18	102	101	178	8	143	128	2	0	1	18	1	0	25	4	1	23	9
ZNF426	1172	431	58	747	5	401	425	285	2	95	32	107	251	122	2	231	27	119	101	115	0	131	110	4	1	0	20	1	2	25	0	5	26	25
RBM39	2438	2610	208	2231	112	1262	1554	963	84	1003	50	696	658	614	24	634	35	259	192	521	15	398	358	17	1	0	100	5	3	86	5	5	65	55
COX4I1	3399	3010	85	2364	43	1280	1304	990	64	687	11	935	807	484	6	963	9	304	337	634	20	533	521	3	0	3	100	2	5	86	3	1	69	51
SH3BGRL	653	466	65	401	210	225	184	174	142	152	5	434	436	93	63	457	13	106	58	302	50	281	219	4	17	22	27	0	22	22	10	0	21	9
COX7B	983	1005	94	813	265	378	375	268	30	156	8	453	315	91	54	380	11	72	122	257	10	222	202	5	2	1	27	2	2	14	2	0	19	10
CAP1	718	448	334	493	13	280	218	174	166	63	43	469	436	43	1	463	56	67	75	282	40	232	200	23	0	0	8	8	13	14	17	4	13	3
SH3BP5	298	248	41	263	4	110	115	135	22	78	10	41	48	112	0	90	9	66	47	50	11	45	50	8	0	0	13	1	1	12	1	4	15	9
NR1H2	209	172	21	135	30	97	117	73	19	73	2	105	60	34	3	75	2	22	18	49	6	51	33	2	1	0	14	1	3	8	1	1	1	3
NDUFA2	547	596	86	381	124	189	210	154	19	81	11	197	140	47	32	140	6	36	78	100	1	88	96	4	5	0	13	1	1	12	0	0	19	8
DIAPH1	601	284	34	376	4	262	221	172	69	54	8	166	178	21	1	240	5	24	52	191	23	136	129	2	0	0	6	0	11	13	10	1	6	1
UBE2D2	1105	851	58	712	34	348	373	265	27	154	8	216	173	147	8	165	7	114	105	94	4	88	78	4	6	0	25	4	2	27	1	0	18	12
DNAJB1	1682	1156	95	1410	56	1746	1743	876	10	311	52	258	317	305	6	251	23	142	137	197	0	127	169	12	2	1	79	0	2	55	2	1	19	109
RAF1	449	319	261	465	11	212	190	151	8	97	134	147	229	103	4	135	58	43	43	154	0	94	85	23	1	0	17	9	0	12	0	5	8	7
SEC61G	960	893	12	763	20	394	345	357	23	125	1	241	194	94	6	228	3	57	174	163	2	114	125	1	0	0	18	1	0	10	1	0	13	8
WBP2	220	114	49	95	151	59	71	54	149	38	14	50	57	22	39	73	9	23	23	50	53	33	30	8	16	10	5	1	7	7	18	1	1	3
H3-3B	3996	7438	1748	5496	118	2304	2236	1449	135	1424	335	1846	1687	584	13	1442	382	361	490	1036	49	852	776	194	4	1	106	92	18	135	12	43	135	39
KDM6B	315	232	275	339	1	333	345	217	1	93	101	113	259	48	4	309	76	30	16	221	1	163	214	29	0	4	6	16	2	15	0	15	5	8
FLOT2	177	113	55	119	16	80	66	55	1	23	6	40	66	33	6	51	13	22	19	37	3	32	27	3	0	0	8	1	1	3	0	3	7	1
NASP	846	628	27	815	8	428	283	281	5	68	7	87	122	79	1	131	7	74	85	73	0	68	44	8	0	0	21	1	1	26	1	0	9	11
RBM38	412	358	8	497	1043	226	273	150	39	98	3	36	23	107	521	27	1	57	21	26	15	6	25	1	130	88	11	0	3	29	8	0	2	9
OSER1	201	274	92	271	41	132	149	105	13	61	18	100	53	39	10	38	18	32	7	63	4	52	58	7	3	2	10	7	0	18	0	2	8	5
SERINC3	348	277	122	364	46	193	201	162	41	52	35	97	118	29	16	103	15	22	23	96	14	57	57	4	4	3	7	5	0	11	2	4	0	4
POMP	571	696	79	707	57	274	189	180	34	142	5	378	281	95	6	258	11	59	81	166	5	134	118	8	2	2	11	1	0	16	0	0	14	4
TPT1	49561	37962	760	29400	1730	16985	17882	13503	429	5810	144	5733	6367	3924	295	6509	142	3130	5195	4886	75	4053	3854	63	131	79	876	21	24	685	18	16	671	388
SRRM1	1569	1337	71	1293	15	687	634	474	16	301	12	427	416	213	6	424	4	151	172	245	3	229	212	8	0	0	53	2	1	43	0	1	43	28
CSNK1G2	365	189	36	190	2	159	154	105	9	65	9	87	69	41	0	90	5	33	25	54	2	38	36	1	0	0	5	1	0	8	0	1	8	3
MKRN1	258	205	61	165	1115	97	100	74	66	57	18	148	184	46	439	117	8	33	28	90	29	79	85	7	139	127	14	2	3	7	9	0	8	1
BTG1	9036	7612	390	6789	143	3980	4544	2825	22	1181	59	744	777	1157	5	889	72	797	376	745	1	540	392	26	3	3	188	8	0	277	2	5	95	97
KRAS	496	426	145	383	14	219	210	147	22	222	10	183	124	78	0	118	12	38	47	64	7	94	55	1	0	0	15	0	1	15	0	2	16	9
ZFC3H1	398	285	54	286	6	176	207	113	2	114	18	118	111	59	1	103	7	33	23	95	0	74	74	3	0	0	14	5	1	11	0	1	7	4
SARAF	3519	2712	211	2608	102	1403	1568	917	38	260	46	435	294	228	15	378	26	138	313	251	11	229	206	6	5	5	26	7	3	48	2	4	27	23
NUMB	301	105	213	147	2	106	101	58	10	46	42	139	268	56	1	231	39	42	15	159	5	103	120	18	0	1	16	4	4	10	0	2	6	6
MBD2	315	301	88	333	5	177	152	125	9	93	11	578	279	68	3	187	8	43	33	197	1	128	113	1	0	1	12	0	1	17	1	0	4	4
VHL	383	235	86	233	17	124	152	90	7	88	16	83	148	71	1	119	10	50	45	118	0	68	83	2	0	1	24	1	0	16	0	2	11	6
LAMTOR5	435	333	40	367	184	162	163	121	20	140	4	161	149	78	58	149	10	74	53	121	4	105	68	4	6	6	27	5	0	19	0	0	12	21
NAPG	146	175	10	156	67	63	54	38	96	24	4	95	81	35	0	92	3	11	10	51	2	45	40	2	0	0	4	0	1	7	1	0	2	3
PPHLN1	1300	800	67	916	22	426	589	342	1	179	21	121	179	129	5	170	10	137	135	152	1	96	65	11	0	0	37	1	1	35	0	6	42	25
SLC38A2	595	500	73	447	33	366	328	205	7	111	11	200	176	82	0	159	7	40	25	136	3	85	102	6	0	1	13	1	0	15	1	0	7	13
KIDINS220	1090	578	148	694	48	507	513	386	12	124	25	195	320	140	16	264	22	99	74	214	2	107	161	17	0	2	29	1	2	29	1	4	14	20
TIMM17A	899	492	108	638	6	407	415	289	0	157	21	181	265	132	2	229	17	105	88	214	0	139	151	4	1	0	22	5	1	24	0	3	19	17
RPS15A	32828	23170	145	19643	431	11474	11959	9740	129	4840	14	2537	2139	2966	98	3215	11	2754	3101	1831	12	2020	1658	10	20	6	741	2	7	575	7	3	553	346
DSG3	1133	499	73	664	9	426	439	333	6	164	39	148	242	183	2	229	23	117	92	146	0	110	133	12	0	1	25	4	0	28	0	7	29	21
TMEM258	1102	769	31	648	16	367	408	331	28	128	3	254	217	60	2	283	2	61	134	179	5	157	131	5	0	0	16	3	1	17	0	1	13	7
ARGLU1	1679	1018	63	1076	31	598	641	432	3	335	4	238	212	295	2	232	12	203	146	147	4	97	131	8	2	0	62	1	0	67	1	0	29	28
OSTF1	525	294	96	345	4	183	177	120	75	59	4	168	119	52	0	129	17	42	56	90	16	84	69	8	0	0	9	7	5	8	8	0	6	2
UBQLN1	205	192	37	184	72	95	108	87	15	65	7	93	80	28	18	80	5	20	15	66	2	47	45	1	2	3	6	0	2	5	0	0	3	4
ISCA1	273	317	36	296	507	163	144	131	151	54	10	38	42	42	312	29	3	8	26	24	35	25	20	1	29	55	4	0	6	9	11	0	3	2
TAOK3	636	315	84	357	14	214	220	148	47	109	13	207	199	73	3	205	14	52	56	131	30	108	105	7	0	0	12	3	2	13	5	2	8	1
P2RX4	289	127	25	181	0	99	124	85	7	27	13	178	228	20	0	131	3	25	33	156	0	114	109	2	0	0	6	2	0	12	0	2	4	6
PNPLA8	186	226	137	236	52	116	110	85	5	58	30	120	147	61	9	144	30	35	17	110	0	83	94	6	0	3	10	1	0	18	0	4	5	6
AKIRIN2	220	203	87	134	37	115	88	65	147	97	16	185	135	64	5	140	6	24	19	154	32	111	129	8	1	0	5	2	8	9	6	1	7	8
CD63	686	590	283	422	8	307	223	190	261	86	20	1292	952	55	1	680	29	40	74	434	65	317	250	10	0	0	9	0	15	10	10	1	10	2
BLOC1S1	432	354	100	368	45	133	150	100	31	118	6	368	282	71	23	328	3	68	54	123	11	136	98	7	1	1	15	1	1	17	0	0	12	9
CD164	700	546	52	453	23	239	251	176	22	147	16	273	284	91	10	293	9	65	64	160	9	139	132	0	0	0	31	2	3	20	1	0	12	9
USP15	967	661	185	646	382	395	413	278	42	167	37	284	360	154	51	388	27	84	78	295	7	168	209	28	21	18	27	7	0	25	1	1	15	13
MDM2	228	149	30	189	26	82	125	73	13	41	7	75	70	36	9	60	2	15	18	46	2	32	35	6	0	3	2	1	0	5	2	1	4	3
RC3H1	294	162	51	210	20	144	108	86	8	33	8	74	129	44	12	101	8	32	20	77	2	35	58	5	1	1	8	3	0	10	2	3	9	7
CAB39	225	173	45	142	4	86	86	59	29	21	12	72	75	23	2	83	2	18	22	32	9	23	21	3	0	0	4	1	1	11	3	1	2	2
COX5B	1299	1250	133	943	52	468	457	396	28	201	13	631	400	128	19	420	15	129	152	242	6	222	219	7	0	0	25	1	1	20	0	3	38	16
TSGA10	329	134	47	162	5	134	147	114	0	30	14	72	81	28	2	71	9	23	22	91	0	47	66	1	0	0	9	2	1	10	0	4	4	8
GCC2	1714	1439	72	1577	45	763	907	444	9	318	28	181	176	213	4	176	10	138	173	131	3	63	85	8	1	1	30	4	0	36	1	2	21	27
ISCU	778	563	64	521	377	226	286	224	100	195	6	135	103	146	137	102	13	109	88	65	18	65	53	4	31	12	33	0	5	31	6	0	19	8
VPS36	561	245	12	292	2	176	161	154	5	63	7	78	107	56	3	114	4	69	56	61	0	51	61	2	0	0	10	2	0	15	0	1	14	5
ITM2B	3573	2595	2333	2049	323	1238	1377	916	877	163	280	1259	1267	182	80	1129	313	152	289	861	384	511	656	199	16	8	29	84	98	27	60	19	14	23
LCP1	1565	1279	1065	1345	16	702	607	488	10	159	153	1070	1319	91	1	992	118	103	185	877	0	601	580	40	0	1	17	34	1	34	1	9	22	11
CHST12	6411	2615	384	3831	35	2315	2212	1777	17	594	143	601	1212	808	12	854	73	777	646	586	6	454	433	49	4	5	180	16	3	175	1	11	140	129
RAC1	743	548	324	627	39	348	306	205	241	110	54	737	894	107	9	589	34	60	70	451	65	336	327	22	0	1	21	9	22	21	15	7	15	9
DBNL	344	297	30	250	4	129	117	86	65	71	10	134	115	91	0	140	3	53	47	87	29	70	77	3	0	0	15	3	2	25	6	1	12	9
CCM2	602	276	35	367	3	226	272	203	16	67	7	101	121	52	1	97	7	56	46	77	5	60	58	0	0	1	19	1	1	18	1	0	8	8
BRIP1	2957	919	163	1621	20	1007	948	597	0	238	106	194	587	264	9	467	45	299	302	297	2	232	232	17	3	1	54	10	1	63	0	7	88	48
TRA2B	1176	1280	32	1032	45	628	673	449	29	460	8	279	254	268	2	272	3	157	154	161	11	126	138	5	0	0	46	3	0	60	5	0	44	34
TANK	223	221	205	248	96	149	160	105	4	101	46	139	135	96	12	147	19	50	19	133	2	92	131	10	3	5	12	2	1	14	0	7	11	15
UGGT1	700	291	43	435	13	239	219	166	6	49	17	82	176	81	7	160	15	62	79	117	2	77	92	7	1	1	10	6	0	18	2	4	21	5
GYPC	960	1189	11	763	1787	361	323	227	17	81	4	76	62	62	703	54	3	51	167	40	7	31	22	7	205	106	12	6	0	10	0	0	9	10
ABI1	295	191	75	217	8	147	126	88	30	77	17	73	87	49	2	74	11	41	18	56	10	59	41	2	0	0	9	1	5	10	1	0	4	7
YME1L1	716	591	82	487	13	416	472	274	9	182	23	91	139	103	1	154	23	48	64	97	4	68	72	13	1	0	16	7	1	17	1	7	22	23
TXN	689	1019	302	749	146	240	207	227	38	75	40	330	250	31	33	251	39	28	89	168	5	131	107	24	14	6	3	5	2	14	0	2	17	3
C9orf78	1093	842	43	894	163	409	481	321	12	132	11	248	160	106	166	175	11	60	106	102	3	95	85	4	117	64	22	1	0	25	1	0	14	15
ATP6V1G1	1608	1163	145	940	25	522	652	464	45	189	15	427	348	145	7	396	11	176	142	269	7	225	202	15	1	0	50	9	6	32	0	1	32	25
