rank	experiment	n_files	sum_flag_total	sum_stats_reads_mapped	analyses	files	bio_reps	flag_totals	mq0	sizes	hrefs	s3
215	ENCSR134BSY	1	44608316	44608316	ENCAN591ECC	ENCFF179HBF	1	44608316	0	2099236726	https://www.encodeproject.org/files/ENCFF179HBF/@@download/ENCFF179HBF.bam	https://encode-public.s3.amazonaws.com/2020/10/02/4e234ad4-88aa-4aca-8563-ff071522b8db/ENCFF179HBF.bam
216	ENCSR246PXX	1	44440112	44440112	ENCAN630PMT	ENCFF525YME	1	44440112	0	2201553808	https://www.encodeproject.org/files/ENCFF525YME/@@download/ENCFF525YME.bam	https://encode-public.s3.amazonaws.com/2020/11/11/bd143397-ee3d-4537-9262-faf139256c0b/ENCFF525YME.bam
217	ENCSR635QIZ	1	44416100	44416100	ENCAN794YTI	ENCFF188NQV	1	44416100	0	1998231832	https://www.encodeproject.org/files/ENCFF188NQV/@@download/ENCFF188NQV.bam	https://encode-public.s3.amazonaws.com/2020/09/25/88d8979e-4c19-496f-b778-09f16e2331e8/ENCFF188NQV.bam
218	ENCSR545KQR	1	44389309	44389309	ENCAN879JHN	ENCFF821JWU	1	44389309	0	2014510826	https://www.encodeproject.org/files/ENCFF821JWU/@@download/ENCFF821JWU.bam	https://encode-public.s3.amazonaws.com/2020/11/11/e7cabc4b-40b7-4a5a-851b-9983cfc3be9e/ENCFF821JWU.bam
219	ENCSR000EPT	2	44141821	44141821	ENCAN948NKY,ENCAN948NKY	ENCFF770WWF,ENCFF994YOO	1,2	22144275,21997546	0,0	1071342775,1095190374	https://www.encodeproject.org/files/ENCFF770WWF/@@download/ENCFF770WWF.bam,https://www.encodeproject.org/files/ENCFF994YOO/@@download/ENCFF994YOO.bam	https://encode-public.s3.amazonaws.com/2020/11/12/c43142dd-3989-4a0d-9cf8-e812aefac8a1/ENCFF770WWF.bam,https://encode-public.s3.amazonaws.com/2020/11/12/5f3b8ce0-5fc9-4b96-bcbf-275e6096323c/ENCFF994YOO.bam
220	ENCSR000ENF	1	44115762	44115762	ENCAN616ZXD	ENCFF425VFT	1	44115762	0	1890651443	https://www.encodeproject.org/files/ENCFF425VFT/@@download/ENCFF425VFT.bam	https://encode-public.s3.amazonaws.com/2020/11/12/1f92b672-2d83-4c27-bed1-bb97bb18d29d/ENCFF425VFT.bam
221	ENCSR135XMY	1	44108228	44108228	ENCAN476KGN	ENCFF604QXW	1	44108228	0	2108701732	https://www.encodeproject.org/files/ENCFF604QXW/@@download/ENCFF604QXW.bam	https://encode-public.s3.amazonaws.com/2020/09/28/5fcb2338-f67e-42d6-bb6a-67d4b81c676e/ENCFF604QXW.bam
222	ENCSR693UHT	1	108453374	108453374	ENCAN975NRD	ENCFF225NCO	1	108453374	0	4034038586	https://www.encodeproject.org/files/ENCFF225NCO/@@download/ENCFF225NCO.bam	https://encode-public.s3.amazonaws.com/2020/09/16/b552db65-5115-468d-a092-2a825eef534c/ENCFF225NCO.bam
223	ENCSR025EYJ	1	43984566	43984566	ENCAN967QSK	ENCFF377MQA	1	43984566	0	1995907606	https://www.encodeproject.org/files/ENCFF377MQA/@@download/ENCFF377MQA.bam	https://encode-public.s3.amazonaws.com/2020/09/22/5b6649b8-ce9a-4a53-b7d3-90493e3b4d99/ENCFF377MQA.bam
224	ENCSR354SDH	1	108821214	108821214	ENCAN156VHY	ENCFF485IKK	1	108821214	0	5095495477	https://www.encodeproject.org/files/ENCFF485IKK/@@download/ENCFF485IKK.bam	https://encode-public.s3.amazonaws.com/2020/09/24/ab7ef878-c67c-4444-862a-9324b82741ab/ENCFF485IKK.bam
225	ENCSR000EPH	2	108921416	108921416	ENCAN159DRH,ENCAN159DRH	ENCFF324QIC,ENCFF261MKA	1,2	31866915,77054501	0,0	1139421053,3306222964	https://www.encodeproject.org/files/ENCFF324QIC/@@download/ENCFF324QIC.bam,https://www.encodeproject.org/files/ENCFF261MKA/@@download/ENCFF261MKA.bam	https://encode-public.s3.amazonaws.com/2020/09/24/0017562b-7daa-44c7-8b76-eb45fb69ab78/ENCFF324QIC.bam,https://encode-public.s3.amazonaws.com/2020/09/24/745452a8-7c08-46e7-9513-d2bfe8cdfb62/ENCFF261MKA.bam
226	ENCSR411MGY	1	43388250	43388250	ENCAN333HTS	ENCFF793SQU	1	43388250	0	1930758405	https://www.encodeproject.org/files/ENCFF793SQU/@@download/ENCFF793SQU.bam	https://encode-public.s3.amazonaws.com/2020/11/11/5f41f565-162f-4a9a-864b-66e8eaa66584/ENCFF793SQU.bam
227	ENCSR482HQE	1	43299720	43299720	ENCAN538VUN	ENCFF694HLO	1	43299720	0	1585080997	https://www.encodeproject.org/files/ENCFF694HLO/@@download/ENCFF694HLO.bam	https://encode-public.s3.amazonaws.com/2020/09/19/c3479f51-7ae4-4d71-b20c-e0f6d2766f05/ENCFF694HLO.bam
228	ENCSR000EMI	2	43227594	43227594	ENCAN306CUQ,ENCAN306CUQ	ENCFF895GQL,ENCFF474LBE	1,2	22734571,20493023	0,0	1173003835,967368115	https://www.encodeproject.org/files/ENCFF895GQL/@@download/ENCFF895GQL.bam,https://www.encodeproject.org/files/ENCFF474LBE/@@download/ENCFF474LBE.bam	https://encode-public.s3.amazonaws.com/2020/11/12/47776a7d-4fe0-4f6c-9318-86f21b5359de/ENCFF895GQL.bam,https://encode-public.s3.amazonaws.com/2020/11/12/37a0253f-8a3c-4a9f-9e0c-50162c097c31/ENCFF474LBE.bam
229	ENCSR785RIM	1	43178290	43178290	ENCAN606FKD	ENCFF427ZCV	1	43178290	0	1661697709	https://www.encodeproject.org/files/ENCFF427ZCV/@@download/ENCFF427ZCV.bam	https://encode-public.s3.amazonaws.com/2020/09/24/102dd0ab-af07-424b-ad23-d22d2ba3f620/ENCFF427ZCV.bam
230	ENCSR757EPJ	1	43096738	43096738	ENCAN494TQF	ENCFF283QOO	1	43096738	0	2003998664	https://www.encodeproject.org/files/ENCFF283QOO/@@download/ENCFF283QOO.bam	https://encode-public.s3.amazonaws.com/2020/11/10/d800fa21-05d6-4e41-aea8-9d7be3b01091/ENCFF283QOO.bam
231	ENCSR323PWV	1	43083262	43083262	ENCAN729XDW	ENCFF775TZI	1	43083262	0	2120701260	https://www.encodeproject.org/files/ENCFF775TZI/@@download/ENCFF775TZI.bam	https://encode-public.s3.amazonaws.com/2020/09/22/d73543e4-f3bc-4082-a25f-3db13baf81f3/ENCFF775TZI.bam
232	ENCSR371KRY	1	42848445	42848445	ENCAN218GFU	ENCFF252KSN	1	42848445	0	1963512899	https://www.encodeproject.org/files/ENCFF252KSN/@@download/ENCFF252KSN.bam	https://encode-public.s3.amazonaws.com/2020/11/11/94a3783b-051c-4f41-a987-7eb4e57250c8/ENCFF252KSN.bam
233	ENCSR911YVV	1	42738798	42738798	ENCAN902RYZ	ENCFF217SYQ	1	42738798	0	1923807813	https://www.encodeproject.org/files/ENCFF217SYQ/@@download/ENCFF217SYQ.bam	https://encode-public.s3.amazonaws.com/2020/11/10/3428995b-8621-46d5-855c-c7145c21ec02/ENCFF217SYQ.bam
234	ENCSR697FME	1	42721396	42721396	ENCAN867WRQ	ENCFF859NRU	1	42721396	0	1685997488	https://www.encodeproject.org/files/ENCFF859NRU/@@download/ENCFF859NRU.bam	https://encode-public.s3.amazonaws.com/2020/10/02/1c9406f1-da53-4b27-9be7-255f0004ca31/ENCFF859NRU.bam
235	ENCSR556ARS	1	42663662	42663662	ENCAN193GRF	ENCFF386FCB	1	42663662	0	2034930131	https://www.encodeproject.org/files/ENCFF386FCB/@@download/ENCFF386FCB.bam	https://encode-public.s3.amazonaws.com/2020/10/04/e4dcbb93-0042-41ed-b86c-2086dfacb5b4/ENCFF386FCB.bam
236	ENCSR493IQY	1	42663282	42663282	ENCAN528LKP	ENCFF968IHM	1	42663282	0	1692124506	https://www.encodeproject.org/files/ENCFF968IHM/@@download/ENCFF968IHM.bam	https://encode-public.s3.amazonaws.com/2020/09/22/c4990ae3-ab70-4083-b2d6-a13c11cb62dd/ENCFF968IHM.bam
237	ENCSR650TZF	1	110040836	110040836	ENCAN330ZFT	ENCFF072OFG	1	110040836	0	4432093798	https://www.encodeproject.org/files/ENCFF072OFG/@@download/ENCFF072OFG.bam	https://encode-public.s3.amazonaws.com/2021/01/07/9920448b-8e5c-47f8-96ea-dd249bfc49a9/ENCFF072OFG.bam
238	ENCSR133OSO	1	42507818	42507818	ENCAN695OYL	ENCFF139SFY	1	42507818	0	1905624193	https://www.encodeproject.org/files/ENCFF139SFY/@@download/ENCFF139SFY.bam	https://encode-public.s3.amazonaws.com/2020/10/04/56683495-9ca2-4bfb-a5ef-6751dde79d7d/ENCFF139SFY.bam
239	ENCSR541ZOU	1	42452762	42452762	ENCAN340GSB	ENCFF129MZG	1	42452762	0	1835786927	https://www.encodeproject.org/files/ENCFF129MZG/@@download/ENCFF129MZG.bam	https://encode-public.s3.amazonaws.com/2020/09/22/e17b6de3-45f3-4135-bb3e-369fc400d71a/ENCFF129MZG.bam
240	ENCSR729DRB	1	42363894	42363894	ENCAN581EQR	ENCFF985GDK	1	42363894	0	2042197991	https://www.encodeproject.org/files/ENCFF985GDK/@@download/ENCFF985GDK.bam	https://encode-public.s3.amazonaws.com/2020/11/10/2c17da83-26b0-4df2-8e29-b324f7361542/ENCFF985GDK.bam
241	ENCSR000EOF	2	42313818	42313818	ENCAN384AOD,ENCAN384AOD	ENCFF923XMP,ENCFF009JZM	1,2	20582891,21730927	0,0	963219426,1063647240	https://www.encodeproject.org/files/ENCFF923XMP/@@download/ENCFF923XMP.bam,https://www.encodeproject.org/files/ENCFF009JZM/@@download/ENCFF009JZM.bam	https://encode-public.s3.amazonaws.com/2020/11/12/aeba0056-9516-4d33-8fbe-1f735694c789/ENCFF923XMP.bam,https://encode-public.s3.amazonaws.com/2020/11/12/8f5ea0ad-4838-4b17-98f5-3685cab250c5/ENCFF009JZM.bam
242	ENCSR420RWU	1	42068905	42068905	ENCAN144ZJB	ENCFF255UMI	1	42068905	0	2006008043	https://www.encodeproject.org/files/ENCFF255UMI/@@download/ENCFF255UMI.bam	https://encode-public.s3.amazonaws.com/2020/09/16/be433835-d2fc-47ef-b182-e5aeef30f0e9/ENCFF255UMI.bam
243	ENCSR964VVW	1	41877767	41877767	ENCAN610ZDM	ENCFF967HPY	1	41877767	0	1938002318	https://www.encodeproject.org/files/ENCFF967HPY/@@download/ENCFF967HPY.bam	https://encode-public.s3.amazonaws.com/2020/09/19/49aabea7-56b2-4702-81f7-93550dc0aece/ENCFF967HPY.bam
244	ENCSR323TXQ	1	110696850	110696850	ENCAN872MIQ	ENCFF597GTV	1	110696850	0	4505359520	https://www.encodeproject.org/files/ENCFF597GTV/@@download/ENCFF597GTV.bam	https://encode-public.s3.amazonaws.com/2020/09/26/0d3cadb7-2bd0-40a8-b406-278d81d668ec/ENCFF597GTV.bam
245	ENCSR270JQK	1	41836838	41836838	ENCAN031IJQ	ENCFF727ZRD	1	41836838	0	1797059937	https://www.encodeproject.org/files/ENCFF727ZRD/@@download/ENCFF727ZRD.bam	https://encode-public.s3.amazonaws.com/2020/09/24/a76f1149-1c2d-4a2f-b3e9-0a07a767ee14/ENCFF727ZRD.bam
246	ENCSR884MCZ	1	41779471	41779471	ENCAN330HLR	ENCFF232THR	1	41779471	0	2000829256	https://www.encodeproject.org/files/ENCFF232THR/@@download/ENCFF232THR.bam	https://encode-public.s3.amazonaws.com/2020/11/10/a914c55a-b3f9-4a2c-ba7a-8ae71113d4e5/ENCFF232THR.bam
247	ENCSR389IHS	1	41736008	41736008	ENCAN563AJI	ENCFF251CIK	1	41736008	0	1908405049	https://www.encodeproject.org/files/ENCFF251CIK/@@download/ENCFF251CIK.bam	https://encode-public.s3.amazonaws.com/2020/09/24/0d8dae8d-9e3a-451c-b973-face8f58d089/ENCFF251CIK.bam
248	ENCSR863LZT	1	41667152	41667152	ENCAN561IIY	ENCFF167LIP	1	41667152	0	1766405197	https://www.encodeproject.org/files/ENCFF167LIP/@@download/ENCFF167LIP.bam	https://encode-public.s3.amazonaws.com/2020/09/24/7cc99714-1aa0-4190-ac66-4a1b50cfa5f5/ENCFF167LIP.bam
249	ENCSR658NVL	1	41652770	41652770	ENCAN143WGM	ENCFF151MKY	1	41652770	0	1730152045	https://www.encodeproject.org/files/ENCFF151MKY/@@download/ENCFF151MKY.bam	https://encode-public.s3.amazonaws.com/2020/09/22/28b3fd1c-a821-47dd-92fb-f8d7dabe3c3c/ENCFF151MKY.bam
250	ENCSR305WLF	1	41638042	41638042	ENCAN907UAO	ENCFF337XYS	1	41638042	0	1752969862	https://www.encodeproject.org/files/ENCFF337XYS/@@download/ENCFF337XYS.bam	https://encode-public.s3.amazonaws.com/2020/09/24/cea04a4c-cac4-416a-8008-1cb7d22b8b53/ENCFF337XYS.bam
