File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF231YYD	bam	bam		alignments	GRCh38	ENCSR615YIL	ATAC-seq	/human-donors/ENCDO021JCP/	EFO:0010871	HG03139	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF085YVQ/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF389DXE/	2920434550	ENCODE Processing Pipeline	fd3bce3af2537a89518fb233b56f9abb		https://www.encodeproject.org/files/ENCFF231YYD/@@download/ENCFF231YYD.bam				released	s3://encode-public/2021/01/26/b51e9dae-1bdb-479c-b1e2-452a0ad9be19/ENCFF231YYD.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/b51e9dae-1bdb-479c-b1e2-452a0ad9be19/ENCFF231YYD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF475WIM	bam	bam		alignments	GRCh38	ENCSR684KUG	ATAC-seq	/human-donors/ENCDO207EAQ/	CLO:0026249	GM18870	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF493CCB/, /files/ENCFF839LGB/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF590ZCS/	5591212501	ENCODE Processing Pipeline	f63172bd240ef0e01f5df9a350daac18		https://www.encodeproject.org/files/ENCFF475WIM/@@download/ENCFF475WIM.bam				released	s3://encode-public/2021/01/22/3d88bd04-11c2-492a-95b0-7d4ca9fcb920/ENCFF475WIM.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/3d88bd04-11c2-492a-95b0-7d4ca9fcb920/ENCFF475WIM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	unreplicated experiment	
ENCFF657AXO	bam	bam		alignments	GRCh38	ENCSR123WME	ATAC-seq	/human-donors/ENCDO610AIZ/	EFO:0010856	HG02943	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF498MOA/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF980DQS/, /files/ENCFF493CCB/, /files/ENCFF140XLU/	2731663603	ENCODE Processing Pipeline	19221f02914085612ce2c6ca6d0b1fa0		https://www.encodeproject.org/files/ENCFF657AXO/@@download/ENCFF657AXO.bam				released	s3://encode-public/2021/02/04/0fa56eab-4e82-45db-971c-673d97d6b3e2/ENCFF657AXO.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/0fa56eab-4e82-45db-971c-673d97d6b3e2/ENCFF657AXO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth, moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF395ZMS	bam	bam		alignments	GRCh38	ENCSR038WVV	ATAC-seq	/human-donors/ENCDO771VFC/	EFO:0010858	HG02973	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF782SQJ/, /files/ENCFF212UAV/, /files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF642PME/	4018781308	ENCODE Processing Pipeline	c30e23c0556d6a53c36e9ee72afc8e13		https://www.encodeproject.org/files/ENCFF395ZMS/@@download/ENCFF395ZMS.bam				released	s3://encode-public/2021/01/26/981e2a69-5994-4a1d-94db-f8843f8d415a/ENCFF395ZMS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/981e2a69-5994-4a1d-94db-f8843f8d415a/ENCFF395ZMS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	unreplicated experiment	
ENCFF767FGV	bam	bam		alignments	GRCh38	ENCSR063UNG	ATAC-seq	/human-donors/ENCDO224CAO/	EFO:0010874	HG03196	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF328SYS/, /files/ENCFF212UAV/, /files/ENCFF299HLD/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF140XLU/	4842081673	ENCODE Processing Pipeline	52c130df2cc232bd3ce921b6899f1485		https://www.encodeproject.org/files/ENCFF767FGV/@@download/ENCFF767FGV.bam				released	s3://encode-public/2021/02/04/d0a40ae9-8033-4222-b998-5e8005788c1b/ENCFF767FGV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/d0a40ae9-8033-4222-b998-5e8005788c1b/ENCFF767FGV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF342KIA	bam	bam		alignments	GRCh38	ENCSR231BZU	ATAC-seq	/human-donors/ENCDO806NFB/	CLO:0027432	GM19351	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF617QIY/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF577NJG/	4409826021	ENCODE Processing Pipeline	04124dcb69f15d6653a433194c78db2b		https://www.encodeproject.org/files/ENCFF342KIA/@@download/ENCFF342KIA.bam				released	s3://encode-public/2021/01/27/b6c7e7bd-dde5-43c7-9ce8-6bfc65b030f0/ENCFF342KIA.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/27/b6c7e7bd-dde5-43c7-9ce8-6bfc65b030f0/ENCFF342KIA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF152BRZ	bam	bam		alignments	GRCh38	ENCSR635CAC	ATAC-seq	/human-donors/ENCDO514AGP/	CLO:0026877	GM19467	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF455WLI/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF052RQB/, /files/ENCFF212UAV/	4046241511	ENCODE Processing Pipeline	d2e0bd5f7cfefcab0e800ae8a0532e08		https://www.encodeproject.org/files/ENCFF152BRZ/@@download/ENCFF152BRZ.bam				released	s3://encode-public/2021/01/26/9de20c5e-fbcb-4db5-98cb-07703e3cb15f/ENCFF152BRZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/9de20c5e-fbcb-4db5-98cb-07703e3cb15f/ENCFF152BRZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF935PGL	bam	bam		alignments	GRCh38	ENCSR924SDV	ATAC-seq	/human-donors/ENCDO740YRZ/	CLO:0024937	GM18498	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF708BBU/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF912OKM/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF212UAV/	6524927345	ENCODE Processing Pipeline	e6adf601f0f4b5d143e62d3fceba89dc		https://www.encodeproject.org/files/ENCFF935PGL/@@download/ENCFF935PGL.bam				released	s3://encode-public/2021/02/01/252f46db-21c1-45b7-8f50-046c1ee32803/ENCFF935PGL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/252f46db-21c1-45b7-8f50-046c1ee32803/ENCFF935PGL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF588QWF	bam	bam		alignments	GRCh38	ENCSR554WGQ	ATAC-seq	/human-donors/ENCDO069UGQ/	EFO:0010875	HG03280	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF028BZG/, /files/ENCFF212UAV/, /files/ENCFF336YZK/, /files/ENCFF493CCB/, /files/ENCFF140XLU/	4322910632	ENCODE Processing Pipeline	23d33fa23ebed1b3c5dd596a0b1934c4		https://www.encodeproject.org/files/ENCFF588QWF/@@download/ENCFF588QWF.bam				released	s3://encode-public/2021/01/22/e645e5d8-5510-454b-8ab7-d177a8c4c475/ENCFF588QWF.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/e645e5d8-5510-454b-8ab7-d177a8c4c475/ENCFF588QWF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF216MFD	bam	bam		alignments	GRCh38	ENCSR249FXU	ATAC-seq	/human-donors/ENCDO995KMB/	EFO:0010862	HG03045	cell line	Homo sapiens											DNA						2021-02-10	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF755ISU/, /files/ENCFF697XVA/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF356LFX/	4978644372	ENCODE Processing Pipeline	19dd00867a4f094440d7ae0eb8bdac01		https://www.encodeproject.org/files/ENCFF216MFD/@@download/ENCFF216MFD.bam				released	s3://encode-public/2021/01/14/1858aaba-4377-4e8e-9d81-b8573a949a84/ENCFF216MFD.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/1858aaba-4377-4e8e-9d81-b8573a949a84/ENCFF216MFD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF090VTK	bam	bam		alignments	GRCh38	ENCSR408IVU	ATAC-seq	/human-donors/ENCDO825NZI/	CLO:0014083	GM21526	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF110MCL/, /files/ENCFF699COI/, /files/ENCFF883OSL/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF356LFX/	4942286031	ENCODE Processing Pipeline	e850c01d72e45d5028eca3f2e79e0719		https://www.encodeproject.org/files/ENCFF090VTK/@@download/ENCFF090VTK.bam				released	s3://encode-public/2021/02/04/b11e8264-ae64-4a4e-8695-e2cb3d1bd5ae/ENCFF090VTK.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/b11e8264-ae64-4a4e-8695-e2cb3d1bd5ae/ENCFF090VTK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	low FRiP score, unreplicated experiment	
ENCFF705PBQ	bam	bam		alignments	GRCh38	ENCSR821QHC	ATAC-seq	/human-donors/ENCDO480FPE/	EFO:0010845	HG02642	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF646DYR/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF024YWL/, /files/ENCFF356LFX/, /files/ENCFF212UAV/	6612252759	ENCODE Processing Pipeline	4d4e6827add661e394804f575041cd34		https://www.encodeproject.org/files/ENCFF705PBQ/@@download/ENCFF705PBQ.bam				released	s3://encode-public/2021/01/26/fef80ab6-7ba2-424c-b5a8-7cb4f5c62cbe/ENCFF705PBQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/fef80ab6-7ba2-424c-b5a8-7cb4f5c62cbe/ENCFF705PBQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking	poor library complexity, unreplicated experiment	
ENCFF129JFT	bam	bam		alignments	GRCh38	ENCSR594TMY	ATAC-seq	/human-donors/ENCDO992EYG/	EFO:0010886	HG03521	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF626RAH/, /files/ENCFF110MCL/, /files/ENCFF182JFZ/, /files/ENCFF212UAV/	3341658529	ENCODE Processing Pipeline	9a57304a9fff5865019af964b9ac9023		https://www.encodeproject.org/files/ENCFF129JFT/@@download/ENCFF129JFT.bam				released	s3://encode-public/2021/02/02/4f8d0b65-5f85-4022-be8c-13906f98afff/ENCFF129JFT.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/4f8d0b65-5f85-4022-be8c-13906f98afff/ENCFF129JFT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF617WPF	bam	bam		alignments	GRCh38	ENCSR700HPA	ATAC-seq	/human-donors/ENCDO239IFC/	CLO:0024933	GM18499	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF103STN/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF700QBV/, /files/ENCFF304XEX/, /files/ENCFF212UAV/	2409238963	ENCODE Processing Pipeline	afe244ce86f8c504a3239d88ad687bbc		https://www.encodeproject.org/files/ENCFF617WPF/@@download/ENCFF617WPF.bam				released	s3://encode-public/2021/02/01/d310a922-caf3-4257-87fa-ec83a9f0d434/ENCFF617WPF.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/d310a922-caf3-4257-87fa-ec83a9f0d434/ENCFF617WPF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks	insufficient read depth, unreplicated experiment	
ENCFF056MAS	bam	bam		alignments	GRCh38	ENCSR621JYI	ATAC-seq	/human-donors/ENCDO772WHN/	EFO:0010854	HG02885	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF160VFY/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF642GXW/, /files/ENCFF212UAV/, /files/ENCFF140XLU/	7230810802	ENCODE Processing Pipeline	3d22fccf967596fd65bec080d5e43524		https://www.encodeproject.org/files/ENCFF056MAS/@@download/ENCFF056MAS.bam				released	s3://encode-public/2021/02/02/01f0cd36-c571-4bf2-938d-2d3ce267709f/ENCFF056MAS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/01f0cd36-c571-4bf2-938d-2d3ce267709f/ENCFF056MAS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking	poor library complexity, unreplicated experiment	
ENCFF854BZA	bam	bam		alignments	GRCh38	ENCSR241VGH	ATAC-seq	/human-donors/ENCDO326KDH/	CLO:0024912	GM18502	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF305ISV/, /files/ENCFF447RFD/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF212UAV/	6918471089	ENCODE Processing Pipeline	aa380634252dbacddda3c21ffd78f1e3		https://www.encodeproject.org/files/ENCFF854BZA/@@download/ENCFF854BZA.bam				released	s3://encode-public/2021/02/04/745314de-b6a4-4902-8f6b-2d24aded86e2/ENCFF854BZA.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/745314de-b6a4-4902-8f6b-2d24aded86e2/ENCFF854BZA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking	poor library complexity, unreplicated experiment	
ENCFF686SWP	bam	bam		alignments	GRCh38	ENCSR253QLW	ATAC-seq	/human-donors/ENCDO092TGW/	CLO:0024877	GM18511	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF690APL/, /files/ENCFF236FBU/, /files/ENCFF356LFX/	5395909419	ENCODE Processing Pipeline	24c07b77753deaac172a5582619dfc5e		https://www.encodeproject.org/files/ENCFF686SWP/@@download/ENCFF686SWP.bam				released	s3://encode-public/2021/01/26/66f7e35b-64fc-4bf1-bd46-2e590a11e8b5/ENCFF686SWP.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/66f7e35b-64fc-4bf1-bd46-2e590a11e8b5/ENCFF686SWP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF948HNW	bam	bam		alignments	GRCh38	ENCSR962ITF	ATAC-seq	/human-donors/ENCDO406PYC/	EFO:0010869	HG03108	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF303ZDM/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF474NKA/, /files/ENCFF304XEX/	3415053220	ENCODE Processing Pipeline	5722e2590036dfc5b07ca910f34340e6		https://www.encodeproject.org/files/ENCFF948HNW/@@download/ENCFF948HNW.bam				released	s3://encode-public/2021/01/22/a1b703d1-8d1b-4418-8425-3b1e4ebc82fa/ENCFF948HNW.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/a1b703d1-8d1b-4418-8425-3b1e4ebc82fa/ENCFF948HNW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	unreplicated experiment	
ENCFF110EWQ	bam	bam		alignments	GRCh38	ENCSR345NVR	ATAC-seq	/human-donors/ENCDO499MFJ/	EFO:0010883	HG03460	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF532VUV/, /files/ENCFF110MCL/, /files/ENCFF436BOR/, /files/ENCFF212UAV/, /files/ENCFF493CCB/	2983902390	ENCODE Processing Pipeline	19c4dfffff43350a9eaff3b644c93049		https://www.encodeproject.org/files/ENCFF110EWQ/@@download/ENCFF110EWQ.bam				released	s3://encode-public/2021/02/04/98c1dc18-7ce9-4a19-bdbf-3d40bd3919ac/ENCFF110EWQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/98c1dc18-7ce9-4a19-bdbf-3d40bd3919ac/ENCFF110EWQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF966ELR	bam	bam		alignments	GRCh38	ENCSR920FQJ	ATAC-seq	/human-donors/ENCDO839KPP/	EFO:0010855	HG02938	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF385DZC/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF500POY/, /files/ENCFF356LFX/	3530622367	ENCODE Processing Pipeline	05d62214e6c2826bcb065d8735b07485		https://www.encodeproject.org/files/ENCFF966ELR/@@download/ENCFF966ELR.bam				released	s3://encode-public/2021/01/26/1a3029d5-fdb1-46b1-b683-79ad7b4f9636/ENCFF966ELR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/1a3029d5-fdb1-46b1-b683-79ad7b4f9636/ENCFF966ELR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF362ACE	bam	bam		alignments	GRCh38	ENCSR635AIF	ATAC-seq	/human-donors/ENCDO731HIP/	CLO:0026875	GM19468	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF212UAV/, /files/ENCFF358ZGT/, /files/ENCFF140XLU/, /files/ENCFF221QLG/, /files/ENCFF493CCB/, /files/ENCFF110MCL/	935760578	ENCODE Processing Pipeline	f69468f5afd408a0aab79c25723464f1		https://www.encodeproject.org/files/ENCFF362ACE/@@download/ENCFF362ACE.bam				released	s3://encode-public/2021/02/01/840659dd-53b3-45f5-bbab-08b14cca985c/ENCFF362ACE.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/840659dd-53b3-45f5-bbab-08b14cca985c/ENCFF362ACE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks, moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	extremely low read depth
ENCFF557GPJ	bam	bam		alignments	GRCh38	ENCSR122NDR	ATAC-seq	/human-donors/ENCDO044UFV/	CLO:0014097	GM21576	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF247LAB/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF499DNV/	4125552908	ENCODE Processing Pipeline	42ae55e4d7ee07ff61476592312b6718		https://www.encodeproject.org/files/ENCFF557GPJ/@@download/ENCFF557GPJ.bam				released	s3://encode-public/2021/01/22/f8a27e1a-5132-4c62-9594-b9fd739812cc/ENCFF557GPJ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/f8a27e1a-5132-4c62-9594-b9fd739812cc/ENCFF557GPJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF848NBQ	bam	bam		alignments	GRCh38	ENCSR528YDD	ATAC-seq	/human-donors/ENCDO573NZN/	EFO:0010876	HG03342	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF465ZGZ/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF985SMN/, /files/ENCFF212UAV/	4759503608	ENCODE Processing Pipeline	69ea343d3ed728e00efccd52c37afd6b		https://www.encodeproject.org/files/ENCFF848NBQ/@@download/ENCFF848NBQ.bam				released	s3://encode-public/2021/01/26/891f827b-9180-4dfe-bf3d-7f6969385ac6/ENCFF848NBQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/891f827b-9180-4dfe-bf3d-7f6969385ac6/ENCFF848NBQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF512LHW	bam	bam		alignments	GRCh38	ENCSR641KNU	ATAC-seq	/human-donors/ENCDO596HKE/	CLO:0014941	GM21825	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF791QRI/, /files/ENCFF341CON/, /files/ENCFF356LFX/, /files/ENCFF212UAV/	4458321871	ENCODE Processing Pipeline	4b22fcbf436fbb69419bfbf2388d0392		https://www.encodeproject.org/files/ENCFF512LHW/@@download/ENCFF512LHW.bam				released	s3://encode-public/2021/02/04/ec3e57ce-ee9b-425c-9b6b-e986bf513a76/ENCFF512LHW.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/ec3e57ce-ee9b-425c-9b6b-e986bf513a76/ENCFF512LHW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
