cluster	eye	score	probe	genes
24	eye1	0.028924938	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
24	eye2	0.010939757	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
25	eye1	0.01648019	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
25	eye2	0.009595343	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
3	eye1	0.022498999	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
3	eye2	0.023843575	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
4	eye1	0.01865464	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
4	eye2	0.025031552	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
5	eye1	0.018334514	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
5	eye2	0.020381441	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
6	eye1	0.017504256	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
6	eye2	0.022359742	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
7	eye1	0.012568406	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
7	eye2	0.015015543	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
8	eye1	0.09266209	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
8	eye2	0.03603462	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
9	eye1	0.018886676	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
9	eye2	0.016805205	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
0	eye1	0.05595132	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
0	eye2	0.055198405	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
1	eye1	0.030731754	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
1	eye2	0.032007035	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
10	eye1	0.038890198	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
10	eye2	0.03187836	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
11	eye1	0.038768265	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
11	eye2	0.032996528	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
12	eye1	0.022079533	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
12	eye2	0.028707119	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
13	eye1	0.07007721	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
13	eye2	0.06588934	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
14	eye1	0.067343846	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
14	eye2	0.052141238	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
15	eye1	0.045000054	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
15	eye2	0.088894255	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
16	eye1	0.1330186	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
16	eye2	0.15994051	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
17	eye1	0.029658603	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
17	eye2	0.028926328	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
18	eye1	0.034294564	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
18	eye2	0.028289152	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
19	eye1	0.09460926	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
19	eye2	0.08493971	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
2	eye1	0.053365134	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
2	eye2	0.04674974	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
20	eye1	0.03274851	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
20	eye2	0.057361566	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
21	eye1	0.015833514	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
21	eye2	0.008003885	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
22	eye1	0.018672287	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
22	eye2	0.025759317	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
23	eye1	0.05847695	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
23	eye2	0.034684073	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
24	eye1	0.068599366	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
24	eye2	0.08115793	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
25	eye1	0.0	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
25	eye2	0.051267467	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
3	eye1	0.043436315	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
3	eye2	0.03867514	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
4	eye1	0.040805817	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
4	eye2	0.037759975	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
5	eye1	0.03601782	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
5	eye2	0.04345628	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
6	eye1	0.033274308	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
6	eye2	0.035379708	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
7	eye1	0.035228483	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
7	eye2	0.043101244	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
8	eye1	0.3936649	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
8	eye2	0.08201655	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
9	eye1	0.06069572	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
9	eye2	0.055504933	Inflammation_NFKB	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
