tf	match_radius	q_threshold	dnase_mode	dnase_expansion	reproducible_pairs	closed_pairs	closed_fraction	closed_qsum	total_qsum	closed_q_fraction	closed_fesum	total_fesum	closed_fe_fraction	median_closed_q	median_all_q	median_closed_fe	median_all_fe	median_summit_distance
TF5	1000	3.00000	rep1	500	5740	2052	0.35749129	14937.658660	42306.694560	0.35308026	13399.176680	37666.088010	0.35573582	6.132170	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep1	500	10002	4155	0.41541692	50555.071730	145076.816900	0.34847106	34325.654740	89100.427840	0.38524680	8.937940	10.242700	7.203790	7.610270	33.000
TF1	1000	3.00000	rep2	0	66348	58371	0.87977030	639351.263060	738063.935890	0.86625458	288377.516330	329169.118310	0.87607707	8.323570	8.471810	4.476510	4.495670	51.000
TF2	1000	3.00000	rep2	0	5333	3545	0.66472905	27573.119040	42574.702740	0.64764091	20364.433360	31061.489720	0.65561676	5.832040	5.937180	5.188990	5.264420	51.000
TF3	1000	3.00000	rep2	0	11355	4546	0.40035227	61048.500560	181558.382890	0.33624721	30472.895250	82991.536120	0.36718076	8.601455	10.407600	5.679080	6.181410	31.000
TF4	1000	3.00000	rep2	0	149439	142984	0.95680512	1038669.300430	1091190.711900	0.95186780	601545.843990	629980.757500	0.95486384	6.284760	6.304960	3.960630	3.971560	76.000
TF5	1000	3.00000	rep2	0	5740	3672	0.63972125	26708.258990	42306.694560	0.63130101	23955.389260	37666.088010	0.63599356	5.840850	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep2	0	10002	6760	0.67586483	87978.045120	145076.816900	0.60642387	56956.842110	89100.427840	0.63924319	9.295340	10.242700	7.255320	7.610270	33.000
TF1	1000	3.00000	rep2	250	66348	51290	0.77304516	551719.469380	738063.935890	0.74752260	252388.006790	329169.118310	0.76674266	8.265000	8.471810	4.453840	4.495670	51.000
TF2	1000	3.00000	rep2	250	5333	2090	0.39189949	16612.224050	42574.702740	0.39019002	12134.434740	31061.489720	0.39065849	6.124160	5.937180	5.294610	5.264420	51.000
TF3	1000	3.00000	rep2	250	11355	2080	0.18317922	24688.000660	181558.382890	0.13597830	13508.300920	82991.536120	0.16276721	8.219835	10.407600	5.720210	6.181410	31.000
TF4	1000	3.00000	rep2	250	149439	131465	0.87972350	947100.100480	1091190.711900	0.86795103	551503.898220	629980.757500	0.87542975	6.225360	6.304960	3.949000	3.971560	76.000
TF5	1000	3.00000	rep2	250	5740	1957	0.34094077	14402.867490	42306.694560	0.34043944	12821.326900	37666.088010	0.34039444	6.132170	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep2	250	10002	4059	0.40581884	47457.891210	145076.816900	0.32712250	32714.761930	89100.427840	0.36716728	8.607130	10.242700	7.061810	7.610270	33.000
TF1	1000	3.00000	rep2	500	66348	49897	0.75204980	535964.223080	738063.935890	0.72617587	245520.211600	329169.118310	0.74587863	8.264800	8.471810	4.453840	4.495670	51.000
TF2	1000	3.00000	rep2	500	5333	1897	0.35570973	15292.623810	42574.702740	0.35919508	11092.475860	31061.489720	0.35711345	6.290000	5.937180	5.315300	5.264420	51.000
TF3	1000	3.00000	rep2	500	11355	1853	0.16318802	22489.503780	181558.382890	0.12386927	12208.060080	82991.536120	0.14710006	8.451670	10.407600	5.805680	6.181410	31.000
TF4	1000	3.00000	rep2	500	149439	126678	0.84769036	910898.668580	1091190.711900	0.83477495	531168.288520	629980.757500	0.84315002	6.194660	6.304960	3.949000	3.971560	76.000
TF5	1000	3.00000	rep2	500	5740	1642	0.28606272	12104.447980	42306.694560	0.28611188	10778.467530	37666.088010	0.28615840	6.162720	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep2	500	10002	3594	0.35932813	41873.715700	145076.816900	0.28863134	29023.541870	89100.427840	0.32573965	8.607970	10.242700	7.100625	7.610270	33.000
